,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
283,0.0,3.0,0.0,1.0,50.0,1.0,5.0,0.37,0.0,85.0,2.0,0.0,9.0,2.0,3.35294117647059,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0
298,5.0,1.0,7.0,4.0,142.0,1.0,2.0,15.01,3.0,68.0,2.0,1.0,40.0,3.0,4.85714285714286,0.0,1.0,1.0,1.6,0.0,0.428571428571429,0.0,2.0,9.0
311,13.0,2.0,1.0,1.0,70.0,3.0,28.0,0.14,0.0,23.0,3.0,0.0,27.0,2.0,4.28571428571429,0.0,1.0,1.0,0.1,0.0,0.5,0.0,3.0,4.0
313,10.0,1.0,1.0,2.0,134.0,4.0,62.0,0.2,1.0,100.0,3.0,8.0,39.0,2.0,6.71428571428571,0.0,0.0,0.0,1.5,0.0,0.9,0.0,5.0,5.0
320,7.0,1.0,3.0,2.0,93.0,3.0,9.0,3.58,1.0,80.0,2.0,0.0,19.0,2.0,3.1,0.0,1.0,1.0,1.125,0.0,0.428571428571429,0.0,3.0,4.0
323,2.0,1.0,2.0,2.0,85.0,2.0,34.0,1.49,2.0,85.0,3.0,0.0,29.0,2.0,1.3,0.0,1.0,1.0,1.26315789473684,0.0,1.0,0.0,2.0,1.0
327,2.0,2.0,0.0,3.0,67.0,2.0,3.0,0.37,1.0,100.0,3.0,0.0,13.0,2.0,0.6,0.0,1.0,0.0,2.14285714285714,0.0,0.666666666666667,0.0,3.0,5.0
328,0.0,2.0,9.0,2.0,52.0,1.0,0.0,15.18,1.0,86.0,1.0,0.0,26.0,1.0,6.73333333333333,2.0,1.0,1.0,1.76470588235294,0.0,0.666666666666667,0.0,2.0,1.0
335,1.0,2.0,1.0,1.0,40.0,1.0,6.0,0.18,2.0,86.0,4.0,0.0,22.0,2.0,2.9,0.0,1.0,1.0,0.3,0.0,0.8,0.0,3.0,2.0
336,2.0,2.0,2.0,2.0,104.0,4.0,27.0,1.49,0.0,100.0,2.0,0.0,25.0,3.0,1.3,0.0,1.0,0.0,1.16129032258065,0.0,0.6,0.0,2.0,4.0
337,4.0,2.0,1.0,5.0,59.0,1.0,4.0,6.21,2.0,86.0,2.0,0.0,31.0,2.0,3.75,0.0,0.0,1.0,1.33333333333333,0.0,0.75,0.0,2.0,4.0
338,3.0,2.0,2.0,6.0,103.0,1.0,5.0,1.49,4.0,86.0,3.0,0.0,16.0,2.0,1.3,0.0,1.0,1.0,1.4,0.0,0.5,0.0,2.0,6.0
344,5.0,1.0,6.0,2.0,326.0,4.0,1036.0,0.36,0.0,100.0,1.0,18.0,16.0,4.0,7.81632653061224,0.0,0.0,0.0,0.682692307692308,0.0,0.9,0.0,2.0,7.0
357,7.0,2.0,0.0,1.0,83.0,1.0,30.0,1.19,1.0,80.0,2.0,0.0,14.0,1.0,7.72222222222222,2.0,1.0,1.0,1.80952380952381,0.0,1.0,0.0,3.0,2.0
360,0.0,1.0,2.0,5.0,65.0,1.0,21.0,0.29,2.0,76.0,3.0,0.0,18.0,2.0,1.3,0.0,1.0,1.0,2.5,0.0,0.5,0.0,2.0,5.0
362,0.0,1.0,2.0,1.0,106.0,8.0,25.0,0.2,1.0,100.0,2.0,2.0,19.0,2.0,4.73333333333333,0.0,0.0,0.0,1.05128205128205,0.0,0.5,0.0,5.0,2.0
365,19.0,2.0,1.0,1.0,77.0,2.0,22.0,0.13,1.0,23.0,4.0,0.0,19.0,2.0,4.41666666666667,0.0,1.0,1.0,0.1,0.0,0.714285714285714,0.0,2.0,3.0
429,2.0,2.0,0.0,2.0,113.0,4.0,5.0,4.58,1.0,60.0,2.0,0.0,14.0,2.0,2.5,0.0,1.0,1.0,0.974358974358974,1.0,0.5,0.0,6.0,1.0
453,12.0,1.0,1.0,2.0,423.0,8.0,83.0,15.01,0.0,68.0,1.0,1.0,11.0,2.0,5.74698795180723,0.0,1.0,1.0,0.869565217391304,0.0,0.5,0.0,2.0,2.0
454,2.0,1.0,2.0,1.0,33.0,1.0,3.0,1.39,3.0,90.0,2.0,0.0,20.0,3.0,3.58333333333333,0.0,0.0,1.0,1.33333333333333,0.0,1.0,0.0,1.0,6.0
512,1.0,1.0,0.0,2.0,139.0,1.0,6.0,3.58,0.0,84.0,1.0,1.0,20.0,2.0,3.1,0.0,1.0,1.0,0.816326530612245,0.0,0.666666666666667,0.0,5.0,4.0
515,3.0,1.0,1.0,1.0,148.0,1.0,6.0,1.49,0.0,89.0,1.0,0.0,27.0,2.0,1.3,0.0,1.0,1.0,0.536842105263158,0.0,0.714285714285714,0.0,2.0,10.0
520,7.0,2.0,15.0,4.0,144.0,11.0,0.0,0.24,1.0,100.0,2.0,1.0,28.0,2.0,2.44444444444444,0.0,1.0,1.0,3.2,0.0,1.0,0.0,2.0,5.0
522,13.0,2.0,0.0,13.0,229.0,1.0,0.0,15.01,5.0,68.0,1.0,0.0,56.0,2.0,5.66666666666667,1.0,1.0,1.0,2.17647058823529,0.0,0.4,0.0,2.0,3.0
546,8.0,2.0,11.0,5.0,213.0,6.0,645.0,1.13,2.0,88.0,1.0,0.0,51.0,2.0,1.0,31.0,1.0,1.0,0.1,0.0,0.8,0.0,2.0,3.0
559,1.0,1.0,3.0,2.0,46.0,4.0,0.0,1.39,0.0,0.0,1.0,0.0,29.0,2.0,1.875,0.0,1.0,1.0,0.846153846153846,0.0,1.0,0.0,2.0,0.0
585,3.0,11.0,13.0,2.0,70.0,6.0,33.0,36.38,0.0,100.0,1.0,57.0,26.0,1.0,9.33333333333333,0.0,0.0,0.0,1.11475409836066,4.0,0.571428571428571,0.0,5.0,10.0
588,2.0,2.0,9.0,2.0,56.0,1.0,0.0,1.19,0.0,86.0,1.0,0.0,9.0,1.0,5.8,0.0,1.0,1.0,2.16666666666667,0.0,0.0,0.0,1.0,3.0
601,2.0,1.0,1.0,5.0,49.0,1.0,2.0,0.22,6.0,70.0,2.0,0.0,21.0,1.0,2.9,2.0,2.0,1.0,0.3,0.0,0.333333333333333,0.0,5.0,4.0
643,0.0,1.0,0.0,0.0,72.0,1.0,25.0,0.2,0.0,94.0,2.0,0.0,14.0,2.0,3.1,0.0,1.0,1.0,0.210526315789474,0.0,1.0,0.0,3.0,2.0
678,1.0,1.0,0.0,1.0,94.0,1.0,15.0,0.28,0.0,94.0,2.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,0.553191489361702,0.0,1.0,0.0,4.0,2.0
694,2.0,1.0,32.0,4.0,204.0,3.0,2.0,36.04,0.0,100.0,2.0,0.0,34.0,2.0,6.27777777777778,0.0,1.0,0.0,0.675,0.0,0.9,0.0,2.0,6.0
723,6.0,2.0,11.0,0.0,319.0,9.0,0.0,0.37,0.0,91.0,2.0,7.0,115.0,2.0,3.74074074074074,0.0,1.0,1.0,0.1,0.0,0.0,0.0,4.0,4.0
748,1.0,4.0,0.0,5.0,47.0,3.0,11.0,6.53,2.0,48.0,1.0,0.0,5.0,2.0,7.5,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0
1390,5.0,1.0,0.0,1.0,169.0,11.0,115.0,3.45,3.0,100.0,2.0,0.0,19.0,2.0,7.5,0.0,1.0,1.0,0.3,0.0,1.0,0.0,1.0,0.0
965,2.0,1.0,1.0,3.0,61.0,1.0,2.0,3.58,2.0,40.0,2.0,1.0,19.0,1.0,3.1,0.0,3.0,1.0,1.30769230769231,0.0,0.666666666666667,0.0,4.0,4.0
970,12.0,1.0,7.0,2.0,165.0,3.0,645.0,1.13,2.0,91.0,1.0,2.0,34.0,2.0,1.0,31.0,1.0,1.0,0.1,0.0,0.5,0.0,6.0,6.0
993,2.0,1.0,3.0,0.0,29.0,6.0,6.0,3.45,0.0,90.0,2.0,0.0,3.0,4.0,2.23684210526316,0.0,0.0,0.0,0.3,0.0,1.0,0.0,3.0,0.0
994,2.0,1.0,3.0,0.0,39.0,6.0,10.0,15.01,0.0,68.0,2.0,0.0,4.0,4.0,2.70588235294118,0.0,0.0,0.0,0.724137931034483,0.0,1.0,0.0,2.0,0.0
995,2.0,2.0,3.0,0.0,59.0,6.0,16.0,4.58,0.0,92.0,2.0,0.0,4.0,1.0,3.36486486486486,0.0,19.0,0.0,0.646341463414634,1.0,0.5,0.0,5.0,0.0
996,2.0,2.0,3.0,0.0,37.0,6.0,10.0,4.58,0.0,90.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.581818181818182,1.0,1.0,0.0,5.0,0.0
1404,2.0,2.0,3.0,0.0,145.0,6.0,45.0,25.77,0.0,96.0,2.0,0.0,5.0,3.0,4.26829268292683,0.0,0.0,0.0,0.444444444444444,0.0,0.7,0.0,1.0,1.0
1405,2.0,1.0,3.0,0.0,44.0,6.0,8.0,0.11,0.0,91.0,2.0,0.0,4.0,2.0,2.5,0.0,0.0,0.0,2.3,0.0,1.0,0.0,1.0,0.0
1059,1.0,1.0,8.0,6.0,80.0,1.0,0.0,0.39,0.0,0.0,1.0,0.0,50.0,1.0,2.9,0.0,1.0,1.0,0.3,0.0,0.0,0.0,3.0,3.0
1069,0.0,1.0,3.0,3.0,119.0,2.0,20.0,0.34,1.0,90.0,1.0,1.0,23.0,2.0,9.09090909090909,2.0,1.0,1.0,0.2,0.0,1.0,0.0,3.0,3.0
1074,2.0,2.0,9.0,7.0,92.0,1.0,0.0,0.38,1.0,90.0,1.0,0.0,19.0,1.0,2.9,0.0,1.0,1.0,0.3,0.0,1.0,0.0,4.0,2.0
1150,0.0,2.0,0.0,0.0,50.0,12.0,31.0,4.58,0.0,40.0,1.0,0.0,19.0,2.0,3.77272727272727,1.0,2.0,1.0,0.628571428571429,0.0,1.0,0.0,4.0,1.0
1152,1.0,2.0,28.0,2.0,140.0,2.0,5.0,0.23,0.0,95.0,1.0,0.0,22.0,2.0,2.9,0.0,1.0,1.0,0.3,0.0,0.666666666666667,0.0,4.0,2.0
1238,1.0,1.0,0.0,2.0,47.0,1.0,0.0,1.39,4.0,0.0,2.0,0.0,22.0,1.0,4.55555555555556,1.0,2.0,2.0,1.81818181818182,1.0,1.0,0.0,4.0,1.0
1284,3.0,2.0,1.0,5.0,158.0,4.0,8.0,1.49,2.0,100.0,3.0,0.0,16.0,2.0,1.3,1.0,1.0,1.0,1.42307692307692,0.0,0.5,0.0,2.0,7.0
1286,1.0,0.0,0.0,0.0,22.0,2.0,4.0,0.34,0.0,72.0,0.0,0.0,2.0,2.0,1.83333333333333,1.0,1.0,1.0,1.22222222222222,0.0,1.0,0.0,1.0,1.0
1287,2.0,1.0,1.0,0.0,83.0,8.0,15.0,3.45,0.0,96.0,2.0,1.0,5.0,2.0,1.796875,0.0,0.0,1.0,0.3,0.0,0.5,0.0,6.0,5.0
1294,2.0,1.0,1.0,0.0,78.0,7.0,15.0,1.19,0.0,96.0,2.0,2.0,6.0,2.0,1.61290322580645,0.0,0.0,1.0,0.27027027027027,0.0,0.6,0.0,2.0,1.0
1305,3.0,1.0,0.0,0.0,29.0,1.0,6.0,3.45,0.0,93.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.128205128205128,0.0,1.0,0.0,2.0,0.0
1312,0.0,1.0,0.0,2.0,190.0,5.0,2.0,1.84,0.0,100.0,2.0,3.0,3.0,1.0,1.81481481481481,0.0,0.0,0.0,0.0,2.0,0.1,0.0,4.0,4.0
1314,3.0,1.0,6.0,2.0,48.0,1.0,0.0,0.55,0.0,85.0,1.0,0.0,3.0,1.0,12.4285714285714,0.0,1.0,1.0,0.909090909090909,0.0,1.0,0.0,3.0,1.0
1322,0.0,0.0,0.0,2.0,105.0,0.0,0.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0,16.4,0.0,0.0,1.0,0.806451612903226,0.0,0.75,0.0,3.0,0.0
