test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
789,0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,7.0,12.0,25.0,0.12,0.0,92.0,1.0,1.0,7.498046875,2.0,2.6,0.0,0.0,0.0,0.706744868035191,1.0,0.0,0.5279288913612195,0.47207110863878055,1,5.902452827800519
790,0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,6.0,14.499267578125,0.12,0.0,80.0,1.0,1.0,12.0,2.0,2.19230769230769,0.0,0.0,0.0,0.501930501930502,1.0,0.0,0.5802342912121266,0.41976570878787345,1,1.6863915692866844
791,0,1.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,4.0,12.0,25.498372197151184,0.23,0.0,92.0,2.0,0.0,24.0,2.0,2.4,0.0,0.0,0.0,0.538659793814433,0.0,0.0,0.5041021327583641,0.4958978672416359,1,0.5624416122236289
793,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,4.0,17.0,0.1,0.0,77.0,2.0,0.0,9.5,2.0,4.54545454545455,0.0,0.0,0.0,0.580555555555556,1.0,0.0,0.6126045384213947,0.3873954615786053,1,2.866585727774563
838,0,8.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,8.0,22.0,0.35,1.0,78.0,1.0,1.0,9.49951171875,2.0,6.46666666666667,2.0,1.0,0.0,0.677570093457944,1.0,2.0,0.5542526236022496,0.44574737639775047,1,1.5177688794174027
855,0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,33.0,13.499267578125,0.1,0.0,93.0,1.0,0.0,6.498046875,2.0,2.76785714285714,0.0,1.0,0.0,0.463030303030303,0.8,2.0,0.5255396627402933,0.4744603372597067,2,8.809931146097767
857,0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,26.0,5.5,0.1,1.0,90.0,2.0,0.0,18.0,2.0,2.875,0.0,1.0,0.0,0.584040747028862,1.0,4.0,0.5014583001768581,0.4985416998231419,1,6.632492468185028
893,0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,16.0,19.0,12.0,0.12,2.0,91.0,1.0,0.0,6.49609375,2.0,6.85714285714286,3.0,1.0,0.0,0.86970684039088,1.0,2.0,0.5230092176429916,0.4769907823570084,1,14.334246003637416
911,0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,9.0,22.499391436576843,39.0,0.39,0.0,93.0,4.0,3.0,6.0,4.0,2.4375,1.0,1.0,0.0,0.492779783393502,1.0,2.0,0.5038735366832631,0.49612646331673693,1,1.6866373690958252
913,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,5.0,20.0,14.496826171875,0.36,0.0,93.0,4.0,3.0,14.0,2.0,2.07142857142857,0.0,0.0,0.0,0.470212765957447,0.5,3.0,0.5676731316261199,0.4323268683738801,1,4.834564015495338
917,0,1.0,0.0,1.0,5.0,9.0,4.0,2.0,1.0,4.0,0.0,16.0,0.61,0.0,94.0,1.0,8.0,6.49951171875,1.0,5.47619047619048,1.0,1.0,0.0,0.555932203389831,0.5,3.0,0.519133778501918,0.480866221498082,1,2.866750398370138
1143,0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,8.0,0.0,6.0,38.0,0.21,2.0,85.0,5.0,0.0,6.0,2.0,3.92105263157895,0.0,2.0,0.0,0.7929130473880339,1.0,2.0,0.5276743088275135,0.4723256911724864,1,0.627972148709814
1367,0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,10.0,16.0,1.0,0.24,0.0,84.0,2.0,5.0,5.0,1.0,5.72727272727273,3.0,2.0,0.0,0.39810017691088995,0.0,1.0,0.5199861136456095,0.48001388635439046,1,0.17791415156427504
1452,0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,11.0,36.0,0.07,4.0,82.0,4.0,1.0,9.499757289886475,1.0,4.59090909090909,2.0,1.0,0.0,0.593110871905274,1.0,1.0,0.5720189447227046,0.4279810552772954,1,1.8549314414244131
1677,0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,32.5,1.24,0.0,91.0,1.0,0.0,2.0,4.0,1.8780487804878,0.0,0.0,0.0,0.913793103448276,0.0,2.0,0.5323731151366882,0.4676268848633118,1,1.6862268986911095
1802,0,0.0,1.0,1.0,1.0,0.0,5.0,4.0,2.0,10.0,8.0,4.0,0.32,2.0,83.0,3.0,0.0,6.0,2.0,3.440826662381488,0.0,1.0,0.0,0.518367346938776,0.0,4.0,0.5390589833909718,0.46094101660902814,1,0.42462668221148225
1803,0,0.0,0.0,2.0,1.0,2.0,1.0,2.4998779892921448,1.0,16.0,9.0,3.0,0.22,0.0,89.0,2.0,3.0,4.0,1.0,3.84210526315789,1.0,2.0,0.0,0.595505617977528,0.0,3.0,0.6207307229646357,0.37926927703536434,1,500122010707.8552
1818,0,0.0,0.0,1.0,0.4990234375,5.0,0.0,2.0,1.0,3.0,8.0,28.0,0.14,0.0,91.0,1.0,0.0,6.0,4.0,3.41935483870968,0.0,0.0,0.0,0.450549450549451,1.0,3.0,0.7162964159028182,0.2837035840971818,1,6500976562500.0
