,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
111,1,0,1,1,0,1,2,3,4,2.0,4.5,0.25,0,42.0,1,0,5,3,3.08695652173913,0,0,0,0.551369863013699,0.0,0
127,0,0,1,1,1,0,2,2,23,2.0,4.5,0.05,0,42.0,3,0,16.0,2,5.10810810810811,0,1,0,0.607072691552063,1.0,1
153,0,0,1,1,0,2,2,1,7,2.0,10.5,0.24,0,42.0,1,3,2,2,4.40740740740741,0,0,0,0.383474576271186,0.75,1
162,0,0,2,2,0,1,3,1,6,2.0,10.5,0.22,0,42.0,2,0,2,2,3.22222222222222,0,1,0,0.902743142144638,0.0,0
212,0,0,1,1,0,1,1,1,0,12.5,4.5,0.41,0,58.0,2,0,1,1,2.4,1,1,0,0.61100569259962,1.0,1
156,0,0,1,2,0,2,1,1,1,12.5,4.5,0.62,0,58.0,1,2,1,2,2.66,1,1,0,0.947368421052632,0.5,0
228,0,1,2,1,0,3,3,4,9,2.0,10.5,0.26,0,42.0,2,2,2,2,3.775,0,0,0,0.584239130434783,0.857142857142857,1
236,0,0,1,2,0,0,2,1,7,2.0,10.5,0.06,0,58.0,2,1,9.0,1,4.08571428571429,0,0,0,0.351648351648352,0.5,1
739,1,0,1,1,0,0,3,3,5,2.0,10.5,0.13,0,42.0,2,0,2,2,2.83720930232558,1,1,0,0.460820895522388,1.0,1
745,0,4,1,1,0,1,2,5,2,2.0,10.5,0.16,0,42.0,1,1,2,2,4.59375,0,0,0,0.647584973166369,1.0,1
229,10,4,1,2,0,1,3,12,8,10.5,2.5,0.17,0,41.0,2,1,5.5,2,4.20731707317073,0,0,0,0.536567164179104,0.533333333333333,2
58,0,4,1,2,0,8,2,5,22,3.0,2.5,1.43,0,41.0,1,1,5.5,6,4.24038461538461,0,0,0,0.66008316008316,0.625,1
789,3,0,1,3,0,0,2,1,7,2.0,10.5,0.12,0,58.0,1,1,2,2,2.6,0,0,0,0.706744868035191,1.0,0
1452,2,0,1,1,0,0,1,1,6,2.0,10.5,0.07,4,42.0,4,1,2,1,4.59090909090909,2,1,0,0.593110871905274,1.0,1
793,1,0,1,1,0,0,3,1,4,4,13.0,0.1,0,77,2,0,18,2,4.54545454545455,0,0,0,0.580555555555556,1.0,0
1143,0,0,1,1,2,1,1,8,0,3,10.5,0.21,2,19.0,5,0,2,2,3.92105263157895,0,2,0,0.610223642172524,1.0,1
48,6,3,1,1,0,4,3,6,8,12.5,4.5,0.39,0,42.0,1,3,1,4,4.87272727272727,0,1,0,0.496396396396396,0.666666666666667,0
857,2,1,2,1,0,0,3,4,2,12.5,4.5,0.1,1,58.0,2,0,1,2,2.875,0,1,0,0.584040747028862,1.0,1
893,0,0,1,1,0,1,3,4,16,9.0,7.0,0.12,2,41.0,1,0,1.5,2,6.85714285714286,3,1,0,0.86970684039088,1.0,1
43,1,0,1,6,1,2,1,2,7,4.0,8.5,0.55,0,50.0,2,3,3,6,6.65882352941177,0,1,0,0.568445475638051,0.5,1
1677,1,0,1,0,0,4,1,1,0,2,40,1.24,0,91,1,0,7.5,4,1.8780487804878,0,0,0,0.913793103448276,0.0,2
1818,0,0,1,7,5,0,2,1,3,2,28,0.14,0,91,1,0,6,4,3.41935483870968,0,0,0,0.450549450549451,1.0,2
1802,0,1,1,1,0,5,4,2,10,8,4,0.32,2,55.0,3,0,0,2,4.13333333333333,0,1,0,0.518367346938776,0.0,4
855,2,3,1,1,0,0,3,4,1,33,14.5,0.1,0,93,1,0,8,2,2.76785714285714,0,1,0,0.463030303030303,0.8,1
97,1,0,1,5,0,1,2,6,35,4.0,157,0.27,0,98,1,2,40.0,2,6.43523316062176,0,0,0,0.465542885473475,0.4,1
110,0,0,1,1,0,4,1,1,4,2,23,0.78,0,90,3,0,9,1,3.22222222222222,0,1,0,0.690909090909091,1.0,1
913,1,0,1,1,0,1,2,2,5,10.0,36,0.36,0,93,4,3,9,2,2.07142857142857,0,0,0,0.470212765957447,0.5,3
67,0,0,1,2,0,0,2,1,7,2,18.5,0.1,0,55.0,2,0,28,1,5.13333333333333,1,1,0,0.464757709251101,1.0,1
790,0,2,1,0,0,0,2,1,2,6,22,0.12,0,80,1,1,9,2,2.19230769230769,0,0,0,0.501930501930502,1.0,0
911,0,0,1,2,0,1,2,3,9,25,18.5,0.39,0,65.0,4,3,0,4,2.4375,1,1,0,0.492779783393502,1.0,2
41,6,1,1,5,3,4,2,7,21,10.5,8.5,0.76,0,33.0,1,2,1.5,9,4.73053892215569,0,0,0,0.533424283765348,0.5,1
523,,,,,,,,,,,,,,,,,,,,,,,,,
