test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
65,0,0.0,0.0,1.0,2.0,0.0,5.0,3.0,0.0,4.0,6.0,0.81,0.0,66.0,2.0,0.0,3.0,1.0,3.5,2.0,5.0,2.0,1.0,0.545454545454545,452.0,0.384615384615385,0.0,4.0,4.0,0.59,0.41,1
72,0,3.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,8.0,0.55,1.0,78.0,1.0,0.0,5.0,1.0,5.81818181818182,2.0,6.36363636363636,1.0,1.0,1.30769230769231,455.0,0.5,0.0,3.0,3.0,0.62,0.38,1
73,0,7.0,0.0,1.0,7.0,0.0,2.0,10.0,0.0,35.0,58.0,0.6,1.0,86.0,1.0,3.0,2.0,2.0,2.84615384615385,0.0,2.66666666666667,0.0,1.0,0.539473684210526,1173.0,0.384615384615385,0.0,1.0,6.0,0.54,0.46,3
85,0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,0.39,0.0,0.0,4.0,0.0,3.0,1.0,2.0,0.0,1.85714285714286,1.0,1.0,0.0,35.0,0.428571428571429,0.0,2.0,2.0,0.73,0.27,1
86,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,14.0,0.12,0.0,0.0,4.0,0.0,10.0,1.0,4.14285714285714,1.0,3.85714285714286,2.0,1.0,0.235294117647059,6.0,0.285714285714286,0.0,3.0,1.0,0.53,0.47,1
89,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.83,0.0,87.0,4.0,0.0,4.0,1.0,1.0,0.0,2.2,1.0,1.0,0.0,19.0,0.428571428571429,0.0,2.0,1.0,0.69,0.31,1
90,0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.5,0.0,0.0,4.0,0.0,4.0,1.0,2.0,0.0,2.75,1.0,1.0,0.545454545454545,34.0,0.5,0.0,5.0,1.0,0.78,0.22,1
92,0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,7.0,1.2,0.0,0.0,4.0,0.0,3.0,1.0,1.0,1.0,1.71428571428571,1.0,1.0,0.0,34.4375,0.5,0.0,1.0,2.0,0.9,0.1,1
94,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.54,0.0,0.0,4.0,0.0,8.0,1.0,2.0,1.0,5.5,5.0,1.0,0.75,1.0,0.4,0.0,2.0,2.0,0.6,0.4,1
95,0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.43,5.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,2.33333333333333,2.0,1.0,0.0,1.0,0.333333333333333,0.0,3.0,3.0,0.86,0.14,1
101,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.3,0.0,0.0,4.0,0.0,2.0,1.0,1.8,0.0,1.2,1.0,1.0,0.416666666666667,34.4375,0.4,0.0,3.0,0.0,0.67,0.33,1
104,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,0.27,0.0,91.0,2.0,0.0,4.0,1.0,1.5,0.0,2.125,1.0,1.0,0.0,228.0,0.428571428571429,0.0,3.0,0.0,0.65,0.35,1
110,0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,7.0,12.0,0.21,0.0,68.0,1.0,0.0,24.0,1.0,3.13333333333333,1.0,4.46666666666667,2.0,1.0,0.263157894736842,252.0,0.333333333333333,0.0,3.0,2.0,0.52,0.48,1
114,0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,13.0,0.3,1.0,75.0,4.0,0.0,2.0,1.0,2.53333333333333,0.0,4.53333333333333,1.0,1.0,0.368421052631579,334.0,0.363636363636364,0.0,3.0,2.0,0.56,0.44,1
115,0,1.0,0.0,1.0,22.0,1.0,0.0,2.0,2.0,6.0,12.0,0.07,0.0,87.0,1.0,0.0,12.0,1.0,4.53333333333333,1.0,2.911264822134388,1.0,1.0,0.277777777777778,378.0,0.428571428571429,0.0,4.0,2.0,0.56,0.44,2
116,0,11.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,8.0,8.0,0.2,4.0,33.0,4.0,0.0,2.0,1.0,4.05263157894737,0.0,6.78947368421053,1.0,1.0,0.227272727272727,829.0,0.0,0.0,3.0,2.0,0.52,0.48,2
120,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.66,1.0,0.0,4.0,0.0,3.0,1.0,1.125,1.0,2.0,2.0,1.0,0.0,5.0,0.375,0.0,3.0,3.0,0.79,0.21,1
133,0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,6.0,6.0,0.38,0.0,75.0,4.0,0.0,5.0,1.0,3.14285714285714,1.0,4.57142857142857,2.0,1.0,1.0,0.0,0.333333333333333,0.0,4.0,2.0,0.6,0.4,1
134,0,0.0,1.0,1.0,3.0,2.0,4.0,3.0,0.0,4.0,6.0,0.86,0.0,100.0,2.0,0.0,1.0,1.0,5.28571428571429,2.0,4.85714285714286,1.0,1.0,0.818181818181818,263.0,0.333333333333333,0.0,2.0,2.0,0.71,0.29,1
160,0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.33,2.0,66.0,2.0,0.0,1.0,2.0,4.0,3.0,8.33333333333333,7.0,1.0,2.0,145.0,0.333333333333333,0.0,1.0,3.0,0.72,0.28,1
161,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.49,3.0,0.0,2.0,0.0,4.0,2.0,4.0,4.0,18.0,18.0,16.0,6.0,29.0,0.333333333333333,0.0,3.0,2.0,0.67,0.33,1
265,0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,5.0,0.28,3.0,100.0,2.0,4.0,1.0,1.0,11.4285714285714,1.0,11.4285714285714,4.0,1.0,0.888888888888889,23.0,0.833333333333333,0.0,2.0,0.0,0.73,0.27,1
291,0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,6.0,12.0,0.48,0.0,53.0,1.0,0.0,20.0,2.0,10.1538461538462,2.0,3.53846153846154,1.0,1.0,0.375,32.0,0.5,0.0,1.0,2.0,0.74,0.26,1
297,0,1.0,0.0,1.0,6.0,0.0,1.0,3.0,25.0,23.0,7.0,0.24,0.0,93.0,1.0,7.0,1.6875,1.0,5.39393939393939,1.0,3.24242424242424,1.0,1.0,0.405405405405405,372.0,0.375,0.0,1.0,3.0,0.52,0.48,2
324,0,0.0,1.0,1.0,0.0,8.0,5.0,1.0,0.0,4.0,10.0,0.52,0.0,12.0,3.0,0.0,9.0,2.0,4.27272727272727,2.0,4.63636363636364,2.0,1.0,0.933333333333333,54.0,0.333333333333333,0.0,4.0,5.0,0.53,0.47,1
326,0,8.0,1.0,2.0,1.0,0.0,4.0,1.0,0.0,8.0,13.0,0.31,1.0,83.0,3.0,0.0,30.0,1.0,3.22727272727273,1.0,2.5522727272727317,1.0,1.0,1.33333333333333,406.0,0.608695652173913,2.0,3.0,3.0,0.53,0.47,2
328,0,7.0,5.0,1.0,5.0,0.0,1.0,34.0,4.0,36.0,90.0,0.12,3.0,25.0,4.0,27.0,0.0,2.0,5.932692307692305,0.0,2.66666666666667,0.0,1.0,0.361702127659574,783.0,0.392857142857143,2.0,2.0,9.0,0.51,0.49,5
332,0,0.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,12.0,0.25,1.0,86.0,1.0,0.0,18.0,3.0,4.7,2.0,2.83333333333333,0.0,1.0,0.863636363636364,19.0,0.5,0.0,2.0,2.0,0.57,0.43,1
333,0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,6.0,25.0,0.41,0.0,84.0,2.0,0.0,22.0,1.0,3.26666666666667,0.0,2.66666666666667,0.0,1.0,0.818181818181818,32.0,0.333333333333333,0.0,3.0,2.0,0.58,0.42,1
334,0,2.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,19.0,24.0,0.37,3.0,100.0,2.0,0.0,3.0,2.0,2.77777777777778,0.0,1.5,0.0,1.0,0.6875,40.0,0.375,0.0,2.0,5.0,0.63,0.37,2
343,0,4.0,0.0,1.0,0.0,2.0,1.0,4.0,2.0,2.0,6.0,0.15,8.0,25.0,2.0,0.0,1.0,2.0,4.41666666666667,0.0,9.0,2.0,1.0,0.941176470588235,37.0,0.454545454545455,0.0,3.0,3.0,0.61,0.39,1
347,0,8.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,9.0,14.0,0.2,0.0,78.0,2.0,0.0,26.0,2.0,4.27272727272727,0.0,2.5,0.0,1.0,1.3448275862069,160.0,0.384615384615385,0.0,5.0,2.0,0.55,0.45,1
350,0,16.0,0.0,1.0,18.0,12.0,2.0,11.0,5.0,27.0,78.0,0.49,0.0,95.0,2.0,0.0,2.0,2.0,3.19191919191919,0.0,3.23232323232323,0.0,1.0,0.756521739130435,145.0,0.0,0.0,3.0,9.0,0.55,0.45,2
354,0,10.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,5.0,7.0,0.51,1.0,88.0,4.0,0.0,3.0,2.0,2.89473684210526,0.0,3.062713675213675,0.0,1.0,1.73913043478261,39.0,0.555555555555556,0.0,3.0,7.0,0.53,0.47,2
364,0,0.0,0.0,3.0,0.0,0.0,17.0,1.0,4.0,0.0,1.0,0.66,2.0,0.0,2.0,0.0,1.0,1.0,4.0,3.0,11.2,2.0,1.0,2.375,353.0,0.375,0.0,2.0,5.0,0.61,0.39,1
365,0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,7.0,7.0,7.0,0.35,0.0,62.0,2.0,0.0,1.0,1.0,4.3125,1.0,5.0,1.0,1.0,1.35,433.0,0.428571428571429,0.0,1.0,5.0,0.56,0.44,1
380,0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,6.0,2.0,0.35,1.0,55.0,2.0,0.0,18.0,1.0,4.5,0.0,5.33333333333333,1.0,1.0,0.888888888888889,0.0,0.4,0.0,1.0,4.0,0.7,0.3,1
381,0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,6.0,33.0,0.16,0.0,95.0,1.0,0.0,19.0,1.0,2.13888888888889,0.0,2.9183110367892966,1.0,1.0,0.536585365853659,615.0,0.666666666666667,0.0,2.0,3.0,0.66,0.34,2
533,0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,10.0,0.36,1.0,100.0,4.0,0.0,2.0,1.0,2.5,0.0,5.6,1.0,1.0,0.625,339.0,0.4,0.0,1.0,3.0,0.51,0.49,2
534,0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,10.0,0.38,1.0,100.0,4.0,0.0,5.0,1.0,2.5,0.0,5.4,1.0,1.0,0.625,333.0,0.4,0.0,1.0,3.0,0.51,0.49,1
537,0,7.0,0.0,1.0,1.0,1.0,2.0,7.0,3.0,9.0,52.0,0.22,1.0,7.737500000000011,4.0,0.0,2.0,1.0,2.74193548387097,0.0,2.4063636363636376,0.0,1.0,0.457142857142857,1293.0,0.384615384615385,0.0,2.0,2.0,0.51,0.49,3
538,0,7.0,0.0,1.0,1.0,1.0,2.0,5.0,5.0,6.0,48.0,0.23,1.0,13.737500000000011,4.0,0.0,2.0,1.0,2.76666666666667,0.0,2.4,0.0,1.0,0.454545454545455,1208.0,0.363636363636364,0.0,1.0,3.0,0.54,0.46,3
556,0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,5.0,4.0,0.64,0.0,25.0,2.0,1.0,3.0,1.0,5.75,3.0,7.0,4.0,1.0,1.125,89.0,0.375,0.0,4.0,4.0,0.7,0.3,1
580,0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,7.0,0.22,0.0,0.0,4.0,0.0,3.0,1.0,1.875,0.0,5.0,2.0,1.0,0.0,116.0,0.333333333333333,0.0,6.0,0.0,0.51,0.49,1
673,0,5.0,0.0,1.0,33.0,0.0,3.0,1.0,0.0,9.0,7.0,0.47,0.0,92.0,4.0,0.0,0.0,1.0,6.0,1.0,7.33333333333333,2.0,1.0,0.866666666666667,7.0,0.4,0.0,4.0,2.0,0.53,0.47,2
675,0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,6.0,0.1,9.0,71.0,4.0,0.0,2.0,1.0,4.42857142857143,1.0,7.85714285714286,2.0,1.0,0.666666666666667,387.0,0.666666666666667,0.0,2.0,1.0,0.51,0.49,1
731,0,1.0,0.0,3.0,0.0,3.0,2.0,3.0,0.0,3.0,9.0,0.2,3.0,50.0,3.0,0.0,3.0,2.0,2.7,0.0,4.6,1.0,1.0,1.35714285714286,31.0,0.333333333333333,0.0,3.0,8.0,0.57,0.43,1
737,0,10.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0,5.0,24.0,0.35,0.0,77.0,1.0,1.0,2.0,2.0,3.94285714285714,0.0,2.31428571428571,0.0,1.0,0.794871794871795,127.0,0.6,0.0,4.0,0.0,0.53,0.47,1
757,0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,7.0,8.0,1.0,0.0,71.0,2.0,1.0,1.0,1.0,20.25,1.0,4.625,1.0,1.0,0.583333333333333,204.0,0.545454545454545,0.0,5.0,6.0,0.59,0.41,1
759,0,1.0,0.0,1.0,10.0,0.0,3.0,1.0,0.0,7.0,11.0,0.78,0.0,89.0,3.0,0.0,8.0,1.0,5.75,1.0,3.91666666666667,1.0,1.0,0.928571428571429,6.0,0.466666666666667,0.0,4.0,3.0,0.68,0.32,2
761,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,5.0,6.0,0.72,0.0,45.0,2.0,0.0,3.0,1.0,4.5,2.0,4.83333333333333,3.0,1.0,0.333333333333333,223.0,0.5,0.0,7.0,1.0,0.54,0.46,1
876,0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,6.0,7.0,26.0,0.4,0.0,76.0,2.0,0.0,4.0,2.0,3.67647058823529,0.0,3.14705882352941,1.0,1.0,0.805555555555556,46.0,0.5,0.0,3.0,6.0,0.65,0.35,1
892,0,3.0,31.0,3.0,0.0,7.0,1.0,5.0,9.0,43.0,3.0,0.24,0.0,90.0,2.0,1.0,0.0,2.0,6.04819277108434,1.0,4.19277108433735,1.0,1.0,0.876404494382023,537.0,0.521739130434783,1.0,3.0,9.0,0.52,0.48,3
939,0,14.0,0.0,10.0,10.0,5.0,4.0,1.0,21.0,38.0,44.0,0.21999999999999997,0.0,100.0,2.0,6.0,36.0,2.0,1.699239130434782,0.0,4.0253164556962,0.0,0.0,1.04761904761905,218.0,0.0,0.0,5.0,8.0,0.51,0.49,5
941,0,28.0,0.0,5.0,10.0,3.0,0.0,1.0,1.0,11.0,7.0,0.01,0.0,88.0,1.0,0.0,3.0,2.0,5.11111111111111,1.0,4.80555555555556,1.0,1.0,1.68421052631579,10.0,0.5,0.0,1.0,4.0,0.51,0.49,1
1012,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.79,0.0,0.0,2.0,0.0,0.0,1.0,1.25,0.0,1.75,1.0,1.0,0.5,0.0,0.5,0.0,3.0,0.0,0.7,0.3,1
1013,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.71,0.0,0.0,2.0,0.0,0.0,1.0,1.25,0.0,1.75,1.0,1.0,0.5,0.0,0.4,0.0,3.0,0.0,0.76,0.24,1
1098,0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,6.0,10.0,0.6,1.0,83.0,3.0,0.0,2.0,1.0,3.58333333333333,1.0,4.91666666666667,1.0,1.0,1.73333333333333,2.0,0.6,0.0,3.0,1.0,0.56,0.44,1
1113,0,3.0,0.0,1.0,3.0,1.0,3.0,5.0,0.0,7.0,24.0,0.46,0.0,0.0,2.0,4.0,4.0,2.0,15.5555555555556,0.0,4.0,0.0,1.0,1.22857142857143,426.0,0.769230769230769,0.0,2.0,2.0,0.55,0.45,1
1128,0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,1.0,2.0,4.487500000000068,0.75,0.0,40.0,2.0,1.0,4.0,3.0,3.87719298245614,0.0,1.92982456140351,1.0,1.0,0.525423728813559,11.0,0.75,0.0,2.0,2.0,0.76,0.24,1
1145,0,0.0,0.0,1.0,0.0,20.0,0.0,1.0,0.0,0.0,22.0,0.2,0.0,0.0,3.0,56.0,7.0,1.0,11.4545454545455,0.0,2.04545454545455,1.0,1.0,0.25,240.0,0.0,0.0,1.0,0.0,0.54,0.46,1
1146,0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,11.0,0.2,0.0,33.0,4.0,0.0,3.0,1.0,2.0,0.0,2.58333333333333,0.0,1.0,0.5,29.0,0.714285714285714,0.0,5.0,1.0,0.53,0.47,1
1148,0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.28,4.0,50.0,4.0,0.0,4.0,2.0,4.0,2.0,10.0,4.0,1.0,0.833333333333333,6.0,1.0,0.0,2.0,1.0,0.68,0.32,1
1153,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.26,1.0,62.0,4.0,0.0,5.0,1.0,3.25,1.0,10.0,8.0,1.0,0.0,7.0,0.8,0.0,5.0,1.0,0.63,0.37,1
1158,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,0.26,0.0,16.0,4.0,0.0,3.0,1.0,1.08,1.0,1.36,1.0,1.0,0.148148148148148,113.16250000000001,0.6,0.0,3.0,2.0,0.56,0.44,1
1159,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.24,0.0,70.0,4.0,0.0,1.0,1.0,2.0,1.0,7.6,2.0,1.0,0.857142857142857,35.0,0.666666666666667,0.0,7.0,2.0,0.7,0.3,1
1161,0,0.0,2.0,1.0,2.0,0.0,0.0,5.0,1.0,1.0,8.0,0.13,0.0,56.0,4.0,0.0,16.0,2.0,3.36363636363636,1.0,2.33333333333333,2.0,1.0,1.0,301.0,0.571428571428571,0.0,2.0,1.0,0.54,0.46,2
1184,0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,9.0,13.0,0.17,3.0,60.0,3.0,0.0,1.0,2.0,4.14285714285714,0.0,2.66666666666667,1.0,1.0,0.5,30.0,0.6,0.0,6.0,2.0,0.69,0.31,2
1195,0,6.0,16.0,1.0,2.0,3.0,1.0,30.0,0.0,41.0,147.0,0.11,3.0,61.0,0.0,2.0,2.0,2.0,0.5,0.0,9.81065088757397,0.0,1.0,1.215,2.0,0.53125,1.0,2.0,5.0,0.51,0.49,5
1212,0,4.0,10.0,1.0,0.0,0.0,2.0,7.0,0.0,19.0,10.0,0.18,2.0,50.0,4.0,0.0,3.0,2.0,4.0,0.0,2.66666666666667,1.0,1.0,1.125,22.0,0.444444444444444,0.0,1.0,2.0,0.51,0.49,2
1222,0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,1.0,19.0,16.0,0.16,1.0,75.0,1.0,0.0,24.0,2.0,4.52941176470588,0.0,2.875,0.0,1.0,1.08695652173913,15.0,0.8,0.0,5.0,3.0,0.51,0.49,2
1229,0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,10.0,15.0,0.28,1.0,100.0,1.0,0.0,7.0,1.0,2.625,0.0,4.5,1.0,1.0,0.416666666666667,20.0,0.75,0.0,4.0,2.0,0.54,0.46,1
1231,0,7.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,48.0,0.16,1.0,16.0,4.0,0.0,43.0,2.0,2.95,0.0,2.33333333333333,1.0,1.0,0.424242424242424,303.0,0.5,0.0,7.0,7.0,0.51,0.49,3
1238,0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,6.0,0.48,1.0,33.0,3.0,0.0,2.0,1.0,1.14285714285714,0.0,3.14285714285714,1.0,1.0,0.0,0.0,0.5,0.0,1.0,2.0,0.78,0.22,1
1254,0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,14.0,0.22,0.0,75.0,3.0,0.0,1.0,1.0,3.25,1.0,5.5,1.0,1.0,0.166666666666667,22.0,0.428571428571429,0.0,2.0,3.0,0.73,0.27,1
1261,0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,6.0,18.0,0.16,1.0,84.0,3.0,1.0,33.0,2.0,3.5,0.0,3.94444444444444,0.0,1.0,0.545454545454545,114.0,0.0,0.0,4.0,1.0,0.56,0.44,1
1272,0,1.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,2.0,0.48,3.0,33.0,3.0,0.0,20.0,1.0,6.33333333333333,2.0,3.0,5.0,1.0,0.6,8.0,0.6,0.0,2.0,3.0,0.57,0.43,1
1277,0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,26.0,0.54,0.0,90.0,3.0,3.0,4.0,1.0,10.6296296296296,0.0,2.77777777777778,0.0,1.0,0.2,36.0,0.5,0.0,1.0,4.0,0.55,0.45,1
1283,0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,4.0,0.18,6.0,0.0,3.0,0.0,22.0,1.0,5.2,3.0,12.6,4.0,1.0,1.0,244.22500000000014,0.5,0.0,6.0,1.0,0.52,0.48,1
1286,0,3.0,0.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,12.0,0.39,4.0,0.0,3.0,1.0,4.0,2.0,2.5625,0.0,5.75,1.0,1.0,0.421052631578947,47.0,0.571428571428571,0.0,7.0,2.0,0.6,0.4,1
1291,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.79,1.0,0.0,3.0,0.0,3.0,1.0,3.5,1.0,7.5,2.0,1.0,0.0,3.0,0.5,0.0,4.0,3.0,0.85,0.15,1
1296,0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,3.0,19.0,0.27,3.0,60.0,3.0,0.0,26.0,2.0,3.78947368421053,0.0,3.1128125000000013,1.0,1.0,0.0,16.0,0.6,0.0,7.0,4.0,0.53,0.47,1
1297,0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,1.0,9.0,0.17,0.0,25.0,4.0,0.0,1.712500000000034,2.0,3.44444444444444,0.0,9.77777777777778,1.0,1.0,0.75,296.0,0.545454545454545,0.0,5.0,3.0,0.52,0.48,3
