test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
1806,0,0.0,1.0,0.0,29.0,1.0,7.0,0.34,2.0,0.0,2.0,0.0,8.0,2.0,4.33333333333333,1.0,2.0,1.0,0.5,0.0,0.5857109228769941,0.0,3.0,0.0,0.584221497507474,0.41577850249252596,1,80955743789.67285
1817,0,3.0,1.0,0.0,42.0,0.0,11.0,0.22,0.0,86.0,1.0,0.0,8.0,2.0,2.64285714285714,0.0,1.0,1.0,1.3125,0.0,0.5570905685424805,0.0,2.0,1.0,0.569594575040543,0.430405424959457,1,242909431457.51953
1850,0,1.0,1.0,2.0,56.0,0.0,2.0,0.12,6.0,38.0,2.0,0.0,27.0,2.0,4.41666666666667,0.0,0.0,1.0,1.23529411764706,0.0,0.5857039451599122,0.0,2.0,1.0,0.520973269491048,0.4790267305089519,1,214296054840.08777
1851,0,1.0,1.0,1.0,41.0,0.0,2.0,0.1,3.0,30.0,2.0,0.0,24.0,2.0,4.25,0.0,0.0,1.0,1.16666666666667,0.0,0.5857039451599122,0.0,2.0,1.0,0.5469464768741132,0.4530535231258868,1,214296054840.08777
1852,0,0.0,1.0,1.0,24.0,0.0,0.0,0.15,6.0,44.0,2.0,0.0,11.0,1.0,3.33333333333333,1.0,9.0,1.0,1.25,0.0,0.5857039451599122,0.0,2.0,1.0,0.5086134520141905,0.49138654798580944,1,214296054840.08777
1853,0,4.0,1.0,1.0,42.0,0.0,3.0,0.09,3.0,66.0,2.0,0.0,27.0,2.0,4.41176470588235,0.0,0.0,1.0,1.17391304347826,0.0,0.6124939123789472,0.0,1.0,1.0,0.5364563208997734,0.46354367910022665,1,54172754287.71973
1855,0,7.0,1.0,1.0,55.0,2.0,28.0,0.21,0.0,90.0,1.0,0.0,4.0,1.0,3.70833333333333,1.0,1.0,1.0,0.75,0.0,0.3204784393310547,0.0,1.0,0.0,0.5811352489815782,0.41886475101842174,1,679521560668.9453
1883,0,3.0,1.0,0.0,49.0,0.0,0.0,0.33,0.0,97.0,2.0,0.0,5.0,1.0,2.10714285714286,1.0,2.0,1.0,0.516129032258065,0.0,0.5571324706077576,0.0,2.0,1.0,0.714731777505468,0.285268222494532,1,42867529392.24243
1899,0,3.0,1.0,1.0,53.0,0.0,1.0,0.3,0.0,80.0,1.0,0.0,1.0,1.0,3.26666666666667,1.0,1.0,1.0,0.882352941176471,0.0,0.43649452924728394,0.0,2.0,2.0,0.5480851213211881,0.45191487867881186,1,63505470752.716064
1913,0,1.0,1.0,1.0,41.0,0.0,2.0,0.21,0.0,76.0,1.0,0.0,3.0,2.0,4.64285714285714,0.0,0.0,1.0,1.8125,0.0,0.5857111215591431,0.0,2.0,1.0,0.5425671462520525,0.45743285374794757,1,14288878440.856934
1922,0,0.0,1.0,2.0,71.4999611377716,0.0,0.0,0.33,1.0,97.0,1.0,0.0,2.0,2.0,5.47619047619048,1.0,1.0,1.0,1.03571428571429,0.0,0.6,0.0,2.0,1.0,0.5134587759312437,0.48654122406875633,1,0.03967901081790792
1933,0,12.0,1.0,0.0,46.0,2.0,7.0,0.05,0.0,98.0,1.0,2.0,13.0,2.0,0.628712871287129,0.0,0.0,1.0,0.189320388349515,0.0,0.5571010708808899,0.0,1.0,1.0,0.6579226850404823,0.34207731495951765,1,192898929119.1101
1934,0,0.0,1.0,1.0,240.31689453125,0.0,0.0,1.84,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5178859611336841,0.4821140388663159,1,85.67485621195391
1936,0,1.0,1.0,0.0,65.0,0.0,2.0,0.08,0.0,97.0,1.0,0.0,25.0,2.0,0.345945945945946,0.0,1.0,1.0,0.139896373056995,0.0,0.5571289062500002,0.0,1.0,1.0,0.5716444242605783,0.4283555757394218,1,109537760416.66675
1938,0,2.0,1.0,6.0,109.0,0.0,0.0,0.73,0.0,86.0,1.0,0.0,3.0,2.0,3.30769230769231,0.0,1.0,1.0,0.866666666666667,0.0,0.5571289062500002,0.0,2.0,1.0,0.6229303496515992,0.37706965034840073,1,109537760416.66675
1939,0,2.0,1.0,1.0,204.997802734375,0.0,2.0,1.54,0.0,84.0,2.0,0.0,2.0,2.0,0.896551724137931,0.0,0.0,1.0,0.183333333333333,0.0,0.333333333333333,0.0,1.0,1.0,0.5182331865993978,0.48176681340060223,1,13.410637692575966
1940,0,3.0,1.0,1.0,55.0,1.0,22.0,0.22,0.0,90.0,2.0,0.0,20.0,1.0,5.71428571428571,0.0,1.0,1.0,0.807692307692308,0.0,0.5571289062500002,0.0,2.0,1.0,0.6056571312995689,0.39434286870043106,1,109537760416.66675
1944,0,0.0,2.0,1.0,67.0,0.0,7.0,0.38,0.0,86.0,1.0,0.0,3.0,1.0,4.05,1.0,1.0,1.0,0.608695652173913,0.0,0.5571324706077576,0.0,2.0,0.0,0.7098222195766828,0.2901777804233172,1,42867529392.24243
1945,0,10.0,1.0,3.0,255.0,0.0,4.0,0.21,2.0,91.0,1.0,0.0,13.0,1.0,3.31578947368421,0.0,1.0,1.0,0.694915254237288,0.0,0.9375152587890625,0.0,3.0,2.0,0.5413718532364811,0.45862814676351893,1,500015258789.0625
208,0,4.0,2.0,4.0,134.46630859375,0.0,0.0,0.31,0.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,1.0,1.36206896551724,0.0,0.625,0.0,4.0,1.5,0.5056276228161949,0.49437237718380517,2,7500000000000.0
209,0,87.0,1.0,1.0,72.966064453125,3.0,22.0,0.06,1.0,100.0,1.0,1.0,79.0,3.0,6.48815165876777,0.0,1.0,0.0,1.59174311926605,0.0,0.916666666666667,0.0,5.0,1.498046875,0.5132254137265804,0.4867745862734197,2,9501953125000.0
305,0,6.0,1.0,2.0,30.49267578125,0.0,26.0,0.42,0.0,94.0,1.0,0.0,10.0,1.0,5.03846153846154,1.0,1.0,1.0,0.574074074074074,0.0,0.333333333333333,0.0,6.0,9.0,0.5117807840939052,0.48821921590609485,1,10.911461123046086
308,0,7.0,2.0,1.0,83.0,0.0,23.49915701150894,0.16,0.0,99.0,1.0,0.0,3.0,1.0,9.46153846153846,0.0,1.0,0.0,0.714285714285714,0.0,0.454545454545455,0.0,3.0,3.0,0.5155428095564205,0.48445719044357954,1,127.81656750867613
1955,0,3.0,1.0,3.0,105.0,3.0,8.0,0.46,0.0,80.0,2.0,0.0,9.0,2.0,4.30769230769231,0.0,0.0,1.0,1.73333333333333,0.0,0.5571324706077576,0.0,2.0,0.0,0.5449363430283682,0.45506365697163176,1,42867529392.24243
350,0,13.0,2.0,1.0,63.498414397239685,1.0,31.0,0.15,0.0,100.0,3.0,1.0,28.0,2.0,4.61111111111111,0.0,1.0,1.0,1.225,0.0,0.15380859375,0.0,4.0,6.0,0.5140963733082667,0.48590362669173326,2,446191406250.0
366,0,2.0,2.0,4.0,72.0,1.0,3.0,0.4,0.0,100.0,3.0,0.0,12.0,2.0,3.83333333333333,0.0,1.0,0.0,2.0,0.0,0.833333333333333,0.0,4.0,2.5,0.5440973658016539,0.45590263419834615,1,2500000000000.0
376,0,8.0,2.0,2.0,59.49402189254761,0.0,22.0,0.2,1.0,100.0,2.0,0.0,25.0,3.0,5.327841460704802,0.0,1.0,0.0,1.3448275862069,0.0,0.636363636363636,0.0,6.0,7.0,0.5147433584029273,0.48525664159707266,2,2.534889419763904
1958,0,4.0,1.0,3.0,116.0,1.0,3.0,0.19,3.0,88.0,2.0,1.0,43.0,3.0,4.76,0.0,1.0,1.0,1.32142857142857,0.0,0.5,0.0,8.0,1.498779296875,0.5557637738067925,0.44423622619320746,1,8501220703125.0
1965,0,4.0,2.0,2.0,38.493896484375,0.0,5.0,0.2,2.0,86.0,2.0,0.0,33.0,2.0,4.0,0.0,1.0,1.0,1.38888888888889,0.0,0.777777777777778,0.0,3.0,6.0,0.5167205056781009,0.4832794943218991,1,2.6587714361592387
1966,0,1.0,1.0,4.0,77.0,0.0,6.0,0.23,4.0,88.0,3.0,0.0,17.0,2.0,5.33333333333333,0.0,1.0,1.0,1.35714285714286,0.0,0.8,0.0,5.0,1.4990234375,0.5385744535822217,0.46142554641777833,1,8500976562500.0
429,0,21.0,1.0,4.0,40.494140625,17.0,7.0,0.34,0.0,100.0,3.0,6.0,77.0,2.0,5.06578947368421,0.0,1.0,0.0,1.08620689655172,0.0,0.15380859375,1.0,7.0,10.0,0.5174081852625099,0.48259181473749013,2,566191406250.0
498,0,12.0,1.0,2.0,30.485595703125,3.0,84.0,0.51,0.0,100.0,1.0,1.0,13.0,2.0,6.11363636363636,0.0,1.0,1.0,0.865979381443299,0.0,0.15380859375,0.0,5.0,3.0,0.520998457345319,0.4790015426546809,2,446191406250.0
499,0,2.0,1.0,1.0,32.0,0.0,3.0,0.11,3.0,89.0,2.0,0.0,21.0,3.0,4.09090909090909,0.0,0.0,1.0,1.42857142857143,0.0,0.5856917202472687,0.0,1.0,7.0,0.5351535205282261,0.4648464794717739,1,164308279752.73132
565,0,10.0,2.0,4.0,175.0,0.0,0.0,0.25,1.0,94.0,2.0,1.0,30.0,2.0,2.625,0.0,1.0,1.0,1.75555555555556,0.0,0.9375976562500001,0.0,3.0,2.4996341466903687,0.5185858439992032,0.48141415600079684,2,4532361862609.915
2049,0,7.0,4.0,9.0,166.0,0.0,1.0,0.44,4.0,80.0,2.0,0.0,29.0,2.0,4.6,2.0,2.0,1.0,2.5,0.0,0.9375563401442306,0.0,3.0,2.0,0.6647068844953994,0.33529311550460056,1,322171724759.6156
677,0,153.0,2.0,7.0,29.4345703125,5.0,46.0,0.22,4.0,97.0,2.0,1.0,190.0,2.0,8.65071770334928,1.0,1.0,1.0,1.85321100917431,0.0,0.6,3.0,6.0,12.0,0.513420315418756,0.48657968458124407,1,131.68959377305117
766,0,2.0,1.0,4.0,55.486083984375,0.0,2.0,0.42,0.0,100.0,1.0,0.0,37.0,2.0,6.475,0.0,1.0,0.0,0.840909090909091,0.0,0.875,0.0,5.0,7.0,0.5198692126429911,0.4801307873570088,1,14.324113918760418
831,0,4.0,1.0,0.0,85.4970703125,0.0,30.0,0.25,0.0,96.0,1.0,3.0,19.0,2.0,9.04938271604938,0.0,1.0,0.0,0.550561797752809,0.0,0.454545454545455,0.0,7.0,7.0,0.540150979033446,0.45984902096655406,1,4.324908522190403
834,0,1.0,4.0,3.0,47.0,0.0,11.0,0.22,2.0,48.0,1.0,0.0,5.0,2.0,7.75,0.0,2.0,1.0,2.0,0.0,0.55712890625,0.0,4.0,2.0,0.5245026810936959,0.47549731890630403,1,442871093750.0
851,0,0.0,1.0,0.0,71.49915719032288,0.0,23.0,0.27,1.0,100.0,2.0,0.0,15.0,1.0,6.63636363636364,0.0,1.0,1.0,0.933333333333333,0.0,0.666666666666667,0.0,1.0,4.0,0.5234008756919986,0.4765991243080015,1,0.2777983677067195
1059,0,2.0,1.0,5.0,60.0,2.0,8.0,0.26,6.0,61.0,2.0,0.0,14.0,1.0,5.0,2.0,1.0,1.0,1.2,0.0,0.3204345703125,0.0,3.0,3.0,0.5498674121579998,0.4501325878420001,1,429565429687.5
2264,0,2.0,1.0,2.0,62.0,5.0,0.0,0.34,1.0,84.0,1.0,2.0,32.0,1.0,3.06666666666667,0.0,0.0,1.0,0.529411764705882,0.0,0.5571289062500002,0.0,1.0,0.0,0.7327619083020478,0.2672380916979522,1,109537760416.66675
1431,0,3.0,1.0,0.0,92.0,1.0,16.0,0.17,0.0,97.0,2.0,1.0,8.0,2.0,1.67469879518072,0.0,0.0,1.0,0.252525252525253,0.0,0.428571428571429,0.0,5.0,1.49853515625,0.5011477040471942,0.4988522959528058,1,7501464843750.0
1438,0,2.0,1.0,0.0,78.0,1.0,14.0,0.17,0.0,97.0,2.0,2.0,5.0,2.0,1.47058823529412,0.0,0.0,1.0,0.2625,0.0,0.41420555114746094,0.0,3.0,1.0,0.5552201932053691,0.4447798067946309,1,585794448852.5391
1458,0,0.0,1.0,2.0,125.4810938835144,0.0,5.0,1.91,0.0,100.0,2.0,3.0,6.0,1.0,2.49438202247191,0.0,0.0,0.0,0.0,0.0,0.428571428571429,0.0,6.0,5.0,0.501595400045167,0.49840459995483305,1,13.530991351954997
