,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1899,3,1,1,53,0,1,0.3,3.5,80,1,0,1,1,3.26666666666667,1,1,1,0.882352941176471,1,0.5,0,2,2
1574,1,3,1,47,5,1,0.19,1,86,2,0,17,1,4.82352941176471,0,1,0,1.5,0,0.8,0,2,0
1806,5.0,1,0,29,1,7,0.34,2,0,2,0,8,2,4.33333333333333,1,2,1,0.5,0,0.666666666666667,0,3,0
1795,0,1,0,29,1,7,0.36,2,0,2,0,5,2,4.33333333333333,1,2,0,0.5,0,0.666666666666667,0,2,1
1851,1,1,1,41,0,2,0.1,3,30,2,0,24,2,4.25,0,0,0,1.16666666666667,0,0.8,0,2,1
1938,2,1,6,109,0,0,0.73,0,86,1,0,3,2,3.30769230769231,0,1,0,0.866666666666667,0,0.666666666666667,0,2,1
499,2,3,1,32,0,3,0.11,3,89,2,0,21,3,4.09090909090909,0,0,1,1.42857142857143,0,0.75,0,1,7
1817,3,1,0,42,0,11,0.22,0,86,1,0,8,2,2.64285714285714,0,1,0,1.3125,0,0.8,0,2,1
565,1,2,4,175,0,0,0.25,1,53.0,2,1,30,2,2.625,0,1,1,1.75555555555556,0,0.4,0,3,1
1958,4,1,3,39.0,1,3,0.19,3,88,2,1,43,3,4.76,0,1,1,1.32142857142857,0,0.0,0,8,10
