,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
2264,2,1,2,62,5,0,0.03,1,77.0,1,2,32,1,0.0787878787878788,0,0,1,0.529411764705882,0,0.666666666666667,0,1,0
1795,0,1,0,29,1,7,0.36,2,0,2,0,15.0,2,4.33333333333333,1,2,1,0.5,0,0.666666666666667,0,2,1
1799,1,1,3,45,1,2,0.51,1,50,2,0,8,1,9.242857142857144,1,2,1,1.0,0,0.666666666666667,0,3,0
1805,0,1,0,29,1,3,0.39,2,0,2,0,8,2,0.0787878787878788,1,2,1,0.833333333333333,0,0.666666666666667,0,3,0
565,10,2,4,175,0,0,0.03,1,72.5,2,1,4.5,2,0.9440993788819876,0,1,1,1.75555555555556,0,0.4,0,3,7
2049,7,4,9,166,0,1,0.44,4,72.0,2,0,6.5,2,9.662280701754385,2,2,1,2.5,0,0.615384615384615,0,3,2
1059,,,,,,,,,,,,,,,,,,,,,,,
1958,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,,,,,,,,,
498,,,,,,,,,,,,,,,,,,,,,,,
350,13,2,1,79,1,31,0.03,0,96.0,3,1,10.5,2,9.242857142857144,0,1,1,1.225,0,0.4,0,4,6
208,,,,,,,,,,,,,,,,,,,,,,,
