,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1940,3,1,1,55,1,22,0.22,0,90,2,0,20,1,5.71428571428571,0,1,1,0.807692307692308,0,0.0,0,2,1
1806,,,,,,,,,,,,,,,,,,,,,,,
1938,2,1,6,11,0,0,0.73,0,86,1,0,3,2,3.30769230769231,0,1,1,0.866666666666667,0,0.666666666666667,0,2,1
1883,3,1,0,11,0,0,0.33,0,97,2,0,5,1,2.10714285714286,1,2,1,0.516129032258065,0,0.6,0,2,1
1966,,,,,,,,,,,,,,,,,,,,,,,
1944,0,2,1,11,0,7,0.38,0,86,1,0,3,1,4.05,1,1,1,0.608695652173913,0,0.6,0,2,0
1789,0,1,0,13.0,2,1,0.33,1,0,2,0,9,2,2.5,1,2,1,0.625,0,0.666666666666667,0,3,0
1799,,,,,,,,,,,,,,,,,,,,,,,
1802,0,1,0,13.5,2,3,0.29,0,50,2,0,5,2,3.57142857142857,1,1,1,1.4,0,0.666666666666667,0,2,1
1805,0,1,0,13.5,1,3,0.39,2,0,2,0,8,2,3.0,1,2,1,0.833333333333333,0,0.666666666666667,0,3,0
1817,3,1,0,16.0,0,11,0.22,0,86,1,0,8,2,2.64285714285714,0,1,1,1.3125,0,0.8,0,2,1
1945,,,,,,,,,,,,,,,,,,,,,,,
1851,,,,,,,,,,,,,,,,,,,,,,,
1852,0,1,1,13.0,0,0,0.15,6,44,2,0,11,1,3.33333333333333,1,9,1,1.25,0,0.8,0,2,1
1853,4,1,1,16.0,0,3,0.09,3,66,2,0,27,2,4.41176470588235,0,0,1,1.17391304347826,0,0.666666666666667,0,1,1
1899,3,1,1,16.0,0,1,0.3,0,80,1,0,1,1,3.26666666666667,1,1,1,0.882352941176471,0,0.5,0,2,2
208,,,,,,,,,,,,,,,,,,,,,,,
1933,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,,,,,,,,,
1936,1,1,0,19.0,0,2,0.08,0,97,1,0,25,2,0.345945945945946,0,1,1,0.139896373056995,0,0.666666666666667,0,1,1
1939,2,1,1,13.0,0,2,1.54,0,84,2,0,2,2,0.896551724137931,0,0,1,0.183333333333333,0,0.333333333333333,0,1,1
308,7,2,1,26,0,213,0.16,0,99,1,0,3,1,9.46153846153846,0,1,0,0.714285714285714,0,0.454545454545455,0,3,3
1955,,,,,,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,,,,,,,,
1958,4,1,3,13.5,1,3,0.19,3,88,2,1,43,3,4.76,0,1,1,1.32142857142857,0,0.5,0,8,10
429,,,,,,,,,,,,,,,,,,,,,,,
499,2,1,1,15.0,0,3,0.11,3,89,2,0,21,3,4.09090909090909,0,0,1,1.42857142857143,0,0.75,0,1,7
565,10,2,4,13.0,0,0,0.25,1,94,2,1,30,2,2.625,0,1,1,1.75555555555556,0,0.4,0,3,7
677,153,2,7,24.5,5,46,0.22,4,97,2,1,190,2,8.65071770334928,1,1,1,1.85321100917431,0,0.6,3,6,12
834,1,4,3,16.0,0,11,0.22,2,48,1,0,5,2,7.75,0,2,1,2.0,0,1.0,0,4,2
851,0,1,0,12,0,23,0.27,1,100,2,0,15,1,6.63636363636364,0,1,1,0.933333333333333,0,0.666666666666667,0,1,4
1059,2,1,5,13.0,2,8,0.26,6,61,2,0,14,1,5.0,2,1,1,1.2,0,0.75,0,3,3
2264,2,1,2,13.5,5,0,0.34,1,84,1,2,32,1,3.06666666666667,0,0,1,0.529411764705882,0,0.666666666666667,0,1,0
1438,2,1,0,16.0,1,14,0.17,0,97,2,2,5,2,1.47058823529412,0,0,1,0.2625,0,1.0,0,3,1
1965,4,2,2,72,0,5,0.2,2,86,2,0,33,2,4.0,0,1,1,1.38888888888889,0,0.0,0,3,6
350,,,,,,,,,,,,,,,,,,,,,,,
2049,,,,,,,,,,,,,,,,,,,,,,,
1431,,,,,,,,,,,,,,,,,,,,,,,
1850,,,,,,,,,,,,,,,,,,,,,,,
