test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
872,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.66,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.125,0.0,3.0,2.0,0.9985727397781624,0.0014272602218376338,1,875000000000.0
80,0,2.0,1.0,1.0,6.0,0.0,3.0,3.0,2.0,24.0,9.0,0.36,1.0,81.0,1.0,7.0,11.0,1.0,8.78571428571429,2.0,1.0,1.0,1.11111111111111,0.12500000000000006,0.0,3.0,0.0,0.9765202117457856,0.023479788254214335,1,541666666666.66693
875,0,1.0,2.0,1.0,8.0,1.0,1.0,2.0,0.0,13.0,8.0,0.22,0.0,81.0,2.0,0.0,4.0,2.0,4.72727272727273,1.0,1.0,1.0,1.57142857142857,0.125,0.0,1.0,0.0,0.9886863110651185,0.011313688934881508,1,875000000000.0
82,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.51,3.0,0.0,2.0,0.0,6.0,2.0,3.0,3.0,19.0,16.0,6.0,0.125,0.0,2.0,0.0,0.9996644305183467,0.0003355694816532455,1,875000000000.0
908,0,8.0,9.0,2.0,0.0,0.0,0.0,2.0,0.0,10.0,10.0,0.41,0.0,82.0,1.0,0.0,7.0,1.0,6.62962962962963,1.0,1.0,1.0,1.26666666666667,0.12500000000000006,0.0,1.0,1.0,0.9894823284404164,0.010517671559583603,1,541666666666.66693
914,0,1.0,0.0,1.0,6.0,0.0,1.0,3.0,25.0,23.0,7.0,0.25,0.0,93.0,4.0,7.0,18.0,1.0,5.36363636363636,1.0,1.0,1.0,0.405405405405405,0.125,0.0,1.0,2.0,0.9913237430868174,0.008676256913182644,1,375000000000.0
915,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.18,1.0,0.0,3.0,0.0,5.0,1.0,3.15384615384615,3.0,9.0,1.0,0.0,0.125,0.0,1.0,0.0,0.9983210272222744,0.0016789727777254968,1,875000000000.0
916,0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,22.0,0.18,3.0,0.0,3.0,0.0,7.0,1.0,2.86363636363636,0.0,5.0,1.0,0.0,0.125,0.0,1.0,1.0,0.9724786114300124,0.02752138856998763,1,375000000000.0
920,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.2,0.0,0.0,3.0,0.0,17.0,1.0,3.55555555555556,2.0,4.0,1.0,0.0,0.12500000000000006,0.0,2.0,0.0,0.9775271333984602,0.02247286660153984,1,541666666666.66693
925,0,7.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,7.0,12.0,0.34,1.0,83.0,2.0,0.0,29.0,1.0,3.26315789473684,1.0,1.0,1.0,1.36363636363636,0.12486049107142852,0.0,1.0,3.0,0.999770233749188,0.00022976625081190375,1,589425223214.2854
196,0,7.0,5.0,1.0,3.0,2.0,1.0,34.0,4.0,36.0,88.0,0.13,3.0,85.0,4.0,27.0,49.0,2.0,3.58653846153846,0.0,0.0,1.0,0.352517985611511,0.12492675781249997,0.0,2.0,6.0,0.986151355495802,0.013848644504197958,1,575073242187.5
197,0,6.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,9.0,10.0,0.21,1.0,80.0,1.0,0.0,23.0,2.0,4.75,2.0,1.0,1.0,2.0,0.3922950476408005,0.0,3.0,2.0,0.5258628337253826,0.4741371662746175,1,107704952359.19952
200,0,16.0,0.0,1.0,19.0,12.0,2.0,11.0,6.0,26.0,25.48828125,0.52,0.0,95.0,2.0,0.0,0.5,2.0,3.29896907216495,0.0,0.0,1.0,0.724770642201835,0.5,0.0,2.0,7.0,0.5929191968041785,0.4070808031958215,2,12.297973972034171
201,0,6.0,2.0,2.0,7.0,4.0,4.0,4.0,0.0,17.0,11.0,0.6,0.0,72.0,3.0,0.0,6.0,1.0,4.05263157894737,1.0,1.0,1.0,1.125,0.125,0.0,4.0,4.0,0.9214636684849086,0.07853633151509144,1,375000000000.0
204,0,10.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,0.53,1.0,88.0,4.0,0.0,23.0,2.0,3.375,0.0,0.0,1.0,2.0,0.125,0.0,2.0,7.0,0.9986157933396137,0.0013842066603862626,1,375000000000.0
205,0,8.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.24,1.0,90.0,3.0,0.0,9.0,1.0,3.5,1.0,1.0,1.0,2.91666666666667,0.125,0.0,2.0,5.0,0.996474503414966,0.00352549658503393,1,375000000000.0
226,0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,6.0,33.0,0.16,0.0,95.0,4.0,0.0,18.0,1.0,2.05555555555556,0.0,1.0,1.0,0.536585365853659,0.125,0.0,2.0,1.0,0.9990360543518503,0.0009639456481496854,1,875000000000.0
1017,0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.3,2.0,0.0,3.0,0.0,12.0,1.0,2.0,2.0,5.0,1.0,0.0,0.125,0.0,2.0,0.0,0.9981050527748028,0.0018949472251972195,1,375000000000.0
1026,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,1.165093935728073,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.5269828935088872,0.4730171064911128,1,1.29479148602668
1027,0,27.0,0.0,5.0,10.0,3.0,0.0,1.0,1.0,11.0,7.0,0.03,0.0,88.0,1.0,0.0,3.0,2.0,5.17142857142857,1.0,1.0,1.0,1.72972972972973,0.125,0.0,1.0,1.0,0.9978520984991495,0.002147901500850491,1,375000000000.0
1040,0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.53,5.0,0.0,2.0,0.0,16.0,1.0,3.0,1.0,1.0,1.0,1.5,0.12500000000000006,0.0,1.0,1.0,0.9998182243989905,0.00018177560100948116,1,541666666666.66693
1043,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,18.0,1.0,3.0,3.0,17.0,1.0,0.0,0.39225260416666685,0.0,2.0,0.0,0.5733817308551186,0.4266182691448815,1,274414062500.00012
1046,0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,7.0,7.0,36.0,0.32,1.0,100.0,2.0,2.0,34.0,1.0,3.37777777777778,0.0,0.0,1.0,0.5,0.125,0.0,2.0,0.0,0.9883806338756204,0.0116193661243796,1,375000000000.0
1060,0,7.0,0.0,1.0,1.0,1.0,2.0,7.0,3.0,7.0,53.0,0.21,1.0,97.0,4.0,0.0,43.0,1.0,2.6984126984127,0.0,0.0,1.0,0.52112676056338,0.12500000000000006,0.0,2.0,0.0,0.9965937778902845,0.003406222109715584,1,541666666666.66693
1061,0,7.0,0.0,1.0,1.0,1.0,2.0,5.0,5.0,6.0,49.0,0.22,1.0,97.0,4.0,0.0,37.0,1.0,2.72131147540984,0.0,0.0,1.0,0.522388059701492,0.125,0.0,1.0,1.0,0.9901683558599425,0.009831644140057551,1,375000000000.0
1103,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.61,2.0,37.0,2.0,0.0,7.0,1.0,4.0,3.0,3.0,1.0,1.5,0.39228515625,0.0,2.0,2.0,0.5144204489916253,0.48557955100837474,1,207714843750.0
323,0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,6.0,0.1,9.0,71.0,4.0,0.0,7.0,1.0,4.42857142857143,1.0,2.0,1.0,0.666666666666667,0.125,0.0,2.0,1.0,0.9993852367549706,0.000614763245029419,1,375000000000.0
326,0,4.0,0.0,2.0,5.0,5.0,10.0,1.0,0.0,0.0,1.0,0.61,3.0,72.0,1.0,0.0,8.0,1.0,5.4,2.0,1.0,1.0,2.14285714285714,0.125,0.0,3.0,4.0,0.9994164484579553,0.0005835515420446507,1,875000000000.0
377,0,1.0,0.0,3.0,0.0,3.0,2.0,3.0,0.0,3.0,9.0,0.21,3.0,50.0,3.0,0.0,16.0,2.0,2.7,0.0,1.0,1.0,1.35714285714286,0.125,0.0,3.0,7.0,0.942642960851099,0.057357039148900994,1,375000000000.0
384,0,10.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,5.0,22.0,0.3,0.0,72.0,3.0,1.0,2.0,2.0,3.3030303030303,0.0,0.0,1.0,0.810810810810811,0.125,0.0,3.0,0.0,0.9488146588084833,0.0511853411915167,1,875000000000.0
1130,0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.26,0.0,72.0,5.0,0.0,3.0,1.0,3.875,2.0,2.0,1.0,2.0,0.39228515625,0.0,2.0,0.0,0.5023344226448438,0.4976655773551561,1,207714843750.0
402,0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,6.0,12.0,0.6,0.0,47.0,2.0,0.0,7.0,1.0,2.58333333333333,1.0,4.0,1.0,0.466666666666667,0.125,0.0,4.0,5.0,0.9779937332237759,0.022006266776224134,1,375000000000.0
407,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,1.0,2.0,1.41,0.0,33.0,3.0,12.0,3.0,1.0,9.77777777777778,1.0,1.0,1.0,0.0,0.12499237060546875,0.0,6.0,2.0,0.9766666200906226,0.023333379909377436,1,250007629394.53125
408,0,5.0,1.0,1.0,5.0,4.0,6.0,3.0,3.0,6.0,11.0,1.15,0.0,72.0,2.0,36.0,13.0,1.0,17.05,1.0,0.0,1.0,0.666666666666667,0.12499999999999992,0.0,3.0,5.0,0.9279110269248797,0.07208897307512026,1,408333333333.33307
424,0,7.0,1.0,1.0,2.0,5.0,5.0,8.0,1.0,50.0,9.0,0.38,3.0,78.0,2.0,0.0,23.0,1.0,6.55555555555556,0.0,1.0,1.0,1.25925925925926,0.12486049107142852,0.0,2.0,2.0,0.9866552423420554,0.013344757657944573,1,589425223214.2854
1152,0,6.0,9.0,1.0,0.0,4.0,2.0,7.0,11.0,41.0,60.0,0.25,0.0,87.0,2.0,1.0,34.0,2.0,4.02325581395349,0.0,1.0,1.0,0.978723404255319,0.124969482421875,0.0,4.0,1.0,0.9251124166387874,0.07488758336121257,1,500030517578.125
432,0,12.0,78.0,1.0,20.0,0.0,1.0,8.0,0.0,60.0,3.0,0.34,1.0,95.0,2.0,5.0,38.0,2.0,5.40860215053763,0.0,0.0,1.0,0.784313725490196,0.125,0.0,1.0,2.0,0.8052250018271588,0.19477499817284116,1,763888888888.8889
434,0,2.0,3.0,1.0,10.0,0.0,4.0,1.0,0.0,3.0,17.0,0.59,0.0,89.0,1.0,0.0,8.0,1.0,8.31818181818182,3.0,1.0,1.0,1.04166666666667,0.12486049107142852,0.0,6.0,5.0,0.9817339668486031,0.018266033151396896,1,589425223214.2854
437,0,12.0,8.0,1.0,0.0,0.0,1.0,3.0,1.0,15.0,17.0,0.22,0.0,79.0,2.0,0.0,21.0,2.0,6.73684210526316,0.0,1.0,1.0,1.16666666666667,0.1248779296875,0.0,3.0,5.0,0.9636747309311565,0.03632526906884343,1,625122070312.5
442,0,4.0,11.0,1.0,1.0,0.0,3.0,3.0,0.0,23.0,18.0,0.49,1.0,81.0,2.0,0.0,9.0,2.0,4.96969696969697,1.0,1.0,1.0,1.40540540540541,0.125,0.0,1.0,2.0,0.9427670877605747,0.057232912239425296,1,875000000000.0
446,0,3.0,1.0,1.0,13.0,30.0,9.0,3.0,11.0,6.0,82.0,2.23,0.0,95.0,1.0,7.0,26.0,2.0,18.3814432989691,0.0,0.0,1.0,0.237623762376238,0.12498308552636035,0.0,5.0,10.0,0.5031543713024393,0.4968456286975606,1,597239136695.8617
447,0,53.0,29.0,1.0,13.5,7.0,10.0,4.0,3.0,50.0,39.4892578125,0.94,2.0,96.0,1.0,8.0,40.0,1.0,15.5329949238579,1.0,0.0,1.0,1.06435643564356,0.12495561079545453,1.0,1.0,13.0,0.5583341170055629,0.44166588299443715,3,4567807807475.365
452,0,0.0,6.0,1.0,0.0,0.0,2.0,5.0,0.0,17.0,17.0,1.14,0.0,88.0,2.0,1.0,5.0,1.0,3.0,0.0,0.0,1.0,0.344827586206897,0.125,0.0,1.0,1.0,0.5884061720967892,0.4115938279032107,1,675000000000.0
457,0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,8.0,26.0,0.44,0.0,79.0,2.0,0.0,17.0,2.0,3.55555555555556,0.0,1.0,1.0,0.789473684210526,0.125,0.0,2.0,6.0,0.9981629033955621,0.0018370966044379158,1,675000000000.0
459,0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,7.0,13.0,52.0,0.27,0.0,87.0,2.0,1.0,15.0,2.0,2.65,0.0,1.0,1.0,0.784615384615385,0.12495117187499998,0.0,5.0,3.0,0.7049566625916059,0.295043337408394,1,475048828125.0
463,0,2.0,7.0,1.0,14.0,16.0,5.0,4.0,3.0,7.0,25.5,0.56,1.0,94.0,2.0,5.0,10.0,2.0,6.20454545454545,1.0,1.0,1.0,0.8777682080560825,0.375,0.0,1.0,10.0,0.5248410761114707,0.4751589238885293,2,1.498207680559633
467,0,4.0,33.0,1.0,2.0,10.0,1.0,5.0,10.0,45.0,41.0,0.24,0.0,92.0,2.0,1.0,35.0,2.0,6.02272727272727,0.0,1.0,1.0,0.851063829787234,0.12498174309730528,0.0,4.0,8.0,0.7226611795751294,0.2773388204248706,1,825018256902.6947
492,0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,5.0,2.0,0.27,6.0,25.0,1.0,0.0,11.0,1.0,10.0,7.0,2.0,1.0,3.16666666666667,0.125,0.0,4.0,1.0,0.9923802853706155,0.00761971462938449,1,875000000000.0
498,0,15.0,0.0,1.0,12.0,5.0,4.0,4.0,22.0,36.0,46.0,0.39,0.0,100.0,2.0,6.0,35.0,2.0,6.93975903614458,0.0,0.0,1.0,1.01136363636364,0.12499237060546875,0.0,5.0,8.0,0.5180896967293718,0.48191030327062817,1,250007629394.53125
500,0,28.0,0.0,5.0,10.0,3.0,0.0,1.0,1.0,11.0,7.0,0.01,0.0,88.0,1.0,0.0,3.0,2.0,5.11111111111111,1.0,1.0,1.0,1.68421052631579,0.125,0.0,5.0,4.0,0.9973844981851119,0.002615501814888173,1,275000000000.0
504,0,0.0,0.0,2.0,2.0,6.0,4.0,4.0,0.0,5.0,34.0,0.55,0.0,82.0,2.0,2.0,12.0,2.0,11.4705882352941,0.0,1.0,1.0,0.871794871794872,0.12491122159090898,0.0,7.0,5.0,0.6285299732838088,0.3714700267161912,1,420543323863.636
522,0,2.0,17.0,2.0,0.0,0.0,1.0,15.0,11.0,15.0,29.0,0.21,0.0,71.0,2.0,11.0,26.0,2.0,3.76271186440678,0.0,1.0,1.0,1.33333333333333,0.12493024553571441,0.0,7.0,4.0,0.9953366933207983,0.004663306679201646,1,303641183035.7146
1195,0,1.0,5.0,1.0,0.0,1.0,3.0,4.0,3.0,8.0,4.0,0.8,1.0,66.0,3.0,2.0,6.0,1.0,4.53846153846154,0.0,1.0,1.0,0.722222222222222,0.12486049107142852,0.0,1.0,1.0,0.9803885804492756,0.019611419550724405,1,589425223214.2854
532,0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,4.0,10.0,1.84,0.0,85.0,1.0,9.0,1.0,1.0,3.16666666666667,2.0,1.0,1.0,0.428571428571429,0.125,0.0,2.0,2.0,0.9709117779799503,0.02908822202004967,1,375000000000.0
575,0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,3.0,1.0,5.0,2.32,0.0,75.0,2.0,22.0,5.0,1.0,14.375,1.0,1.0,1.0,0.4,0.12486049107142852,0.0,5.0,5.0,0.9188016017119203,0.08119839828807975,1,589425223214.2854
613,0,3.0,1.0,1.0,7.0,13.0,4.0,5.0,3.0,6.0,35.0,0.81,0.0,92.0,4.0,3.0,16.0,2.0,4.95238095238095,0.0,1.0,1.0,0.75,0.125,0.0,7.0,4.0,0.9901719704835683,0.009828029516431707,1,275000000000.0
623,0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,6.0,10.0,0.62,1.0,83.0,3.0,0.0,2.0,1.0,3.58333333333333,1.0,1.0,1.0,1.73333333333333,0.1249593098958332,0.0,3.0,1.0,0.986767500374105,0.013232499625895039,1,208374023437.49982
625,0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,16.0,0.6,0.0,72.0,2.0,3.0,7.0,2.0,18.5882352941176,0.0,2.0,1.0,0.684210526315789,0.125,0.0,4.0,5.0,0.9672493915356043,0.03275060846439573,1,875000000000.0
629,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,10.0,1.02,0.0,30.0,3.0,0.0,2.0,1.0,1.9,1.0,1.0,1.0,0.923076923076923,0.125,0.0,3.0,2.0,0.9876336484979054,0.01236635150209469,1,375000000000.0
1247,0,0.0,0.0,1.0,0.0,20.0,0.0,1.0,1.0,2.0,25.0,0.21,0.0,86.0,3.0,59.0,7.0,1.0,10.3076923076923,0.0,1.0,1.0,0.285714285714286,0.125,0.0,1.0,0.0,0.9881830290767357,0.011816970923264298,1,875000000000.0
642,0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.29,4.0,50.0,4.0,0.0,16.0,2.0,4.0,2.0,4.0,1.0,0.833333333333333,0.125,0.0,1.0,2.0,0.9993962101507259,0.0006037898492741441,1,375000000000.0
1251,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,0.47,0.0,0.0,4.0,0.0,6.0,1.0,1.0,1.0,2.0,1.0,0.0,0.1248779296875,0.0,2.0,0.0,0.9963587935990029,0.0036412064009970707,1,625122070312.5
648,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,0.27,0.0,15.0,4.0,0.0,2.0,1.0,0.846153846153846,0.0,1.0,1.0,0.142857142857143,0.125,0.0,3.0,2.0,0.9968305989343831,0.0031694010656168657,1,875000000000.0
649,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.23,0.0,70.0,4.0,0.0,6.0,1.0,1.6,1.0,2.0,1.0,1.28571428571429,0.125,0.0,7.0,2.0,0.9989932180305239,0.0010067819694760934,1,375000000000.0
1253,0,0.0,2.0,1.0,2.0,0.0,0.0,5.0,1.0,8.0,8.0,0.14,0.0,56.0,4.0,0.0,15.0,2.0,3.27272727272727,1.0,2.0,1.0,1.0,0.12500000000000006,0.0,1.0,1.0,0.9242653023366301,0.07573469766336997,1,541666666666.66693
651,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.12,1.0,0.0,3.0,0.0,3.0,1.0,0.444444444444444,0.0,2.0,1.0,0.363636363636364,0.125,0.0,2.0,0.0,0.9727368200720427,0.027263179927957393,1,875000000000.0
1257,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.16,0.0,0.0,2.5,0.0,2.0,1.0,0.375,0.0,2.0,1.0,0.4,1.0,0.0,1.0,0.0,0.9903292732522315,0.009670726747768426,1,0.3372453797380701
660,0,6.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,12.0,0.22,4.0,0.0,3.0,0.0,19.0,1.0,4.0,0.0,4.0,1.0,0.65,0.125,0.0,2.0,1.0,0.9659713070584125,0.03402869294158746,1,875000000000.0
661,0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,0.0,7.0,9.0,0.23,1.0,62.0,3.0,2.0,17.0,1.0,3.08333333333333,0.0,0.0,1.0,0.777777777777778,0.125,0.0,1.0,0.0,0.9819905763914006,0.018009423608599386,1,875000000000.0
662,0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,13.0,0.2,3.0,78.0,3.0,0.0,22.0,1.0,4.68421052631579,0.0,1.0,1.0,1.42857142857143,0.125,0.0,2.0,2.0,0.9879807769264797,0.012019223073520277,1,875000000000.0
666,0,3.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,13.0,17.0,0.23,4.0,70.0,3.0,0.0,27.0,2.0,3.8,1.0,2.0,1.0,1.84615384615385,0.125,0.0,1.0,1.0,0.8393337660506798,0.16066623394932023,1,875000000000.0
668,0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,9.0,13.0,0.18,3.0,60.0,4.0,0.0,26.0,2.0,3.71428571428571,0.0,1.0,1.0,0.5,0.12495117187499998,0.0,6.0,2.0,0.9841406228506249,0.015859377149375187,1,475048828125.0
