test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
88,0,1.0,0.0,8.0,18.0,2.0,4.0,59.0,1.0,0.0,0.0,2.0,0.52,37.0,1.0,0.0,5.0,1.0,27.6666666666667,0.0,1.0,1.4,0.0,0.0,0.8182069292587093,0.0,0.0,1.0,0.7346343994140625,0.2653656005859375,1,4.7225801767413085
98,0,2.0,0.0,1.0,0.0,0.0,9.0,195.0,1.0,2.0,10.0,12.0,0.83,79.0,1.0,2.0,21.0,2.0,4.5625,1.0,0.0,1.38888888888889,0.0,0.0,0.9700331340956341,0.0,0.0,3.0,0.5824663639068604,0.41753363609313965,1,9.675673606991515
120,0,40.0,7.0,1.0,1.0,0.0,2.0,425.0,1.0,32.0,34.0,53.0,0.34,96.0,2.0,1.0,40.0,1.0,5.20454545454545,0.0,0.0,0.477611940298507,0.0,14.0,0.9809550460438096,1.0,0.0,4.9990234375,0.6028908491134644,0.39710912108421326,2,5.72373569317448
124,0,30.0,13.0,1.0,0.0,0.0,4.0,428.0,1.0,9.0,13.0,5.0,0.54,93.0,2.0,1.0,23.0,1.0,5.17543859649123,1.0,1.0,1.11864406779661,0.0,0.0,0.630637079455977,0.0,0.0,4.999756038188934,0.5937014818191528,0.40629851818084717,1,1.3491460689395094
125,0,0.0,3.0,1.0,0.0,0.0,2.0,52.0,1.0,1.0,3.0,2.0,1.16,66.0,2.0,1.0,6.0,1.0,3.16666666666667,1.0,1.0,0.375,0.0,0.0,0.520680394424653,0.0,0.0,0.0,0.6091481447219849,0.39085185527801514,1,3.151490206813892
139,0,31.0,14.0,1.0,0.0,0.0,3.0,597.0,1.0,28.0,0.0,9.0,0.38,0.0,4.0,1.0,30.0,2.0,5.69512195121951,1.0,1.0,1.01190476190476,0.0,0.0,0.897834082550061,0.0,0.0,1.9995121955871582,0.6689796447753906,0.33102038502693176,1,4.047273576425735
140,0,25.0,12.0,1.0,0.0,0.0,4.0,256.967529296875,1.0,5.0,3.0,10.0,0.43,94.0,4.0,1.0,33.0,2.0,7.38461538461539,1.0,1.0,1.27777777777778,0.0,0.0,0.470005503577325,0.0,0.0,8.0,0.6252092719078064,0.3747907280921936,1,4.466814520566874
145,0,6.0,0.0,2.0,22.0,1.0,10.0,281.0,1.0,3.0,15.0,14.0,0.41,91.0,1.0,0.0,17.0,2.0,10.4782608695652,2.0,1.0,1.84,0.0,27.0,0.8235472394776877,1.0,0.0,4.0,0.5127639770507812,0.48723602294921875,1,1.53556357445294
148,0,14.0,46.0,1.0,1.0,1.0,1.0,368.0,1.0,25.0,12.0,2.0,0.33,85.0,1.0,1.0,21.0,1.0,7.73563218390805,1.0,1.0,0.775280898876405,0.0,60.0,0.842107428607398,1.0,0.0,2.999511957168579,0.5372408032417297,0.46275919675827026,2,3.7579748878865025
156,0,8.0,7.0,1.0,33.0,23.0,3.0,153.94873046875,2.0,0.0,20.0,54.0,0.85,98.0,1.0,1.0,12.0,3.0,4.39130434782609,0.0,1.0,0.602739726027397,0.0,109.0,0.9916300984172078,0.666666666666667,0.0,4.99951171875,0.5065898895263672,0.4934101402759552,3,9.508645186939177
157,0,3.0,0.0,1.0,3.0,0.0,4.0,80.0,1.0,0.0,1.0,6.0,0.9,83.0,1.9997559785842896,1.0,8.0,2.0,3.33333333333333,1.0,1.0,0.909090909090909,0.0,10.0,0.46031746031746,1.0,0.0,1.0,0.6456063985824585,0.3543935716152191,1,0.6746553496661513
194,0,1.0,1.0,2.0,6.0,0.0,6.0,122.0,1.0,11.0,11.0,0.0,0.78,84.0,1.0,0.0,5.0,1.0,5.69230769230769,3.0,1.0,1.6875,0.0,0.0,0.830564784053156,0.0,0.0,1.99951171875,0.505414605140686,0.4945853650569916,1,2.6982923790957116
197,0,0.0,1.0,3.0,0.0,0.0,13.0,54.0,2.0,0.0,4.0,2.0,0.76,37.0,2.0,0.0,1.0,2.0,3.66666666666667,1.0,2.0,1.5,0.0,0.0,0.8405876607739485,0.0,0.0,2.0,0.529934287071228,0.4700656831264496,1,3.551214968044587
203,0,17.0,7.0,1.0,2.0,4.0,8.0,71.98974609375,1.0,55.0,17.0,1.0,0.89,91.0,1.0,0.0,14.0,1.0,7.7875,1.0,1.0,0.634146341463415,0.0,0.0,0.9289243846292161,0.0,0.0,2.9993489384651184,0.6758429408073425,0.32415705919265747,3,12.918898666383509
205,0,155.0,6.0,2.0,26.0,6.0,13.0,55.658203125,2.0,26.0,37.0,4.0,0.52,96.0,2.0,0.0,73.0,1.0,9.35078534031414,0.0,1.0,1.52061855670103,0.0,0.994873046875,0.82404181184669,1.0,0.0,3.99755859375,0.5204481482505798,0.47955185174942017,3,24005126953125.0
209,0,10.0,6.0,1.0,1.0,2.0,4.0,617.0,2.0,89.0,50.0,6.0,0.69,95.0,1.0,0.0,22.0,1.0,4.17117117117117,1.0,1.0,1.8669590063262405,0.0,0.0,0.674705882352941,0.0,0.0,4.0,0.6155490279197693,0.3844509720802307,1,1.63211660237356
214,0,4.0,0.0,1.0,13.0,3.0,9.0,194.0,3.0,4.0,3.0,2.0,2.620322265625,80.0,1.0,0.0,1.0,2.0,5.4,0.0,1.0,2.28571428571429,0.0,49.0,0.84394250513347,1.0,0.0,2.0,0.5138887166976929,0.4861113131046295,1,3.541680279429266
218,0,0.0,0.0,10.0,39.0,2.0,9.0,34.99169921875,1.0,2.0,0.0,0.0,0.46,97.0,1.0,0.0,4.0,1.0,28.0,4.0,1.0,0.75,0.0,0.0,0.958847736625514,0.0,0.0,3.0,0.5951938629150391,0.40480613708496094,1,0.7475599983456611
221,0,68.0,11.0,1.0,78.0,3.0,7.0,1279.0,8.0,23.0,61.0,43.0,0.51,98.0,1.0,0.0,48.0,2.0,5.77241379310345,0.0,0.0,1.01298701298701,0.0,18.97802734375,0.9819879009784493,1.0,0.0,3.999512195587158,0.5255049467086792,0.4744950830936432,3,92021972656250.0
224,0,1.0,1.0,1.0,9.0,0.0,5.0,126.0,1.0,12.0,16.0,0.0,0.79,88.0,1.0,0.0,7.0,1.0,5.07142857142857,1.0,1.0,1.125,0.0,0.0,0.843978269969998,0.0,0.0,1.0,0.5176017880439758,0.48239821195602417,1,1.9392683963965613
226,0,1.0,0.0,11.0,0.0,3.0,14.0,42.99560832977295,1.0,3.0,0.0,0.0,0.55,0.0,1.0,0.0,4.0,1.0,22.75,0.0,1.0,1.16666666666667,0.0,0.0,0.962264150943396,0.0,0.0,2.0,0.5838587284088135,0.4161413013935089,1,0.5469644574401162
241,0,6.0,0.0,1.0,6.0,63.0,11.0,256.9494614005089,2.0,0.0,0.0,58.0,0.9,98.0,1.0,0.0,33.0,2.0,4.125,0.0,1.0,0.686567164179104,0.0,4.982421875,0.8772485869253415,1.0,0.0,6.0,0.5075053572654724,0.4924946427345276,3,143017578125000.0
243,0,1.0,0.0,1.0,0.0,0.0,2.0,41.0,1.0,0.0,1.0,4.0,0.98,60.0,2.0,0.0,4.0,1.0,1.0,0.0,1.0,0.428571428571429,0.0,12.99999612569809,0.808080808080808,1.0,0.0,0.0,0.5357712507247925,0.4642287492752075,1,3874301.91015625
245,0,1.0,1.0,1.0,0.0,0.0,5.0,111.0,1.0,0.0,3.0,12.0,0.55,73.0,1.0,3.0,12.0,2.0,7.92857142857143,0.0,1.0,0.705882352941177,0.0,0.0,0.962466487935657,0.0,0.0,2.9999998211860657,0.7897952795028687,0.21020472049713135,0,1.2060834642113605e-07
247,0,1.0,0.0,1.0,2.0,1.0,4.0,95.0,1.0,0.0,5.0,14.0,0.83,72.0,1.0,0.0,2.0,3.0,2.73333333333333,0.0,1.0,0.647058823529412,0.0,30.0,0.8181920205393144,0.75,0.0,2.0,0.6000833511352539,0.3999166786670685,1,3.705016975249122
248,0,0.0,0.0,1.0,0.0,0.0,3.0,112.0,1.0,0.0,6.0,20.0,0.55,60.0,1.0,0.0,2.0,3.0,2.85,0.0,1.0,0.954545454545455,0.0,0.0,0.8439724745421215,0.0,0.0,2.0,0.5104333162307739,0.48956671357154846,1,0.5792146593659613
254,0,0.0,0.0,1.0,0.0,0.0,8.0,246.0,1.0,0.0,6.0,27.0,0.88,59.0,1.0,0.0,5.0,3.0,5.03703703703704,0.0,1.0,0.586206896551724,0.0,0.0,0.8181826393559295,0.0,0.0,3.0,0.6655136346817017,0.33448633551597595,1,4.022161969580949
283,0,0.0,3.0,1.0,0.0,0.0,2.0,148.0,1.0,1.0,7.0,42.0,0.34,89.0,1.0,1.0,17.0,2.0,4.73913043478261,0.0,1.0,0.895833333333333,0.0,0.0,0.774774774774775,0.0,0.0,4.999511957168579,0.6941722631454468,0.3058277368545532,1,1.3493106993323023
286,0,0.0,0.0,1.0,0.0,0.0,3.0,81.0,1.0,0.0,0.0,16.0,3.24,0.0,0.0,1.0,5.0,0.0,1.8125,1.0,0.0,0.0,0.0,0.0,0.8181903545673076,0.0,0.0,0.0,0.914985716342926,0.08501429110765457,1,0.7266201515801309
287,0,0.0,1.0,1.0,0.0,0.0,6.0,279.0,1.0,0.0,1.0,40.0,1.37,95.0,2.0,2.0,12.0,2.0,3.53658536585366,0.0,2.0,0.0,0.0,0.0,0.936014625228519,0.0,0.0,2.9997560381889343,0.7058840394020081,0.29411596059799194,1,1.3491460689395094
320,0,3.0,0.0,2.0,15.0,14.0,7.0,149.0,2.0,0.0,6.0,12.0,0.78,93.0,1.0,0.0,2.0,2.0,3.13333333333333,1.0,1.0,1.38888888888889,0.0,0.0,0.8955372431506852,0.0,0.0,2.0,0.5695300102233887,0.43046995997428894,1,1.9464811084843352
383,0,9.0,0.0,2.0,0.0,7.0,8.0,397.0,1.0,0.0,3.0,31.0,0.92,65.0,1.0,0.0,4.0,3.0,19.7,1.0,0.0,0.80952380952381,0.0,0.0,0.9135161896078694,0.0,0.0,2.0,0.5360414981842041,0.4639585316181183,1,3.4357928491231062
392,0,0.0,0.0,2.0,1.0,6.0,10.0,81.0,1.0,0.0,0.0,6.0,1.07,83.0,1.0,0.0,0.0,1.0,6.66666666666667,3.0,1.0,2.125,1.0,0.0,0.5206614397262612,0.0,0.0,1.0,0.713210940361023,0.28678902983665466,1,0.10389209033918423
463,0,0.0,0.0,1.0,23.0,0.0,6.0,76.0,1.0,0.0,0.0,6.0,0.6298339843749999,100.0,0.0,1.0,2.0,0.0,2.66666666666667,0.0,0.0,0.111111111111111,0.0,0.0,0.594202898550725,0.0,0.0,3.0,0.5536149144172668,0.44638508558273315,1,2.6608023734998936
465,0,0.0,33.0,1.0,14.0,0.0,6.0,256.953857421875,1.0,0.0,0.0,90.0,4.43,100.0,1.0,1.0,25.0,1.0,4.31707317073171,0.0,0.0,0.0,0.0,44.0,0.8181840491512866,0.5,0.0,4.9997559785842896,0.6068164110183716,0.3931836187839508,3,10.852752942243974
483,0,0.0,2.0,1.0,4.0,1.0,9.0,356.0,1.0,0.0,9.0,33.0,1.12,92.0,2.0,2.0,19.0,4.0,5.42857142857143,0.0,1.0,0.648648648648649,0.0,0.0,0.915006640106242,0.0,0.0,2.9999998211860657,0.739262044429779,0.26073795557022095,0,1.2060834642113605e-07
486,0,0.0,1.0,1.0,46.0,0.0,10.0,256.925537109375,1.0,0.0,1.0,122.0,3.39,100.0,0.0,2.0,35.0,0.0,4.30894308943089,0.0,0.0,0.0,0.0,13.0,0.8181947607079328,0.5,0.0,10.0,0.5650070905685425,0.43499287962913513,2,20.763047384444114
494,0,1.0,0.0,1.0,0.0,0.0,4.0,164.0,1.0,0.0,2.0,27.0,0.71,53.0,1.0,0.0,17.0,3.0,6.0,0.0,1.0,0.566666666666667,0.0,0.0,0.8181944151182431,0.0,0.0,1.0,0.8531114459037781,0.14688856899738312,1,1.2460718149731607
511,0,4.0,0.0,1.0,10.0,0.0,6.0,561.0,2.0,1.0,14.0,64.0,0.84,95.0,2.0,0.0,22.99951171875,3.0,9.97101449275362,0.0,1.0,0.694444444444444,0.0,18.0,0.9809615252697381,1.0,0.0,5.0,0.5474649667739868,0.4525350034236908,2,1.8404520197215224
529,0,0.0,1.0,1.0,6.0,0.0,7.0,152.0,1.0,0.0,0.0,15.0,5.07,100.0,2.0,2.0,4.0,2.0,6.4375,0.0,0.0,0.0,0.0,0.0,0.8181865641048978,0.0,0.0,1.0,0.8319336175918579,0.1680663824081421,1,0.48192834322739975
530,0,0.0,32.0,1.0,0.0,0.0,23.0,344.982666015625,1.0,0.0,1.0,11.0,2.33,100.0,0.0,1.0,7.0,0.0,0.0232558139534884,0.0,1.0,0.0,0.0,30.0,0.880560633759902,1.0,0.0,4.9998779296875,0.5327279567718506,0.4672720432281494,2,13.158421527652317
541,0,0.0,12.0,1.0,0.0,0.0,8.0,198.0,1.0,0.0,0.0,7.9999997317790985,4.71,0.0,2.0,1.0,8.0,1.0,1.95,1.0,0.0,0.0,0.0,0.0,0.794871794871795,0.0,0.0,2.0,0.600841224193573,0.399158775806427,0,4.522812990792602e-08
608,0,0.0,4.0,1.0,4.0,0.0,4.0,257.0,1.0,0.0,0.0,28.0,3.62,100.0,1.0,2.0,13.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.9967251061798628,0.0,0.0,5.0,0.5006211400032043,0.49937885999679565,1,5.984113378969792
617,0,0.0,2.0,1.0,43.0,0.0,12.0,715.0,1.0,0.0,1.0,35.0,4.64,100.0,1.0,1.0,11.0,1.0,1.91891891891892,0.0,0.0,0.0,0.0,0.0,0.9819931402439024,0.0,0.0,5.0,0.5690335631370544,0.43096643686294556,1,3.3815252790421275
644,0,6.0,0.0,2.0,4.0,22.0,12.0,805.0,1.0,0.0,3.0,55.0,0.93,87.0,1.0,0.0,21.0,2.0,10.672131147541,0.0,1.0,0.777777777777778,0.0,0.0,0.9645328347494627,0.0,0.0,9.0,0.5457184910774231,0.4542815089225769,1,3.229785235463641
645,0,0.0,0.0,1.0,0.0,9.0,5.0,70.0,1.0,0.0,0.0,9.0,0.5700088596343993,0.0,1.0,0.0,6.0,1.0,8.11111111111111,2.0,1.0,0.727272727272727,0.0,0.0,0.960698689956332,0.0,0.0,2.0,0.6960104703903198,0.3039894998073578,1,0.07496001700152194
667,0,11.0,1.0,2.0,6.0,6.0,7.0,1034.0,1.0,23.0,8.0,81.0,0.62,94.0,2.0,2.0,40.0,3.0,4.60344827586207,0.0,0.0,0.923728813559322,0.0,1.93896484375,0.9700324133610524,0.625,0.0,4.0,0.586901068687439,0.41309890151023865,2,359061035156250.0
668,0,2.0,6.0,1.0,3.0,0.0,4.0,303.0,2.0,0.0,4.0,45.0,0.65,94.0,4.0,1.0,23.0,1.0,1.69811320754717,0.0,1.0,0.571428571428571,0.0,555.0,0.8235790614925266,0.888888888888889,0.0,3.0,0.5015115737915039,0.4984884262084961,1,3.0711230906940172
671,0,1.0,1.0,1.0,2.0,0.0,4.0,338.0,1.0,3.0,2.0,49.0,0.77,78.0,3.0,0.0,15.0,1.0,2.12962962962963,0.0,1.0,1.5001795087541856,0.0,0.0,0.990066225165563,0.0,0.0,3.0,0.6505017280578613,0.34949830174446106,1,1.1227298449944376
680,0,0.0,1.0,1.0,2.0,0.0,4.0,256.9921875,1.0,3.0,2.0,49.0,0.78,81.0,3.0,0.0,17.0,1.0,2.13207547169811,0.0,1.0,0.527272727272727,0.0,0.0,0.993311036789298,0.0,0.0,1.0,0.5057715773582458,0.49422842264175415,1,1.4585008166806763
684,0,6.0,8.0,2.0,15.0,7.0,5.0,344.0,1.0,2.0,4.0,40.0,0.41,93.0,2.0,0.0,28.0,2.0,4.66071428571429,0.0,1.0,1.0,0.0,0.0,0.9787605082580799,0.0,0.0,4.0,0.5318692922592163,0.4681306779384613,1,4.345939902908659
689,0,0.0,0.0,1.0,8.0,0.0,9.0,171.0,1.0,0.0,0.0,13.0,3.64,100.0,2.9992679357528687,1.0,6.0,1.0,1.23076923076923,0.0,0.0,0.0,0.0,58.0,0.524390243902439,0.75,0.0,2.0,0.7205349206924438,0.27946504950523376,1,2.023966048998454
736,0,1.0,0.0,1.0,0.0,0.0,7.0,99.0,1.0,0.0,7.0,6.0,0.96,53.0,2.0,0.0,5.0,1.0,5.0,2.0,2.0,1.33333333333333,0.0,79.99635422229767,0.953703703703704,1.0,0.0,2.0,0.5419963598251343,0.4580036401748657,1,61003645777702.33
738,0,0.0,13.0,1.0,0.0,0.0,3.0,78.0,1.0,0.0,3.0,0.0,0.31999511718749996,64.0,1.0,6.0,3.0,1.0,19.3846153846154,2.0,1.0,0.2,0.0,0.0,0.962025316455696,0.0,0.0,1.0,0.8638856410980225,0.13611437380313873,1,2.1546324078015076
739,0,6.0,2.0,3.0,0.0,0.0,13.0,405.0,1.0,2.0,7.0,12.0,0.7,68.0,2.0,0.0,17.0,3.0,7.09090909090909,2.0,1.0,2.125,0.0,14.0,0.7797267393797666,0.75,0.0,3.999755859375,0.554810643196106,0.44518932700157166,2,4.614839822299052
745,0,3.0,2.0,2.0,0.0,0.0,14.0,349.0,1.0,1.0,3.0,14.0,0.87,71.0,2.0,0.0,19.0,3.0,4.9,0.0,1.0,2.09090909090909,0.0,49.0,0.9915576160402225,0.857142857142857,0.0,3.99951171875,0.5169013738632202,0.4830986559391022,2,4.922303786056219
746,0,31.0,7.0,1.0,7.0,1.0,10.0,277.8076171875,1.0,13.0,17.0,63.0,0.95,96.0,1.0,1.0,48.0,2.0,6.20175438596491,0.0,1.0,0.836206896551724,0.0,0.0,0.9903047400066427,0.0,0.0,2.999755859375,0.5012542605400085,0.49874573945999146,3,21.807980606047547
750,0,17.0,0.0,1.0,2.0,1.0,10.0,721.7143316268921,1.0,3.0,2.0,180.0,2.06,99.0,2.0,1.0,26.0,3.0,1.41,0.0,1.0,0.222772277227723,0.0,0.0,0.9839572045110887,0.0,0.0,8.0,0.5356261730194092,0.4643738567829132,2,29.01771944404186
755,0,11.0,5.0,1.0,0.0,0.0,10.0,277.870361328125,1.0,5.0,5.0,58.0,1.07,93.0,3.0,3.0,38.0,2.0,4.60759493670886,0.0,1.0,0.802469135802469,0.0,12.0,0.9531941668356927,1.0,0.0,4.9997559785842896,0.513340413570404,0.48665958642959595,3,11.796092460808488
760,0,18.0,8.0,1.0,8.0,2.0,13.0,337.94459664821625,1.0,11.0,26.0,149.0,1.31,97.0,2.0,2.0,61.0,3.0,5.60752688172043,0.0,1.0,0.803191489361702,0.0,0.99609375,0.9810228093265552,1.0,0.0,2.999755859375,0.5087082386016846,0.49129173159599304,4,33003906250000.0
769,0,3.0,11.0,1.0,0.0,1.0,12.0,320.9248046875,1.0,1.0,24.0,45.0,1.12,94.0,2.0,2.0,19.0,2.0,5.16666666666667,0.0,0.0,0.919354838709677,0.0,0.0,0.895308924485126,0.0,0.0,1.99951171875,0.5744060277938843,0.4255939722061157,2,9.297512754997287
784,0,0.0,22.0,1.0,0.0,1.0,3.0,115.99634355306625,1.0,0.0,9.0,1.0,1.07,82.0,1.0,0.0,17.0,1.0,4.47826086956522,1.0,1.0,0.76,0.0,0.0,0.89438202247191,0.0,0.0,2.0,0.5198255777359009,0.48017439246177673,1,1.4584250539944854
785,0,1.0,2.0,1.0,0.0,0.0,16.0,149.0,1.0,0.0,5.0,4.0,2.13,57.0,2.0,0.0,4.0,1.0,4.57142857142857,2.0,2.0,1.11111111111111,0.0,10.0,0.818183475860085,0.5,0.0,0.0,0.6404522061347961,0.35954779386520386,1,0.10773401668572458
787,0,3.0,7.0,1.0,1.0,25.0,1.0,92.0,1.0,0.0,0.0,11.999757647514343,0.47,84.0,1.0,0.0,19.0,1.0,17.92,2.0,1.0,0.444444444444444,0.0,0.0,0.730878186968839,0.0,0.0,2.0,0.6333703994750977,0.36662957072257996,1,0.505908935735389
846,0,21.0,9.0,3.0,2.0,1.99951171875,5.0,448.0,4.0,10.0,27.0,31.0,0.34,96.0,1.0,1.0,43.0,3.0,4.56338028169014,0.0,1.0,1.68831168831169,0.0,2.0,0.980674157303371,1.0,0.0,3.99951171875,0.5201388001441956,0.47986119985580444,2,4000488281250.0
866,0,0.0,0.0,1.0,0.0,0.0,7.0,79.0,4.0,0.0,1.0,7.0,1.18,25.0,1.0,0.0,1.0,3.0,0.285714285714286,0.0,0.0,0.307692307692308,0.0,0.0,0.7076026081078346,0.0,0.0,1.0,0.5338212847709656,0.4661787152290344,1,1.0742446022529482
871,0,74.0,17.0,1.0,31.0,5.0,13.0,440.42822265625,1.0,15.0,42.0,4.998046875,0.51,98.0,1.0,0.0,133.0,6.0,7.35546875,0.0,0.0,0.825581395348837,0.0,0.9775390625,0.745413582233666,0.25,0.0,2.9990234375,0.5136609673500061,0.4863390326499939,4,285022460937500.0
910,0,1.0,0.0,1.0,0.0,0.0,11.0,194.0,1.0,0.0,17.999999791383743,12.0,0.73,71.0,1.999511957168579,0.0,22.0,1.0,6.53846153846154,1.0,1.0,1.33333333333333,0.0,24.0,0.653631284916201,1.0,0.0,2.0,0.8214413523674011,0.17855866253376007,1,1.3493106993323098
929,0,4.0,3.0,2.0,0.0,0.0,14.0,256.9953074604273,1.0,2.0,5.0,13.0,0.64,75.0,3.0,0.0,33.0,1.0,6.18181818181818,0.0,1.0,1.16666666666667,0.0,0.0,0.94716618635927,0.0,0.0,4.0,0.6475363969802856,0.35246357321739197,1,1.8412630211274363
934,0,0.0,0.0,2.0,0.0,0.0,10.0,169.0,1.0,1.0,3.0,7.0,0.8,41.0,3.0,0.0,19.0,1.0,4.375,2.0,2.0,2.1,0.0,0.0,0.8760355421491912,0.0,0.0,5.0,0.5647417306900024,0.43525829911231995,1,1.018270420902003
938,0,1.0,15.0,1.0,0.0,0.0,7.0,71.9609375,2.0,6.0,18.0,34.0,0.87,42.993408203125,3.0,0.0,28.0,1.0,5.26785714285714,0.0,1.0,0.542372881355932,0.0,0.0,0.770144189991518,0.0,0.0,3.0,0.5126378536224365,0.4873621463775635,2,7.600621148197626
939,0,4.0,0.0,1.0,0.0,0.0,3.0,290.0,1.0,0.0,36.0,57.0,0.52,95.0,2.0,0.0,38.0,2.0,2.14754098360656,0.0,0.9999999403953552,0.53968253968254,0.0,34.0,0.9830785807958036,1.0,0.0,2.0,0.5676814317703247,0.4323185980319977,1,59604.64492765774
949,0,1.0,0.0,2.0,0.0,0.0,14.0,154.0,1.0,0.0,8.0,8.0,0.48,56.0,2.9997565746307373,0.0,34.0,1.0,8.22222222222222,2.0,1.0,1.90909090909091,0.0,12.0,0.635701275045537,1.0,0.0,4.0,0.6087521910667419,0.39124780893325806,1,0.67465494763833
950,0,7.0,0.0,2.0,0.0,0.0,15.0,315.0,1.0,0.0,24.0,7.0,0.62,77.0,2.9997559785842896,0.0,29.0,1.0,7.92857142857143,0.0,1.0,1.8125,0.0,62.0,0.9819742389918689,1.0,0.0,4.0,0.5429165363311768,0.45708346366882324,2,2.555747544588507
