CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
8.0,1.0,1.0,2.0,3.0,4.0,1.0,15.0,0.56,0.0,34.0,2.0,2.0,1.0,3.0,2.0,3.49,1.0,3.54,1.0,1.0,1.0,0.0,1.0,1.0,0
0.0,0.0,1.0,12.0,1.0,7.0,2.0,11.0,0.2,1.0,29.0,2.0,2.0,0.0,6.0,3.0,3.0,0.0,5.53,1.0,1.0,1.0,0.0,1.0,1.0,0
1.0,0.0,1.0,1.0,2.0,2.0,10.0,8.0,0.3,1.0,19.0,2.0,3.0,0.0,3.0,2.0,3.33,0.0,5.52,0.0,1.0,1.0,0.0,5.0,2.0,0
2.0,0.0,1.0,9.0,4.0,3.0,17.0,10.0,0.61,0.0,54.0,2.0,3.0,1.0,8.0,2.0,3.79,0.0,3.37,0.0,1.0,0.8,0.0,2.0,1.0,0
3.0,0.0,2.0,1.0,4.0,4.0,1.0,7.0,0.56,0.0,22.0,2.0,1.0,0.0,7.0,2.0,3.39,1.0,4.65,1.0,1.0,1.0,0.0,4.0,3.0,0
6.0,0.0,1.0,1.0,1.0,2.0,0.0,4.0,0.27,0.0,34.0,2.0,1.0,0.0,7.0,2.0,3.14,0.0,3.8,1.0,1.0,0.0,0.0,2.0,4.0,0
0.0,0.0,1.0,9.0,0.0,10.0,0.0,10.0,0.12,0.0,62.0,2.0,3.0,6.0,9.0,2.0,2.9,0.0,2.98,1.0,1.0,1.0,0.0,1.0,0.0,0
0.0,0.0,1.0,9.0,0.0,7.0,0.0,6.0,0.19,0.0,34.0,2.0,3.0,5.0,7.0,2.0,3.06,0.0,2.97,1.0,1.0,1.0,0.0,2.0,0.0,0
12.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.11,0.0,33.0,3.0,1.0,0.0,10.0,2.0,3.65,1.0,4.53,1.0,1.0,0.75,0.0,1.0,2.0,0
2.0,0.0,1.0,0.0,0.0,7.0,3.0,15.0,0.12,0.0,56.0,2.0,2.0,4.0,11.0,3.0,1.62,0.0,2.98,0.0,1.0,0.0,0.0,2.0,2.0,0
4.0,0.0,1.0,0.0,0.0,5.0,2.0,8.0,0.16,1.0,21.0,2.0,1.0,0.0,5.0,2.0,3.48,0.0,3.74,0.0,1.0,0.0,0.0,1.0,1.0,0
0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.19,0.0,23.0,1.0,3.0,0.0,5.0,2.0,1.96,0.0,1.57,0.0,1.0,1.0,0.0,2.0,2.0,0
1.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,0.28,0.0,24.0,2.0,3.0,2.0,7.0,2.0,2.33,0.0,3.42,0.0,1.0,0.0,0.0,2.0,2.0,0
4.0,0.0,1.0,0.0,1.0,2.0,10.0,4.0,0.22,0.0,29.0,2.0,1.0,1.0,5.0,1.0,3.14,0.0,3.62,1.0,1.0,1.0,0.0,3.0,1.0,1
0.0,0.0,1.0,0.0,2.0,1.0,3.0,7.0,0.83,0.0,39.0,1.0,1.0,0.0,4.0,2.0,1.85,0.0,2.28,0.0,1.0,0.0,0.0,3.0,2.0,0
1.0,0.0,1.0,0.0,2.0,2.0,0.0,6.0,0.87,0.0,31.0,1.0,2.0,0.0,4.0,2.0,2.0,0.0,2.45,0.0,1.0,0.0,0.0,1.0,2.0,0
19.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,0.06,0.0,7.0,2.0,1.0,0.0,5.0,2.0,2.61,0.0,3.98,2.0,1.0,1.0,0.0,1.0,2.0,1
0.0,0.0,1.0,0.0,0.0,8.0,1.0,6.0,0.26,0.0,15.0,2.0,3.0,5.0,2.0,2.0,2.6,0.0,2.6,1.0,1.0,0.0,0.0,3.0,0.0,0
1.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.32,0.0,19.0,2.0,2.0,0.0,1.0,2.0,1.79,0.0,2.05,1.0,1.0,1.0,0.0,4.0,0.0,0
1.0,0.0,2.0,0.0,1.0,1.0,0.0,8.0,0.52,0.0,6.0,3.0,1.0,0.0,0.0,2.0,3.33,0.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0
6.0,0.0,1.0,2.0,4.0,1.0,4.0,12.0,0.45,0.0,24.0,3.0,2.0,0.0,13.0,1.0,3.04,1.0,5.54,1.0,1.0,1.0,0.0,4.0,2.0,1
1.0,0.0,1.0,0.0,4.0,3.0,9.0,22.0,0.63,0.0,53.0,2.0,2.0,0.0,7.0,2.0,2.24,0.0,3.59,1.0,1.0,1.0,0.0,2.0,6.0,0
1.0,0.0,1.0,0.0,5.0,3.0,0.0,14.0,0.49,0.0,15.0,3.0,2.0,0.0,5.0,2.0,2.27,0.0,4.4,0.0,1.0,0.0,0.0,2.0,3.0,0
1.0,0.0,1.0,0.0,0.0,4.0,1.0,7.0,0.23,0.0,20.0,2.0,4.0,0.0,6.0,1.0,1.45,0.0,3.55,1.0,1.0,0.0,0.0,1.0,0.0,0
4.0,0.0,1.0,0.0,0.0,4.0,0.0,12.0,0.15,0.0,10.0,2.0,2.0,0.0,1.0,2.0,4.0,0.0,7.36,3.0,1.0,1.0,0.0,2.0,3.0,0
4.0,0.0,1.0,3.0,1.0,2.0,3.0,29.0,0.31,0.0,99.0,2.0,3.0,4.0,20.0,2.0,8.8,1.0,3.92,1.0,1.0,0.33,0.0,3.0,6.0,1
0.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,0.45,0.0,15.0,2.0,1.0,0.0,10.0,1.0,3.2,1.0,3.47,1.0,1.0,1.0,0.0,3.0,3.0,0
1.0,1.0,1.0,1.0,0.0,1.0,2.0,15.0,0.18,0.0,34.0,2.0,2.0,0.0,18.0,2.0,4.06,0.0,2.71,0.0,1.0,1.0,0.0,4.0,5.0,0
0.0,3.0,1.0,0.0,0.0,2.0,0.0,9.0,0.24,0.0,24.0,1.0,2.0,0.0,5.0,2.0,1.88,1.0,1.79,1.0,1.0,1.0,0.0,1.0,0.0,0
11.0,0.0,1.0,2.0,0.0,1.0,7.0,7.0,0.15,0.0,20.0,3.0,1.0,0.0,14.0,1.0,5.95,1.0,5.8,2.0,1.0,1.0,0.0,2.0,1.0,1
7.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.17,0.0,28.0,4.0,1.0,0.0,11.0,2.0,7.29,1.0,4.41,1.0,1.0,1.0,0.0,4.0,5.0,0
22.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.06,0.0,31.0,3.0,3.0,0.0,16.0,1.0,3.42,1.0,5.48,1.0,1.0,1.0,0.0,3.0,1.0,0
11.0,1.0,1.0,0.0,2.0,2.0,8.0,36.0,0.47,0.0,46.0,2.0,1.0,0.0,9.0,2.0,5.72,1.0,4.43,1.0,1.0,1.0,0.0,2.0,3.0,0
4.0,0.0,2.0,4.0,4.0,2.0,1.0,2.0,0.11,2.0,8.0,4.0,3.0,0.0,33.0,2.0,5.12,1.0,10.0,1.0,1.0,1.0,0.0,2.0,0.0,0
1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.38,0.0,11.0,2.0,1.0,0.0,17.0,2.0,2.82,0.0,3.73,0.0,1.0,1.0,0.0,3.0,1.0,1
12.0,1.0,2.0,0.0,1.0,2.0,2.0,11.0,0.21,1.0,29.0,4.0,3.0,0.0,26.0,1.0,3.76,1.0,6.52,1.0,1.0,1.0,0.0,3.0,2.0,1
15.0,1.0,2.0,6.0,0.0,11.0,14.0,4.0,0.09,0.0,48.0,4.0,1.0,2.0,43.0,3.0,3.94,0.0,7.04,0.0,1.0,0.41,1.0,3.0,7.0,1
5.0,0.0,1.0,0.0,2.0,17.0,3.0,24.0,0.38,1.0,59.0,2.0,2.0,8.0,25.0,2.0,4.0,0.0,4.42,0.0,1.0,1.0,0.0,4.0,9.0,0
1.0,0.0,1.0,5.0,5.0,1.0,0.0,15.0,0.95,0.0,36.0,2.0,1.0,0.0,4.0,1.0,7.51,1.0,3.03,1.0,1.0,0.0,0.0,4.0,2.0,0
5.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.23,0.0,8.0,4.0,3.0,0.0,3.0,1.0,2.88,1.0,4.12,1.0,1.0,1.0,0.0,1.0,1.0,0
1.0,0.0,2.0,0.0,0.0,1.0,3.0,6.0,0.17,0.0,12.0,3.0,3.0,0.0,8.0,1.0,2.33,1.0,4.08,1.0,1.0,0.0,0.0,2.0,0.0,0
25.0,0.0,3.0,3.0,2.0,3.0,10.0,13.0,0.24,0.0,53.0,5.0,4.0,1.0,46.0,1.0,3.98,0.0,8.02,1.0,1.0,0.5,0.0,3.0,4.0,1
1.0,0.0,1.0,0.0,3.0,2.0,1.0,5.0,0.55,1.0,16.0,2.0,2.0,0.0,20.0,2.0,5.33,0.0,4.28,1.0,1.0,1.0,0.0,3.0,6.0,0
6.0,0.0,4.0,0.0,0.0,1.0,7.0,10.0,0.1,0.0,16.0,6.0,4.0,0.0,21.0,1.0,3.81,1.0,7.69,1.0,1.0,0.57,0.0,1.0,1.0,1
0.0,2.0,1.0,5.0,1.0,6.0,0.0,19.0,0.2,0.0,36.0,2.0,1.0,8.0,11.0,2.0,4.67,0.0,3.94,1.0,1.0,0.75,0.0,4.0,1.0,0
3.0,0.0,2.0,1.0,0.0,3.0,1.0,5.0,0.14,0.0,26.0,2.0,3.0,0.0,6.0,2.0,3.33,0.0,3.11,1.0,1.0,1.0,0.0,3.0,1.0,0
1.0,3.0,1.0,3.0,0.0,4.0,0.0,12.0,0.17,0.0,18.0,1.0,1.0,4.0,2.0,2.0,3.47,0.0,1.53,1.0,1.0,1.0,0.0,1.0,1.0,0
8.0,0.0,3.0,0.0,1.0,1.0,2.0,3.0,0.2,1.0,18.0,4.0,1.0,2.0,5.0,1.0,6.55,0.0,3.75,1.0,1.0,0.75,0.0,2.0,0.0,0
2.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,0.18,1.0,9.0,3.0,2.0,0.0,3.0,1.0,5.56,0.0,4.67,1.0,1.0,1.0,0.0,2.0,0.0,1
12.0,3.0,2.0,6.0,0.0,10.0,1.0,9.0,0.14,0.0,46.0,3.0,2.0,7.0,19.0,2.0,3.32,0.0,3.4,0.0,1.0,0.67,0.0,3.0,1.0,1
4.0,1.0,1.0,4.0,5.0,9.0,11.0,19.0,1.0,0.0,68.0,2.0,2.0,2.0,7.0,4.0,3.03,0.0,3.1,1.0,1.0,0.0,0.0,1.0,1.0,0
3.0,3.0,2.0,5.0,6.0,6.0,6.0,12.0,0.89,1.0,26.0,3.0,2.0,2.0,5.0,2.0,5.78,0.0,4.0,1.0,1.0,0.0,0.0,1.0,3.0,0
7.0,0.0,1.0,5.0,1.0,3.0,1.0,15.0,0.31,0.0,25.0,2.0,2.0,0.0,20.0,2.0,3.08,0.0,4.0,1.0,1.0,0.71,0.0,6.0,4.0,0
8.0,3.0,2.0,3.0,0.0,6.0,0.0,28.0,0.07,0.0,39.0,3.0,1.0,1.0,15.0,2.0,4.38,0.0,3.18,1.0,1.0,0.75,0.0,1.0,1.0,0
5.0,0.0,1.0,3.0,1.0,3.0,0.0,9.0,0.59,0.0,21.0,1.0,3.0,0.0,5.0,1.0,2.33,1.0,2.96,1.0,1.0,1.0,0.0,3.0,1.0,0
7.0,0.0,3.0,11.0,4.0,1.0,4.0,0.0,0.33,0.0,0.0,7.0,1.0,0.0,14.0,1.0,4.76,1.0,4.79,1.0,1.0,0.43,0.0,4.0,2.0,1
0.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,0.54,0.0,40.0,1.0,3.0,0.0,7.0,2.0,1.02,0.0,1.95,1.0,1.0,0.0,0.0,2.0,2.0,0
9.0,0.0,1.0,1.0,1.0,1.0,0.0,10.0,0.21,1.0,21.0,4.0,2.0,0.0,13.0,1.0,5.43,1.0,6.48,1.0,1.0,0.5,0.0,2.0,2.0,0
1.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,0.23,0.0,11.0,2.0,3.0,0.0,10.0,2.0,3.18,1.0,4.91,1.0,1.0,1.0,0.0,1.0,0.0,0
21.0,0.0,1.0,0.0,0.0,2.0,3.0,5.0,0.07,2.0,29.0,5.0,1.0,0.0,20.0,2.0,4.52,0.0,6.45,0.0,1.0,1.0,0.0,1.0,1.0,0
6.0,0.0,2.0,6.0,3.0,1.0,0.0,3.0,0.77,1.0,15.0,3.0,1.0,0.0,1.0,1.0,3.07,1.0,3.67,1.0,1.0,1.0,0.0,3.0,3.0,1
2.0,0.0,1.0,39.0,0.0,7.0,0.0,8.0,0.24,0.0,21.0,2.0,3.0,0.0,3.0,1.0,2.66,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7.0,0.0,1.0,0.0,0.0,1.0,16.0,4.0,0.08,0.0,25.0,3.0,1.0,0.0,1.0,1.0,4.3,2.0,5.0,1.0,1.0,0.0,0.0,2.0,1.0,0
15.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.11,0.0,18.0,2.0,1.0,0.0,8.0,2.0,3.61,1.0,5.72,1.0,1.0,0.8,0.0,1.0,0.0,0
6.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,0.04,0.0,24.0,1.0,2.0,0.0,6.0,2.0,2.17,0.0,3.92,1.0,1.0,1.0,0.0,2.0,2.0,0
2.0,0.0,1.0,5.0,0.0,5.0,9.0,3.0,0.2,0.0,17.0,2.0,3.0,4.0,6.0,2.0,3.2,0.0,3.95,1.0,1.0,0.0,0.0,3.0,2.0,0
2.0,0.0,1.0,0.0,0.0,2.0,7.0,5.0,0.1,0.0,57.0,1.0,3.0,0.0,51.0,1.0,2.25,0.0,3.0,0.0,1.0,0.82,0.0,1.0,1.0,0
6.0,0.0,1.0,16.0,0.0,1.0,1.0,2.0,0.06,0.0,15.0,1.0,4.0,0.0,9.0,1.0,6.2,1.0,4.27,1.0,1.0,0.0,0.0,2.0,1.0,0
3.07,0.34,1.34,3.28,3.62,1.0,0.34,10.17,0.68,0.0,33.24,2.69,1.0,0.0,6.41,1.34,7.43,1.0,3.5,1.0,1.0,0.34,0.0,4.0,3.03,0
2.88,0.0,1.69,0.94,0.0,1.63,2.37,5.37,0.14,1.26,11.37,3.31,2.37,0.0,8.31,1.31,2.7,1.31,5.1,1.0,1.0,0.0,0.0,1.69,0.0,0
2.61,0.0,1.81,0.81,3.22,3.81,0.81,6.61,0.5,0.0,19.86,2.0,1.39,0.0,7.58,2.0,3.35,1.0,4.7,1.0,1.0,1.0,0.0,3.42,2.42,0
3.65,0.0,1.35,21.03,0.65,5.58,0.35,5.0,0.13,0.65,16.31,3.29,2.35,0.0,4.71,2.0,3.98,0.0,4.25,1.0,1.0,1.0,0.0,2.35,0.35,0
1.0,0.0,2.0,0.0,0.41,1.0,1.76,6.83,0.31,0.0,9.51,3.0,2.17,0.0,4.69,1.41,2.75,0.59,4.05,0.59,1.0,0.0,0.0,2.0,0.41,0
1.0,0.0,1.7,0.0,0.0,1.91,2.39,6.3,0.19,0.0,14.44,2.7,3.3,0.0,7.39,1.0,2.06,0.7,3.92,1.0,1.0,0.0,0.0,1.7,0.0,0
0.63,1.37,1.31,3.43,0.69,5.06,0.0,14.3,0.19,0.31,27.55,2.31,1.31,5.5,8.5,1.69,4.94,0.0,4.17,1.0,1.0,0.83,0.0,3.37,0.69,0
2.44,0.0,1.44,2.78,1.33,3.67,5.9,4.33,0.32,0.0,20.1,2.44,2.56,2.23,6.44,2.0,3.48,0.44,3.67,1.0,1.0,0.44,0.0,3.44,2.0,0
11.73,0.05,1.98,1.09,0.02,2.09,0.0,2.38,0.11,0.0,33.07,2.98,1.0,0.18,10.02,2.0,3.67,0.98,4.52,1.0,1.0,0.75,0.0,1.07,1.98,0
0.53,0.47,1.0,0.0,1.53,1.53,0.0,6.47,0.67,0.0,23.53,1.47,1.53,0.0,6.8,1.53,2.56,0.47,2.93,0.47,1.0,0.47,0.0,1.93,2.47,0
4.42,0.0,3.21,0.0,0.53,1.0,5.95,9.21,0.29,0.0,22.06,4.68,3.21,0.0,16.52,1.26,3.29,0.74,6.26,0.74,1.0,0.42,0.0,1.53,1.26,1
4.29,0.0,1.34,0.66,1.0,1.66,0.0,5.37,0.36,0.0,24.42,2.34,1.0,0.0,4.6,2.0,3.21,0.0,3.87,0.66,1.0,0.0,0.0,2.0,2.97,0
1.57,0.0,1.0,5.54,2.27,2.14,10.95,6.54,0.51,0.0,35.42,2.0,2.14,0.57,11.89,2.0,3.37,0.0,3.52,0.0,1.0,0.89,0.0,2.43,1.0,0
14.77,0.0,1.3,1.0,0.91,3.0,0.3,2.3,0.15,0.0,10.02,2.3,1.3,0.0,5.0,2.0,2.44,0.0,3.79,1.7,1.0,0.7,0.0,2.21,1.7,0
9.29,0.44,1.44,6.19,3.12,4.65,4.54,10.87,0.7,0.44,43.79,2.44,2.0,1.77,11.08,2.0,3.52,0.0,3.03,0.56,1.0,0.94,0.0,1.56,2.88,0
6.9,1.03,1.99,0.0,0.99,1.01,0.99,1.12,0.17,0.0,27.94,3.96,1.01,0.0,10.91,2.0,7.21,1.0,4.37,1.0,1.0,1.0,0.0,3.96,4.93,0
2.86,1.18,1.0,2.96,0.59,3.96,6.54,12.87,0.15,0.0,31.5,2.41,1.0,4.73,6.91,1.59,4.52,0.82,4.38,1.0,1.0,0.44,0.0,3.18,1.0,0
1.63,0.0,1.37,5.69,2.9,2.26,10.75,9.26,0.58,0.0,36.35,2.37,2.26,0.63,5.06,2.0,3.62,0.0,3.6,0.0,1.0,0.51,0.0,2.0,1.0,0
7.62,2.84,1.95,2.84,0.05,5.89,0.22,26.69,0.08,0.0,38.18,2.95,1.11,1.05,14.56,2.0,4.26,0.0,3.19,0.95,1.0,0.71,0.0,1.05,1.05,0
0.33,2.5,1.0,1.5,0.67,2.17,2.83,9.17,0.3,0.0,28.99,1.17,2.17,0.17,5.5,2.0,2.19,0.83,2.05,0.83,1.0,0.97,0.0,1.17,0.17,0
6.0,0.0,1.0,1.13,0.52,2.74,0.52,3.3,0.09,0.0,24.0,1.26,2.0,0.0,6.91,1.87,2.28,0.13,4.13,1.0,1.0,1.0,0.0,2.26,2.0,0
2.76,0.0,1.88,0.88,0.0,3.12,1.0,5.24,0.15,0.0,25.28,2.0,3.12,0.0,6.0,1.88,3.11,0.0,3.16,1.0,1.0,0.88,0.0,2.76,0.88,0
5.84,0.0,3.52,0.48,0.16,1.32,5.87,9.84,0.18,0.0,16.8,5.2,3.84,0.0,18.43,1.0,3.57,1.0,6.93,1.0,1.0,0.64,0.0,1.32,1.0,1
8.26,0.0,1.0,0.92,3.08,5.67,1.0,5.08,0.58,0.0,47.78,2.0,2.0,0.0,9.51,2.0,3.9,0.92,3.37,1.0,1.0,1.0,0.0,3.84,7.51,0
1.18,0.41,1.0,5.29,2.76,2.18,9.99,8.76,0.54,0.0,37.92,2.0,2.18,0.59,8.82,1.59,3.55,0.41,3.41,0.41,1.0,0.88,0.0,2.41,1.82,0
1.75,0.93,1.07,1.0,0.0,1.07,1.86,14.12,0.18,0.0,33.93,2.07,1.93,0.0,17.46,2.0,4.03,0.07,2.83,0.07,1.0,0.98,0.0,3.8,4.8,0
3.99,0.0,2.0,0.0,1.0,1.75,0.0,5.01,0.41,0.0,18.71,3.0,2.5,0.0,0.75,2.0,3.51,0.0,3.45,0.75,1.0,0.75,0.0,2.0,1.75,0
4.65,0.0,1.91,0.91,2.74,2.91,0.91,3.44,0.37,0.0,17.17,2.91,2.0,0.0,4.65,2.0,2.04,0.0,3.24,1.0,1.0,0.09,0.0,4.91,0.91,0
0.36,0.0,1.0,0.0,3.29,2.0,0.64,6.0,0.9,0.0,25.84,1.64,2.0,0.0,4.0,2.0,2.9,0.0,2.16,0.64,1.0,0.64,0.0,1.64,2.0,0
7.46,0.24,2.0,4.54,2.51,1.24,0.49,4.94,0.63,1.0,18.4,3.24,1.49,0.0,7.07,1.0,3.23,1.0,4.36,1.0,1.0,1.0,0.0,3.0,2.76,0
0.9,0.0,1.04,0.0,0.0,1.0,2.92,2.96,0.29,0.0,24.29,2.04,2.04,0.96,5.45,1.96,2.26,0.04,3.06,1.0,1.0,1.0,0.0,2.04,1.96,0
1.26,0.37,1.0,0.63,2.89,5.41,10.72,10.15,0.64,0.0,47.79,2.0,2.26,2.52,12.52,1.63,3.34,0.37,3.4,1.0,1.0,1.0,0.0,3.63,5.52,0
5.24,0.0,1.25,1.75,2.98,1.51,3.24,10.22,0.37,0.0,24.51,2.75,2.25,0.0,11.22,1.25,3.11,0.75,4.92,1.0,1.0,1.0,0.0,3.75,1.75,0
0.75,0.0,1.25,0.25,0.5,1.75,0.5,8.25,0.35,0.0,18.25,2.0,1.75,0.0,1.0,2.0,2.12,0.25,1.96,1.0,1.0,0.75,0.0,3.75,0.0,0
3.59,0.0,1.0,0.0,0.0,4.59,2.1,7.49,0.17,0.9,21.31,2.0,1.1,0.1,5.0,2.0,3.35,0.0,3.66,0.1,1.0,0.1,0.0,1.1,1.1,0
7.15,0.0,1.6,0.6,0.0,1.6,1.21,2.4,0.19,0.0,29.36,2.6,1.4,0.4,7.98,2.0,3.07,0.6,3.89,1.0,1.0,0.85,0.0,1.4,2.0,0
7.37,1.74,2.0,1.11,0.63,2.84,0.63,10.95,0.13,0.0,32.05,3.63,1.0,0.37,12.47,2.0,6.21,0.63,3.95,1.0,1.0,0.91,0.0,2.89,3.53,0
3.53,0.0,1.0,0.24,0.95,4.95,4.03,12.0,0.29,0.0,23.51,2.0,2.24,0.95,4.08,2.0,3.86,0.0,6.41,2.53,1.0,1.0,0.0,2.47,3.95,0
3.36,0.0,1.64,0.64,0.36,2.64,4.24,4.64,0.17,0.0,27.08,2.0,2.28,0.36,5.64,1.64,3.26,0.0,3.29,1.0,1.0,1.0,0.0,3.0,1.0,0
5.27,0.56,1.44,0.44,0.56,1.44,0.0,4.8,0.3,0.0,22.91,2.44,1.0,0.0,10.0,1.44,3.4,1.0,3.93,1.0,1.0,0.89,0.0,2.12,2.56,0
2.54,0.83,1.0,0.17,0.83,1.0,0.0,5.81,0.39,0.0,15.51,2.0,1.0,0.0,9.66,1.17,3.27,1.0,3.85,1.0,1.0,0.97,0.0,2.66,2.49,0
3.26,0.25,1.0,0.25,0.75,1.75,8.03,6.71,0.21,0.0,30.23,2.0,1.25,0.75,8.21,1.25,3.36,0.0,3.4,0.75,1.0,1.0,0.0,3.25,1.99,0
10.9,0.0,2.26,5.23,2.74,1.52,2.58,5.58,0.63,0.74,24.79,3.52,1.77,0.26,12.6,1.0,3.3,0.74,4.79,1.0,1.0,0.87,0.0,3.0,3.26,1
3.0,0.99,2.0,1.66,3.99,3.32,3.32,7.99,0.6,0.33,24.66,3.0,2.0,0.66,6.34,2.0,4.48,0.67,3.55,1.0,1.0,0.67,0.0,3.01,2.33,0
6.68,0.95,1.95,0.0,1.05,1.0,1.09,1.28,0.2,0.0,28.51,3.86,1.0,0.0,10.68,2.0,7.04,0.95,4.31,0.95,1.0,0.95,0.0,3.95,4.86,0
