test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
124,0,30.0,13.0,1.0,0.0,0.0,4.0,81.9382529258728,1.0,9.0,13.0,5.0,0.54,93.0,2.0,1.0,23.0,1.0,5.17543859649123,1.0,1.0,1.11864406779661,0.0,0.0,0.630637079455977,0.0,0.0,7.0,0.5,0.5,1,6.30852569215733
139,0,31.0,14.0,1.0,0.0,0.0,3.0,80.484375,1.0,28.0,0.0,9.0,0.38,0.0,4.0,1.0,30.0,2.0,5.69512195121951,1.0,1.0,1.01190476190476,0.0,0.0,0.897834082550061,0.0,0.0,1.4990234375,0.5,0.5,2,10.386741494583426
140,0,25.0,12.0,1.0,0.0,0.0,4.0,89.462646484375,1.0,5.0,3.0,10.0,0.43,94.0,4.0,1.0,33.0,2.0,7.38461538461539,1.0,1.0,1.27777777777778,0.0,0.0,0.9737331829165521,0.0,0.0,8.0,0.5,0.5,2,10.604015319660538
145,0,6.0,0.0,2.0,22.0,1.0,10.0,281.0,1.0,3.0,15.0,14.0,0.41,91.0,1.0,0.0,17.0,2.0,10.4782608695652,2.0,1.0,1.84,0.0,4.49560546875,0.9097472191147657,0.083251953125,0.0,4.0,0.5,0.5,3,22504394531250.0
148,0,14.0,46.0,1.0,1.0,1.0,1.0,126.472412109375,1.0,25.0,12.0,2.0,0.33,85.0,1.0,1.0,21.0,1.0,7.73563218390805,1.0,1.0,0.775280898876405,0.0,60.0,0.9994225298049133,1.0,0.0,5.0,0.5,0.5,2,7.315478600925531
156,0,8.0,7.0,1.0,33.0,23.0,3.0,80.4765625,2.0,0.0,20.0,54.0,0.85,98.0,1.0,1.0,12.0,3.0,4.39130434782609,0.0,1.0,0.602739726027397,0.0,5.48193359375,0.488311688311688,0.666666666666667,0.0,1.5,0.5,0.5,3,103518066406250.0
157,0,3.0,0.0,1.0,3.0,0.0,4.0,80.0,1.0,0.0,1.0,6.0,0.9,83.0,2.4998782873153687,1.0,8.0,2.0,3.33333333333333,1.0,1.0,0.909090909090909,0.0,10.0,0.46031746031746,1.0,0.0,1.0,0.53,0.47,1,0.337327473819165
194,0,1.0,1.0,2.0,6.0,0.0,6.0,122.0,1.0,11.0,11.0,0.0,0.78,84.0,1.0,0.0,5.0,1.0,5.69230769230769,3.0,1.0,1.6875,0.0,0.0,0.830564784053156,0.0,0.0,2.499878168106079,0.54,0.46,1,2.36079983265315
203,0,17.0,7.0,1.0,2.0,4.0,8.0,21.3603515625,1.0,55.0,17.0,1.0,0.89,91.0,1.0,0.0,14.0,1.0,7.7875,1.0,1.0,0.634146341463415,0.0,0.0,0.816781731279873,0.0,0.0,7.0,0.5,0.5,1,13.446787207963485
205,0,155.0,6.0,2.0,26.0,6.0,13.0,32.9970703125,2.0,26.0,37.0,4.0,0.52,96.0,2.0,0.0,73.0,1.0,2.0825847206315453,0.0,1.0,1.52061855670103,0.0,25.0,0.82404181184669,1.0,0.0,0.498046875,0.5,0.5,3,50.58963114630954
209,0,10.0,6.0,1.0,1.0,2.0,4.0,43.408203125,2.0,89.0,50.0,6.0,0.69,95.0,1.0,0.0,22.0,1.0,4.17117117117117,1.0,1.0,0.464912280701754,0.0,0.0,0.674705882352941,0.0,0.0,4.0,0.5,0.5,1,10.456280181182612
214,0,4.0,0.0,1.0,13.0,3.0,9.0,74.47119140625,3.0,4.0,3.0,2.0,0.73,80.0,1.0,0.0,1.0,2.0,5.4,0.0,1.0,2.28571428571429,0.0,49.0,0.84394250513347,1.0,0.0,2.0,0.5,0.5,1,2.1789480239926906
218,0,0.0,0.0,10.0,39.0,2.0,9.0,37.49865984916687,1.0,2.0,0.0,0.0,0.46,97.0,1.0,0.0,4.0,1.0,28.0,4.0,1.0,0.75,0.0,0.0,0.958847736625514,0.0,0.0,0.49951171875,0.5,0.5,2,1.8267672487974775
221,0,68.0,11.0,1.0,78.0,3.0,7.0,363.8583984375,8.0,23.0,61.0,43.0,0.51,98.0,1.0,0.0,48.0,2.0,5.77241379310345,0.0,0.0,1.01298701298701,0.0,111.0,0.9993831472937824,1.0,0.0,1.498779296875,0.5,0.5,3,18.03271960473173
224,0,1.0,1.0,1.0,9.0,0.0,5.0,126.0,1.0,12.0,16.0,0.0,0.79,88.0,1.0,0.0,7.0,1.0,5.07142857142857,1.0,1.0,1.125,0.0,0.0,0.8431451753319659,0.0,0.0,1.0,0.5,0.5,1,1.9269042526235594
226,0,1.0,0.0,11.0,0.0,3.0,14.0,33.4921875,1.0,3.0,0.0,0.0,0.55,0.0,1.0,0.0,4.0,1.0,22.75,0.0,1.0,1.16666666666667,0.0,0.0,0.962264150943396,0.0,0.0,2.0,0.5,0.5,1,0.7202068772536063
241,0,6.0,0.0,1.0,6.0,63.0,4.499878346920013,89.353515625,2.0,0.0,0.0,12.490423202514648,0.9,98.0,1.0,0.0,33.0,2.0,4.125,0.0,1.0,0.686567164179104,0.0,5.47802734375,0.603065539112051,1.0,0.0,6.0,0.5,0.5,4,142521972656250.0
247,0,1.0,0.0,1.0,2.0,1.0,4.0,95.0,1.0,0.0,5.0,14.0,0.83,72.0,1.0,0.0,2.0,3.0,2.73333333333333,0.0,1.0,0.647058823529412,0.0,30.0,0.8182973554057458,0.75,0.0,2.0,0.5,0.5,1,3.706580273550914
287,0,0.0,1.0,1.0,0.0,0.0,6.0,279.0,1.0,0.0,1.0,40.0,1.37,95.0,2.0,2.0,12.0,2.0,3.53658536585366,0.0,2.0,0.0,0.0,0.0,0.936014625228519,0.0,0.0,3.499755859375,0.55,0.45,1,1.0119008098097857
383,0,9.0,0.0,2.0,0.0,7.0,8.0,397.0,1.0,0.0,3.0,31.0,0.92,65.0,1.0,0.0,4.0,3.0,19.7,1.0,0.0,0.80952380952381,0.0,0.0,0.8279283495990828,0.0,0.0,2.0,0.5,0.5,1,2.165564581193144
392,0,0.0,0.0,2.0,1.0,6.0,10.0,81.0,1.0,0.0,0.0,6.0,1.07,83.0,1.0,0.0,0.0,1.0,6.66666666666667,3.0,1.0,2.125,1.0,0.0,0.5680541497110666,0.0,0.0,1.0,0.5,0.5,1,0.8072578945273277
463,0,0.0,0.0,1.0,23.0,0.0,6.0,76.0,1.0,0.0,0.0,6.0,2.05,100.0,0.0,1.0,2.0,0.0,2.66666666666667,0.0,0.0,0.111111111111111,0.0,0.0,0.8171927722277907,0.0,0.0,3.0,0.5,0.5,1,3.309442567748661
465,0,0.0,20.499146461486816,1.0,14.0,0.0,6.0,63.31396484375,1.0,0.0,0.0,90.0,4.43,100.0,1.0,1.0,5.49755859375,1.0,4.31707317073171,0.0,0.0,0.0,0.0,44.0,0.802161263507897,0.5,0.0,6.0,0.5,0.5,3,12500853538513.184
486,0,0.0,1.0,1.0,46.0,0.0,10.0,255.2783203125,1.0,0.0,1.0,122.0,3.39,100.0,0.0,2.0,35.0,0.0,4.30894308943089,0.0,0.0,0.0,0.0,13.0,0.9804481791198913,0.5,0.0,10.0,0.5,0.5,2,21.027135405815272
511,0,4.0,0.0,1.0,10.0,0.0,6.0,259.47622007131577,2.0,1.0,14.0,64.0,0.84,95.0,2.0,0.0,28.0,3.0,9.97101449275362,0.0,1.0,0.694444444444444,0.0,1.49853515625,0.9922443837056802,1.0,0.0,5.0,0.5,0.5,3,16501464843750.0
530,0,0.0,32.0,1.0,0.0,0.0,23.0,262.4453775882721,1.0,0.0,1.0,11.0,2.33,100.0,0.0,1.0,7.0,0.0,0.0232558139534884,0.0,1.0,0.0,0.0,30.0,0.880560633759902,1.0,0.0,7.0,0.5,0.5,1,14.593694466837174
608,0,0.0,4.0,1.0,4.0,0.0,4.0,254.99965357780457,1.0,0.0,0.0,28.0,3.62,100.0,1.0,2.0,13.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.593516209476309,0.0,0.0,5.0,0.5,0.5,1,0.036465275068185754
617,0,0.0,2.0,1.0,43.0,0.0,12.0,715.0,1.0,0.0,1.0,35.0,4.64,100.0,1.0,1.0,11.0,1.0,1.91891891891892,0.0,0.0,0.0,0.0,0.0,0.754146341463415,0.0,0.0,2.499389946460724,0.51,0.49,1,1.686638374165378
644,0,6.0,0.0,2.0,4.0,22.0,12.0,125.87118530273438,1.0,0.0,3.0,55.0,0.93,87.0,1.0,0.0,21.0,2.0,10.672131147541,0.0,1.0,0.777777777777778,0.0,0.0,0.746910263299301,0.0,0.0,0.498779296875,0.5,0.5,2,13.643576702701068
667,0,11.0,1.0,2.0,6.0,6.0,7.0,255.4736328125,1.0,23.0,8.0,81.0,0.62,94.0,2.0,2.0,40.0,3.0,4.60344827586207,0.0,0.0,0.923728813559322,0.0,4.97998046875,0.9993784500548959,0.625,0.0,4.0,0.5,0.5,3,356020019531250.0
668,0,2.0,6.0,1.0,3.0,0.0,4.0,117.4822826385498,2.0,0.0,4.0,45.0,0.65,94.0,4.0,1.0,23.0,1.0,1.69811320754717,0.0,1.0,0.571428571428571,0.0,555.0,0.9994384479410903,0.888888888888889,0.0,3.0,0.5,0.5,2,6.611504484302209
669,0,6.0,13.0,1.0,8.0,12.0,4.0,343.0,1.0,2.0,2.0,38.0,0.59,94.0,2.0,0.0,21.499765396118164,2.0,3.45762711864407,0.0,1.0,0.60655737704918,0.0,0.0,0.85781990521327,0.0,0.0,3.0,0.5,0.5,1,0.3372981257883674
671,0,1.0,1.0,1.0,2.0,0.0,4.0,338.0,1.0,3.0,2.0,49.0,0.77,78.0,3.0,0.0,15.0,1.0,2.12962962962963,0.0,1.0,0.535714285714286,0.0,0.0,0.990066225165563,0.0,0.0,2.4998779892921448,0.59,0.41,1,0.3373276748330756
684,0,6.0,8.0,2.0,15.0,7.0,5.0,264.986328125,1.0,2.0,4.0,40.0,0.41,93.0,2.0,0.0,28.0,2.0,4.66071428571429,0.0,1.0,1.0,0.0,0.0,0.9702795297132453,0.0,0.0,4.0,0.5,0.5,2,4.459113729034091
689,0,0.0,0.0,1.0,8.0,0.0,9.0,171.0,1.0,0.0,0.0,13.0,3.64,100.0,2.99951171875,1.0,6.0,1.0,1.23076923076923,0.0,0.0,0.0,0.0,58.0,0.524390243902439,0.75,0.0,2.0,0.5,0.5,1,2.0238016196195714
736,0,1.0,0.0,1.0,0.0,0.0,7.0,99.0,1.0,0.0,7.0,6.0,0.96,53.0,2.0,0.0,5.0,1.0,5.0,2.0,2.0,1.33333333333333,0.0,84.48987400531769,0.953703703703704,1.0,0.0,2.0,0.5,0.5,1,56510125994682.31
738,0,0.0,11.5,1.0,0.0,0.0,3.0,78.0,1.0,0.0,3.0,0.0,1.47,64.0,1.0,6.0,3.0,1.0,19.3846153846154,2.0,1.0,0.2,0.0,0.0,0.962025316455696,0.0,0.0,1.0,0.52,0.48,1,1500000000000.0
739,0,6.0,2.0,3.0,0.0,0.0,13.0,255.46875,1.0,2.0,7.0,12.0,0.7,68.0,2.0,0.0,17.0,3.0,7.09090909090909,2.0,1.0,2.125,0.0,14.0,0.9806644814257627,0.75,0.0,6.0,0.5,0.5,2,7.881760394156255
745,0,3.0,2.0,2.0,0.0,0.0,14.0,254.98169565200806,1.0,1.0,3.0,14.0,0.87,71.0,2.0,0.0,19.0,3.0,4.9,0.0,1.0,2.09090909090909,0.0,49.0,0.9993930137844611,0.857142857142857,0.0,7.0,0.5,0.5,2,4.912011384879288
746,0,31.0,7.0,1.0,7.0,1.0,10.0,203.288818359375,1.0,13.0,17.0,63.0,0.95,96.0,1.0,1.0,48.0,2.0,6.20175438596491,0.0,1.0,0.836206896551724,0.0,0.0,0.9966639965614255,0.0,0.0,1.498046875,0.5,0.5,3,23.354963360058655
750,0,11.000000357627869,0.0,1.0,2.0,1.0,10.0,2302.0,1.0,3.0,2.0,180.0,2.06,99.0,2.0,1.0,26.0,3.0,1.41,0.0,1.0,0.222772277227723,0.0,0.0,0.9978568784652218,0.0,0.0,2.49951171875,0.5,0.5,3,5999999642372.131
755,0,11.0,5.0,1.0,0.0,0.0,10.0,113.8720703125,1.0,5.0,5.0,58.0,1.07,93.0,3.0,3.0,38.0,2.0,4.60759493670886,0.0,1.0,0.802469135802469,0.0,12.0,0.9994584610153383,1.0,0.0,6.0,0.5,0.5,2,14.79882520048507
760,0,18.0,8.0,1.0,8.0,2.0,13.0,107.91542792320251,1.0,11.0,26.0,149.0,1.31,89.48811602592468,2.0,2.0,61.0,3.0,5.60752688172043,0.0,1.0,0.803191489361702,0.0,5.499147415161133,0.9874804367192873,1.0,0.0,11.0,0.5,0.5,4,28500852584838.867
769,0,3.0,11.0,1.0,0.0,1.0,12.0,230.38772904872894,1.0,1.0,24.0,45.0,1.12,94.0,2.0,2.0,19.0,2.0,5.16666666666667,0.0,0.0,0.919354838709677,0.0,0.0,0.895308924485126,0.0,0.0,1.5,0.5,0.5,2,10.975818517387463
836,0,5.0,2.0,4.0,0.0,6.0,12.0,107.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,19.0,1.0,5.0,0.0,1.0,2.77777777777778,0.0,0.49560546875,0.848258706467662,1.0,0.0,1.0,0.53,0.47,1,28504394531250.0
846,0,21.0,9.0,3.0,2.0,6.0,5.0,80.454345703125,4.0,10.0,27.0,8.0,0.34,96.0,1.0,1.0,43.0,3.0,4.56338028169014,0.0,1.0,1.68831168831169,0.0,2.0,0.980674157303371,1.0,0.0,7.0,0.5,0.5,2,7.741679851733338
871,0,74.0,17.0,1.0,31.0,5.0,13.0,108.487548828125,1.0,15.0,42.0,150.0,0.51,98.0,1.0,0.0,133.0,6.0,7.35546875,0.0,0.0,0.825581395348837,0.0,286.0,0.9993784511285002,0.25,0.0,1.498046875,0.5,0.5,3,67.44706471785146
908,0,2.0,1.0,1.0,0.0,0.0,11.0,237.0,1.0,0.0,9.0,15.0,0.74,82.0,1.499634027481079,0.0,29.0,1.0,3.72222222222222,0.0,1.0,1.05,0.0,21.0,0.937402190923318,1.0,0.0,3.0,0.58,0.42,1,1.686473743772585
910,0,1.0,0.0,1.0,0.0,0.0,11.0,194.0,1.0,0.0,18.0,12.0,0.73,71.0,1.49951171875,0.0,22.0,1.0,6.53846153846154,1.0,1.0,1.33333333333333,0.0,24.0,0.653631284916201,1.0,0.0,2.0,0.52,0.48,1,1.686556239881501
929,0,4.0,3.0,2.0,0.0,0.0,14.0,257.493435382843,1.0,2.0,5.0,13.0,0.64,75.0,3.0,0.0,33.0,1.0,6.18181818181818,0.0,1.0,1.16666666666667,0.0,0.0,0.94716618635927,0.0,0.0,4.0,0.5,0.5,1,1.8321824081353637
934,0,0.0,0.0,2.0,0.0,0.0,10.0,169.0,1.0,1.0,3.0,7.0,0.8,41.0,3.0,0.0,19.0,1.0,4.375,2.0,2.0,2.1,0.0,0.0,0.807424593967517,0.0,0.0,2.499634027481079,0.54,0.46,1,1.686473743772585
938,0,1.0,15.0,1.0,0.0,0.0,7.0,49.4423828125,2.0,6.0,18.0,7.99365234375,0.87,86.0,3.0,0.0,28.0,1.0,5.26785714285714,0.0,1.0,0.542372881355932,0.0,0.0,0.770144189991518,0.0,0.0,3.0,0.5,0.5,2,9.102429772691867
939,0,4.0,0.0,1.0,0.0,0.0,3.0,290.0,1.0,0.0,36.0,13.494140625,0.52,95.0,2.0,0.0,38.0,2.0,2.14754098360656,0.0,1.0,0.53968253968254,0.0,34.0,0.9994062659928352,1.0,0.0,2.0,0.51,0.49,2,8.607740296725815
949,0,1.0,0.0,2.0,0.0,0.0,14.0,154.0,1.0,0.0,8.0,8.0,0.48,56.0,1.49951171875,0.0,34.0,1.0,8.22222222222222,2.0,1.0,1.90909090909091,0.0,12.0,0.635701275045537,1.0,0.0,4.0,0.5,0.5,1,1.686556239881501
950,0,7.0,0.0,2.0,0.0,0.0,15.0,315.0,1.0,0.0,24.0,7.0,0.62,77.0,2.499756336212158,0.0,29.0,1.0,7.92857142857143,0.0,1.0,1.8125,0.0,62.0,0.9936617648325523,1.0,0.0,0.5,0.5,0.5,3,3.6822384303067395
955,0,7.0,1.0,2.0,3.0,1.0,11.0,311.0,1.0,1.0,11.0,15.0,0.78,86.0,4.0,0.0,34.0,1.0,3.83333333333333,0.0,1.0,1.15384615384615,0.0,5.499636113643646,0.858866103739445,1.0,0.0,2.0,0.5,0.5,1,37500363886356.35
963,0,10.0,7.0,2.0,0.0,2.0,14.0,35.35205078125,1.0,10.0,24.0,18.0,0.58,95.0,4.0,3.0,57.0,1.0,5.64444444444444,0.0,1.0,1.70212765957447,0.0,65.0,0.9994287109375,0.75,0.0,1.49951171875,0.5,0.5,3,12.257860482705007
975,0,23.0,11.0,2.0,3.0,0.0,16.0,108.43408203125,1.0,6.0,30.0,50.0,0.61,95.0,1.499634027481079,0.0,70.0,1.0,4.93333333333333,0.0,0.0,1.33695652173913,0.0,10.0,0.929205455726348,1.0,0.0,1.498779296875,0.51,0.49,3,26.647235552933502
976,0,0.0,8.0,2.0,0.0,0.0,15.0,285.462890625,1.0,1.0,5.0,30.0,0.73,94.0,3.0,0.0,35.0,2.0,2.79487179487179,1.0,1.0,1.92682926829268,0.0,0.0,0.850782190132371,0.0,0.0,2.0,0.5,0.5,1,6.335420779692973
977,0,0.0,1.0,1.0,0.0,0.0,13.0,257.49273014068604,1.0,1.0,2.0,19.0,1.06,59.0,1.49951171875,0.0,21.0,1.0,3.28571428571429,1.0,1.0,0.695652173913043,0.0,34.0,0.923076923076923,1.0,0.0,3.0,0.53,0.47,2,1.9128417008143395
978,0,2.0,4.0,1.0,3.0,0.0,5.0,42.448486328125,1.0,10.0,21.0,63.0,0.62,96.0,3.0,8.0,39.0,2.0,4.64556962025316,0.0,0.0,0.654320987654321,0.0,0.0,0.870882740447958,0.0,0.0,2.0,0.5,0.5,1,8.48676200086529
979,0,0.498046875,4.0,1.0,0.0,0.0,9.0,252.95865392684937,1.0,2.0,27.0,34.0,0.53,93.0,4.0,0.0,65.0,2.0,4.16,0.0,0.0,1.0,0.0,23.0,0.9988164705504115,1.0,0.0,4.0,0.5,0.5,3,9501953125000.0
993,0,4.0,2.0,1.0,0.0,1.0,19.0,43.936767578125,1.0,1.0,8.0,9.0,0.7,85.0,5.0,0.0,48.0,1.0,5.4375,0.0,1.0,1.83333333333333,0.0,2.0,0.9993768259256828,1.0,0.0,7.0,0.5,0.5,2,6.0541379504361315
1023,0,10.0,1.0,2.0,5.0,0.0,30.0,84.48803997039795,1.0,3.0,40.0,22.0,0.85,89.0,1.0,1.0,28.0,2.0,7.36111111111111,0.0,0.0,1.94736842105263,0.0,0.0,0.990311949136469,0.0,0.0,3.0,0.5,0.5,2,20.65926464508394
1024,0,3.0,7.0,1.0,0.0,1.0,8.0,185.0,1.0,0.0,6.0,8.0,0.84,77.0,3.0,0.0,19.0,1.0,3.83333333333333,1.0,1.0,1.05,0.0,0.0,0.8065189212364119,0.0,0.0,1.0,0.5,0.5,1,5.667721859004045
1025,0,0.0,9.0,2.0,0.0,0.0,11.0,283.0,1.0,0.0,8.0,13.0,0.74,89.0,4.0,0.0,31.0,2.0,2.86363636363636,0.0,0.0,1.70833333333333,0.0,0.0,0.9824631382042253,0.0,0.0,3.0,0.5,0.5,1,3.293263916125038
1036,0,2.0,6.0,1.0,0.0,0.0,4.5,74.923828125,1.0,1.0,10.0,36.0,0.99,90.0,5.0,0.0,45.0,1.0,3.82222222222222,0.0,0.0,1.1063829787234,0.0,6.0,0.851891315929675,1.0,0.0,3.0,0.5,0.5,2,14.0128991938593
1037,0,1.0,7.0,1.0,4.0,4.0,7.0,255.45474350452423,1.0,12.0,7.0,51.0,0.74,38.4892578125,1.0,11.0,45.0,2.0,16.169014084507,0.0,0.0,0.794520547945205,0.0,1.0,0.893105629348514,1.0,0.0,3.0,0.5,0.5,2,6.360538403634976
1045,0,2.0,16.0,1.0,0.0,0.0,7.0,59.41015625,1.0,1.0,22.0,69.0,0.8,94.0,3.0,2.0,35.0,3.0,6.40909090909091,1.0,1.0,0.688888888888889,0.0,40.0,0.9993779430650684,0.5,0.0,1.4990234375,0.5,0.5,3,13.076311945884955
1046,0,7.0,36.0,2.0,0.0,0.0,7.499756813049316,23.431884765625,1.0,3.0,6.0,3.483154296875,0.62,97.0,3.0,0.0,64.0,1.0,4.30081300813008,0.0,1.0,1.584,0.0,44.0,0.848963242224317,1.0,0.0,8.0,0.51,0.49,3,28.721234507119764
1047,0,1.0,20.0,1.0,0.0,1.0,10.0,202.4228515625,1.0,6.0,10.0,53.0,1.05,96.0,2.0,3.0,59.0,1.0,6.625,0.0,0.0,0.695121951219512,0.0,0.0,0.90894819466248,0.0,0.0,2.499267578125,0.5,0.5,2,12.861118424021162
1053,0,3.0,9.0,2.0,0.0,0.0,2.49853515625,49.376220703125,1.0,1.0,22.0,9.4970703125,0.79,87.0,3.0,0.0,48.0,1.0,5.20408163265306,0.0,1.0,1.05882352941176,0.0,1.0,0.762559038213826,1.0,0.0,6.0,0.5,0.5,3,16.84190505594808
1054,0,1.0,6.0,1.0,0.0,0.0,25.0,134.45703125,1.0,2.0,7.0,15.0,1.78,89.0,5.0,2.0,32.0,1.0,4.04166666666667,0.0,1.0,0.923076923076923,0.0,0.0,0.9788108031674209,0.0,0.0,6.0,0.5,0.5,2,12.09546194854621
1064,0,4.0,1.0,2.0,0.0,0.0,22.0,310.0,1.0,0.0,7.0,6.0,0.48,83.0,3.4998779892921448,0.0,40.0,1.0,10.2727272727273,1.0,1.0,3.23076923076923,0.0,0.0,0.907053941908714,0.0,0.0,2.499878168106079,0.53,0.47,2,2.3847779372644804
1066,0,11.499269247055054,4.0,1.0,19.0,0.0,18.0,44.2705078125,1.0,2.0,17.0,25.0,0.92,90.0,3.0,0.0,49.0,1.0,6.39583333333333,0.0,1.0,1.1,0.0,0.477294921875,0.930309278350515,1.0,0.0,0.49951171875,0.5,0.5,4,114654733950358.94
1069,0,11.0,8.0,2.0,0.0,0.0,13.0,138.448974609375,1.0,0.0,2.0,9.0,0.39,89.0,3.0,0.0,48.0,1.0,5.5,1.0,1.0,2.33333333333333,0.0,6.9609375,0.998039104770051,0.888888888888889,0.0,6.0,0.5,0.5,3,281039062500000.0
1072,0,0.0,6.0,1.0,0.0,0.0,10.0,257.47514045238495,1.0,2.0,6.0,27.0,0.76,68.0,4.0,2.0,27.0,1.0,4.22857142857143,0.0,0.0,0.756756756756757,0.0,0.0,0.859026369168357,0.0,0.0,1.0,0.5,0.5,1,2.342941354807892
1085,0,1.0,2.0,2.0,0.0,0.0,6.0,152.0,1.0,0.0,0.0,17.0,0.63,0.0,3.4998779892921448,1.0,20.0,1.0,2.5,0.0,1.0,1.0,0.0,0.0,0.854347826086956,0.0,0.0,4.0,0.5,0.5,1,0.3373276748330756
1091,0,6.0,1.0,2.0,1.0,2.0,20.0,262.98046875,1.0,2.0,8.0,10.0,0.6,90.0,5.0,0.0,56.0,1.0,5.78947368421053,0.0,1.0,1.85714285714286,0.0,1.4970703125,0.9706350270152827,1.0,0.0,6.0,0.5,0.5,3,12502929687500.0
