,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE
120,40.0,7.0,1.0,1.0,0.0,2.0,255.0,1.0,32.0,34.0,53.0,8.82,96.0,2.0,1.0,40.0,1.0,5.20454545454545,0.0,0.0,0.477611940298507,0.0,14.0,0.669376693766938,1.0,0.0,8.0
124,30.0,13.0,1.0,0.0,0.0,4.0,46.0,1.0,9.0,13.0,5.0,0.54,93.0,2.0,1.0,23.0,1.0,5.17543859649123,1.0,1.0,1.11864406779661,0.0,0.0,0.630637079455977,0.0,0.0,7.0
139,31.0,14.0,1.0,0.0,0.0,3.0,46.0,1.0,28.0,0.0,9.0,0.38,0.0,4.0,1.0,30.0,2.0,5.69512195121951,1.0,1.0,1.01190476190476,0.0,0.0,0.897834082550061,0.0,0.0,8.0
140,25.0,12.0,1.0,0.0,0.0,4.0,502.0,1.0,5.0,505.0,10.0,0.43,94.0,4.0,1.0,33.0,2.0,7.38461538461539,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,8.0
145,6.0,0.0,2.0,242.0,1.0,10.0,281.0,1.0,3.0,15.0,14.0,22.35,91.0,1.0,0.0,17.0,2.0,10.4782608695652,2.0,1.0,1.84,0.0,27.0,0.720081135902637,1.0,0.0,4.0
148,14.0,46.0,1.0,1.0,1.0,1.0,368.0,1.0,25.0,12.0,2.0,0.33,22.0,1.0,1.0,21.0,1.0,7.73563218390805,1.0,1.0,0.775280898876405,0.0,60.0,0.9,1.0,0.0,5.0
156,8.0,7.0,1.0,33.0,23.0,3.0,46.0,2.0,0.0,20.0,54.0,0.85,98.0,1.0,1.0,12.0,3.0,319.7,0.0,1.0,0.602739726027397,0.0,109.0,0.488311688311688,0.666666666666667,0.0,8.0
157,3.0,0.0,1.0,3.0,0.0,374.0,80.0,1.0,0.0,1.0,6.0,0.9,83.0,3.0,1.0,8.0,2.0,3.33333333333333,1.0,24.0,0.909090909090909,0.0,10.0,0.46031746031746,1.0,0.0,1.0
194,1.0,1.0,2.0,6.0,0.0,6.0,122.0,1.0,11.0,11.0,156.0,6.05,84.0,1.0,0.0,5.0,1.0,5.69230769230769,3.0,1.0,1.6875,0.0,0.0,0.830564784053156,0.0,0.0,6.0
203,17.0,7.0,1.0,2.0,4.0,8.0,759.0,1.0,55.0,17.0,1.0,0.89,91.0,1.0,0.0,14.0,1.0,279.2,1.0,1.0,0.634146341463415,0.0,0.0,0.816781731279873,0.0,0.0,1.0
205,155.0,6.0,2.0,26.0,6.0,13.0,46.0,2.0,26.0,37.0,4.0,0.52,96.0,2.0,0.0,73.0,1.0,319.7,0.0,1.0,1.52061855670103,0.0,25.0,0.82404181184669,1.0,0.0,15.0
209,10.0,6.0,1.0,1.0,2.0,4.0,3125.0,2.0,89.0,50.0,6.0,0.69,95.0,1.0,0.0,22.0,1.0,4.17117117117117,1.0,1.0,3.5,0.0,0.0,0.674705882352941,0.0,0.0,4.0
214,4.0,0.0,1.0,13.0,3.0,9.0,194.0,3.0,4.0,196.0,2.0,0.73,80.0,1.0,0.0,1.0,2.0,5.4,0.0,5.0,2.28571428571429,0.0,49.0,0.84394250513347,1.0,0.0,2.0
218,0.0,0.0,10.0,39.0,2.0,9.0,76.0,1.0,2.0,0.0,0.0,0.46,12.0,1.0,0.0,4.0,1.0,28.0,4.0,1.0,0.75,0.0,6460.0,0.958847736625514,0.0,0.0,3.0
221,68.0,11.0,1.0,78.0,3.0,7.0,46.0,8.0,23.0,61.0,43.0,0.51,98.0,1.0,0.0,48.0,2.0,319.7,0.0,0.0,1.01298701298701,0.0,111.0,0.747337131533317,1.0,0.0,10.0
224,1.0,71.0,1.0,9.0,0.0,5.0,126.0,1.0,12.0,16.0,205.0,0.79,88.0,1.0,0.0,7.0,1.0,5.07142857142857,1.0,1.0,1.125,0.0,0.0,0.713310580204778,0.0,0.0,1.0
226,1.0,0.0,11.0,0.0,3.0,14.0,73.0,1.0,3.0,0.0,0.0,0.55,0.0,1.0,135.0,4.0,1.0,22.75,0.0,1.0,1.16666666666667,0.0,7560.0,0.962264150943396,0.0,0.0,2.0
241,6.0,0.0,1.0,6.0,63.0,11.0,46.0,2.0,0.0,0.0,58.0,0.9,98.0,1.0,0.0,33.0,2.0,4.125,0.0,1.0,0.686567164179104,0.0,148.0,0.603065539112051,1.0,0.0,6.0
383,9.0,0.0,2.0,0.0,7.0,8.0,397.0,1.0,0.0,99.0,31.0,0.92,65.0,1.0,0.0,4.0,3.0,19.7,1.0,0.0,0.80952380952381,0.0,2904.0,0.682012847965739,0.0,0.0,2.0
463,0.0,0.0,1.0,23.0,0.0,6.0,76.0,1.0,0.0,0.0,6.0,2.05,100.0,0.0,135.0,2.0,0.0,2.66666666666667,0.0,0.0,0.111111111111111,0.0,7560.0,0.594202898550725,0.0,0.0,3.0
465,0.0,78.0,1.0,14.0,0.0,6.0,137.0,1.0,0.0,0.0,90.0,4.43,100.0,1.0,1.0,25.0,1.0,4.31707317073171,0.0,0.0,0.0,0.0,44.0,0.802161263507897,0.5,0.0,6.0
483,0.0,2.0,1.0,4.0,1.0,9.0,356.0,1.0,0.0,273.0,33.0,1.12,92.0,2.0,116.0,19.0,4.0,5.42857142857143,0.0,1.0,0.648648648648649,0.0,0.0,0.915006640106242,0.0,0.0,3.0
486,0.0,1.0,1.0,46.0,0.0,10.0,1395.0,1.0,0.0,1.0,122.0,3.39,100.0,0.0,2.0,35.0,0.0,325.3,0.0,0.0,0.0,0.0,3799.0,1.1,0.5,0.0,10.0
511,4.0,0.0,1.0,10.0,0.0,6.0,46.0,2.0,1.0,14.0,64.0,0.84,95.0,2.0,0.0,28.0,3.0,9.97101449275362,0.0,1.0,0.694444444444444,0.0,18.0,0.882778581765557,1.0,0.0,5.0
617,0.0,2.0,1.0,43.0,0.0,12.0,715.0,1.0,1.0,1.0,35.0,4.64,100.0,1.0,1.0,11.0,1.0,1.91891891891892,0.0,0.0,0.0,0.0,7850.0,0.754146341463415,0.0,0.0,5.0
644,6.0,0.0,2.0,4.0,22.0,12.0,805.0,1.0,0.0,3.0,55.0,0.93,87.0,1.0,76.0,21.0,2.0,10.672131147541,0.0,1.0,5.3,0.0,0.0,0.746910263299301,0.0,0.0,9.0
667,11.0,1.0,2.0,6.0,6.0,7.0,46.0,1.0,23.0,8.0,81.0,27.59,94.0,2.0,2.0,40.0,3.0,319.7,0.0,0.0,0.923728813559322,0.0,361.0,0.818152244632401,0.625,0.0,4.0
668,2.0,6.0,1.0,3.0,0.0,4.0,46.0,2.0,0.0,4.0,45.0,0.65,94.0,4.0,1.0,23.0,1.0,319.7,0.0,1.0,0.571428571428571,0.0,555.0,0.616647127784291,0.888888888888889,0.0,3.0
669,6.0,13.0,1.0,8.0,12.0,4.0,343.0,1.0,2.0,2.0,38.0,0.59,94.0,2.0,0.0,23.0,2.0,304.7,0.0,1.0,0.60655737704918,0.0,0.0,0.85781990521327,0.0,0.0,3.0
684,6.0,8.0,2.0,15.0,30.0,5.0,344.0,1.0,2.0,4.0,40.0,0.41,93.0,2.0,0.0,28.0,2.0,301.8,0.0,1.0,1.0,0.0,0.0,0.685931558935361,0.0,0.0,4.0
689,0.0,0.0,1.0,8.0,0.0,9.0,171.0,1.0,0.0,0.0,13.0,3.64,100.0,6.0,1.0,6.0,1.0,1.23076923076923,0.0,0.0,0.0,0.0,10027.0,0.524390243902439,0.75,0.0,2.0
736,1.0,0.0,1.0,0.0,0.0,7.0,3084.0,1.0,0.0,7.0,6.0,0.96,53.0,2.0,0.0,5.0,1.0,188.4,2.0,2.0,1.33333333333333,0.0,141.0,0.953703703703704,1.0,0.0,2.0
738,0.0,13.0,1.0,0.0,0.0,3.0,78.0,1.0,0.0,3.0,169.0,1.47,64.0,1.0,6.0,3.0,1.0,19.3846153846154,2.0,1.0,0.2,0.0,0.0,0.962025316455696,0.0,0.0,1.0
739,6.0,2.0,3.0,0.0,0.0,358.0,405.0,1.0,2.0,7.0,12.0,0.7,68.0,2.0,0.0,17.0,3.0,7.09090909090909,2.0,1.0,2.125,0.0,14.0,0.482364156339371,1.1,0.0,6.0
745,3.0,2.0,2.0,0.0,0.0,14.0,349.0,1.0,1.0,3.0,14.0,0.87,71.0,2.0,0.0,19.0,3.0,4.9,275.0,1.0,2.09090909090909,0.0,49.0,1.1,1.1,0.0,7.0
746,31.0,7.0,1.0,7.0,1.0,10.0,46.0,1.0,13.0,17.0,63.0,0.95,96.0,1.0,1.0,48.0,2.0,319.7,0.0,1.0,0.836206896551724,0.0,0.0,0.572991559862457,0.0,0.0,11.0
750,17.0,0.0,1.0,288.0,1.0,10.0,2302.0,1.0,3.0,2.0,180.0,2.06,99.0,2.0,1.0,26.0,3.0,1.41,0.0,1.0,0.222772277227723,0.0,0.0,0.749193548387097,0.0,0.0,2.0
755,11.0,5.0,1.0,0.0,0.0,10.0,46.0,1.0,5.0,5.0,58.0,1.07,93.0,3.0,3.0,38.0,2.0,4.60759493670886,0.0,1.0,0.802469135802469,0.0,12.0,0.630309386470897,1.0,0.0,6.0
760,18.0,8.0,1.0,8.0,2.0,13.0,46.0,1.0,11.0,26.0,149.0,1.31,97.0,2.0,2.0,61.0,3.0,319.7,0.0,1.0,0.803191489361702,0.0,34.0,0.657574568288854,1.0,0.0,11.0
769,3.0,11.0,1.0,0.0,1.0,12.0,809.0,1.0,1.0,505.0,45.0,1.12,94.0,2.0,2.0,19.0,2.0,5.16666666666667,0.0,0.0,5.0,0.0,0.0,0.895308924485126,0.0,0.0,6.0
836,5.0,2.0,4.0,0.0,3.0,12.0,107.0,1.0,50.0,0.0,0.0,0.5,0.0,1.0,0.0,19.0,1.0,5.0,0.0,1.0,2.77777777777778,0.0,29.0,0.848258706467662,1.0,0.0,1.0
846,21.0,9.0,3.0,2.0,6.0,5.0,448.0,4.0,10.0,27.0,31.0,23.63,96.0,1.0,1.0,43.0,3.0,273.7,0.0,1.0,1.68831168831169,0.0,2.0,0.980674157303371,1.0,0.0,7.0
871,74.0,17.0,1.0,31.0,5.0,13.0,46.0,1.0,15.0,42.0,150.0,27.59,98.0,1.0,0.0,133.0,6.0,319.7,0.0,0.0,0.825581395348837,0.0,286.0,0.745413582233666,0.25,0.0,13.0
908,2.0,1.0,11.0,0.0,0.0,11.0,237.0,1.0,0.0,9.0,15.0,0.74,0.0,4.0,0.0,29.0,1.0,3.72222222222222,0.0,1.0,1.05,0.0,21.0,0.937402190923318,1.0,0.0,3.0
910,1.0,0.0,1.0,0.0,0.0,11.0,194.0,1.0,0.0,18.0,12.0,20.48,71.0,4.0,57.0,22.0,1.0,6.53846153846154,1.0,1.0,1.33333333333333,0.0,24.0,0.653631284916201,1.0,0.0,2.0
929,4.0,3.0,2.0,242.0,0.0,14.0,358.0,1.0,2.0,5.0,13.0,22.35,75.0,3.0,0.0,33.0,1.0,6.18181818181818,0.0,1.0,1.16666666666667,0.0,0.0,0.94716618635927,0.0,0.0,4.0
938,1.0,15.0,1.0,121.0,0.0,7.0,487.0,2.0,6.0,18.0,34.0,0.87,86.0,3.0,0.0,28.0,1.0,5.26785714285714,0.0,1.0,3.7,0.0,0.0,0.770144189991518,0.0,0.0,3.0
939,4.0,0.0,1.0,0.0,0.0,3.0,290.0,1.0,0.0,36.0,57.0,7.25,95.0,2.0,0.0,38.0,2.0,2.14754098360656,317.0,1.0,0.53968253968254,0.0,34.0,0.696008188331627,1.0,0.0,2.0
949,1.0,0.0,2.0,0.0,0.0,14.0,154.0,1.0,0.0,506.0,8.0,7.52,56.0,4.0,0.0,34.0,1.0,8.22222222222222,2.0,1.0,1.90909090909091,0.0,12.0,0.635701275045537,1.0,0.0,4.0
950,7.0,0.0,2.0,0.0,0.0,15.0,315.0,1.0,0.0,24.0,7.0,21.85,48.0,4.0,0.0,29.0,1.0,7.92857142857143,0.0,1.0,1.8125,0.0,62.0,0.81587651598677,1.0,0.0,4.0
955,7.0,1.0,2.0,3.0,1.0,11.0,311.0,1.0,1.0,11.0,15.0,7.25,86.0,4.0,0.0,34.0,1.0,3.83333333333333,317.0,1.0,1.15384615384615,0.0,43.0,0.858866103739445,1.0,0.0,2.0
963,10.0,7.0,2.0,0.0,2.0,14.0,46.0,1.0,10.0,24.0,18.0,0.58,95.0,4.0,3.0,57.0,1.0,319.7,0.0,1.0,1.70212765957447,0.0,65.0,0.74,0.75,0.0,4.0
975,23.0,11.0,2.0,3.0,0.0,16.0,46.0,1.0,6.0,30.0,50.0,0.61,95.0,4.0,0.0,70.0,1.0,4.93333333333333,0.0,0.0,1.33695652173913,0.0,10.0,0.929205455726348,1.0,0.0,7.0
976,0.0,8.0,2.0,0.0,0.0,15.0,633.0,1.0,1.0,5.0,30.0,5.95,66.0,3.0,0.0,35.0,2.0,2.79487179487179,1.0,1.0,1.92682926829268,0.0,0.0,0.850782190132371,0.0,0.0,2.0
977,0.0,1.0,1.0,0.0,0.0,13.0,307.0,1.0,79.0,2.0,19.0,1.06,59.0,4.0,0.0,21.0,1.0,3.28571428571429,59.0,1.0,0.695652173913043,0.0,34.0,0.923076923076923,1.0,0.0,3.0
978,2.0,4.0,1.0,3.0,0.0,5.0,508.0,1.0,10.0,21.0,15.0,0.62,96.0,3.0,8.0,39.0,2.0,4.64556962025316,0.0,0.0,4.2,0.0,0.0,0.870882740447958,0.0,0.0,2.0
979,10.0,4.0,1.0,0.0,0.0,9.0,46.0,1.0,2.0,27.0,34.0,0.53,93.0,4.0,0.0,65.0,2.0,4.16,0.0,0.0,1.0,0.0,23.0,0.843621399176955,1.0,0.0,4.0
993,4.0,2.0,1.0,0.0,1.0,19.0,255.0,1.0,1.0,8.0,9.0,8.82,85.0,5.0,0.0,48.0,1.0,5.4375,0.0,1.0,1.83333333333333,0.0,2.0,0.829831932773109,1.0,0.0,7.0
1023,10.0,1.0,2.0,5.0,0.0,30.0,1168.0,1.0,3.0,40.0,22.0,0.85,89.0,1.0,1.0,28.0,2.0,325.3,0.0,0.0,1.94736842105263,0.0,3799.0,1.1,0.0,0.0,3.0
1025,0.0,9.0,2.0,0.0,0.0,11.0,283.0,1.0,0.0,8.0,13.0,0.74,89.0,4.0,0.0,31.0,2.0,2.86363636363636,187.0,0.0,1.70833333333333,0.0,0.0,0.76056338028169,0.0,0.0,3.0
1036,2.0,6.0,1.0,0.0,0.0,17.0,46.0,1.0,1.0,10.0,36.0,0.99,90.0,5.0,0.0,45.0,1.0,3.82222222222222,0.0,0.0,1.1063829787234,0.0,6.0,0.851891315929675,1.0,0.0,3.0
1037,138.0,7.0,1.0,4.0,4.0,7.0,600.0,1.0,12.0,7.0,51.0,0.74,98.0,1.0,11.0,45.0,2.0,16.169014084507,0.0,0.0,2.9,0.0,1.0,0.893105629348514,1.0,0.0,3.0
1045,2.0,16.0,1.0,0.0,0.0,7.0,46.0,1.0,1.0,22.0,69.0,27.59,94.0,3.0,2.0,35.0,3.0,319.7,1.0,1.0,0.688888888888889,0.0,6186.0,0.83013698630137,0.5,5.0,8.0
1046,7.0,36.0,2.0,0.0,0.0,11.0,46.0,1.0,3.0,6.0,77.0,0.62,97.0,3.0,0.0,64.0,1.0,4.30081300813008,0.0,1.0,1.584,0.0,44.0,0.848963242224317,1.0,0.0,8.0
1047,1.0,20.0,1.0,292.0,1.0,10.0,888.0,1.0,6.0,10.0,53.0,1.05,96.0,2.0,3.0,59.0,1.0,6.625,0.0,0.0,4.2,0.0,0.0,0.90894819466248,0.0,0.0,7.0
1053,3.0,9.0,2.0,0.0,0.0,17.0,46.0,1.0,1.0,22.0,36.0,0.79,87.0,3.0,0.0,48.0,1.0,5.20408163265306,0.0,1.0,1.05882352941176,0.0,1.0,0.762559038213826,1.0,0.0,6.0
1054,1.0,6.0,1.0,0.0,0.0,25.0,255.0,1.0,2.0,7.0,15.0,1.78,89.0,5.0,2.0,32.0,1.0,4.04166666666667,0.0,1.0,0.923076923076923,0.0,0.0,0.464253393665158,0.0,0.0,6.0
1066,17.0,4.0,1.0,19.0,0.0,18.0,255.0,1.0,2.0,17.0,25.0,8.82,90.0,3.0,0.0,49.0,1.0,6.39583333333333,0.0,1.0,1.1,0.0,115.0,0.930309278350515,1.0,0.0,8.0
1069,11.0,8.0,2.0,0.0,0.0,13.0,46.0,1.0,0.0,2.0,9.0,0.39,89.0,3.0,0.0,48.0,1.0,5.5,1.0,1.0,2.33333333333333,0.0,288.0,0.553787396562699,0.888888888888889,0.0,6.0
1072,0.0,6.0,1.0,0.0,0.0,10.0,386.0,1.0,2.0,6.0,27.0,0.76,68.0,4.0,2.0,27.0,1.0,4.22857142857143,97.0,0.0,0.756756756756757,0.0,0.0,0.859026369168357,0.0,0.0,1.0
1085,1.0,64.0,2.0,0.0,0.0,6.0,152.0,1.0,0.0,0.0,17.0,0.63,0.0,4.0,1.0,20.0,1.0,214.6,0.0,1.0,1.0,0.0,0.0,0.854347826086956,0.0,0.0,4.0
1091,6.0,1.0,2.0,1.0,2.0,20.0,255.0,1.0,2.0,8.0,10.0,8.82,90.0,5.0,0.0,56.0,1.0,5.78947368421053,0.0,1.0,1.85714285714286,0.0,14.0,0.709104938271605,1.0,0.0,8.0
1104,19.0,0.0,1.0,3.0,0.0,7.0,35.0,1.0,3.0,54.0,170.0,0.73,97.0,2.0,0.0,34.0,2.0,2.92715231788079,296.0,1.0,0.843137254901961,0.0,54.0,0.798611111111111,0.5,0.0,11.0
1106,147.0,1.0,1.0,0.0,0.0,6.0,285.0,2.0,0.0,21.0,32.0,0.71,88.0,2.0,0.0,23.0,2.0,2.71428571428571,0.0,1.0,4.9,0.0,0.0,0.921219822109276,0.0,0.0,5.0
1117,33.0,1.0,9.0,1.0,3.0,20.0,170.0,1.0,0.0,50.0,8.0,26.98,91.0,3.0,0.0,7.0,2.0,10.1190476190476,0.0,0.0,2.20454545454545,0.0,130.0,0.535906897530514,0.6,0.0,9.0
1121,1.0,0.0,1.0,2.0,5.0,4.0,657.0,1.0,15.0,38.0,103.0,0.7,97.0,1.0,76.0,61.0,3.0,2.42857142857143,0.0,0.0,5.3,0.0,0.0,0.83987103707684,0.0,0.0,6.0
1171,1.0,0.0,1.0,193.0,1.0,5.0,268.0,1.0,0.0,0.0,44.0,0.28,0.0,1.0,0.0,54.0,2.0,9.57777777777778,1.0,1.0,0.0851063829787234,0.0,23.0,0.845977011494253,1.0,0.0,0.0
1174,0.0,2.0,2.0,0.0,0.0,15.0,111.0,1.0,4.0,99.0,0.0,1.1,63.0,1.0,2.0,15.0,1.0,4.0,1.0,0.0,1.625,0.0,2904.0,0.76890756302521,0.0,0.0,3.0
1189,21.0,2.0,2.0,0.0,0.0,17.0,255.0,2.0,1.0,46.0,9.0,8.82,87.0,3.0,0.0,79.0,2.0,10.6666666666667,1.0,1.0,1.94444444444444,0.0,2.0,0.874439461883408,1.0,0.0,8.0
1203,0.0,1.0,2.0,0.0,1.0,358.0,180.0,1.0,3.0,6.0,18.0,0.61,88.0,2.0,19.0,26.0,1.0,7.72727272727273,0.0,0.0,1.16666666666667,0.0,27.0,0.859778597785978,1.1,0.0,4.0
1204,2.0,0.0,1.0,0.0,2.0,8.0,161.0,1.0,0.0,6.0,12.0,20.48,79.0,3.0,57.0,15.0,2.0,4.42857142857143,1.0,1.0,1.25,0.0,108.0,0.702637889688249,1.0,0.0,2.0
1205,1.0,2.0,1.0,0.0,2.0,8.0,333.0,1.0,1.0,13.0,30.0,26.34,93.0,1.0,3.0,31.0,2.0,305.2,0.0,0.0,0.638888888888889,0.0,114.0,0.753623188405797,1.0,0.0,4.0
1209,1.0,1.0,1.0,0.0,0.0,9.0,182.0,1.0,0.0,13.0,13.0,0.55,80.0,3.0,0.0,15.0,2.0,5.4,144.0,1.0,1.47058823529412,0.0,0.0,0.866888519134775,0.0,0.0,3.0
1260,5.0,0.0,2.0,4.0,0.0,11.0,397.0,1.0,0.0,19.0,23.0,25.69,80.0,3.0,0.0,19.0,2.0,6.96428571428571,1.0,1.0,1.43333333333333,0.0,7461.0,0.682605111294312,1.0,0.0,7.0
1262,3.0,63.0,2.0,0.0,0.0,145.0,119.0,1.0,0.0,16.0,14.0,0.49,84.0,3.0,0.0,10.0,2.0,4.5,1.0,1.0,1.2,0.0,0.0,0.651629072681704,0.0,0.0,2.0
1266,6.0,0.0,2.0,0.0,0.0,11.0,257.0,1.0,0.0,21.0,8.0,0.88,82.0,3.0,0.0,20.0,2.0,5.64285714285714,318.0,2.0,1.375,0.0,0.0,0.988817891373802,0.0,0.0,2.0
1272,2.0,1.0,2.0,193.0,0.0,13.0,588.0,1.0,6.0,46.0,14.0,0.82,87.0,4.0,2.0,28.0,3.0,9.52173913043478,0.0,1.0,1.88,0.0,0.0,0.869745003445899,0.0,0.0,0.0
1274,89.0,3.0,1.0,0.0,1.0,7.0,518.0,1.0,0.0,16.0,55.0,0.96,92.0,1.0,0.0,17.0,4.0,1.93333333333333,0.0,0.0,4.0,0.0,0.0,0.943625325238508,0.0,0.0,4.0
1283,4.0,9.0,2.0,0.0,1.0,359.0,295.0,1.0,0.0,34.0,4.0,0.43,82.0,2.0,0.0,43.0,1.0,11.2941176470588,2.0,1.0,2.63157894736842,0.0,1.0,0.973660308810173,1.0,0.0,5.0
1289,0.0,1.0,1.0,0.0,35.0,3.0,288.0,1.0,0.0,5.0,205.0,0.71,80.0,1.0,0.0,33.0,2.0,1.52,1.0,1.0,0.194805194805195,0.0,0.0,0.768028846153846,0.0,0.0,3.0
1295,1.0,11.0,1.0,0.0,0.0,5.0,1470.0,1.0,1.0,33.0,51.0,0.75,95.0,1.0,1.0,41.0,2.0,3.125,0.0,1.0,3.7,0.0,0.0,0.874690849134378,0.0,0.0,6.0
1297,3.0,0.0,2.0,113.0,2.0,13.0,182.0,1.0,0.0,5.0,9.0,13.1,71.0,1.0,0.0,24.0,2.0,4.75,1.0,1.0,1.35714285714286,0.0,2.0,0.884126984126984,1.0,0.0,5.0
1304,9.0,0.0,3.0,3.0,0.0,20.0,601.0,1.0,0.0,2.0,18.0,5.71,85.0,2.0,74.0,33.0,2.0,6.18518518518519,0.0,1.0,1.93103448275862,0.0,109.0,0.797491039426523,0.8,0.0,3.0
1308,1.0,0.0,5.0,0.0,0.0,35.0,173.0,1.0,2.0,506.0,1.0,7.52,0.0,3.0,1.0,20.0,1.0,13.5,1.0,2.0,3.83333333333333,0.0,93.0,0.927272727272727,0.5,0.0,2.0
1311,2.0,3.0,1.0,5.0,0.0,20.0,46.0,1.0,8.0,21.0,26.0,0.86,87.0,2.0,2.0,38.0,2.0,319.7,0.0,0.0,1.34146341463415,0.0,145.0,0.88031565103025,0.5,0.0,5.0
1389,18.0,11.0,1.0,15.0,0.0,7.0,92.0,4.0,1.0,41.0,50.0,0.38,96.0,1.0,1.0,70.0,6.0,5.825,0.0,0.0,1.17647058823529,0.0,0.0,0.8,0.0,0.0,9.0
1391,4.0,2.0,1.0,9.0,1.0,7.0,1002.0,1.0,27.0,12.0,79.0,23.63,96.0,1.0,1.0,24.0,4.0,273.7,0.0,0.0,0.789473684210526,0.0,41.0,0.917268786127168,1.0,0.0,5.0
1395,3.0,0.0,1.0,273.0,0.0,12.0,365.0,1.0,10.0,9.0,10.0,0.86,84.0,2.0,1.0,17.0,2.0,150.6,1.0,0.0,1.28,0.0,0.0,0.514657980456026,0.0,0.0,4.0
1417,19.0,6.0,1.0,14.0,0.0,12.0,1215.0,1.0,45.0,28.0,12.0,0.69,93.0,2.0,2.0,39.0,3.0,302.8,0.0,0.0,1.10714285714286,0.0,0.0,1.0,0.0,0.0,2.0
1436,6.0,7.0,2.0,7.0,0.0,13.0,429.0,1.0,10.0,13.0,5.0,20.48,90.0,3.0,57.0,19.0,2.0,7.10714285714286,1.0,2.0,2.2,0.0,0.0,0.598480050664978,0.0,0.0,6.0
1468,35.0,2.0,2.0,30.0,0.0,12.0,1843.0,1.0,17.0,63.0,54.0,0.6,96.0,1.0,0.0,56.0,6.0,302.8,0.0,1.0,1.58181818181818,0.0,13.0,1.0,1.0,0.0,2.0
1472,25.0,0.0,1.0,26.0,0.0,7.0,46.0,1.0,2.0,28.0,48.0,0.43,94.0,1.0,0.0,43.0,5.0,5.50666666666667,0.0,1.0,0.91025641025641,0.0,4.0,0.383961566888396,1.0,0.0,8.0
