test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
1899,0,3.0,1.0,1.0,53.0,0.0,1.0,0.3,0.0,80.0,1.0,0.0,5.000976085662842,1.0,3.26666666666667,1.0,1.0,1.0,0.882352941176471,0.0,0.5,0.0,2.0,2.0,0.5844976902008057,0.41550227999687195,1,0.8995404662219394
1906,0,7.0,1.0,3.0,133.99855160713196,0.0,4.0,0.28,0.0,89.0,1.0,1.0,34.0,1.0,6.34042553191489,1.0,1.0,1.0,0.448979591836735,0.0,0.777777777777778,0.0,2.0,1.0,0.6456321477890015,0.35436782240867615,1,5.237337300359686
1913,0,1.0,1.0,1.0,31.999268293380737,0.0,2.0,0.21,0.0,76.0,1.0,0.0,3.0,2.0,4.64285714285714,0.0,0.0,1.0,1.8125,0.0,0.6,0.0,2.0,1.0,0.5615508556365967,0.4384491741657257,1,0.714224748781437
1915,0,0.0,1.0,2.0,39.99463438987732,0.0,3.0,0.53,0.0,84.0,1.0,0.0,5.0,1.0,3.63636363636364,1.0,1.0,1.0,0.457142857142857,0.0,0.5,0.0,2.0,1.0,0.5408056974411011,0.45919427275657654,1,5.555055555035837
1922,0,0.0,1.0,2.0,30.99169921875,0.0,0.0,0.33,1.0,97.0,1.0,0.0,2.0,2.0,5.47619047619048,1.0,1.0,1.0,1.03571428571429,0.0,0.6,0.0,2.0,1.0,0.6307828426361084,0.3692171573638916,1,3.254084698680914
1932,0,0.0,1.0,2.0,20.0,0.0,0.0,0.43,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,12.0,2.0,2.0,0.5428362290064497,0.0,2.0,1.0,0.734988272190094,0.265011727809906,1,123830437660.21729
1933,0,12.0,1.0,0.0,46.0,2.0,7.0,0.05,0.0,98.0,1.0,2.0,13.0,2.0,0.628712871287129,0.0,0.0,1.0,0.189320388349515,0.0,0.5428258180618286,0.0,1.0,1.0,0.6546730995178223,0.34532690048217773,1,207174181938.1714
1937,0,0.0,1.0,1.0,72.0,0.0,0.0,1.3999365234375,0.0,0.0,1.0,0.0,1.0,2.0,0.2,0.0,0.0,1.0,0.230769230769231,0.0,1.0,0.0,2.0,0.0,0.8293760418891907,0.17062394320964813,1,0.5357509394504967
1938,0,2.0,1.0,6.0,109.0,0.0,0.0,0.73,0.0,86.0,1.0,0.0,3.0,2.0,3.30769230769231,0.0,1.0,1.0,0.866666666666667,0.0,0.3076171875000001,0.0,2.0,1.0,0.8909762501716614,0.10902377218008041,1,359049479166.6669
1939,0,2.0,1.0,1.0,374.0,0.0,2.0,1.309978046417236,0.0,84.0,2.0,0.0,2.0,2.0,0.896551724137931,0.0,0.0,1.0,0.183333333333333,0.0,0.333333333333333,0.0,1.0,1.0,0.5757459402084351,0.42425402998924255,1,0.4563167122588849
1944,0,0.0,2.0,1.0,67.0,0.0,7.0,0.38,0.0,86.0,1.0,0.0,3.0,1.0,4.05,1.0,1.0,1.0,0.608695652173913,0.0,0.307688570022583,0.0,2.0,0.0,0.9449124336242676,0.05508759617805481,1,292311429977.417
1945,0,10.0,1.0,3.0,126.99365234375,0.0,4.0,0.21,2.0,91.0,1.0,0.0,13.0,1.0,4.086348416512471,0.0,1.0,1.0,0.694915254237288,0.0,0.4375,0.0,3.0,2.0,0.5685685276985168,0.43143147230148315,2,10.165017681722627
1947,0,8.0,2.0,4.0,138.0,0.0,9.0,0.31,1.0,68.0,1.0,10.0,11.0,2.0,3.3043409196230105,1.0,0.0,1.0,0.714285714285714,0.0,1.0,0.0,1.0,1.0,0.8733034133911133,0.1266966015100479,1,0.27408585923237894
208,0,4.0,2.0,4.0,25.958984375,0.0,0.0,0.31,0.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,1.0,1.36206896551724,0.0,0.625,0.0,4.0,9.0,0.511543869972229,0.488456130027771,1,20.237977450185266
209,0,87.0,1.0,1.0,70.9992824792862,3.0,22.0,0.06,1.0,100.0,1.0,1.0,79.0,3.0,6.48815165876777,0.0,1.0,0.0,1.59174311926605,0.0,0.3076438407103222,0.0,5.0,11.0,0.8645949363708496,0.1354050487279892,2,609022825956.3447
305,0,6.0,1.0,2.0,57.994140625,0.0,26.0,0.42,0.0,94.0,1.0,0.0,10.0,1.0,5.03846153846154,1.0,1.0,1.0,0.574074074074074,0.0,0.333333333333333,0.0,6.0,9.0,0.5624558925628662,0.4375440776348114,1,8.72916889843687
308,0,7.0,2.0,1.0,83.0,0.0,213.0,0.16,0.0,99.0,1.0,0.0,3.0,1.0,9.46153846153846,0.0,1.0,0.0,0.714285714285714,0.0,0.30768892981789353,0.0,3.0,3.0,0.5607433319091797,0.4392566382884979,1,146856524727.5614
1955,0,3.0,1.0,3.0,105.0,3.0,8.0,0.46,0.0,80.0,2.0,0.0,9.0,2.0,4.30769230769231,0.0,0.0,1.0,1.73333333333333,0.0,0.307688570022583,0.0,2.0,0.0,0.989596962928772,0.010403015650808811,1,292311429977.417
350,0,13.0,2.0,1.0,70.99854052066803,1.0,31.0,0.15,0.0,100.0,3.0,1.0,28.0,2.0,4.61111111111111,0.0,1.0,1.0,1.225,0.0,0.307688570022583,0.0,4.0,6.0,0.8362734913825989,0.16372652351856232,2,292311429977.417
366,0,2.0,2.0,4.0,72.0,1.0,3.0,0.4,0.0,100.0,3.0,0.0,12.0,2.0,3.83333333333333,0.0,1.0,0.0,2.0,0.0,0.3076171874999999,0.0,4.0,5.0,0.859882116317749,0.14011788368225098,1,525716145833.3331
376,0,8.0,2.0,2.0,70.99708318710327,0.0,22.0,0.2,1.0,100.0,2.0,0.0,25.0,3.0,4.5,0.0,1.0,0.0,1.3448275862069,0.0,0.3076171874999998,0.0,6.0,7.0,0.826815128326416,0.17318490147590637,2,328746448863.6362
1958,0,4.0,1.0,3.0,30.994384765625,1.0,3.0,0.19,3.0,88.0,2.0,1.0,43.0,3.0,4.76,0.0,1.0,1.0,1.32142857142857,0.0,0.5,0.0,8.0,10.0,0.6911826133728027,0.30881741642951965,1,6.745353174024032
1965,0,4.0,2.0,2.0,72.0,0.0,5.0,0.2,2.0,86.0,2.0,0.0,33.0,2.0,4.0,0.0,1.0,1.0,1.38888888888889,0.0,1.0,0.0,3.0,6.0,0.9318942427635193,0.06810573488473892,1,222222222222.22192
1966,0,1.0,1.0,4.0,30.9892578125,0.0,6.0,0.23,4.0,88.0,3.0,0.0,17.0,2.0,5.33333333333333,0.0,1.0,1.0,1.35714285714286,0.0,0.8,0.0,5.0,10.0,0.6122692823410034,0.3877306878566742,1,3.651037699073674
429,0,21.0,1.0,4.0,133.9326171875,17.0,7.0,0.34,0.0,100.0,3.0,6.0,77.0,2.0,5.06578947368421,0.0,1.0,0.0,1.08620689655172,0.0,0.3076171875,1.0,7.0,10.0,0.5512837767601013,0.4487162232398987,2,412382812500.0
1998,0,2.0,2.0,1.0,34.0,0.0,5.0,0.2,0.0,100.0,2.0,0.0,9.0,2.0,2.91666666666667,0.0,1.0,1.0,1.26666666666667,0.0,0.5428258180618286,0.0,3.0,1.0,0.9108225703239441,0.0891774445772171,1,207174181938.1714
498,0,12.0,1.0,2.0,39.969970703125,3.0,84.0,0.51,0.0,100.0,1.0,1.0,13.0,2.0,6.11363636363636,0.0,1.0,1.0,0.865979381443299,0.0,0.6,0.0,5.0,3.0,0.5308318138122559,0.46916818618774414,1,46.34386564912425
499,0,2.0,1.0,1.0,32.0,0.0,3.0,0.11,3.0,89.0,2.0,0.0,21.0,3.0,4.09090909090909,0.0,0.0,1.0,1.42857142857143,0.0,0.5428258180618286,0.0,1.0,7.0,0.8306594491004944,0.16934055089950562,1,207174181938.1714
565,0,10.0,2.0,4.0,29.99951171875,0.0,0.0,0.25,1.0,94.0,2.0,1.0,30.0,2.0,2.625,0.0,1.0,1.0,1.75555555555556,0.0,0.4,0.0,3.0,7.0,0.5630964040756226,0.43690356612205505,1,11.506057584151728
2049,0,7.0,4.0,9.0,166.0,0.0,1.0,0.44,0.9997560977935791,80.0,2.0,0.0,29.0,2.0,4.6,2.0,2.0,1.0,2.5,0.0,0.615384615384615,0.0,3.0,2.0,0.5930639505386353,0.40693607926368713,1,3000243902206.421
677,0,153.0,2.0,7.0,70.8828125,5.0,46.0,0.22,4.0,97.0,2.0,1.0,190.0,2.0,8.65071770334928,1.0,1.0,1.0,1.85321100917431,0.0,0.307688570022583,3.0,6.0,12.0,0.5893193483352661,0.4106806814670563,2,292311429977.417
766,0,2.0,1.0,4.0,126.98536163568497,0.0,2.0,0.42,0.0,100.0,1.0,0.0,37.0,2.0,6.475,0.0,1.0,0.0,0.840909090909091,0.0,0.875,0.0,5.0,7.0,0.5798537731170654,0.42014625668525696,1,8.650513673459692
831,0,4.0,1.0,0.0,126.99517369270325,0.0,30.0,0.25,0.0,96.0,1.0,3.0,19.0,2.0,9.04938271604938,0.0,1.0,0.0,0.550561797752809,0.0,0.454545454545455,0.0,7.0,7.0,0.5225520133972168,0.4774479568004608,1,1.03195707916107
834,0,1.0,4.0,3.0,47.0,0.0,11.0,0.22,2.0,48.0,1.0,0.0,5.0,2.0,7.75,0.0,2.0,1.0,2.0,0.0,0.3076171875,0.0,4.0,2.0,0.987907350063324,0.012092635966837406,1,692382812500.0
984,0,0.0,1.0,1.0,34.0,0.0,0.0,0.42,1.0,0.0,3.0,0.0,5.0,1.0,2.75,0.0,1.0,1.0,0.9,0.0,0.5428362488746643,0.0,3.0,0.0,0.7575569152832031,0.24244309961795807,1,457163751125.3357
1059,0,2.0,1.0,5.0,60.0,2.0,8.0,0.26,6.0,61.0,2.0,0.0,14.0,1.0,5.0,2.0,1.0,1.0,1.2,0.0,0.3076171875,0.0,3.0,3.0,0.5040557384490967,0.49594423174858093,1,442382812500.0
2128,0,0.0,1.0,0.0,23.0,2.0,5.0,0.27,0.0,81.0,2.0,0.0,4.0,2.0,1.73333333333333,0.0,1.0,1.0,0.166666666666667,0.0,0.5428362290064497,0.0,1.0,0.0,0.9107857942581177,0.08921419829130173,1,123830437660.21729
2241,0,5.0,2.0,1.0,41.0,0.0,8.0,0.17,1.0,80.0,3.0,0.0,28.0,2.0,4.38461538461539,0.0,0.0,1.0,1.5625,0.0,0.307664155960083,0.0,2.0,0.0,0.9667895436286926,0.03321046754717827,1,192335844039.917
2261,0,0.0,2.0,2.0,41.0,0.0,0.0,0.38000146603584295,3.0,28.0,1.0,1.0,9.0,1.0,2.42857142857143,1.0,0.0,1.0,0.666666666666667,0.0,1.0,0.0,2.0,0.0,0.5011768341064453,0.4988231360912323,1,0.19838254345633777
1431,0,3.0,1.0,0.0,36.9951171875,1.0,16.0,0.17,0.0,97.0,2.0,1.0,8.0,2.0,1.67469879518072,0.0,0.0,1.0,0.252525252525253,0.0,0.428571428571429,0.0,5.0,9.0,0.5322220325469971,0.46777796745300293,1,4.3647394333083875
1438,0,2.0,1.0,0.0,78.0,1.0,14.0,0.17,0.0,97.0,2.0,2.0,7.0,2.0,1.47058823529412,0.0,0.0,1.0,0.2625,0.0,1.0,0.0,3.0,1.0,0.6456348896026611,0.3543650805950165,1,0.449660506317629
1458,0,0.0,1.0,2.0,133.982666015625,0.0,5.0,1.91,0.0,100.0,2.0,3.0,6.0,1.0,2.49438202247191,0.0,0.0,0.0,0.0,0.0,0.428571428571429,0.0,6.0,5.0,0.6932060718536377,0.3067939579486847,1,12.856375840880657
