test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
927,0,0.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,12.0,0.26,1.0,86.0,1.0,0.0,19.0,2.0,4.8,2.0,0.0,1.0,0.863636363636364,0.0,0.0,2.0,1.0,0.6618278847020436,0.3381721152979565,1
928,0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,6.0,25.0,0.45,0.0,84.0,0.0,0.0,22.0,1.0,3.3,0.0,0.0,1.0,0.818181818181818,1.0,0.0,2.0,1.0,0.7977493749549195,0.20225062504508046,1
936,0,4.0,0.0,1.0,0.0,2.0,2.0,4.0,2.0,1.0,6.0,0.15,9.0,0.0,2.0,0.0,24.0,2.0,3.91666666666667,0.0,2.0,1.0,0.941176470588235,0.0,0.0,3.0,2.0,0.5537421997977192,0.4462578002022807,1
200,0,16.0,0.0,1.0,19.0,12.0,2.0,11.0,6.0,26.0,0.0,0.52,0.0,95.0,2.0,0.0,16.0,2.0,3.29896907216495,0.0,0.0,1.0,0.724770642201835,0.5,0.0,2.0,7.0,0.6069042294282443,0.39309577057175576,1
204,0,10.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,0.53,1.0,88.0,4.0,0.0,0.0,2.0,3.375,0.0,0.0,1.0,2.0,0.5,0.0,2.0,7.0,0.6342715554024221,0.3657284445975778,1
205,0,8.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.24,1.0,90.0,3.0,0.0,9.0,1.0,3.5,1.0,1.0,1.0,2.91666666666667,0.0,0.0,2.0,5.0,0.7009138697319367,0.2990861302680634,1
937,0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,6.0,6.0,0.28,0.0,50.0,4.0,0.0,7.0,1.0,2.66666666666667,1.0,3.0,1.0,0.3,0.0,0.0,1.0,1.0,0.700639967453944,0.29936003254605603,1
941,0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,6.0,2.0,0.36,1.0,55.0,0.0,0.0,17.0,1.0,4.16666666666667,0.0,1.0,1.0,0.888888888888889,1.0,0.0,1.0,1.0,0.856520785045452,0.14347921495454774,1
226,0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,6.0,33.0,0.16,0.0,95.0,4.0,0.0,18.0,1.0,2.05555555555556,0.0,1.0,1.0,0.536585365853659,0.0,0.0,2.0,1.0,0.5236331143328269,0.4763668856671734,1
1040,0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.53,5.0,0.0,2.0,0.0,16.0,1.0,3.0,1.0,1.0,1.0,1.5,0.0,0.0,1.0,1.0,0.849026300011761,0.15097369998823915,1
1052,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,7.0,0.85,3.0,78.0,2.0,0.0,16.0,1.0,1.875,0.0,1.0,1.0,0.3,0.0,0.0,1.0,1.0,0.8364105465692122,0.1635894534307877,1
1056,0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,11.0,12.0,0.35,1.0,100.0,4.0,0.0,6.0,1.0,2.75,0.0,1.0,1.0,0.777777777777778,0.0,0.0,1.0,1.0,0.5881013356971859,0.4118986643028141,1
1057,0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,11.0,12.0,0.37,1.0,100.0,4.0,0.0,6.0,1.0,2.75,0.0,1.0,1.0,0.777777777777778,0.0,0.0,1.0,1.0,0.5893168671316644,0.4106831328683357,1
269,0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,7.0,0.23,21.0,0.0,4.0,0.0,13.0,1.0,1.5,0.0,2.0,1.0,0.0,0.333333333333333,0.0,5.0,1.0,0.7776865666103389,0.22231343338966109,1
1116,0,3.0,0.0,1.0,0.0,0.0,5.0,3.0,1.0,9.0,4.0,0.32,6.0,62.0,2.0,0.0,29.0,2.0,6.125,1.0,2.0,1.0,0.833333333333333,0.0,0.0,2.0,1.0,0.5302525838910356,0.4697474161089643,1
323,0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,6.0,0.1,9.0,71.0,4.0,0.0,7.0,1.0,4.42857142857143,1.0,2.0,1.0,0.666666666666667,0.0,0.0,2.0,1.0,0.6637533318315854,0.3362466681684145,1
377,0,1.0,0.0,3.0,0.0,3.0,2.0,3.0,0.0,3.0,9.0,0.21,3.0,50.0,3.0,0.0,16.0,2.0,2.7,0.0,1.0,1.0,1.35714285714286,0.0,0.0,3.0,7.0,0.5248164869365627,0.47518351306343737,1
385,0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,6.0,8.0,0.43,0.0,77.0,4.0,3.0,4.0,1.0,3.6,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,0.662655946290276,0.3373440537097241,1
388,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,9.0,0.36,0.0,78.0,4.0,0.0,4.0,1.0,3.5,0.0,1.0,1.0,0.75,0.0,0.0,3.0,3.0,0.6183224887625631,0.38167751123743693,1
400,0,1.0,0.0,1.0,11.0,0.0,3.0,1.0,0.0,7.0,14.0,0.86,0.0,91.0,4.0,0.0,8.0,1.0,4.8,0.0,1.0,1.0,0.705882352941177,0.0,0.0,3.0,4.0,0.55390828096301,0.4460917190369899,1
437,0,12.0,8.0,1.0,0.0,0.0,1.0,3.0,1.0,15.0,17.0,0.22,0.0,79.0,2.0,0.0,0.0,2.0,6.73684210526316,0.0,1.0,1.0,1.16666666666667,0.75,0.0,3.0,5.0,0.549668649350608,0.450331350649392,1
442,0,4.0,11.0,1.0,1.0,0.0,3.0,3.0,0.0,23.0,82.0,0.49,1.0,81.0,2.0,0.0,9.0,2.0,4.96969696969697,1.0,1.0,1.0,1.40540540540541,1.0,0.0,1.0,2.0,0.5955815046792817,0.4044184953207181,1
457,0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,8.0,26.0,0.44,0.0,79.0,2.0,0.0,0.0,2.0,3.55555555555556,0.0,1.0,1.0,0.789473684210526,0.8,0.0,2.0,6.0,0.8295400796202501,0.17045992037974975,1
459,0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,7.0,161.0,52.0,0.27,0.0,87.0,2.0,1.0,15.0,2.0,2.65,0.0,1.0,1.0,0.784615384615385,0.6,0.0,5.0,3.0,0.6482835094444014,0.35171649055559856,1
462,0,2.0,14.0,1.0,4.0,0.0,2.0,1.0,0.0,16.0,82.0,0.35,0.0,77.0,1.0,0.0,7.0,1.0,7.78947368421053,1.0,1.0,1.0,1.15,1.0,0.0,2.0,4.0,0.591597267850251,0.4084027321497489,1
463,0,2.0,7.0,1.0,14.0,16.0,5.0,4.0,3.0,7.0,32.0,0.56,1.0,94.0,2.0,5.0,10.0,2.0,6.20454545454545,1.0,1.0,1.0,1.12244897959184,0.375,0.0,1.0,0.0,0.5089446139972454,0.49105538600275433,1
492,0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,5.0,2.0,0.27,6.0,25.0,1.0,0.0,11.0,1.0,10.0,7.0,2.0,1.0,3.16666666666667,0.0,0.0,4.0,1.0,0.7617727250781585,0.23822727492184134,1
504,0,0.0,0.0,2.0,2.0,6.0,4.0,4.0,0.0,5.0,34.0,0.55,0.0,82.0,2.0,2.0,12.0,2.0,11.4705882352941,0.0,1.0,1.0,0.871794871794872,0.0,0.0,7.0,5.0,0.6012625680468373,0.3987374319531626,1
1195,0,1.0,5.0,1.0,0.0,1.0,3.0,4.0,3.0,8.0,4.0,0.8,1.0,66.0,3.0,2.0,0.0,1.0,4.53846153846154,0.0,1.0,1.0,0.722222222222222,0.714285714285714,0.0,1.0,1.0,0.5702386006329256,0.4297613993670746,1
1205,0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,6.0,13.0,0.27,0.0,57.0,4.0,0.0,0.0,1.0,3.9375,1.0,2.0,1.0,0.85,1.0,0.0,2.0,1.0,0.6578479898129621,0.3421520101870378,1
613,0,3.0,1.0,1.0,7.0,13.0,4.0,5.0,25.0,6.0,35.0,0.81,0.0,92.0,4.0,3.0,16.0,2.0,4.95238095238095,0.0,1.0,1.0,0.75,0.4,0.0,7.0,4.0,0.6284991545190455,0.3715008454809546,1
641,0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,10.0,0.21,21.0,33.0,4.0,0.0,12.0,1.0,1.90909090909091,0.0,0.0,1.0,0.533333333333333,0.666666666666667,0.0,5.0,1.0,0.766251273136385,0.23374872686361495,1
642,0,1.0,68.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.29,4.0,50.0,4.0,0.0,16.0,2.0,4.0,2.0,4.0,1.0,0.833333333333333,0.5,0.0,1.0,2.0,0.6482648394045654,0.3517351605954347,1
648,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,0.27,21.0,15.0,4.0,0.0,2.0,1.0,0.846153846153846,0.0,1.0,1.0,0.142857142857143,1.0,0.0,3.0,2.0,0.7634612980760176,0.23653870192398238,1
649,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.23,0.0,70.0,4.0,0.0,6.0,1.0,1.6,1.0,2.0,1.0,1.28571428571429,0.0,0.0,7.0,2.0,0.6781197071915076,0.3218802928084923,1
1253,0,0.0,2.0,1.0,2.0,0.0,0.0,5.0,1.0,8.0,8.0,0.14,0.0,56.0,4.0,0.0,15.0,2.0,3.27272727272727,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.6158246078323713,0.38417539216762875,1
651,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.12,21.0,0.0,3.0,0.0,3.0,1.0,0.444444444444444,0.0,2.0,1.0,0.363636363636364,1.0,0.0,2.0,0.0,0.8164909989045415,0.1835090010954587,1
660,0,6.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,12.0,0.22,4.0,0.0,3.0,0.0,19.0,1.0,4.0,0.0,4.0,1.0,0.65,0.0,0.0,2.0,1.0,0.514034217051393,0.48596578294860715,1
661,0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,0.0,7.0,9.0,0.23,21.0,62.0,3.0,2.0,17.0,1.0,3.08333333333333,0.0,0.0,1.0,0.777777777777778,1.0,0.0,1.0,0.0,0.7494819897646526,0.25051801023534737,1
662,0,6.0,68.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,13.0,0.2,3.0,78.0,3.0,0.0,22.0,1.0,4.68421052631579,0.0,1.0,1.0,1.42857142857143,1.0,0.0,2.0,2.0,0.648259937956981,0.351740062043019,1
666,0,3.0,68.0,1.0,0.0,0.0,3.0,5.0,0.0,13.0,17.0,0.23,4.0,70.0,3.0,0.0,27.0,2.0,3.8,1.0,2.0,1.0,1.84615384615385,1.0,0.0,1.0,1.0,0.6482666796381502,0.35173332036184984,1
668,0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,161.0,13.0,0.18,3.0,60.0,4.0,0.0,26.0,2.0,3.71428571428571,0.0,1.0,1.0,0.5,0.6,0.0,6.0,2.0,0.648286426409566,0.35171357359043404,1
670,0,3.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,6.0,26.0,0.09,0.0,61.0,3.0,0.0,19.0,2.0,3.6,1.0,1.0,1.0,0.485714285714286,0.0,0.0,3.0,3.0,0.6284703313504769,0.371529668649523,1
675,0,11.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,41.0,0.18,3.0,0.0,3.0,0.0,0.0,1.0,3.26923076923077,0.0,1.0,1.0,0.925925925925926,0.928571428571429,0.0,3.0,10.0,0.5279443965050571,0.47205560349494285,1
676,0,6.0,4.0,1.0,0.0,3.0,1.0,16.0,19.0,7.0,29.0,0.09,3.0,91.0,3.0,8.0,30.0,2.0,2.75862068965517,0.0,0.0,1.0,0.746666666666667,0.9,0.0,3.0,11.0,0.6261392777734758,0.37386072222652433,1
678,0,5.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,3.0,17.0,0.15,5.0,0.0,3.0,0.0,21.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.5990982970447228,0.40090170295527733,1
680,0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.22,4.0,0.0,3.0,0.0,13.0,1.0,2.625,0.0,4.0,1.0,1.7,0.0,0.0,3.0,0.0,0.6023087808302249,0.3976912191697752,1
1264,0,0.0,10.0,1.0,4.0,4.0,1.0,16.0,0.0,17.0,29.0,0.13,2.0,74.0,3.0,0.0,25.0,2.0,3.48717948717949,0.0,1.0,1.0,0.959183673469388,1.0,0.0,1.0,0.0,0.6607120912330396,0.33928790876696036,1
1267,0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,0.44,7.0,0.0,3.0,0.0,13.0,1.0,3.0,1.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5693828859253708,0.4306171140746291,1
690,0,4.0,10.0,1.0,0.0,0.0,2.0,16.0,0.0,19.0,10.0,0.18,2.0,50.0,4.0,0.0,22.0,2.0,4.0,0.0,1.0,1.0,1.125,0.75,0.0,1.0,1.0,0.6170748758448346,0.38292512415516533,1
696,0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,0.0,8.0,8.0,0.3,2.0,62.0,3.0,2.0,12.0,1.0,3.0,0.0,0.0,1.0,0.933333333333333,0.0,0.0,1.0,0.0,0.6051473983741188,0.39485260162588126,1
699,0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,1.0,161.0,16.0,0.16,1.0,75.0,3.0,0.0,24.0,2.0,4.52941176470588,0.0,0.0,1.0,1.08695652173913,1.0,0.0,5.0,2.0,0.6482951526585919,0.35170484734140817,1
703,0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,10.0,15.0,0.29,1.0,100.0,4.0,0.0,6.0,1.0,2.3125,0.0,1.0,1.0,0.416666666666667,0.0,0.0,3.0,3.0,0.5211115428964719,0.4788884571035282,1
704,0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,82.0,0.18,2.0,50.0,4.0,0.0,24.0,1.0,1.71428571428571,0.0,1.0,1.0,0.5,0.5,0.0,3.0,4.0,0.5130576541394917,0.4869423458605083,1
705,0,46.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,6.0,46.0,0.15,1.0,96.0,4.0,0.0,37.0,2.0,2.67241379310345,0.0,1.0,1.0,0.453125,0.285714285714286,0.0,8.0,6.0,0.6417171717906144,0.3582828282093858,1
710,0,4.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,11.0,0.32,21.0,0.0,4.0,0.0,15.0,1.0,3.76470588235294,0.0,1.0,1.0,0.428571428571429,1.0,0.0,1.0,0.0,0.7701992449541041,0.22980075504589603,1
1277,0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,7.0,14.0,0.24,21.0,79.0,4.0,0.0,20.0,1.0,2.375,0.0,1.0,1.0,0.571428571428571,1.0,0.0,2.0,0.0,0.7335206447245853,0.26647935527541455,1
720,0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,14.0,0.22,0.0,75.0,3.0,0.0,21.0,1.0,3.25,1.0,1.0,1.0,0.166666666666667,0.0,0.0,2.0,2.0,0.5306187371615587,0.4693812628384413,1
726,0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,17.0,0.22,0.0,82.0,3.0,1.0,24.0,2.0,2.64705882352941,0.0,0.0,1.0,0.476190476190476,0.0,0.0,3.0,1.0,0.5990498128750819,0.40095018712491826,1
727,0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,3.0,18.0,0.5,3.0,90.0,3.0,0.0,24.0,2.0,3.73684210526316,1.0,4.0,1.0,1.09090909090909,0.0,0.0,1.0,2.0,0.6326220666956784,0.36737793330432145,1
738,0,1.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,2.0,0.53,3.0,33.0,0.0,0.0,19.0,1.0,6.0,2.0,5.0,1.0,0.6,1.0,0.0,1.0,3.0,0.5693284304646571,0.430671569535343,1
1283,0,4.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,5.0,9.0,0.31,1.0,61.0,3.0,0.0,25.0,2.0,3.30769230769231,0.0,1.0,1.0,0.294117647058824,0.0,0.0,1.0,0.0,0.7683623777305136,0.23163762226948637,1
741,0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,26.0,0.55,0.0,90.0,0.0,3.0,24.0,1.0,10.6296296296296,0.0,0.0,1.0,0.2,1.0,0.0,1.0,3.0,0.6152491447638122,0.3847508552361878,1
744,0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,3.0,0.21,6.0,0.0,0.0,0.0,15.0,1.0,5.0,3.0,4.0,1.0,0.5,0.0,0.0,4.0,2.0,0.8590834073533146,0.14091659264668552,1
745,0,1.0,0.0,1.0,0.0,0.0,2.0,16.0,0.0,1.0,2.0,0.33,5.0,66.0,3.0,0.0,24.0,1.0,4.0,0.0,5.0,1.0,0.0,1.0,0.0,5.0,1.0,0.5967444547779149,0.40325554522208495,1
747,0,3.0,0.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,11.0,12.57,4.0,0.0,3.0,1.0,24.0,2.0,2.53333333333333,0.0,1.0,1.0,0.444444444444444,1.0,0.0,6.0,2.0,0.6770239361086869,0.3229760638913131,1
1288,0,0.0,1.0,1.0,1.0,6.0,2.0,2.0,0.0,3.0,24.0,0.17,6.0,88.0,4.0,0.0,27.0,2.0,5.68,0.0,1.0,1.0,0.321428571428571,0.0,0.0,1.0,1.0,0.6703133266264625,0.3296866733735376,1
753,0,0.0,0.0,1.0,1.0,0.0,4.0,16.0,0.0,3.0,19.0,0.27,3.0,60.0,3.0,0.0,26.0,2.0,3.68421052631579,0.0,1.0,1.0,0.0,1.0,0.0,7.0,3.0,0.620698301983869,0.379301698016131,1
754,0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,161.0,9.0,0.16,3.0,25.0,4.0,0.0,27.0,2.0,3.33333333333333,0.0,1.0,1.0,0.9375,0.6,0.0,5.0,4.0,0.6482852595010279,0.35171474049897217,1
1292,0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.42,8.0,0.0,3.0,0.0,20.0,1.0,6.0,6.0,19.0,1.0,0.0,0.75,0.0,2.0,11.0,0.5302748614278452,0.4697251385721548,1
1297,0,4.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,5.0,16.0,0.18,21.0,56.0,4.0,0.0,19.0,1.0,3.5,0.0,1.0,1.0,0.416666666666667,1.0,0.0,5.0,2.0,0.7123044042951977,0.2876955957048022,1
772,0,2.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,0.34,2.0,0.0,3.0,0.0,0.0,1.0,3.57142857142857,0.0,2.0,1.0,1.11111111111111,0.0,0.0,4.0,6.0,0.6151997774640048,0.3848002225359952,1
1302,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.23,1.0,0.0,3.0,0.0,13.0,1.0,0.625,0.0,2.0,1.0,1.5,0.0,0.0,2.0,1.0,0.6925199946422473,0.3074800053577526,1
782,0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,10.0,25.0,0.23,2.0,66.0,0.0,0.0,22.0,1.0,1.92307692307692,0.0,0.0,1.0,0.84375,0.5,0.0,3.0,3.0,0.6054456986968472,0.394554301303153,1
786,0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.69,4.0,0.0,3.0,0.0,18.0,1.0,6.0,6.0,17.0,2.0,1.0,0.0,0.0,5.0,1.0,0.5313051559442001,0.4686948440557999,1
788,0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,2.0,0.42,2.0,0.0,3.0,0.0,0.0,1.0,3.5,0.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,0.6572657083329501,0.34273429166704994,1
789,0,3.0,0.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,2.0,0.36,3.0,76.0,0.0,0.0,16.0,1.0,5.2,0.0,1.0,1.0,1.28571428571429,0.0,0.0,3.0,4.0,0.8253716918306131,0.174628308169387,1
