,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
656,17,1,2,3,45,2,259,4,3,2,0.21,2,33,44.5,4,1,8.5,2,4.02564102564103,0,8.28205128205128,1,1,1.11904761904762,0,161,0.666666666666667,1,4,0
680,10,1,1,6,29,2,261,2,10,0,0.43,0,2.5,100,3,5,4.5,2,7.5049504950495,0,3.63366336633663,1,1,0.4,0,24,0.428571428571429,0,5,0
474,1,1,1,1,5,0,33,2,0,0,0.26,0,4,87,6,1,9.0,2,0.95,2,2.4,2,1,0.75,0,1,1.0,0,4,3
669,8,0,1,1,14.5,1,174,1,0,0,0.0,1,10,100,4,5,4.5,2,3.71428571428571,0,6.49206349206349,1,1,0.651851851851852,0,198,0.342857142857143,0,6,0
256,8,0,1,0,0,0,171,14,14,15,0.08,1,14.5,93,1,2,10.5,2,5.80645161290323,0,0.875,0,1,0.280172413793103,0,9.0,0.821428571428571,0,1,0
1016,6,0,1,1,0,8,1029,15.0,0,5,2.03,0,14.5,85,1,0,10.5,2,9.93457943925234,0,2.98130841121495,1,1,0.226890756302521,0,3.5,0.925925925925926,0,1,0
520,1,0,1,34.0,10,0,10,1,0,0,0.1,0,52.0,0,1,0,6.5,1,2.1,1,5.4,3,1,0.833333333333333,0,28,1.0,0,1,0.0
635,25,55,1,3,12,0,575,3,0,187,0.21,0,32.5,100,2,4,2.5,2,13.8152866242038,0,2.92356687898089,0,1,0.261954261954262,0,369,0.666666666666667,0,4,0
625,0,0,1,4.0,387,1,555,1,2,4,0.14,0,8,99,1,0,10.5,2,4.66835443037975,1,4.31645569620253,1,1,0.183879093198992,0,6.0,0.666666666666667,1,2,0
638,8,4,1,0,5,3,90.0,4,17,7,0.81,0,2.5,98,1,1,16.5,8,15.9015151515152,0,4.09848484848485,0,1,0.467153284671533,0,186,0.75,0,2,1
653,6,3,1,1,27,0,39,1,3,6,0.13,0,21,89,3,0,18.0,2,6.60416666666667,1,4.60416666666667,2,1,0.385964912280702,0,16.0,0.75,0,6,0.0
667,25,0,2,3,43,2,586,2,16,10,0.22,2,2.5,97,3,3,16.5,2,4.7292817679558,0,8.38674033149171,1,1,1.12299465240642,0,507,0.391304347826087,4,3,0
637,68,0,2,5,29,1,461,1,0,6,0.15,0,290,85,3,1,4.5,2,6.05956112852665,0,5.16300940438872,1,1,0.903614457831325,0,12.0,0.314285714285714,0,6,0
778,2,0,2,3,2,1,189,13,29,21,0.21,1,72,44.5,2,5,2.5,2,4.43243243243243,0,2.16666666666667,0,0,1.13636363636364,0,240,0.321428571428571,0,3,0
640,11,1,2,3,13,1,55.5,1,0,1,0.25,0,14.5,88,5,0,9.0,1,4.36111111111111,0,5.76388888888889,1,1,0.810810810810811,0,11,0.555555555555556,0,6,6
270,6,0,1,18,7,0,70,3,14.5,31,0.13,1,52,74.0,1,0,4.5,3,5.72881355932203,1,2.16666666666667,1,1,0.333333333333333,0,45,1.0,0,1,0
659,36,0,1,2,16,0,158,3,0,2,0.19,0,38.0,92,0,0,6.5,2,6.448,0,4.064,1,1,0.643410852713178,0,90,0.714285714285714,0,4,0
649,6,3,1,1,29,0,46,2.5,0,4,0.12,0,17,37.0,3,0,4.5,2,2.67391304347826,0,4.89130434782609,1,1,0.459016393442623,0,6.0,0.25,0,4,6
496,26,0,1,22,1,2,216,2,7,10,0.0,2,54,95,2,1,42,2,7.76363636363636,2,7.61818181818182,1,1,1.22413793103448,0,1068,1.0,0,1,0
817,19,1,4,15,22,0,56,6,0,8,0.09,1,13,92,1,2,6,2,5.37142857142857,1,3.71428571428571,1,1,1.47619047619048,0,84,0.538461538461538,0,3,0
662,2,0,1,0,2,0,39.0,2.5,0,2,0.16,0,14.5,33,4,0,10.5,2,2.62903225806452,0,4.83870967741935,2,1,0.325581395348837,0,0,0.0,0,4,2
685,3,0,1,1,4,0,53,2,0,4,0.28,1,18,77,3,0,10.5,2,6.22727272727273,0,2.4,1,1,0.48,0,5.5,0.727272727272727,0,3,4
539,2,0,1,1,11,0,18,3,1,2,0.05,1,26,86,3,3,23.0,2,4.45945945945946,0,0.875,1,1,0.829268292682927,0,8.0,1.0,0,2,1.5
602,1,0,1,0,9,0,43,10,1,4,0.11,0,33,60,4,1,11,2,2.95238095238095,0,4.71428571428571,2,1,0.679245283018868,0,16.0,0.5,0,7,4
689,42,17,2,2,56,0,155,3,0,7,0.09,0,14.5,100,3,0,0.5,3,5.73015873015873,0,6.31746031746032,1,0,1.0530303030303,0,156,1.0,0,3,0
652,5,0,1,0,82,0,38,54,0,23,0.03,1,45.0,16,1,0,28,2,4.55474452554745,1,5.47445255474453,2,1,0.682291666666667,0,16.0,0.8,0,5,0
477,3,19,1,3,9,0,40,7,3,10,0.09,0,53,100,5,2,23,4,2.69354838709677,0,3.37096774193548,0,1,0.414285714285714,0,19,0.454545454545455,0,4,1
1051,12,0,2,3,28,0,34,3,0,11,0.06,0,20,100,2,0,7,1,3.60416666666667,0,3.02083333333333,1,0,0.730769230769231,0,4,0.5,0,1,3
592,0,0,1,0,2,0,36,5,0,8,0.25,0,9,71,3,0,9,2,3.27272727272727,1,3.42261904761905,1,1,0.764705882352941,0,39,0.833333333333333,0,1,4
551,21,0,1,2,7,0,68,1,2,5,0.12,0,57,87,4,0,21,1,5.015625,0,5.40625,1,1,0.742424242424242,0,16.0,0.833333333333333,0,4,0
660,2,0,1,3,6,2,174,2,1,1,0.31,0,51,94,4,0,12.5,2,6.96491228070175,0,5.28070175438596,1,1,0.683333333333333,0,23,0.352941176470588,0,7,3
668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
