,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
592,0,0,1,0,2,0,36,5,0,8,0.25,0,9,71,3,0,9,2,2.906944444444445,1,5.45454545454545,1,1,0.764705882352941,0,39,0.833333333333333,0,1,4
656,17,1,2,3,45,2,259,5,3,2,0.21,2,33,96,4,1,36,2,4.02564102564103,0,8.28205128205128,1,1,1.11904761904762,0,16.0,0.666666666666667,1,4,0
667,25,0,2,6,43,2,586,5,16,10,0.22,2,55.0,97,3,3,54,2,4.7292817679558,0,8.38674033149171,1,1,1.12299465240642,0,507,0.391304347826087,4,3,0
659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,2,0,2,3,2,1,189,2.5,29,21,0.21,1,72,91,2,5,10.5,2,4.43243243243243,0,5.47297297297297,0,0,1.13636363636364,0,240,0.321428571428571,0,3,0
643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,15,0,1,2,6.5,0,71,2,0,1,0.05,0,3,89.0,2,0,18.5,1,5.59656652360515,0,3.90557939914163,1,1,0.48728813559322,0,43,0.607142857142857,0,2,0
662,2,0,1,0,2,0,79,10.5,0,2,0.16,0,44.0,33,4,0,18.5,2,2.62903225806452,0,4.83870967741935,2,1,0.325581395348837,0,0,0.0,0,4,0
635,25,55,1,3,12,0,575,8,0,187,0.21,0,55.0,100,2,4,12.5,2,13.8152866242038,0,2.92356687898089,0,1,0.261954261954262,0,369,0.666666666666667,4,4,0
685,3,0,1,1,4,0,53,2,0,4,0.28,1,18,77,3,0,18.5,2,1.316666666666665,0,5.40909090909091,1,1,0.48,0,16.0,0.727272727272727,0,3,2
649,6,3,1,4,29,0,46,14,0,4,0.12,0,17,100,3,0,16,2,2.67391304347826,0,4.89130434782609,1,1,0.459016393442623,0,47.0,0.25,0,4,0
669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,42,17,2,11,56,0,155,5,0,7,0.09,0,70,100,3,0,12.5,3,5.73015873015873,0,6.31746031746032,1,0,1.0530303030303,0,156,1.0,0,3,0
520,1,0,1,0,10,1,10,1,0,0,0.1,0,0,0,1,0,20,1,2.1,1,5.4,3,1,0.833333333333333,0,16.0,1.0,0,1,0
683,0,0,2,0,7,0,36,2,0,0,0.31,0,1,0,1,0,15,2,3.375,2,7.625,2,1,1.54545454545455,0,16.0,0.5,0,4,6
680,8,1,1,3,29,2,261,8,10,0,0.43,0,38.0,100,3,5,18.5,2,7.5049504950495,0,3.63366336633663,1,1,0.4,0,24,0.428571428571429,0,5,0
637,68,0,2,3,29,1,461,12,0,6,0.15,0,55.0,85,3,1,10.5,2,6.05956112852665,0,5.16300940438872,1,1,0.903614457831325,0,125,0.314285714285714,0,6,0
539,8,0,1,1,11,0,18,3,1,2,0.05,1,26,86,3,3,18.5,2,4.45945945945946,0,5.83783783783784,1,1,0.829268292682927,0,16.0,1.0,0,2,0
640,0,1,2,2,13,1,163,1,0,1,0.25,0,14.5,88,2,0,12.0,1,4.36111111111111,0,5.76388888888889,1,1,0.810810810810811,0,11,0.555555555555556,0,6,6
692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,29,38,1,3,21,0,157,0.5,2,45,0.1,0,154,98,4,4,10.5,2,3.13142857142857,0,5.17142857142857,0,0,0.722222222222222,0,374,1.0,0,5,0
853,29,4,2,13,30,1,161,2.5,0,0.5,0.16,0,54,100,2,5,8.0,2,4.15476190476191,0,4.5,0,0,1.13,0,135,0.392857142857143,0,3,0
