,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
104,1,0,1,0,0,0,2,0,2,7,0.27,0,91,228,0,4,1,1.5,0,2.125,1,1,0.428571428571429,0.0,4,0,3,0
72,3,0,2,3,0,5,1,0,15,8,0.55,1,61,4,0,5,1,5.81818181818182,2,6.36363636363636,1,1,1.30769230769231,455,0.5,0,3,3
6,0,0,1,2,1,5,3,0,5,1,0.88,0,75,2,0,12,1,2.75,1,4.16666666666667,1,1,0.352941176470588,361,0.333333333333333,0,5,3
101,0,0,1,0,0,0,1,0,1,3,0.3,0,0,4,0,2,1,1.8,0,1.2,1,1,0.416666666666667,161,0.4,0,3,0
114,0,0,1,0,0,0,3,2,2,13,0.3,1,75,4,0,30,1,2.53333333333333,0,4.53333333333333,1,1,0.368421052631579,334,0.15000000000000002,0,3,0
86,0,0,1,0,0,0,2,0,4,5,0.12,0,0,4,0,10,1,4.14285714285714,1,3.0500000000000003,2,1,0.235294117647059,312,0.285714285714286,0,3,1
120,0,0,1,0,0,0,2,0,0,8,0.66,1,0,4,222,3,1,1.125,1,2.0,2,1,0.375,0.0,0,0,3,3
133,1,0,2,1,0,0,1,0,4,6,0.38,0,6,4,0,5,1,3.14285714285714,1,4.57142857142857,2,153,1.0,75,0.333333333333333,0,1,2
149,0,0,1,1,0,3,1,0,5,3,0.58,1,44,2,0,17,1,3.66666666666667,2,6.66666666666667,2,10,0.0,1,0.285714285714286,0,3,4
265,1,11.4285714285714,1,0,0,4,1,1,4,5,0.28,3,26,2,4,0.833333333333333,1,11.4285714285714,1,100,4,1,0.888888888888889,23,0,0,2,0
291,0,1,2,0,1,2,2,0,0.5,12,0.48,0,53,1,0,175,2,10.1538461538462,2,3.53846153846154,1,1,0.375,0,20,6,1,2
115,1,0,1,0,1,0,2,5,6,12,0.07,0,87,4,0,378,1,4.53333333333333,1,3.66666666666667,1,1,0.277777777777778,22,0.428571428571429,2,4,2
160,2,0,1,1,2,3,1,1,0,0,0.33,2,66,2,0,5,2,4.0,3,8.33333333333333,7,1,2.0,145,0.333333333333333,0,1,3
326,8,0.608695652173913,2,1,0,4,3,0,8,13,0.31,1,83,3,0,2,1,3.22727272727273,1,6.22727272727273,1,1,1.33333333333333,30,406,1,3,3
110,1,0,1,0,0,0,1,2,7,12,0.05,0,68,3,0,24,1,3.13333333333333,1,4.46666666666667,2,1,0.263157894736842,252,0.333333333333333,0,3,2
116,11,0,1,0,1,3,2,0,8,8,0.05,4,33,1,0,24,1,4.05263157894737,0,6.78947368421053,1,1,0.227272727272727,829,0.3,0,3,2
13,3,0,2,2,0,0,1,0,9,0,0.49,1,79,4,0,3,1,3.5,1,3.8,1,1,0.916666666666667,216,0.15000000000000002,0,4,1
324,0,1,1,0,8,5,9,0,4,1,0.52,0,54,3,0,12,2,4.27272727272727,2,4.63636363636364,2,1,0.933333333333333,3,0.333333333333333,0,4,5
333,0,0,1,0,0,0,2,5,6,25,0.41,0,84,2,0,22,1,3.26666666666667,0,4.3,0,0,0.818181818181818,32,0.333333333333333,0,3,2
334,2,0,1,0,0,4,4,1,19,1,0.37,3,100,2,0,23,2,2.77777777777778,0,5.62962962962963,0,1,0.6875,40,0.15000000000000002,0,2,5
350,16,0,1,18,12,2,11,5,27,78,0.49,0,95,2,0,16,2,3.19191919191919,0,3.23232323232323,0,1,0.756521739130435,145,0.1,0,3,9
354,10,1,1,2,4,1,3,1,5,7,0.51,1,88,4,0,23,2,2.89473684210526,0,5.52631578947368,0,1,1.73913043478261,39,0.555555555555556,0,3,0
364,0,0,3,0,0,17,1,4,0,1,0.66,2,0,2,0,7,1,4.0,3,6.6000000000000005,2,1,2.375,353,0.375,0,2,5
365,2,0.428571428571429,2,0,0,2,2,0,7,7,0.35,0,62,2,0,7,1,4.3125,1,5.0,1,1,1.35,13,433,0,1,5
379,1,0,1,0,0,0,2,0,9,7,0.23,0,61,2,0,7,1,3.25,0,4.0,1,1,0.545454545454545,125,0.15000000000000002,0,1,4
332,0,4,1,0,0,1,1,0,2,12,0.25,1,86,1,0,18,3,4.7,2,4.9,0,1,0.863636363636364,19,0.5,0,2,2
380,2,0,1,0,0,3,1,0,6,2,0.35,1,55,2,0,18,1,4.5,0,5.33333333333333,1,1,0.888888888888889,151,0.15000000000000002,0,1,4
533,0,0,2,1,0,1,5,0,1,10,0.36,1,100,4,0,6,1,2.5,0,5.6,1,1,0.625,339,0.4,0,1,3
534,0,0,2,1,0,1,5,0,9,10,0.38,1,100,4,0,5,1,2.5,0,5.4,1,1,0.625,333,0.1,0,1,3
343,4,0,1,0,2,1,4,2,2,6,0.15,8,25,2,0,25,2,4.41666666666667,0,3.0,2,1,0.941176470588235,37,0.454545454545455,0,3,3
537,7,0,1,1,1,2,7,3,9,52,0.22,1,97,4,0,44,1,2.74193548387097,0,4.5,0,1,0.457142857142857,1293,0.1,0,2,2
556,0,0,1,0,0,2,2,0,4,4,0.64,0,25,2,5,1,1,5.75,3,7.0,4,1,1.125,89,9,0,0.375,4
580,0,1,1,0,0,0.333333333333333,3,0,6,7,0.22,0,0,4,0,0,1,1.875,0,5.0,2,1,0.0,14,116,0,6,0
660,7,0,0.55,2,0,2,3,0,7,13,0.428571428571429,0,20,2,0,1,2,3.9,0,3.65,0,1,0.68,53,75,0,2,4
661,5,0,1,1,0,3,2,0,6,14,0.84,0,75,1,0,20,2,4.68421052631579,1,4.36842105263158,1,1,0.818181818181818,35,0.375,0,2,4
673,5,0,1,33,0,3,1,0,9,7,0.47,0,92,4,0,8,1,6.0,1,7.33333333333333,2,1,0.866666666666667,152,0.1,0,4,2
538,7,0,1,1,1,2,1,5,6,48,0.23,1,97,4,0,38,1,2.76666666666667,0,4.26666666666667,0,1,0.454545454545455,1208,0.15000000000000002,0,1,3
26,0,0,1,2,1,5,3,0,4,9,0.79,0,74,2,0,11,1,3.33333333333333,1,4.11111111111111,1,1,0.642857142857143,112,0.333333333333333,0,3,4
757,0,0,1,2,0,4,2,0,7,9,8,0,71,2,1.0,204,1,20.25,1,4.625,1,1,0.583333333333333,1,0.545454545454545,0,5,6
731,1,0,3,0,3,2,3,0,3,9,0.2,3,50,3,0,5,2,2.7,0,4.6,1,1,1.35714285714286,31,0.333333333333333,0,3,8
759,1,0,1,10,0,3,1,0,7,11,0.78,0,89,4,0,8,1,5.75,1,3.91666666666667,1,1,0.928571428571429,168,0.1,0,4,3
761,0,0,1,1,0,2,2,0,5,6,0.72,0,45,2,0,5,1,4.5,2,4.83333333333333,3,1,0.333333333333333,223,0.5,0,7,1
876,2,0,1,0,0,2,1,6,7,46,0.4,0,76,2,0,26,2,3.67647058823529,0,3.14705882352941,1,1,0.805555555555556,0.5,3,0,16,6
939,14,0,1,10,5,4,4,21,38,44,0.38,0,100,2,6,218,2,7.13924050632911,0,4.0253164556962,0,36,1.04761904761905,0,0.5,0,5,8
941,28,0,5,88,3,0,1,1,11,7,10,0,0.01,1,0,3,2,5.11111111111111,1,4.80555555555556,1,1,1.68421052631579,10,0.5,0,5,4
1009,1,1,1,0,0,2,6,0,6,12,0.56,0,27,3,2,18,2,3.78571428571429,1,3.71428571428571,0,0,0.458333333333333,171,0.642857142857143,0,3,1
1012,0.5,0,2,59,0,0,1,0,0,0,0.79,0,0,2,0,0,1,1.25,0,1.75,1,1,0.5,0,4,0,3,0
1013,0,0,2,0,0,0,1,0,0,4,0.71,0,0,2,0,0,1,1.25,0,1.75,1,1,0.5,59,0.1,0,3,0
1098,2,0,1,6,0,4,2,0,10,2,0.6,1,83,3,0,1,1,3.58333333333333,1,4.91666666666667,1,1,1.73333333333333,61,0.6,0,3,1
1113,3,0,1,3,1,3,5,0,3,24,0.46,0,100,2,4,4,2,15.5555555555556,0,4.0,0,1,1.22857142857143,426,0.769230769230769,0,2,2
1128,0,0,1,0,5,3,1,1,2,56,0.75,0,40,2,1,4,3,3.87719298245614,0,1.92982456140351,1,1,0.525423728813559,11,0.75,0,1,2
1146,0,1,1,0,0,0,3,0,3,11,0.2,0,33,4,0.714285714285714,0,1,2.0,0,2.58333333333333,0,13,0.5,29,1,0,5,1
1148,1,0,1,0,0,1,2,0,4,2,0.28,6,50,4,0,1,2,4.0,2,10.0,4,4,0.833333333333333,16,1.0,0,2,1
1153,0,0,1,0,0,0,1,0,2,4,0.15000000000000002,1,62,4,0,23,1,3.25,1,10.0,2,1,0.0,7,0.8,0,5,1
1159,0,0,1,0,0,0,1,1,2,4,0.24,0,70,4,0,6,1,2.0,1,7.6,2,1,0.857142857142857,35,0.666666666666667,0,7,1
1161,0,2,1,2,0,0,1,1,8,8,0.13,0,56,1,0,16,2,3.36363636363636,1,6.72727272727273,2,1,1.0,301,0.571428571428571,0,2,1
1184,0,0,1,0,0,2,5,1,9,13,0.17,3,60,3,0,5,2,4.14285714285714,0,8.78571428571429,1,1,0.5,30,0.6,0,6,2
297,1,0,1,0,0,1,3,25,23,7,0.24,0,93,4,7,4,1,5.39393939393939,1,3.24242424242424,1,1,0.405405405405405,372,0.375,0,1,3
347,8,0,2,0,2,1,1,0,9,14,0.2,0,78,2,0,26,2,4.27272727272727,0,6.13636363636364,0,1,1.3448275862069,42,0.384615384615385,0,5,2
1222,0,0,1,1,0,2,5,1,0,3,0.16,1,75,3,0,24,2,4.52941176470588,0,5.76470588235294,0,1,1.08695652173913,15,0.8,0,5,3
1229,0,0,1,1,0,1,7,1,10,15,0.28,1,100,4,0,5,1,2.625,0,4.5,1,1,0.416666666666667,20,0.75,0,4,2
1230,1,0,1,0,0,1,3,0,1,13,0.18,3,50,3,0,0.75,1,2.42857142857143,0,5.0,1,1,0.5,57,2,0,4,25
1212,4,10,1,0,0,2,2,0,19,10,0.18,2,50,4,0,22,2,4.0,0,6.79166666666667,1,1,1.125,22,0.1,0,1,2
1237,4,2,1,0,0,1,3,0,0,11,0.31,1,0,0,16,4,1,3.82352941176471,0,3.47058823529412,1,1,0.428571428571429,10,0.6,0,1,2
1238,0,1,1,0,0,1,0.5,0,1,6,0.48,1,33,3,0,2,1,1.14285714285714,0,3.14285714285714,1,1,0.0,2,137,0,1,2
1254,0,0,1,2,0,0,1,3,2,14,0.22,0,75,0.428571428571429,0,1,1,3.25,1,5.5,1,2,0.166666666666667,22,22,0,2,3
1272,1,0,1,3,1,4,1,0,0,2,0.48,3,33,3,0,20,1,6.33333333333333,2,5.6000000000000005,5,1,0.6,8,0.6,0,2,3
675,1,0,1,1,0,3,1,0,0,6,0.1,9,71,4,0,7,1,4.42857142857143,1,7.85714285714286,2,1,0.15000000000000002,4,0.666666666666667,0,2,1
1277,1,0,1,3,2,1,2,0,2,7,0.54,0,90,3,3,25,1,10.6296296296296,0,2.77777777777778,0,1,0.1,36,0.5,0,1,4
1286,3,0,1,0,47,4,2,1,0,12,0.39,0.15000000000000002,0,3,1,25,2,2.5625,0,5.75,1,1,0.421052631578947,1,7,0,2,2
1291,0,0,1,0,0,0,1,0,0,2,0.79,1,0,3,0,3,1,3.5,1,7.5,2,1,0.0,0.5,0,15,4,3
1296,0,0,1,1,0,4,2,0,3,19,0.27,2,60,1,0,26,2,3.78947368421053,0,8.26315789473684,1,1,0.0,16,0.6,0,7,4
1283,1,0,1,0,0,5,1,0,0,4,0.1,6,0,3,0,22,1,5.2,3,12.6,4,1,1.0,0,0.5,0,6,1
1308,0,0,1,0,0,0,1,0,0,52,0.1,0,0,4,1,31,1,0.615384615384615,0,3.01923076923077,1,0,0.0,83,0.5,0,2,3
1314,4,0,1,0,0,1,3,0,5,15,0.05,1,57,3,0,16,1,3.57894736842105,0,5.26315789473684,1,1,0.434782608695652,417,0.833333333333333,0,5,2
1322,2,0,1,0,0,5,1,0,0,7,0.29,3,0,3,26,0,1,4.33333333333333,0,8.88888888888889,2,1,0.909090909090909,86,0.833333333333333,0,5,5
1332,0,0,2,0,0,0,5,0,10,20,0.19,1,66,3,0,21,1,2.04761904761905,0,4.95238095238095,0,1,0.740740740740741,57,0.15000000000000002,0,3,2
1335,0,0,1,0,0,7,1,0,0,1,0.69,4,0,3,0,18,1,6.0,6,17.0,17,2,1.0,6,0.333333333333333,0,5,0
1297,0,0,1,0,0,2,6,0,14,9,0.17,3,25,4,0,28,2,3.44444444444444,0,2.9000000000000004,1,1,0.75,296,0.545454545454545,0,5,3
1195,6,16,1,2,3,1,30,0,41,147,0.11,3,97,4,2,72,2,3.50887573964497,0,9.81065088757397,0,1,1.215,150,0.1,1,2,5
892,3,31,1,0,7,1,5,9,43,40,0.24,0,90,2,1,35,2,6.04819277108434,1,4.19277108433735,1,1,0.876404494382023,2,0.521739130434783,1,3,9
1231,7,0,1,1,1,1,5,5,6,2,0.16,1,97,4,0,43,2,2.95,0,4.48333333333333,1,1,0.424242424242424,0,0.5,0,7,7
381,1,0,1,1,0,1,4,2,6,4,0.16,0,80,4,0,19,1,2.13888888888889,0,3.5,1,1,0.536585365853659,615,0.15000000000000002,0,2,3
134,0,1,1,3,2,4,3,0,4,6,0.86,0,52,2,0,9,1,5.28571428571429,2,4.85714285714286,1,0,0.818181818181818,125,0.333333333333333,0,2,2
328,7,5,1,5,2,1,34,4,36,1,0.12,3,84,4,27,52,2,4.61320754716981,0,6.14150943396226,0,1,0.361702127659574,612,0.392857142857143,2,2,0
