,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1009,1,1,1,0,0,2,6,0,6,12,0.25,0,27,3,2,9,2,3.78571428571429,1,3.71428571428571,0,1,0.458333333333333,134,0.642857142857143,0,3,0
1012,0,0,2,0,0,0,1,0,0,4,0.25,0,0,2,0,1,1,1.25,0,1.75,1,1,0.5,59,0.5,0,2,1
1013,0,0,2,0,0,0,1,0,0,4,0.25,0,0,2,0,1,1,1.25,0,1.75,1,1,0.5,59,0.4,0,2,1
1128,0,0,1,0,5,3,1,1,2,56,0.25,0,40,2,1,6,3,3.87719298245614,0,1.92982456140351,1,1,0.525423728813559,55,0.75,0,2,1
1148,1,0,1,0,0,1,2,0,4,2,0.25,4,50,4,0,9,2,4.0,2,10.0,4,1,0.833333333333333,55,1.0,0,1,0
1159,0,0,1,0,0,0,1,1,2,4,0.1,0,70,4,0,5,1,2.0,1,7.6,2,1,0.857142857142857,55,0.666666666666667,0,6,1
1229,0,0,1,1,0,1,7,1,10,15,0.25,1,100,4,0,5,1,2.625,0,4.5,1,1,0.416666666666667,55,0.75,0,3,1
1237,4,2,1,0,0,1,3,0,0,11,0.25,1,0,4,0,9,1,3.82352941176471,0,3.47058823529412,1,1,0.428571428571429,55,0.6,0,2,3
1283,1,0,1,0,0,5,1,0,0,4,0.1,6,0,3,0,21,1,5.2,3,12.6,4,1,1.0,54,0.5,0,6,0
1308,0,0,1,0,0,0,1,0,0,52,0.05,0,0,4,1,21,1,0.615384615384615,0,3.01923076923077,1,1,0.0,54,0.5,0,2,2
1332,1,0,2,0,0,0,5,0,10,20,0.1,1,66,3,0,9,1,2.04761904761905,0,4.95238095238095,0,1,0.740740740740741,54,0.625,0,3,1
1335,0,0,1,0,0,7,1,0,0,1,0.25,4,0,3,0,9,1,6.0,6,17.0,17,2,1.0,55,0.333333333333333,0,5,2
