Model,Explainer,score
RF,LIME,13.23868680276303
RF,LIME,2.0947739888185386
RF,LIME,5.998967225289187
RF,LIME,10.189770988915097
RF,LIME,16.877993037426762
RF,LIME,18.522094045456274
RF,LIME,29.334303059344585
RF,LIME,6.526496136102854
RF,LIME,2.105509881613399
RF,LIME,12.666780930996383
RF,LIME,3.674302517788525
RF,LIME,11.96568111036312
RF,LIME,10.44134092099993
RF,LIME,37.33008173877825
RF,LIME,1.0284176266938383
RF,LIME,0.0728227194640769
RF,LIME,1.3362320094200564
RF,LIME,1.2451879657769005
RF,LIME,3.963665284871541
RF,LIME,1.5533455933364555
RF,LIME,5.430325491095246
RF,LIME,8.083000460661923
RF,LIME,0.3275754725541479
RF,LIME,0.048548479642718
RF,LIME,0.1116939675934744
RF,LIME,2.568510011749584
RF,LIME,0.3295690634137622
RF,LIME,3.188833767111372
RF,LIME,9.019668548636414
RF,LIME,1.0506338212048103
RF,LIME,12.79912836432987
RF,LIME,4.660036780009367
RF,LIME,4.399148619592746
RF,LIME,4.137746714662496
RF,LIME,7.775517367887498
RF,LIME,3.928267769354028
RF,LIME,2.5643175816845263
RF,LIME,6.425195350005373
RF,LIME,1.563715546308642
RF,LIME,4.194104653480821
RF,LIME,5.667016100111809
RF,LIME,14.08157871953691
RF,LIME,10.002610977364531
RF,LIME,26.143520399834863
RF,LIME,3.045542443628963
RF,LIME,11.782786372615174
RF,LIME,13.306772922661876
RF,LIME,2.8169388844182217
RF,LIME,0.4913632088312218
RF,LIME,1.1465141539395176
RF,LIME,0.6551509451082959
RF,LIME,8.228043110191082
RF,LIME,1.126536473904881
RF,LIME,4.826462417582188
RF,LIME,13.140873946508808
RF,LIME,3.434266659227059
RF,LIME,13.964758838777428
RF,LIME,9.195744496389056
RF,LIME,7.0820296499263
RF,LIME,10.287385785688864
RF,LIME,7.272271940571924
RF,LIME,0.3075977925195113
RF,LIME,14.244608621036225
RF,LIME,1.0052457083412698
RF,LIME,4.439966273600803
RF,LIME,27.00938139435791
RF,LIME,6.31231847758534
RF,LIME,10.348613818999958
RF,LIME,6.274311672698914
RF,LIME,1.3362320094200568
RF,LIME,1.2451879657769
RF,LIME,11.43250573865714
RF,LIME,7.809616118303762
RF,LIME,9.26636383140218
RF,LIME,2.0473467034634245
RF,LIME,1.2451879657769005
RF,LIME,1.043882687028103
RF,LIME,9.6621878194751
RF,LIME,5.445863370798925
RF,LIME,9.489723389743148
RF,LIME,0.6225939828884501
RF,LIME,7.781519167389325
RF,LIME,12.385032238438988
RF,LIME,8.621762382113069
RF,LIME,23.260454837342063
RF,LIME,15.588231335768464
RF,LIME,28.297126541603145
RF,LIME,13.518595743562017
RF,LIME,18.424314266838472
RF,LIME,2.345573319462963
RF,LIME,4.864805282031966
RF,LIME,5.7308417686117625
RF,LIME,12.902847252040615
RF,LIME,5.188346551280922
RF,LIME,0.8068648949059057
RF,LIME,0.4841189369435433
RF,LIME,1.2878984023174933
RF,LIME,0.3227459579623623
RF,LIME,1.6774237520911617
RF,LIME,0.987780016614245
RF,LIME,1.3917192130222809
RF,LIME,3.3354317967570566
RF,LIME,2.233241776693075
RF,LIME,1.2878984023174933
RF,LIME,3.91865905954882
RF,LIME,2.633944088109224
RF,LIME,5.396028447193285
RF,LIME,1.290983831849449
RF,LIME,5.572232274843447
RF,LIME,5.123558425706589
RF,LIME,8.720511032008341
RF,LIME,1.9256982436974508
RF,LIME,2.576817434645856
RF,LIME,1.9364757477741736
RF,LIME,12.914374121132273
RF,LIME,2.920393092598637
RF,LIME,1.2306828859660492
RF,LIME,7.507204883775147
RF,LIME,0.7661666201204026
RF,LIME,8.677467196338263
RF,LIME,10.918447194323251
RF,LIME,7.211335758363743
RF,LIME,3.4695190480953944
RF,LIME,1.8556256173630417
RF,LIME,6.067103845458642
RF,LIME,9.791281056362015
RF,LIME,9.062746950525266
RF,LIME,7.060893560223985
RF,LIME,14.024277254763597
RF,LIME,0.9682378738870868
RF,LIME,13.59831427318782
RF,LIME,2.920393092598637
RF,LIME,1.1810512090037446
RF,LIME,0.8394635886889612
RF,LIME,2.319532021703802
RF,LIME,6.994739520475999
RF,LIME,2.575796804634987
RF,LIME,1.2878984023174933
RF,LIME,3.201154009864372
RF,LIME,13.694237188361056
RF,LIME,3.5649937817826323
RF,LIME,5.549430645107302
RF,LIME,14.78997228492991
RF,LIME,0.8068648949059056
RF,LIME,12.404360093020568
RF,LIME,9.405933485597664
RF,LIME,7.481278438177899
RF,LIME,1.2878984023174933
RF,LIME,8.860818604839322
RF,LIME,14.707896750662156
RF,LIME,8.661641966929091
RF,LIME,4.732480841140793
RF,LIME,8.113094577217876
RF,LIME,2.441097952640209
RF,LIME,0.2391166405217396
RF,LIME,6.097723012896741
RF,LIME,1.1595678455906353
RF,LIME,3.8685553312975633
RF,LIME,6.990498399128191
RF,LIME,2.5751496495432296
RF,LIME,5.55533475039578
RF,LIME,21.82014688336436
RF,LIME,16.138717631346793
RF,LIME,38.26207166530805
RF,LIME,12.7183966434532
RF,LIME,10.615241932482528
RF,LIME,13.394968781947284
RF,LIME,29.302761589611563
RF,LIME,16.903972880526897
RF,LIME,14.995480642091184
RF,LIME,11.47102349238282
RF,LIME,20.29040884253545
RF,LIME,27.087569589981943
RF,LIME,0.8418841754276152
RF,LIME,0.8746170232391768
RF,LIME,1.3661677616730623
RF,LIME,1.707709702091328
RF,LIME,1.0246258212547967
RF,LIME,1.6837683508552304
RF,LIME,1.3304580477424317
RF,LIME,4.394820534831671
RF,LIME,2.591118221905969
RF,LIME,0.9978435358068238
RF,LIME,7.47927454464714
RF,LIME,5.405824656206497
RF,LIME,5.4259165739626445
RF,LIME,2.883400367241003
RF,LIME,2.3711958791078764
RF,LIME,1.580540456334668
RF,LIME,5.2748961975459085
RF,LIME,4.277052661739084
RF,LIME,3.415419404182656
RF,LIME,3.7711909682077054
RF,LIME,0.880242566664973
RF,LIME,2.485944156600634
RF,LIME,1.2628262631414229
RF,LIME,7.521941267443532
RF,LIME,18.20242650587595
RF,LIME,1.2628262631414229
RF,LIME,1.9580908020632344
RF,LIME,9.1172854593102
RF,LIME,0.2610787736084312
RF,LIME,0.9978435358068238
RF,LIME,3.587741414976631
RF,LIME,4.916458371666699
RF,LIME,9.302697377920111
RF,LIME,18.61468885763512
RF,LIME,1.7492340464783536
RF,LIME,2.5316718835138845
RF,LIME,1.707709702091328
RF,LIME,0.8746170232391768
RF,LIME,11.204443662932595
RF,LIME,1.5664726416505872
RF,LIME,3.632674321728
RF,LIME,1.2628262631414229
RF,LIME,2.1519594037760537
RF,LIME,22.95362418902826
RF,LIME,3.621569689553501
RF,LIME,21.598245484654157
RF,LIME,8.805045279690543
RF,LIME,43.46257361970998
RF,LIME,10.67550094204687
RF,LIME,6.342284954211115
RF,LIME,11.660240581993836
RF,LIME,14.48664683770371
RF,LIME,90.89275960792833
RF,LIME,7.792562085435443
RF,LIME,11.553314411873025
RF,LIME,30.691992498265265
RF,LIME,15.553398283641004
RF,LIME,24.91094551685017
RF,LIME,17.737753186624296
RF,LIME,107.74169867299727
RF,LIME,2.93846560277457
RF,LIME,1.949527341695669
RF,LIME,2.351424285356552
RF,LIME,0.2407105891494372
RF,LIME,1.6752120481935695
RF,LIME,2.469232506455011
RF,LIME,1.4442635348966228
RF,LIME,0.9747636708478348
RF,LIME,1.949527341695669
RF,LIME,1.293629313127565
RF,LIME,0.2407105891494372
RF,LIME,0.9628423565977487
RF,LIME,1.203552945747186
RF,LIME,1.4442635348966226
RF,LIME,1.602650622858877
RF,LIME,10.595163857921792
RF,LIME,4.941189126357637
RF,LIME,6.379686678211487
RF,LIME,8.448718925334388
RF,LIME,7.102739459831244
RF,LIME,0.309148870490352
RF,LIME,1.851924379841258
RF,LIME,2.40588996003857
RF,LIME,15.345242984221263
RF,LIME,5.819664911872653
RF,LIME,13.792048496830184
RF,LIME,3.4903035426668376
RF,LIME,2.9098283014210757
RF,LIME,27.68601169589417
RF,LIME,3.262882632604366
RF,LIME,12.53045741003292
RF,LIME,3.0042099395061124
RF,LIME,7.384275432313492
RF,LIME,33.50052150275354
RF,LIME,14.413311072038525
RF,LIME,69.71096139592315
RF,LIME,0.7287721527268771
RF,LIME,0.2930046540246458
RF,LIME,7.287721527268768
RF,LIME,1.1720186160985833
RF,LIME,0.7383176808927473
RF,LIME,0.5382299341956034
RF,LIME,1.790980280079398
RF,LIME,0.7475415752716712
RF,LIME,2.6519172442224823
RF,LIME,10.701472935029823
RF,LIME,4.136854414974543
RF,LIME,1.3007223409727076
RF,LIME,5.708715196360536
RF,LIME,2.4292405090895897
RF,LIME,0.56813159720647
RF,LIME,48.18652994201192
RF,LIME,1.6856253690746157
RF,LIME,12.48986020528009
RF,LIME,0.4858481018179179
RF,LIME,14.346548943018194
RF,LIME,3.0013214592323454
RF,LIME,4.251610420721664
RF,LIME,2.436719473759065
RF,LIME,13.55488387147754
RF,LIME,10.728733678560165
RF,LIME,4.872302239861387
RF,LIME,2.883507017196037
RF,LIME,1.3579236933406365
RF,LIME,0.5635226470079561
RF,LIME,4.344748898602594
RF,LIME,0.0205570625814918
RF,LIME,3.1133380245238618
RF,LIME,5.055169780920789
RF,LIME,4.891834657427995
RF,LIME,0.0388300070983735
RF,LIME,5.871284114871987
RF,LIME,2.601962605255321
RF,LIME,4.542811947196639
RF,LIME,1.712389889595008
RF,LIME,2.55098884456158
RF,LIME,8.883722052370079
RF,LIME,4.501151985335183
RF,LIME,1.5785787191112828
RF,LIME,0.8080262748419866
RF,LIME,2.0533234000882388
RF,LIME,4.998020947998064
RF,LIME,0.7817069396925013
RF,LIME,7.064883950503545
RF,LIME,2.45611117647615
RF,LIME,8.844034115651013
RF,LIME,0.0365458890337633
RF,LIME,4.046543706980369
RF,LIME,3.618438066912296
RF,LIME,1.4909535219054435
RF,LIME,5.437380290012367
RF,LIME,18.465440696163604
RF,LIME,0.011420590323051
RF,LIME,4.323570241152334
RF,LIME,1.8974310736357451
RF,LIME,4.129356944223498
RF,LIME,1.821789392368606
RF,LIME,1.4965615891247266
RF,LIME,0.0605291287121705
RF,LIME,3.4821624388568244
RF,LIME,4.350351635222303
RF,LIME,4.084246787348027
RF,LIME,5.243004009240372
RF,LIME,6.362630407383692
RF,LIME,3.353496808508906
RF,LIME,1.5743855776415154
RF,LIME,0.9132387010732697
RF,LIME,0.7757721984977066
RF,LIME,8.05271963147051
RF,LIME,0.668087476505876
RF,LIME,2.347062886456629
RF,LIME,1.2390424007392355
RF,LIME,1.5652491053830746
RF,LIME,1.8294740666884253
RF,LIME,4.4513707641863824
RF,LIME,2.6461756315931293
RF,LIME,3.169221939773937
RF,LIME,3.407185251643006
RF,LIME,0.5757662440446043
RF,LIME,4.6240952532089
RF,LIME,8.817976666936886
RF,LIME,7.60438186016718
RF,LIME,7.958049934985821
RF,LIME,4.279381220940469
RF,LIME,1.5052116796803887
RF,LIME,1.3321215685356411
RF,LIME,4.90884110604809
RF,LIME,1.903683602605532
RF,LIME,0.0319776529045429
RF,LIME,6.040128501715769
RF,LIME,1.3718953292168667
RF,LIME,5.397692761917003
RF,LIME,2.103245707082833
RF,LIME,43.82033698073439
RF,LIME,1.3074983330522645
RF,LIME,0.1655985596842402
RF,LIME,4.727641793376527
RF,LIME,1.833374370871777
RF,LIME,4.546059033080307
RF,LIME,5.752623337761782
RF,LIME,6.793834912487317
RF,LIME,1.5787050759986103
RF,LIME,1.8206134690734697
RF,LIME,0.7205767055921555
RF,LIME,5.828861184070392
RF,LIME,5.283947452917813
RF,LIME,9.372867754833042
RF,LIME,4.43657539426264
RF,LIME,4.866871340039564
RF,LIME,1.712389889595008
RF,LIME,5.414679258004426
RF,LIME,0.0068523541938306
RF,LIME,3.4863570202971794
RF,LIME,1.2750301901388656
RF,LIME,0.8436782431791738
RF,LIME,0.2386903377517669
RF,LIME,3.139573392138028
RF,LIME,1.1417509190403865
RF,LIME,3.48855395380509
RF,LIME,2.0490326969785757
RF,LIME,3.818626812264045
RF,LIME,14.405035414885456
RF,LIME,0.0205570625814918
RF,LIME,5.649924843741143
RF,LIME,2.201397145263069
RF,LIME,2.114306781442693
RF,LIME,0.0970750177459339
RF,LIME,4.50411089222357
RF,LIME,10.45312125939769
RF,LIME,7.190741984756397
RF,LIME,17.032069985927137
RF,LIME,0.1518938512965789
RF,LIME,4.406167526779543
RF,LIME,2.4138925541826888
RF,LIME,4.4688651408901165
RF,LIME,4.358399983843216
RF,LIME,5.261141191496839
RF,LIME,4.155508780697517
RF,LIME,2.7967028577705184
RF,LIME,9.682060986738142
RF,LIME,6.407513117864802
RF,LIME,9.347500327701232
RF,LIME,6.063058255894513
RF,LIME,2.3704227989176205
RF,LIME,5.244758600812444
RF,LIME,22.05526544508145
RF,LIME,6.970935811341246
RF,LIME,3.5237725654096543
RF,LIME,3.328418411409509
RF,LIME,8.123455292596827
RF,LIME,5.582385836894656
RF,LIME,4.626054920341208
RF,LIME,4.698246120266875
RF,LIME,8.988882062280632
RF,LIME,2.70905809536604
RF,LIME,4.036008815610386
RF,LIME,8.269229072450912
RF,LIME,4.231840463161603
RF,LIME,7.92156123510275
RF,LIME,2.85108844852148
RF,LIME,3.975062845933031
RF,LIME,9.848302128754243
RF,LIME,10.99483225632671
RF,LIME,4.533370952714933
RF,LIME,5.5223847546135385
RF,LIME,0.1117730870098425
RF,LIME,1.7890622068913289
RF,LIME,7.135237988391895
RF,LIME,4.595241271134966
RF,LIME,6.558734552126933
RF,LIME,9.805915586036392
RF,LIME,12.611578677454784
RF,LIME,10.827526083283647
RF,LIME,5.349968684503041
RF,LIME,5.034176625128321
RF,LIME,1.3103677088281227
RF,LIME,3.961628098936029
RF,LIME,4.060005769947683
RF,LIME,10.937792615926618
RF,LIME,8.111970032072758
RF,LIME,5.3947817894864425
RF,LIME,2.5611537215041014
RF,LIME,5.8658942729183705
RF,LIME,2.3273165954931203
RF,LIME,8.885222240654976
RF,LIME,8.223307174626724
RF,LIME,2.9732161722968184
RF,LIME,8.410939081441494
RF,LIME,3.1030887939908265
RF,LIME,1.5515443969954137
RF,LIME,0.0902226635521033
RF,LIME,2.345252628594245
RF,LIME,22.76629065990487
RF,LIME,3.4430652669790973
RF,LIME,2.4186950167129786
RF,LIME,6.995848419458138
RF,LIME,3.1030887939908265
RF,LIME,5.597785261496797
RF,LIME,1.5458057537826035
RF,LIME,3.4219478300908364
RF,LIME,2.3273165954931203
RF,LIME,3.753474623566169
RF,LIME,3.0152187011315514
RF,LIME,3.1650824893580736
RF,LIME,2.3273165954931203
RF,LIME,0.8561949447975039
RF,LIME,3.542781521428292
RF,LIME,0.8723823855946267
RF,LIME,11.782104279128914
RF,LIME,1.3904385076821892
RF,LIME,8.202735888814892
RF,LIME,5.20074108115251
RF,LIME,4.834081705468229
RF,LIME,2.586563995826379
RF,LIME,1.434237800341939
RF,LIME,0.2272697474287159
RF,LIME,0.432881589410241
RF,LIME,3.5616734570983626
RF,LIME,3.274395540012417
RF,LIME,4.0586370392166256
RF,LIME,5.401775746317348
RF,LIME,3.263680267317108
RF,LIME,1.040169632001593
RF,LIME,0.874182774323459
RF,LIME,0.8495241232239918
RF,LIME,1.1356276623221104
RF,LIME,1.1898165593453434
RF,LIME,0.3457692632092791
RF,LIME,2.1457656065913597
RF,LIME,1.6907543653168762
RF,LIME,1.3628648543663575
RF,LIME,0.9994459098500886
RF,LIME,3.0280670122100912
RF,LIME,0.1149192219020347
RF,LIME,3.214347134162862
RF,LIME,1.7123898895950085
RF,LIME,4.117551330240301
RF,LIME,0.2089968029118342
RF,LIME,0.533341568086484
RF,LIME,1.1365117498734647
RF,LIME,0.2338371260109809
RF,LIME,0.3946162268830402
RF,LIME,0.4911747149339773
RF,LIME,6.24386978701669
RF,LIME,7.590013567300457
RF,LIME,9.881839598457844
RF,LIME,4.584185853737644
RF,LIME,1.1758534973700088
RF,LIME,20.21356500241745
RF,LIME,3.1151196671231034
RF,LIME,0.1359050248443075
RF,LIME,6.470146327346605
RF,LIME,4.6451129973255965
RF,LIME,11.868953817200415
RF,LIME,8.88047640912351
RF,LIME,6.364410388091911
RF,LIME,2.7247730167565107
RF,LIME,6.903321892978243
RF,LIME,1.3923769314340748
RF,LIME,5.668996757468332
RF,LIME,4.670497625594666
RF,LIME,4.521246344889244
RF,LIME,10.037953840216016
RF,LIME,11.378703640875292
RF,LIME,3.868865450786228
RF,LIME,12.927830826440214
RF,LIME,6.499566404196751
RF,LIME,0.6563341961926131
RF,LIME,9.843108103916071
RF,LIME,0.5884388203894754
RF,LIME,5.049348761338552
RF,LIME,0.8090752603548335
RF,LIME,1.9462270156059889
RF,LIME,3.913878527861029
RF,LIME,8.198420686422825
RF,LIME,2.322553158891516
RF,LIME,2.568584834392512
RF,LIME,1.5306555935534534
RF,LIME,4.524858696251016
RF,LIME,13.699142723464238
RF,LIME,9.560188449492864
RF,LIME,1.1918044351561623
RF,LIME,0.1560166006179051
RF,LIME,3.5314227553551505
RF,LIME,0.7138899356072061
RF,LIME,3.041159409059466
RF,LIME,0.6662972732333925
RF,LIME,6.072999382408909
RF,LIME,2.3273165954931203
RF,LIME,1.7180289375546032
RF,LIME,16.099794989055145
RF,LIME,5.054191053313367
RF,LIME,7.782866866166982
RF,LIME,0.7313946380747834
RF,LIME,1.5960020087181688
RF,LIME,4.551866326665502
RF,LIME,2.092416330170436
RF,LIME,9.78739298085592
RF,LIME,3.1803858933027573
RF,LIME,6.430980182500122
RF,LIME,0.4625339080835675
RF,LIME,0.0947908996813237
RF,LIME,2.836073303157241
RF,LIME,0.0605291287121705
RF,LIME,5.523925682114589
RF,LIME,9.77565320272327
RF,LIME,7.4063685143359645
RF,LIME,3.412100574513417
RF,LIME,3.1566071568999865
RF,LIME,6.000512306480456
RF,LIME,3.707503804333719
RF,LIME,2.0954924202343626
RF,LIME,3.899089480757747
RF,LIME,0.0810861912936624
RF,LIME,10.534802507964338
RF,LIME,0.0399720661306786
RF,LIME,4.35885141692609
RF,LIME,10.835425865652049
RF,LIME,0.0354038300014582
RF,LIME,4.12717821595232
RF,LIME,6.387466009462976
RF,LIME,6.737619149808041
RF,LIME,7.26968540828421
RF,LIME,1.7687673211293262
RF,LIME,5.027871665481358
RF,LIME,3.946956079090345
RF,LIME,3.0238154836672315
RF,LIME,1.436461003792681
RF,LIME,5.915003256771603
RF,LIME,0.6566668861828249
RF,LIME,2.843631203057172
RF,LIME,3.4217650744220784
RF,LIME,0.7757721984977066
RF,LIME,2.3273165954931203
RF,LIME,0.8561949447975039
RF,LIME,2.3273165954931203
RF,LIME,3.753731269449586
RF,LIME,0.9931703626301353
RF,LIME,2.3836088703123246
RF,LIME,6.097554230900848
RF,LIME,9.2117950146896
RF,LIME,1.9512991573263636
RF,LIME,3.1221896819774733
RF,LIME,5.325924876445041
RF,LIME,12.15529269748105
RF,LIME,17.51741346327212
RF,LIME,9.363801397458069
RF,LIME,5.6273547192195394
RF,LIME,9.86899225451815
RF,LIME,5.514291191741076
RF,LIME,27.814068641125736
RF,LIME,11.684247080319146
RF,LIME,11.309307238924792
RF,LIME,6.5598075291941065
RF,LIME,18.141768581594903
RF,LIME,5.217154521595019
RF,LIME,14.813344815696947
RF,LIME,8.813131397513523
RF,LIME,15.439662324616435
RF,LIME,4.11236378975833
RF,LIME,7.599290911093086
RF,LIME,7.4121543859490115
RF,LIME,0.7311906656594521
RF,LIME,2.4578996124681027
RF,LIME,1.147460897064014
RF,LIME,1.510404583038084
RF,LIME,2.170378369373034
RF,LIME,3.135226942498415
RF,LIME,0.931694798950002
RF,LIME,1.5251106703623527
RF,LIME,4.103138412126436
RF,LIME,0.9994459098500884
RF,LIME,2.1998349419652783
RF,LIME,1.7480369085061982
RF,LIME,2.149817024484375
RF,LIME,1.557559833561552
RF,LIME,7.404530628915923
RF,LIME,2.156700923495374
RF,LIME,2.2150276494845427
RF,LIME,2.03476728795784
RF,LIME,5.949792209133814
RF,LIME,4.302671495800155
RF,LIME,4.857726344719418
RF,LIME,1.4291892475212098
RF,LIME,1.9462270156059889
RF,LIME,3.7414883477557175
RF,LIME,1.5787050759986103
RF,LIME,20.57770763091588
RF,LIME,0.7614825979810198
RF,LIME,5.3310840807505055
RF,LIME,3.2818168033742
RF,LIME,11.45016741046015
RF,LIME,2.3038905871431288
RF,LIME,19.56254810164529
RF,LIME,3.8035465617719297
RF,LIME,3.7154160393030367
RF,LIME,2.6682779944407238
RF,LIME,18.284118407436324
RF,LIME,15.131283456434211
RF,LIME,0.3899888098751153
RF,LIME,0.3424732509530843
RF,LIME,1.0069905102389631
RF,LIME,1.805282055119236
RF,LIME,1.5724824232230543
RF,LIME,0.8916116481292194
RF,LIME,2.000282527892197
RF,LIME,0.6520930957209617
RF,LIME,0.3260465478604808
RF,LIME,0.6685506452607162
RF,LIME,3.140907579938878
RF,LIME,1.4418452909049573
RF,LIME,0.4922778718833974
RF,LIME,1.9449255245419144
RF,LIME,2.4914918243498687
RF,LIME,0.7209226454524786
RF,LIME,4.177551783129731
RF,LIME,7.058240805923105
RF,LIME,0.7209226454524786
RF,LIME,2.2823258350233657
RF,LIME,1.141162917511683
RF,LIME,8.288972909112157
RF,LIME,0.7209226454524786
RF,LIME,0.8219358022874024
RF,LIME,0.8151163696512022
RF,LIME,0.7209226454524785
RF,LIME,1.9294652938024264
RF,LIME,3.6060436898099857
RF,LIME,1.699062289033921
RF,LIME,0.5479572015249349
RF,LIME,0.4949152646331202
RF,LIME,3.3278470782658998
RF,LIME,0.2948404543543228
RF,LIME,2.963358302234393
RF,LIME,4.423096070693107
RF,LIME,1.4418452909049573
RF,LIME,2.8504647530843497
RF,LIME,1.5068823041935708
RF,LIME,7.152060869284031
RF,LIME,2.110395936165673
RF,LIME,0.7209226454524785
RF,LIME,2.162767936357436
RF,LIME,4.074269757561986
RF,LIME,4.791403156440095
RF,LIME,2.9338471674946467
RF,LIME,1.4868769779595965
RF,LIME,2.0218995350827766
RF,LIME,0.4847387667559691
RF,LIME,1.70620104320363
RF,LIME,1.5069623222554271
RF,LIME,1.2190424415549297
RF,LIME,1.4137094357972932
RF,LIME,4.421861407962396
RF,LIME,4.698292228773052
RF,LIME,5.7785103693195135
RF,LIME,6.453142312419855
RF,LIME,4.871900736809044
RF,LIME,2.2632797073717823
RF,LIME,9.250161486178616
RF,LIME,1.0155615649982224
RF,LIME,10.144760711367685
RF,LIME,7.166501597784322
RF,LIME,7.275101176451535
RF,LIME,3.7820614574056286
RF,LIME,8.290422458462277
RF,LIME,5.286575376804689
RF,LIME,1.389473290713195
RF,LIME,2.08226008105801
RF,LIME,15.107122163650375
RF,LIME,9.465407938884184
RF,LIME,5.296517617378962
RF,LIME,1.8220213816493416
RF,LIME,16.94472476944873
RF,LIME,6.264861568295078
RF,LIME,4.963788343952082
RF,LIME,1.1439675126559936
RF,LIME,1.0810816659658498
RF,LIME,7.764993919404871
RF,LIME,1.0184175051555695
RF,LIME,6.107525164808094
RF,LIME,12.434855596194271
RF,LIME,3.015930567709448
RF,LIME,9.91957577929077
RF,LIME,8.53790519725404
RF,LIME,8.06353023167529
RF,LIME,5.446085165923757
RF,LIME,7.787460950267377
RF,LIME,4.551969582813129
RF,LIME,0.1118627923283006
RF,LIME,1.8528131920486584
RF,LIME,4.325708724049221
RF,LIME,4.640111526501373
RF,LIME,20.680621663702578
RF,LIME,7.623015345123839
RF,LIME,15.107490716812354
RF,LIME,2.622678921618898
RF,LIME,4.493006390232914
RF,LIME,1.892790722941932
RF,LIME,7.251063520848941
RF,LIME,6.370992985114895
RF,LIME,2.6742025810428647
RF,LIME,7.521024153315487
RF,LIME,8.472113678413523
RF,LIME,11.8284678707654
RF,LIME,0.7209226454524786
RF,LIME,0.0545368515754944
RF,LIME,4.190905779791327
RF,LIME,14.179176000197872
RF,LIME,5.558269778489392
RF,LIME,7.128204391583667
RF,LIME,9.872073915167814
RF,LIME,4.053093187626505
RF,LIME,1.3162122333285144
RF,LIME,7.191014787370442
RF,LIME,3.5786246842941365
RF,LIME,0.8287262209846202
RF,LIME,0.2593097276897032
RF,LIME,7.109703760766568
RF,LIME,2.9527625258475343
RF,LIME,3.4967957731673267
RF,LIME,8.194229912385575
RF,LIME,2.521874526539
RF,LIME,6.175604842253831
RF,LIME,10.919474100089584
RF,LIME,1.3104020193525454
RF,LIME,8.715900102525175
RF,LIME,3.0141261793194327
RF,LIME,3.772447498502143
RF,LIME,5.254473465122853
RF,LIME,4.156389110012994
RF,LIME,1.441845290904957
RF,LIME,1.4829879181890262
RF,LIME,0.2614111316921659
RF,LIME,3.015930567709448
RF,LIME,7.771469261674605
RF,LIME,0.7209226454524785
RF,LIME,4.286251963707633
RF,LIME,2.883287512192757
RF,LIME,5.300866615436021
RF,LIME,4.873052810774903
RF,LIME,11.334244205009028
RF,LIME,4.768988243030442
RF,LIME,10.078148261876915
