,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
1764,1.0,0.0,1.0,19.0,0.0,1.0,1.0,53.0,1.0,1.0,5.0,22.0,0.0,4.0,155.0,11.0,2.0,0.0,1.0,0.0,0.4,0.0,3.0,3.0,4.0
1775,6.0,25.0,1.0,2.0,0.0,2.0,2.0,17.0,7.0,7.0,33.0,46.0,1.0,3.0,0.0,29.0,4.0,0.0,1.0,0.0,0.444444444444444,0.0,2.0,4.0,4.0
348,0.0,0.0,1.0,1.0,2.0,2.0,1.0,122.0,1.0,0.0,4.0,46.0,0.0,1.0,233.0,17.0,3.0,1.0,0.0,0.0,0.714285714285714,0.0,4.0,3.0,3.0
361,5.0,0.0,1.0,1.0,1.0,5.0,3.0,264.0,6.0,18.0,24.0,27.0,1.0,2.0,3.0,31.0,4.0,87.0,0.0,0.0,0.666666666666667,0.0,1.0,3.0,8.0
364,0.0,0.0,1.0,0.0,0.0,0.0,1.0,37.0,2.0,4.0,14.0,91.0,0.0,2.0,179.0,14.0,2.0,1.0,1.0,0.0,0.5,0.0,3.0,2.0,4.0
1800,7.0,0.0,2.0,1.0,0.0,6.0,3.0,285.0,7.0,17.0,29.0,16.0,2.0,2.0,3.0,27.0,2.0,76.0,0.0,0.0,0.5,0.0,1.0,3.0,7.0
377,3.0,2.0,1.0,0.0,0.0,3.0,2.0,87.0,5.0,6.0,7.0,14.0,2.0,2.0,326.0,16.0,3.0,0.0,1.0,2.0,0.5,0.0,3.0,2.0,4.0
422,0.0,20.0,1.0,7.0,0.0,5.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,2.0,4.0
454,3.0,0.0,2.0,3.0,10.0,4.0,4.0,73.0,2.0,0.0,0.0,8.0,1.0,1.0,294.0,3.0,1.0,0.0,1.0,0.0,0.4,0.0,3.0,4.0,1.0
695,0.0,0.0,1.0,1.0,1.0,0.0,1.0,32.0,2.0,7.0,8.0,15.0,0.0,0.0,2.0,15.0,2.0,30.0,1.0,0.0,0.5,0.0,3.0,2.0,2.0
2414,3.0,0.0,1.0,1.0,0.0,6.0,6.0,103.0,1.0,0.0,12.0,10.0,8.0,2.0,0.0,11.0,2.0,40.0,18.0,0.0,0.8,0.0,4.0,2.0,2.0
2489,13.0,0.0,1.0,8.0,2.0,0.0,3.0,21.0,24.0,11.0,7.0,19.0,0.0,2.0,168.0,64.0,2.0,0.0,0.0,0.0,0.2,0.0,2.0,5.0,3.0
2513,0.0,0.0,1.0,7.0,0.0,0.0,2.0,21.0,3.0,6.0,2.0,22.0,0.0,3.0,174.0,9.0,1.0,0.0,0.0,0.0,0.428571428571429,0.0,4.0,5.0,2.0
2617,4.0,0.0,1.0,1.0,25.0,1.0,3.0,48.0,2.0,6.0,32.0,6.0,7.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,0.428571428571429,0.0,3.0,4.0,5.0
865,1.0,0.0,2.0,1.0,17.0,6.0,1.0,27.0,1.0,7.0,3.0,5.0,2.0,3.0,179.0,19.0,1.0,1.0,1.0,0.0,0.333333333333333,0.0,2.0,4.0,3.0
2906,0.0,0.0,1.0,1.0,0.0,0.0,1.0,56.0,1.0,1.0,14.0,42.0,0.0,5.0,179.0,14.0,2.0,0.0,1.0,0.0,0.5,0.0,5.0,2.0,2.0
2911,1.0,0.0,2.0,1.0,17.0,5.0,1.0,27.0,1.0,7.0,3.0,87.0,2.0,3.0,179.0,19.0,1.0,1.0,1.0,0.0,0.428571428571429,0.0,3.0,4.0,6.0
921,5.0,0.0,1.0,6.0,17.0,1.0,3.0,27.0,3.0,10.0,25.0,51.0,0.0,5.0,179.0,23.0,2.0,0.0,0.0,0.0,0.4,0.0,4.0,3.0,6.0
923,1.0,0.0,1.0,1.0,1.0,2.0,3.0,44.0,1.0,4.0,41.0,115.0,1.0,3.0,0.0,19.0,2.0,1.0,1.0,0.0,0.5,0.0,1.0,3.0,5.0
956,0.0,0.0,2.0,1.0,0.0,5.0,5.0,136.0,20.0,9.0,3.0,11.0,0.0,1.0,291.0,22.0,1.0,2.0,2.0,0.0,0.5,0.0,3.0,2.0,7.0
957,0.0,0.0,1.0,1.0,7.0,0.0,1.0,261.0,1.0,4.0,4.0,67.0,0.0,3.0,1.0,16.0,3.0,0.0,1.0,0.0,0.545454545454545,0.0,4.0,5.0,5.0
960,2.0,0.0,1.0,0.0,11.0,0.0,1.0,100.0,2.0,7.0,13.0,158.0,0.0,3.0,243.0,35.0,4.0,0.0,1.0,0.0,0.5,0.0,2.0,5.0,7.0
987,0.0,0.0,1.0,1.0,0.0,1.0,2.0,25.0,2.0,2.0,2.0,4.0,1.0,4.0,132.0,8.0,2.0,51.0,1.0,0.0,0.5,0.0,3.0,3.0,1.0
3523,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,2.0,1.0,0.0,1.0,6.0,5.0,156.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
