,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
569,0,0,1,1,0,2,1,1,0,18.5,48,0.66,0,95,1,1,3,1,6.29166666666667,2,1.14583333333333,1,0,0.418136020151133,0.5,1
853,3,1,1,4,1,0,2,5,2,20,75,0.16,0,96,4,1,14.0,2,4.07407407407407,0,3.22222222222222,0,0,0.975609756097561,0.0,4
1610,1,0,1,0,5,0,2,2,11,8,9,0.23,0,100,4,49,17,1,9.09523809523809,0,3.04761904761905,1,0,0.431192660550459,1.0,0
271,1,1,2,1,0,2,3,4,11,14,34,0.19,0,89,2,2,27,2,4.14893617021277,0,14.5,0,0,0.975609756097561,0.0,2
885,4,8,1,6,0,0,2,27,11,34,26.5,0.08,0,96,3,3,38,3,4.04918032786885,0,4.55737704918033,0,0,0.975609756097561,0.0,1
2553,2,0,1,3,1,1,2,20,0,3,45,0.11,2,62,5,1,12,2,3.80851063829787,0,8.51063829787234,0,0,0.950581395348837,1.0,2
136,7,0,1,7,0,1,2,13,32,100,14.5,0.24,0,98,1,3,80,2,16.7952755905512,0,3.29133858267717,0,0,0.279745042492918,0.0,2
1878,7.5,0,1,0,0,1,2,3,0,11,8.5,0.32,0,84,1,1,5,2,2.44827586206897,0,2.17241379310345,0,0,0.484848484848485,0.25,5
199,0,0,1,6,0,1,1,1,9,43,2.5,0.4,0,97,1,2,29,2,3.0,0,2.01052631578947,0,0,0.578005115089514,0.5,2
287,2,0,2,1,0,0,3,2,4,6,12,0.11,0,84,2,1,14.0,2,3.88888888888889,0,8.88888888888889,1,0,0.626373626373626,1.0,2
75,8,2,1,5,3,4,2,8,2.5,75,2.5,0.63,0,98,1,2,66,9,6.66829268292683,0,3.13658536585366,0,0,0.416447615471273,0.0,2
2311,3,18,1,5,0,0,3,5,0,20.5,14,0.08,1,93,1,0,34,2,4.65714285714286,1,7.74285714285714,1,0,0.846590909090909,0.0,0
279,1,0,1,3,0,0,2,2,11,24,2.5,0.06,0,95,2,1,48,2,4.075,0,3.825,0,0,0.240831295843521,0.5,2
128,0,49,1,0,0,4,1,1,0,0,0,3.67,0,0,2,4,14.0,2,4.87755102040816,2,0.25,0,0,0.392307692307692,1.0,3
2004,1.5,0,1,0,0,0,2,1,2,0,21,0.11,1.5,0,1,2,13,2,2.43478260869565,0,4.43478260869565,1,0,0.449781659388646,0.857142857142857,1
82,16,6,1,1,0,3,3,10,8,34,48,0.28,0,92,2,4,4.5,4,5.24358974358974,0,6.67948717948718,1,0,0.310502283105023,0.0,6
2201,,,,,,,,,,,,,,,,,,,,,,,,,,
215,0,0,1,0,0,0,1,1,1,1,65,0.12,0,1,1,4,18,2,1.89393939393939,1,1.5,1,0,0.975609756097561,0.0,1
1004,1,0,1,1,0,1,2,2,5,20,1.0,0.35,0,93,4,10,16,2,2.13636363636364,0,2.38636363636364,0,0,0.339544513457557,1.0,3
886,23,34,1,16,0,0,2,43,14,94,8.5,0.08,0,100,2,2,44,2,4.3594470046083,0,4.31336405529954,0,0,0.352900312608545,0.4,1
303,10,0,1,3,0,1,3,5,16,40,51.0,0.12,0,95,1,1,14.5,4,3.35514018691589,0,6.1588785046729,1,0,0.975609756097561,0.0,3
2122,10,10,1,13,1,0,3,17,4,37,28,0.06,1,93,3,2,0.5,2,4.86538461538461,1,7.98076923076923,0,0,0.981990521327014,0.933333333333333,1
2569,6,0,1,3,0,0,2,28,0,10,63,0.04,2,70,2,2,10,2,2.08695652173913,0,3.46376811594203,0,0,1.0,0.4142857142857145,0
206,0,33,1,0,0,4,1,1,0,0,10,2.7,0,0,1,1,6,1,4.30232558139535,0,0.511627906976744,0,0,0.6996699669967,1.0,1
312,0,0,1,1,0,0,2,1,0,8,51.0,0.1,0,89,3,0,14.0,1,3.93333333333333,1,4.55,1,0,0.732348111658456,0.4142857142857145,2
1212,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,3,3,1,2,1,2,2,11,5,16,5.5,0.09,4,83,5,1,4.5,2,3.89090909090909,0,8.70909090909091,1,0,0.976784677887406,0.666666666666667,5
272,16,6,1,1,0,1,3,15,10,44,82,0.14,0,94,2,1,14.0,3,4.74561403508772,0,7.15789473684211,0,0,0.975609756097561,0.0,3
1692,1,0,1,1,1,0,2,5,5,8,6.5,0.05,1,75,4,0,13,2,2.39024390243902,0,6.17073170731707,1,0,0.6,0.4142857142857145,1
901,7.5,0,1,0,0,0,1,1,0,1,34,0.13,0,0,1,4,8,2,3.23529411764706,1,1.38235294117647,1,0,0.626373626373626,1.0,3
255,0,0,1,1,0,1,1,1,0,5.5,37.0,0.34,0,98,2,0,31,1,4.07017543859649,1,2.23684210526316,1,0,0.538638985005767,0.5,0
858,4,1,1,1,0,1,2,6,3,8.5,50,0.19,0,93,1,0,14.0,5,3.31034482758621,0,3.48275862068966,0,0,0.52437417654809,1.0,5
1645,7,0,1,1,0,0,1,6,6,8,83,0.04,5,89,2,4,2.5,2,3.60416666666667,0,9.61458333333333,1,0,0.527426160337553,0.0,2
855,0,0,1,0,0,0,1,1,0,63,26.5,0.14,0,98,1,0,0,1,2.52755905511811,1,1.96850393700787,1,0,0.875,1.0,1
132,0,0,1,0,0,0,1,1,0,1,65,0.1,0,0,1,20,12.0,2,3.70769230769231,1,1.41538461538462,1,0,0.341614906832298,1.0,2
2190,,,,,,,,,,,,,,,,,,,,,,,,,,
148,0,0,1,0,0,0,1,1,0,1,2.5,0.09,0,6,1,2,29,2,0.984615384615385,0,1.35384615384615,1,0,0.354938271604938,1.0,3
77,1,0,1,5,1,2,1,1,9,9.5,109,0.5,0,98,2,5,14.0,6,12.5126050420168,1,2.48739495798319,1,0,0.413823272090989,1.0,2
1201,6,0,1,6,0,0,2,14,1,4.0,28,0.06,0,91,3,9,2.5,2,3.77142857142857,0,4.85714285714286,0,0,0.994230769230769,0.4142857142857145,1
816,1,0,1,3,0,0,3,4,5,12,1.5,0.12,0,87,2,1,29,2,3.08163265306122,1,5.3265306122449,1,0,0.321789321789322,1.0,2
1229,0,0,1,1,1,0,2,2,2,12,58,0.04,0,94,2,0,9,3,0.65,0,5.81666666666667,0,0,0.85337552742616,1.0,5
887,0,4,1,0,0,0,1,16,0,3,29.5,0.09,0,100,3,1,18,2,2.5,0,3.37096774193548,0,0,0.96545768566494,1.0,2
13,0,0,1,1,0,0,2,2,6,4,12,0.07500000000000001,0,81,1,0,8,2,1.91485507246377,0,3.0,1,0,0.849056603773585,1.0,4
147,7.5,0,1,0,0,0,1,1,0,0,14.5,0.11,0,0,1,2,28,2,0.046875,0,0.40625,0,0,0.654605263157895,1.0,2
2250,0,6,1,0,0,0,1,7,2,2,20.5,0.13,0,80,2,2,23,2,1.97674418604651,0,2.90697674418605,0,0,1.0,1.0,0
2289,1,2,1,3,0,0,2,16,3,6,34,0.17,0,100,2,0,14.0,3,3.18032786885246,1,4.14754098360656,1,0,0.851251840942563,1.0,2
2437,0,0,1,2,4,1,2,6,6,27,29,0.13,3,83,2,0,8,2,4.4,1,14.5,1,0,0.885558583106267,1.0,1
92,1,4,1,3,0,8,2,7,4.5,24,2.5,1.27,0,95,1,1,14.0,6,4.58928571428571,0,4.27678571428571,0,0,0.568269230769231,1.0,6
1137,1,0,1,4,1,1,2,1,4.5,6,7.5,0.08,5,74,5,1,26,1,6.20512820512821,0,12.2564102564103,0,0,0.61216429699842,1.0,3
941,10,3,1,3,0,0,3,4,2,5.5,51.0,0.08,0,95,1,0,12.0,2,3.38888888888889,0,3.9,1,0,0.326880119136262,1.0,2
2171,0,0,1,2,0,3,2,4,2.5,35,61,0.38,0,100,3,1,11,3,3.6025641025641,0,2.67948717948718,1,0,0.986795774647887,1.0,2
551,15,0,2,2,1,1,3,13,14.0,19.0,52,0.11,0,94,1,2,14.5,3,2.4660633484162897,0,6.71739130434783,1,0,0.328331332533013,0.0,3
1161,0,0,1,1,0,0,2,5,6,7,14,0.07500000000000001,1,85,3,1,0.5,2,3.0952380952381,0,5.95238095238095,2,0,0.707142857142857,1.0,1
849,0,0,1,1,0,0,3,1,0,8,10,0.13,0,54.5,3,1,5,1,4.2,1,4.5,1,0,0.875,0.666666666666667,0
193,5.5,0,1,0,0,0,1,1,0,1,51.0,0.1,0,94,1,3,14.0,2,3.6865671641791,0,2.35820895522388,1,0,0.5702193151212005,1.0,3
2254,,,,,,,,,,,,,,,,,,,,,,,,,,
980,0,0,1,4,0,1,4,6,19,20.5,19,0.07,3,92,1,0,2.0,2,7.78947368421053,1,8.76315789473684,1,0,0.875,0.5,4
