,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
2548,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,4,0,1,2,0,1,2,1,0,3,1,0.31,0,80,3,0,18,1,3.0,1,5.66666666666667,1,0,0.970873786407767,0.5,1
312,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,0,0,1,0,2,3,1,2,3,5,9,0.29,2,83,5,0,14,2,3.33333333333333,0,7.41666666666667,2,0,0.928571428571429,1.0,0
2553,2,0,1,3,1,1,2,20,0,3,45,0.11,2,62,5,1,12,2,3.80851063829787,0,8.51063829787234,0,0,0.995121951219512,1.0,3
2122,,,,,,,,,,,,,,,,,,,,,,,,,,
901,0,0,1,0,0,0,1,1,0,1,34,0.13,0,0,1,4,0,2,3.23529411764706,1,1.38235294117647,1,0,0.280193236714976,1.0,3
13,0,0,1,1,0,0,2,2,6,4,12,0.28,0,81,1,0,0,2,2.38888888888889,0,3.0,1,0,0.849056603773585,1.0,4
2201,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,,
218,0,0,1,1,0,0,2,1,7,6,19,1.9449999999999998,0,83,3,0,26,2,4.53846153846154,0,5.5,0,0,0.252747252747253,0.5,2
255,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,
569,0,0,1,1,0,2,1,1,0,24,48,1.875,0,95,1,1,3,1,6.29166666666667,2,1.14583333333333,1,0,0.418136020151133,0.5,1
2171,0,0,1,2,0,3,2,4,17,35,61,1.89,0,100,3,1,11,3,3.6025641025641,0,2.67948717948718,1,0,0.986795774647887,1.0,2
92,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,0,6,1,6,17,1,3,2,10,5,3,2.3499999999999996,2,89,1,0,1,1,5.52631578947368,2,5.05263157894737,1,0,0.498614958448753,1.0,1
1047,1,0,1,1,0,1,2,3,6,14,32,1.7349999999999999,0,86,2,5,3,2,8.76923076923077,1,2.41025641025641,1,0,0.621103117505995,1.0,2
1066,0,0,1,4,4,4,2,1,0,7,8,1.76,0,89,1,0,1,1,8.125,1,3.5,1,0,0.440217391304348,1.0,3
835,1,0,1,2,6,0,3,1,4,6,44,1.81,0,77,1,8,13,2,6.44897959183673,1,11.6734693877551,1,0,0.341442224152911,0.5,1
849,0,0,1,1,0,0,3,1,0,8,10,1.97,0,73,3,1,5,1,4.2,1,4.5,1,0,0.194690265486726,0.666666666666667,0
852,1,3,1,2,0,0,2,4,1,8,17,1.57,0,64,2,1,16,2,4.54545454545455,0,6.09090909090909,0,0,0.327485380116959,1.0,1
855,0,0,1,0,0,0,1,1,0,63,127,1.7349999999999999,0,98,1,0,0,1,2.52755905511811,1,1.96850393700787,1,0,0.480868665977249,1.0,1
856,1,0,1,1,0,0,3,1,0,8,14,1.955,0,77,1,0,4,1,8.73333333333333,2,3.86666666666667,1,0,0.614107883817427,1.0,4
885,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,1,14,1,1,0,0,2,12,1,7,40,2.45,0,73,1,3,20,2,3.03571428571429,0,3.19642857142857,0,0,0.806451612903226,1.0,3
886,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,13,0,1,2,0,0,2,3,0,6,32,2.2,0,88,2,0,23,3,2.73333333333333,0,3.44444444444444,0,0,0.839400428265525,0.666666666666667,0
2290,1,10,1,4,0,0,2,8,3,18,25,1.78,0,89,2,0,12,2,3.69230769230769,1,3.76923076923077,1,0,0.894865525672372,0.5,0
2311,3,18,1,5,0,0,3,5,0,22,14,1.53,1,93,1,0,34,2,4.65714285714286,1,7.74285714285714,1,0,0.846590909090909,0.666666666666667,0
1881,0,0,1,1,0,1,1,1,4,5,26,1.76,0,87,1,0,7,5,3.1,0,2.7,1,0,0.495016611295681,0.5,4
1645,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,1,0,1,13,0,0,2,5,6,7,14,2.1900000000000004,1,85,3,1,16,2,3.0952380952381,0,5.95238095238095,2,0,0.707142857142857,1.0,1
1212,1,0,1,5,2,0,2,7,6,8,18,1.76,1,87,4,0,14,3,2.92,0,6.4,0,0,0.48590021691974,1.0,1
1229,0,0,1,1,1,0,2,2,2,12,58,2.12,0,94,2,0,9,2,0.65,0,5.81666666666667,0,0,0.85337552742616,1.0,5
1282,0,0,1,1,1,3,4,1,1,1,10,1.9249999999999998,7,86,5,0,9,1,2.72727272727273,0,12.2727272727273,1,0,0.563192904656319,1.0,3
2569,6,0,1,3,0,0,2,28,0,10,63,1.105,2,70,2,2,10,2,2.08695652173913,0,3.46376811594203,0,0,1.0,1.0,0
2591,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,1,0,1,1,2,0,2,24,5,8,35,2.09,1,75,4,0,13,2,2.39024390243902,0,6.17073170731707,1,0,0.6,1.0,1
2611,1,0,1,1,0,0,1,19,0,6,25,1.9249999999999998,2,54,1,0,5,2,2.46153846153846,0,5.76923076923077,1,0,1.0,1.0,0
2004,0,0,1,0,0,0,2,1,2,0,21,1.97,0,0,1,2,13,2,2.43478260869565,0,4.43478260869565,1,0,0.449781659388646,0.857142857142857,1
2049,1,0,1,2,1,0,2,1,1,13,17,1.97,0,85,2,0,5,1,2.78947368421053,1,3.15789473684211,1,0,0.676113360323887,1.0,3
