test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
156,0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,21.999766051769257,49.0,0.62,0.0,95.0,1.0,2.0,15.0,2.0,2.66,1.0,1.0,0.0,0.947368421052632,0.5,0.0,0.7349491715431213,0.26505082845687866,1,1.3491393148721116
165,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,8.0,15.998780190944672,0.23,0.0,82.0,2.0,0.0,14.0,1.0,2.37037037037037,0.0,1.0,0.0,0.676923076923077,0.5,0.0,0.744011640548706,0.25598832964897156,1,2.24857678156686
166,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,7.0,15.998047828674316,0.2,0.0,70.0,2.0,0.0,11.0,1.0,2.48,0.0,1.0,0.0,0.729824561403509,0.0,0.0,0.8172459006309509,0.18275411427021027,1,1.7990809324438786
185,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,27.0,0.3500135540962219,0.0,70.0,1.0,0.0,5.0,2.0,1.37037037037037,1.0,1.0,0.0,0.445121951219512,0.0,0.0,0.5763910412788391,0.4236089587211609,1,0.09199679018451912
212,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,21.999512314796448,65.0,0.41,0.0,96.0,2.0,0.0,25.0,1.0,2.4,1.0,1.0,0.0,0.61100569259962,1.0,1.0,0.6264820098876953,0.3735180199146271,1,5.39625501497245
228,0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,4.0,9.0,13.0,30.0,0.26,0.0,89.0,2.0,2.0,25.0,2.0,3.775,0.0,0.0,0.0,0.9230855605842966,0.857142857142857,1.0,0.6460715532302856,0.35392844676971436,1,1.164742534317337
229,0,10.0,4.0,1.0,2.0,0.0,1.0,3.0,12.0,8.0,18.999760627746582,60.0,0.17,0.0,94.0,2.0,1.0,46.0,2.0,4.20731707317073,0.0,0.0,0.0,0.9230866495357695,0.533333333333333,2.0,0.6057279109954834,0.3942720592021942,2,2.420806746680034
236,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,19.0,63.0,0.06,0.0,92.0,2.0,1.0,42.0,1.0,4.08571428571429,0.0,0.0,0.0,0.3974392377667063,0.5,1.0,0.5332366228103638,0.46676337718963623,1,0.15740048588558264
243,0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,3.0,10.0,36.0,0.16,1.0,87.0,2.0,1.0,43.0,2.0,3.24390243902439,0.0,0.0,0.0,0.9000690750366536,0.5,2.0,0.7021556496620178,0.2978443503379822,1,1.6523955045205887
259,0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,4.0,13.0,4.99267578125,76.0,0.15,0.0,95.0,1.0,1.0,71.0,4.0,3.12765957446809,0.0,1.0,0.0,0.69479090242113,0.5,1.0,0.5962039828300476,0.4037960171699524,1,22.263135180579884
409,0,4.0,6.0,1.0,17.0,0.0,0.0,2.0,3.0,3.0,19.0,13.99658203125,0.09,0.0,94.0,1.0,1.0,13.0,2.0,4.6140350877193,0.0,1.0,0.0,0.755614266842801,0.5,1.0,0.5761924386024475,0.4238075613975525,1,6.745676057543786
445,0,11.0,10.0,1.0,8.0,2.0,1.0,2.0,1.0,0.0,26.0,30.0,0.18,0.0,92.0,1.0,0.0,10.0,3.0,4.6078431372549,0.0,1.0,0.0,0.9231089180500883,0.0,0.0,0.6483545899391174,0.35164541006088257,1,0.4766542924438545
520,0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,0.0,1.0,0.63,0.0,75.0,3.0,1.0,6.0,1.0,3.75,1.0,2.0,0.0,0.540816326530612,0.4545399248600006,0.0,0.9402092099189758,0.05979079380631447,1,295460075139.9994
522,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,5.0,3.0,1.0,0.5300170898437502,0.0,62.0,2.0,1.0,8.0,1.0,4.16666666666667,1.0,1.0,0.0,0.56989247311828,1.0,3.0,0.5464402437210083,0.4535597860813141,1,0.18397822290626764
523,0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,10.0,29.0,18.996826171875,39.0,1.2602734375000002,0.0,93.0,1.0,2.0,42.0,2.0,4.25714285714286,0.0,0.0,0.0,0.417142857142857,0.666666666666667,1.0,0.500632643699646,0.4993673264980316,2,12.263807016365277
714,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,16.0,0.34,1.0,62.0,2.0,0.0,9.999511957168579,2.0,2.1875,0.0,0.0,0.0,0.526785714285714,1.0,1.0,0.8021180033683777,0.19788199663162231,1,0.6746553496663785
739,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,5.0,11.0,37.0,0.13,0.0,85.0,2.0,0.0,4.99609375,2.0,2.83720930232558,1.0,1.0,0.0,0.460820895522388,1.0,1.0,0.5556366443634033,0.4443633556365967,1,6.4089795797900955
745,0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,5.0,2.0,16.0,12.99951171875,0.16,0.0,83.0,1.0,1.0,21.0,2.0,4.59375,0.0,0.0,0.0,0.647584973166369,1.0,1.0,0.5445566177368164,0.4554433524608612,1,2.9229030714616386
746,0,5.0,1.0,1.0,5.0,0.0,1.0,2.0,4.0,10.0,9.998537540435791,78.0,0.15,0.0,96.0,1.0,0.0,41.0,4.0,2.95744680851064,0.0,1.0,0.0,0.659197012138189,0.666666666666667,2.0,0.5443785786628723,0.4556214213371277,1,22.933672237650935
757,0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,30.0,0.12,0.0,62.0,1.0,7.0,8.0,2.0,5.38235294117647,1.0,1.0,0.0,0.8515097985823613,1.0,2.0,0.5299996137619019,0.47000038623809814,1,0.7277538614582514
776,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,21.99926882982254,84.0,0.21,0.0,97.0,1.0,0.0,0.0,1.0,2.51190476190476,1.0,1.0,0.0,0.816037735849057,1.0,0.0,0.7182868719100952,0.2817131578922272,1,12.141326838098827
789,0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,7.0,12.0,25.0,0.12,0.0,92.0,1.0,1.0,9.997804164886475,2.0,2.6,0.0,0.0,0.0,0.706744868035191,1.0,0.0,0.7551947832107544,0.244805246591568,1,5.059421231319462
790,0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,6.0,14.998291850090027,0.12,0.0,80.0,1.0,1.0,12.0,2.0,2.19230769230769,0.0,0.0,0.0,0.501930501930502,1.0,0.0,0.5944399833679199,0.4055600166320801,1,1.5741958158883942
791,0,1.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,4.0,12.0,28.0,0.23,0.0,92.0,2.0,0.0,24.0,2.0,2.4,0.0,0.0,0.0,0.9000039241378123,0.0,0.0,0.568817138671875,0.4311828911304474,1,1.242075585473454
793,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,4.0,13.999760627746582,0.1,0.0,77.0,2.0,0.0,18.0,2.0,4.54545454545455,0.0,0.0,0.0,0.580555555555556,1.0,0.0,0.6371209621429443,0.36287903785705566,1,0.6745445776007784
838,0,8.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,8.0,22.0,0.35,1.0,78.0,1.0,1.0,4.99853515625,2.0,6.46666666666667,2.0,1.0,0.0,0.677570093457944,1.0,2.0,0.6723841428756714,0.3276158571243286,1,3.0357024294303807
855,0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,4.999025344848633,50.0,0.1,0.0,93.0,1.0,0.0,16.0,2.0,2.76785714285714,0.0,1.0,0.0,0.463030303030303,0.8,2.0,0.6346136331558228,0.36538639664649963,1,18.8863986612252
857,0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,9.99658203125,35.0,0.1,1.0,90.0,2.0,0.0,18.0,2.0,2.875,0.0,1.0,0.0,0.584040747028862,1.0,4.0,0.6009786128997803,0.3990214169025421,1,10.794157539956295
891,0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,5.0,0.19,0.0,77.0,2.0,0.0,9.999756574630737,2.0,3.66666666666667,1.0,1.0,0.0,1.0,0.0,0.0,0.8316752910614014,0.16832472383975983,1,0.33732747381927863
893,0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,16.0,9.998291969299316,12.0,0.12,2.0,91.0,1.0,0.0,49.0,2.0,6.85714285714286,3.0,1.0,0.0,0.86970684039088,1.0,2.0,0.5768309831619263,0.42316901683807373,1,6.071568886209775
900,0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,7.0,7.0,0.19,1.0,81.00048828125,1.0,0.0,16.0,1.0,4.33333333333333,1.0,1.0,0.0,0.825301204819277,1.0,0.0,0.597350001335144,0.40264996886253357,1,0.11804411643818091
911,0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,9.0,21.999267578125,39.0,0.39,0.0,93.0,4.0,3.0,6.0,4.0,2.4375,1.0,1.0,0.0,0.492779783393502,1.0,2.0,0.6343773603439331,0.3656226694583893,1,2.023966290215146
912,0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,6.0,0.0,2.0,0.9600439453124999,1.0,75.0,2.0,4.0,12.0,1.0,3.0,1.0,1.0,0.0,0.572327044025157,0.333333333333333,1.0,0.844438374042511,0.1555616408586502,1,0.6898874601618319
913,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,5.0,20.0,36.0,0.36,0.0,93.0,4.0,3.0,14.0,2.0,2.07142857142857,0.0,0.0,0.0,0.9230796513904838,0.5,3.0,0.7118136882781982,0.28818628191947937,1,1.556673693197625
917,0,1.0,0.0,1.0,5.0,9.0,4.0,2.0,1.0,4.0,0.0,16.0,0.61,0.0,94.0,1.0,8.0,15.0,1.0,5.47619047619048,1.0,1.0,0.0,0.9231337725105933,0.5,3.0,0.7043543457984924,0.29564565420150757,1,1.2622098041118566
1143,0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,8.0,0.0,6.0,38.0,0.21,2.0,85.0,5.0,0.0,6.0,2.0,3.92105263157895,0.0,2.0,0.0,0.7656361717523366,1.0,2.0,0.6117565035820007,0.38824349641799927,1,0.534211275259967
1153,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,26.0,12.0,14.0,0.1,0.0,85.0,4.0,8.0,13.0,2.0,5.78546162098646,0.0,0.0,0.0,0.650442477876106,0.5,2.0,0.5108117461204529,0.4891882538795471,1,0.7753813196796564
1452,0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.9992679357528687,11.0,36.0,0.07,4.0,82.0,4.0,1.0,15.0,1.0,4.59090909090909,2.0,1.0,0.0,0.593110871905274,1.0,1.0,0.5120484232902527,0.4879515767097473,1,3000732064247.1313
1665,0,6.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,9.0,15.999024391174316,0.37,0.0,86.0,1.0,0.0,5.0,3.0,2.41176470588235,0.0,1.0,0.0,0.790523690773067,1.0,2.0,0.6599597930908203,0.3400402069091797,1,2.6981823842850368
1667,0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,2.0,0.0,6.0,15.999999046325684,0.49,0.0,81.0,2.0,0.0,9.0,2.0,2.9375,1.0,1.0,0.0,0.7217125382263,1.0,1.0,0.5936946868896484,0.40630534291267395,0,2.1441483832873587e-07
1677,0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,15.99609375,1.24,0.0,91.0,1.0,0.0,2.0,4.0,1.8780487804878,0.0,0.0,0.0,0.913793103448276,0.0,2.0,0.5364116430282593,0.4635883867740631,1,5.39680431898795
1802,0,0.0,1.0,1.0,1.0,0.0,5.0,4.0,2.0,10.0,8.0,4.0,0.5000097525119782,2.0,83.0,3.0,0.0,6.0,2.0,4.13333333333333,0.0,1.0,0.0,0.518367346938776,0.0,4.0,0.6857973337173462,0.3142026364803314,1,0.2759429879200273
1803,0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,16.0,9.0,3.0,0.96,0.0,89.0,2.0,3.0,4.0,1.0,3.84210526315789,1.0,2.0,0.0,0.595505617977528,0.0,3.0,0.8302679061889648,0.16973207890987396,1,1.1343708227543532
1818,0,0.0,0.0,1.0,7.0,5.0,0.0,2.0,1.0,3.0,8.0,25.999515295028687,0.14,0.0,91.0,1.0,0.0,6.0,4.0,3.41935483870968,0.0,0.0,0.0,0.450549450549451,1.0,3.0,0.5925650596618652,0.40743494033813477,1,0.44976948265903705
