test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba_col0,proba_col1,y0,y_cf,class0,class1,target_label,num_features_changed
172,0,4.0,0.0,1.0,2.0,4.0,2.0,2.0,121.0,2.0,3.0,16.0,0.38,0.0,92.0,1.0,0.0,1.0,1.5138200775254518,3.92307692307692,1.0,1.0,0.0,13.0,0.495867768595041,2.0,0.5034303281541793,0.4965696718458207,True,False,False,True,False,1
192,0,0.0,2.593796497618314,1.0,1.0,0.0,2.0,2.0,83.0,1.0,8.0,12.0,0.23,0.0,82.0,1.0,3.0,28.0,1.5138200775254518,4.48275862068965,0.0,0.0,0.0,13.0,0.326653306613226,1.7689979563467264,0.5225044436494612,0.4774955563505387,True,False,False,True,False,3
195,0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,164.0,1.0,2.0,29.0,0.56,0.0,96.0,1.0,2.0,22.0,2.0,2.75,0.0,0.0,0.0,7.0,0.9695041115435981,2.0,0.5316014886977671,0.4683985113022328,True,False,False,True,False,1
202,0,0.0,32.0,1.0,0.0,0.0,4.0,1.0,189.0,1.0,0.0,0.0,3.5,0.0,0.0,1.0,1.0,6.0,1.0,4.17073170731707,0.0,0.0,0.0,0.13676098539144732,0.715277777777778,0.0,0.31985894114562874,0.6801410588543713,False,True,False,True,True,1
213,0,0.0,0.0,1.0,0.5713678754400462,0.0,0.0,1.0,21.0,1.0,0.0,10.0,0.17,0.0,69.0,3.0,0.0,3.0,1.0,9.93333333333333,1.0,1.0,0.0,0.1367609853623435,0.44578313253012,0.0,0.5839664735573666,0.41603352644263336,True,False,False,True,False,2
251,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,170.0,1.0,0.0,39.0,0.41,0.0,97.0,2.0,0.0,28.0,1.0,2.63529411764706,1.0,1.0,0.0,10.0,0.9456313086894386,3.0,0.5552266165613093,0.4447733834386907,True,False,False,True,False,1
263,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,29.0,3.0,0.0,2.8917638319544494,0.32,0.0,72.0,1.0,0.0,9.0,2.0,2.63636363636364,0.0,1.0,0.0,0.0,0.547445255474453,2.0,0.6300725356817389,0.36992746431826107,True,False,False,True,False,1
267,0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,132.0,4.0,9.0,14.0,0.24,0.0,89.0,2.0,2.0,26.0,2.0,4.025,0.0,0.0,0.0,39.0,0.969504111612299,2.0,0.5316014886977671,0.4683985113022328,True,False,False,True,False,1
268,0,14.0,5.0,1.0,3.0,0.0,1.0,3.0,200.0,15.0,7.0,29.0,0.16,0.0,94.0,2.0,1.0,49.0,1.5138200775254518,4.28712871287129,0.0,0.0,0.0,186.0,0.382173382173382,3.0,0.657150015052874,0.34284998494712604,True,False,False,True,False,1
275,0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,37.0,1.0,7.0,19.0,0.06,0.0,92.0,2.0,1.0,42.0,1.0,4.33802816901408,0.0,0.0,0.0,18.0,0.9695041115703127,3.0,0.6308040443493954,0.36919595565060465,True,False,False,True,False,1
282,0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,70.0,6.0,2.0,9.0,0.15,1.0,85.0,2.0,1.0,0.0,2.0,3.23076923076923,0.0,0.0,0.0,40.0,0.416531604538088,3.0,0.5258427479782262,0.4741572520217738,True,False,False,True,False,1
283,0,3.0,0.0,2.0,1.0,0.0,1.0,4.0,34.0,1.0,4.0,3.1252365754917264,0.14,1.0,81.0,2.0,1.0,26.0,1.0,3.92857142857143,0.0,1.0,0.0,0.0,0.586538461538462,2.0,0.5569294643448375,0.4430705356551626,True,False,False,True,False,1
284,0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,96.0,3.0,1.0,13.0,0.28,0.0,90.0,2.0,0.0,26.0,1.5138200775254518,2.91891891891892,0.0,1.0,0.0,17.0,0.459016393442623,1.7689979563001543,0.5598668441356297,0.4401331558643703,True,False,False,True,False,2
299,0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,173.0,4.0,13.0,38.0,0.16,0.0,95.0,1.0,1.0,71.0,1.513820077641867,3.15957446808511,0.0,1.0,0.0,162.0,0.63271375464684,1.7689979563001543,0.5246366772281477,0.47536332277185234,True,False,False,True,False,2
302,0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,60.0,4.319536312948912,3.0,16.0,0.2,0.0,92.0,1.0,2.0,19.0,1.5138200775254518,5.15909090909091,1.0,1.0,0.0,15.0,0.439320388349515,1.7689979563467264,0.5878109743950986,0.4121890256049014,True,False,False,True,False,3
432,0,4.0,6.0,1.0,18.0,0.0,0.0,2.0,56.0,3.0,3.0,19.0,0.09,0.0,94.0,1.0,1.0,13.0,1.5138200775254518,4.96491228070175,0.0,1.0,0.0,0.1367609853623435,0.749670619235837,3.0,0.6149235959686711,0.3850764040313289,True,False,False,True,False,2
543,0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,34.0,1.0,4.0,0.0,0.44,0.0,60.0,3.0,1.0,7.0,1.0,4.4,1.0,2.0,0.0,3.152498110162571,0.40495867768595,0.0,0.43585515179545287,0.5641448482045471,False,True,False,True,True,1
546,0,8.0,0.0,1.0,2.0,1.0,1.0,3.0,119.0,11.0,30.0,39.0,0.12,0.0,93.0,1.0,2.0,47.0,2.8310222886502743,4.63291139240506,0.0,0.0,0.0,71.0,0.313213703099511,1.0,0.5099240835692608,0.4900759164307392,True,False,False,True,False,1
548,0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,28.0,2.0,3.0,3.0,0.15,0.0,70.0,3.0,0.0,17.0,2.0,3.6,0.0,1.0,0.0,0.1367609853623435,0.430327868852459,0.0,0.5361990830429071,0.46380091695709286,True,False,False,True,False,1
567,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,48.0,2.0,9.0,10.0,0.25,0.0,90.0,2.0,3.0,15.0,2.0,2.84848484848485,0.0,1.0,0.0,55.0,0.9695041115279308,1.7689979563001543,0.6109312394584072,0.38906876054159284,True,False,False,True,False,2
729,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,44.0,1.0,0.0,1.0,0.32,1.0,62.0,2.0,0.0,12.0,2.0,2.1875,0.0,0.0,0.0,0.1367609853623435,0.506787330316742,2.0,0.5533879928007467,0.4466120071992533,True,False,False,True,False,1
755,0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,55.0,4.319536312948912,5.0,11.0,0.13,0.0,86.0,2.0,0.0,23.0,1.5138200775254518,2.83333333333333,1.0,1.0,0.0,0.0,0.443181818181818,2.0,0.5576874574226213,0.44231254257737873,True,False,False,True,False,2
762,0,5.0,1.0,1.0,6.0,0.0,1.0,2.0,127.0,4.0,10.0,44.0,0.15,0.0,96.0,1.0,0.0,42.0,4.0,2.97916666666667,0.0,1.0,0.0,19.0,0.9695041116206351,1.7689979563001543,0.6044313538722732,0.39556864612772685,True,False,False,True,False,2
773,0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,95.0,1.0,2.0,2.4248183448798954,0.14,0.0,71.0,1.0,7.0,8.0,2.0,5.41176470588235,1.0,1.0,0.0,0.1367609853623435,0.457861635220126,3.0,0.5309789724850975,0.46902102751490243,True,False,False,True,False,2
790,0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,74.0,4.319536312948912,4.0,16.0,0.17,0.0,95.0,2.0,0.0,22.0,2.8310222886502743,3.26666666666667,0.0,0.0,0.0,40.0,0.558260869565217,1.7689979563001543,0.5195232008991042,0.48047679910089586,True,False,False,True,False,3
792,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,95.0,1.0,0.0,40.0,0.21,0.0,97.0,1.0,0.0,0.0,1.0,2.61904761904762,1.0,1.0,0.0,1.0,0.9695041115272041,1.0,0.5224058946116654,0.4775941053883346,True,False,False,True,False,1
793,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,27.0,1.0,0.0,2.8917638319544494,0.16,0.0,74.0,1.0,0.0,2.0,1.0,7.5,2.0,1.0,0.0,4.0,0.691629955947137,3.0,0.5857405825026233,0.4142594174973767,True,False,False,True,False,1
795,0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,108.0,7.0,4.0,19.0,2.7097239319700748,0.0,92.0,1.0,0.0,31.0,5.0,3.42592592592593,0.0,0.0,0.0,0.0,0.556005398110661,5.0,0.5569055288144356,0.4430944711855645,True,False,False,True,False,1
805,0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,41.0,1.0,7.0,12.0,0.15,0.0,92.0,1.0,1.0,25.0,1.5138200775254518,2.7027027027027,0.0,0.0,0.0,0.1367609853623435,0.658469945355191,2.0,0.5297287930732932,0.4702712069267067,True,False,False,True,False,2
809,0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,35.0,1.0,4.0,3.1252365754917264,0.1,0.0,80.0,3.0,0.0,19.0,2.0,4.625,0.0,0.0,0.0,0.0,0.514705882352941,0.0,0.5321315734266672,0.4678684265733329,True,False,False,True,False,1
1940,0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,182.0,1.0,0.0,1.0,1.3,0.0,0.0,1.0,0.0,1.3870667059672996,2.0,1.53658536585366,1.0,1.0,0.0,17.0,0.809264305177112,1.0,0.507157397624577,0.492842602375423,True,False,False,True,False,1
1941,0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,50.0,16.0,0.0,3.0,0.1,0.0,95.0,3.0,1.0,23.0,2.0,2.93650793650794,0.0,0.0,0.0,0.1367609853623435,0.956591639871383,3.0,0.642105835913099,0.357894164086901,True,False,False,True,False,1
1942,0,20.0,1.0,1.0,9.0,0.0,0.0,2.0,155.0,30.0,11.0,53.0,0.13,0.0,100.0,2.0,2.0,35.0,2.0,3.98387096774194,0.0,0.0,0.0,140.0,0.9456313086472767,2.0,0.4639086478849347,0.5360913521150653,False,True,False,True,True,1
854,0,9.0,0.0,1.0,2.0,0.0,2.0,3.0,151.0,1.0,0.0,1.9578728575725108,0.34,1.0,78.0,1.0,1.0,16.0,2.0,6.625,2.0,1.0,0.0,8.0,0.606104651162791,3.0,0.5288249832411406,0.4711750167588594,True,False,False,True,False,1
861,0,0.0,0.0,1.0,0.9069720597472042,0.0,0.0,2.0,23.0,1.0,0.0,4.0,0.35,0.0,65.0,2.0,0.0,5.0,2.0,2.75,1.0,1.0,0.0,16.0,0.682692307692308,0.0,0.4583146441632707,0.5416853558367293,False,True,False,True,True,1
863,0,10.0,0.0,1.0,12.0,0.0,1.0,2.0,79.0,5.0,0.0,29.0,0.19,0.0,94.0,1.0,0.0,0.0,3.0,3.1875,1.0,1.0,0.0,24.0,0.56794425087108,2.0,0.5436315652729142,0.4563684347270858,True,False,False,True,False,1
871,0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,65.0,4.319536312948912,1.0,35.0,0.09,0.0,93.0,1.0,0.0,16.0,2.0,2.73333333333333,0.0,1.0,0.0,0.13676098524592817,0.454649827784156,4.0,0.5651665161171562,0.4348334838828439,True,False,False,True,False,2
873,0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,43.0,4.0,2.0,2.8917638319835532,0.1,1.0,90.0,2.0,0.0,18.0,2.0,2.9,0.0,1.0,0.0,0.0,0.577249575551783,5.0,0.5198336709411213,0.4801663290588787,True,False,False,True,False,1
877,0,3.0,2.0,1.0,5.0,0.0,0.0,3.0,34.0,6.0,0.0,19.0,0.14,0.0,83.0,2.0,0.0,6.0,2.0,4.625,1.0,1.0,0.0,0.13676098533323966,0.515723270440252,3.0,0.5928823154683545,0.4071176845316456,True,False,False,True,False,1
893,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,1.9578728574328392,0.43,0.0,57.0,1.0,0.0,2.0,1.0,4.0,2.0,1.0,0.0,5.0,0.752941176470588,0.0,0.5518021980972952,0.44819780190270475,True,False,False,True,False,1
909,0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,53.0,4.319536312948912,16.0,20.0,0.11,3.0,90.0,1.0,0.0,49.0,1.5138200775254518,7.03571428571429,3.0,1.0,0.0,0.13676098533323966,0.846645367412141,3.0,0.5116936850904568,0.48830631490954324,True,False,False,True,False,3
916,0,0.0,4.0,1.0,0.5713678753527347,0.0,0.0,3.0,21.0,1.0,0.0,8.0,0.15,1.0,77.0,1.0,0.0,17.0,1.0,4.18181818181818,1.0,1.0,0.0,68.0,0.621890547263682,0.0,0.371299859439692,0.628700140560308,False,True,False,True,True,1
927,0,0.0,2.5937964976765215,1.0,2.0,0.0,1.0,2.0,136.0,4.319536312948912,9.0,25.0,0.39,0.0,93.0,4.0,4.0,3.024944068514742,4.0,2.52083333333333,1.0,1.0,0.0,45.0,0.487364620938628,1.7689979563001543,0.5034644705347466,0.49653552946525337,True,False,False,True,False,4
928,0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,47.0,1.0,6.0,0.0,0.47,1.0,77.0,2.0,4.0,12.0,1.0,3.22222222222222,1.0,1.0,0.0,0.1367609853623435,0.594117647058824,3.0,0.8056443257836492,0.19435567421635078,True,False,False,True,False,1
929,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,108.0,2.0,5.0,21.0,0.35,0.0,93.0,4.0,4.0,15.0,2.0,2.06818181818182,0.0,0.0,0.0,34.0,0.9695041116490186,2.0,0.5316014886977671,0.4683985113022328,True,False,False,True,False,1
934,0,1.0,0.0,1.0,5.0,9.0,4.0,2.0,100.0,1.0,4.0,0.0,0.6,0.0,94.0,1.0,8.0,15.0,1.0,5.57142857142857,1.0,1.0,0.0,0.13676098533323966,0.552188552188552,3.0,0.7880818280603582,0.2119181719396418,True,False,False,True,False,1
960,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,36.0,1.0,6.0,0.0,0.33,1.0,88.0,2.0,1.0,19.0,1.0,3.77777777777778,1.0,1.0,0.0,0.1367609853623435,0.716763005780347,2.0,0.7410169588446054,0.2589830411553946,True,False,False,True,False,1
962,0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,45.0,1.0,1.0,15.0,0.18,0.0,89.0,1.0,1.0,8.0,3.0,2.46428571428571,0.0,0.0,0.0,6.0,0.969504111564766,1.0,0.5179466236152037,0.48205337638479634,True,False,False,True,False,1
972,0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,71.0,4.0,5.0,14.0,0.23,0.0,85.0,2.0,4.0,3.0,2.0,6.08108108108108,1.0,1.0,0.0,0.13676098530413583,0.659574468085106,1.0,0.5283915651845718,0.47160843481542825,True,False,False,True,False,1
990,0,0.0,0.0,1.0,4.0,4.0,4.0,2.0,57.0,1.0,0.0,6.0,0.59,0.0,91.0,1.0,0.0,0.0,1.0,6.375,1.0,1.0,0.0,3.152498110063626,0.52,1.0,0.41141873126880846,0.5885812687311915,False,True,False,True,True,1
992,0,5.0,0.0,2.0,0.0,15.0,0.0,4.0,21.0,1.0,1.0,1.9578728575725108,0.08,1.0,100.0,1.0,0.0,1.0,1.0,6.75,0.0,1.0,0.0,10.0,0.547400611620795,2.0,0.5017786927147306,0.49822130728526937,True,False,False,True,False,1
1014,0,3.0,0.0,1.0,0.0,15.0,1.0,3.0,43.0,2.0,0.0,3.1252365756081417,0.16,0.0,71.0,1.0,0.0,1.0,1.0,5.78260869565217,0.0,1.0,0.0,0.0,0.571428571428571,3.0,0.6260695804259074,0.37393041957409257,True,False,False,True,False,1
1023,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,39.0,2.0,0.0,2.8917638319544494,0.65,0.0,74.0,2.0,0.0,3.0,4.0,1.3,0.0,1.0,0.0,0.0,0.342105263157895,0.0,0.5328129472800862,0.4671870527199138,True,False,False,True,False,1
1949,0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,19.0,1.0,1.0,4.0,0.18,2.0,62.0,2.0,0.0,3.024944068863988,1.0,3.25,2.0,6.0,0.0,11.0,0.570422535211268,0.0,0.45579152323908767,0.5442084767609123,False,True,False,True,True,1
1950,0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,22.0,3.0,2.0,3.0,0.21,2.0,46.0,5.0,0.0,0.0,2.0,2.75,1.0,2.0,0.0,23.0,0.577181208053691,1.0,0.5386076574247487,0.46139234257525125,True,False,False,True,False,1
1043,0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,272.0,1.0,0.0,2.8917638317216188,0.23,3.0,81.0,5.0,6.0,12.0,1.0,3.14516129032258,0.0,2.0,0.0,10.0,0.475270039795338,3.0,0.5080342043141918,0.4919657956858082,True,False,False,True,False,1
1054,0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,50.0,1.0,12.0,6.0,0.13,4.0,76.0,5.0,1.0,13.0,1.0,4.89473684210526,0.0,1.0,0.0,6.0,0.9661190432032838,3.0,0.5193129963413324,0.48068700365866757,True,False,False,True,False,1
1059,0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,52.0,2.0,3.0,1.9578728575725108,0.29,2.0,83.0,5.0,0.0,14.0,2.0,3.25,0.0,2.0,0.0,0.13676098533323966,0.928571428571429,3.0,0.5040502763193975,0.49594972368060253,True,False,False,True,False,2
1061,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,19.0,1.0,11.0,14.0,0.14,0.0,87.0,3.0,3.0,4.0,1.0,3.6875,1.0,0.0,0.0,5.498071430018172,0.790960451977401,0.0,0.5065962604589023,0.4934037395410977,True,False,False,True,False,1
1956,0,1.0,0.0,1.0,12.0,0.0,0.0,2.0,51.0,2.0,6.0,7.0,0.19,1.0,85.0,2.0,0.0,15.0,2.0,3.33333333333333,0.0,2.0,0.0,0.13676098533323966,1.0,0.0,0.509939604183643,0.4900603958163569,True,False,False,True,False,1
1957,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,24.0,1.0,7.0,8.0,0.21,0.0,78.0,2.0,0.0,0.0,1.0,3.58333333333333,1.0,2.0,0.0,5.0,0.948717948717949,0.0,0.5835914683853662,0.4164085316146337,True,False,False,True,False,1
1970,0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,18.0,4.0,0.0,6.0,0.17,0.0,69.0,3.0,0.0,6.0,3.0,2.4,0.0,1.0,0.0,4.0,0.9695041114481748,1.0,0.455024762577533,0.544975237422467,False,True,False,True,True,1
1165,0,0.0,0.0,1.0,0.5713678754400462,2.0,0.0,1.0,54.0,2.0,1.0,19.0,2.7097239317232744,2.9103830456733704e-11,95.0,5.0,0.0,4.0,2.0,1.25862068965517,0.0,0.0,0.0,0.0,0.757028112449799,2.0,0.5156275584025775,0.48437244159742254,True,False,False,True,False,2
1255,0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,23.0,2.0,9.0,10.0,0.14,0.0,79.0,2.0,2.0,0.0,1.5138200775254518,3.07142857142857,0.0,1.0,0.0,5.498071430134587,0.52803738317757,3.0,0.5847920603508517,0.41520793964914826,True,False,False,True,False,3
1996,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,2.0,3.0,1.0,0.36,1.0,25.0,2.0,2.0,0.24055255204439163,2.0,0.625,0.0,1.0,0.0,4.0,1.0,0.0,0.5506866242937487,0.44931337570625135,True,False,False,True,False,1
1998,0,2.0,1.0,1.0,0.5713678753818385,0.0,0.0,1.0,27.0,7.0,0.0,12.0,0.18,1.0,75.0,2.0,0.0,8.0,2.0,2.83333333333333,1.0,2.0,0.0,66.0,0.9695041114895941,0.0,0.48220027487703754,0.5177997251229625,False,True,False,True,True,2
1467,0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,46.0,1.0,6.0,2.8917638317216188,0.06,5.0,82.0,4.0,2.0,16.0,1.0,4.4375,1.0,1.0,0.0,49.0,0.493445692883895,1.0,0.5218639908727982,0.4781360091272017,True,False,False,True,False,1
2004,0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,22.0,8.0,3.0,9.0,0.09,1.0,81.0,4.0,0.0,11.0,1.5138200775254518,2.41176470588235,0.0,1.0,0.0,92.0,0.632786885245902,0.0,0.5656312840693429,0.434368715930657,True,False,False,True,False,1
2005,0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,22.0,10.0,4.0,6.0,0.11,1.0,78.0,4.0,0.0,9.0,2.0,2.05263157894737,0.0,1.0,0.0,91.0,0.9456313086788735,1.0,0.5299995012098924,0.4700004987901077,True,False,False,True,False,1
1535,0,3.0,1.0,1.0,0.23576369106012862,0.0,5.0,2.0,140.0,6.0,0.0,1.0,0.41,5.0,79.0,5.0,2.0,10.0,2.0,1.91304347826087,1.0,1.0,0.0,13.0,0.514469453376206,1.0,0.39827939005830404,0.601720609941696,False,True,False,True,True,1
2032,0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,17.0,1.0,1.0,6.0,0.15,5.0,61.0,2.0,0.0,8.0,1.0,2.66666666666667,1.0,2.0,0.0,11.0,0.9456313086212074,0.0,0.45471294222564773,0.5452870577743523,False,True,False,True,True,1
1732,0,5.0,0.0,1.0,5.0,2.0,2.0,3.0,49.0,3.0,4.0,13.0,0.21,1.0,84.0,1.0,0.0,4.007670486345887,1.5138200775254518,4.25,0.0,0.0,0.0,0.1367609853623435,0.420886075949367,3.0,0.5231541889127735,0.47684581108722646,True,False,False,True,False,3
1744,0,2.0,0.0,1.0,0.5713678755011957,0.0,4.0,1.0,125.0,1.0,1.0,1.9578728575725108,0.94,0.0,79.0,1.0,0.0,2.3697931235656142,5.0,2.60869565217391,0.0,1.0,0.0,27.0,0.681818181818182,1.0,0.524074861703874,0.47592513829612604,True,False,False,True,False,3
1866,0,0.0,0.0,1.0,0.5713678754400462,0.0,0.0,2.0,21.0,1.0,2.0,0.0,0.14,0.0,0.0,1.0,2.0,10.0,2.0,2.25,0.0,1.0,0.0,169.0,0.605263157894737,0.0,0.5132062731757971,0.4867937268242028,True,False,False,True,False,1
2042,0,16.0,0.0,1.0,0.0,5.0,0.0,3.0,75.0,4.0,0.0,14.0,0.13,0.0,77.0,2.0,0.0,8.0,2.0,4.84,0.0,0.0,0.0,7.0,0.9695041114627768,0.0,0.4837337095947295,0.5162662904052705,False,True,False,True,True,1
2048,0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,64.0,6.0,1.0,22.0,0.21,2.0,61.0,2.0,0.0,11.0,2.0,6.73333333333333,0.0,1.0,0.0,0.13676098535945558,0.97624703087886,1.0,0.575339087586332,0.42466091241366805,True,False,False,True,False,1
2064,0,1.0,0.0,2.0,1.0,0.0,2.0,4.0,29.0,1.0,0.0,5.0,0.39,2.0,45.0,1.0,0.0,3.024944068863988,1.0,4.75,3.0,2.0,0.0,11.0,0.816666666666667,0.0,0.47313165781842637,0.5268683421815736,False,True,False,True,True,1
