,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE
247,0.0,4.0,1.0,302.0,0.0,2.0,148.0,1.0,1.0,7.0,41.0,26.07,0.0,89.0,1.0,1.0,12.0,2.0,4.71739130434783,0.0,1.0,0.875,0.0,61.0,0.792048929663609,0.0,5.0
267,0.0,0.0,0.0,0.0,0.0,0.0,179.0,1.0,0.0,30.0,0.0,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,12194.0,0.685393258426966,0.0,2.0
327,2.0,0.0,2.0,170.0,15.0,4.0,98.0,1.0,0.0,0.0,14.0,5.62,2.0,81.0,1.0,0.0,2.0,1.0,15.75,1.0,1.0,1.27777777777778,0.0,2.0,0.974137931034483,0.0,3.0
341,1.0,1.0,1.0,1.0,14.0,2.0,1835.0,1.0,0.0,4.0,15.0,0.58,1.0,58.0,2.0,0.0,1.0,1.0,8.58823529411765,1.0,1.0,0.631578947368421,0.0,0.0,0.975903614457831,0.0,1.0
347,9.0,0.0,2.0,0.0,7.0,8.0,397.0,1.0,0.0,3.0,200.0,0.92,1.0,65.0,1.0,0.0,4.0,3.0,19.075,313.0,0.0,0.80952380952381,0.0,0.0,0.682012847965739,0.0,2.0
356,0.0,0.0,2.0,0.0,4.0,7.0,50.0,1.0,0.0,279.0,4.0,1.06,3.0,0.0,1.0,0.0,0.0,1.0,5.0,3.0,13.0,1.83333333333333,1.0,0.0,0.951219512195122,0.0,1.0
363,0.0,0.0,0.0,0.0,0.0,0.0,508.0,1.0,0.0,1.0,0.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,12.0,0.958724202626642,0.0,5.0
366,0.0,0.0,0.0,304.0,0.0,0.0,914.0,1.0,0.0,5.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,322.9,0.0,22.0,0.0,0.0,1645.0,0.865497076023392,0.0,3.0
386,0.0,0.0,3.0,0.0,0.0,14.0,943.0,1.0,0.0,2.0,2.0,2.13,2.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,6.0,2.6,1.0,13165.0,0.956521739130435,0.0,1.0
395,0.0,1.0,2.0,253.0,22.0,4.0,159.0,1.0,0.0,0.0,21.0,0.71,31.0,95.0,1.0,0.0,10.0,1.0,7.86363636363636,3.0,2.0,1.20833333333333,0.0,7.0,0.974308300395257,0.0,2.0
408,0.0,21.0,1.0,16.0,0.0,5.0,351.0,1.0,0.0,689.0,33.0,3.22,0.0,100.0,1.0,1.0,16.0,1.0,3.07407407407407,0.0,0.0,0.0,0.0,0.0,0.89048473967684,0.0,1.0
420,0.0,6.0,1.0,3.0,0.0,8.0,75.0,1.0,0.0,0.0,0.0,3.95,0.0,100.0,0.0,1.0,4.0,0.0,1.16666666666667,1.0,0.0,0.0,0.0,15098.0,0.944954128440367,0.0,0.0
428,0.0,34.0,1.0,14.0,0.0,6.0,739.0,1.0,0.0,617.0,77.0,26.91,0.0,100.0,1.0,1.0,25.0,1.0,4.14414414414414,0.0,0.0,0.0,0.0,8.0,0.941564561734213,0.0,0.0
437,0.0,0.0,1.0,0.0,1.0,5.0,156.0,1.0,0.0,9.0,21.0,21.85,0.0,82.0,2.0,0.0,14.0,3.0,4.52380952380952,1.0,1.0,0.625,0.0,71.0,0.958762886597938,0.0,2.0
441,1.0,0.0,1.0,0.0,47.0,6.0,200.0,1.0,0.0,11.0,25.0,0.96,0.0,83.0,2.0,0.0,10.0,1.0,8.88461538461539,0.0,1.0,0.357142857142857,0.0,0.0,0.785249457700651,0.0,3.0
443,0.0,1.0,1.0,0.0,0.0,6.0,166.0,1.0,0.0,9.0,20.0,4.31,0.0,83.0,2.0,0.0,15.0,3.0,11.1904761904762,318.0,1.0,0.608695652173913,0.0,55.0,0.981958762886598,0.0,1.0
446,0.0,2.0,1.0,4.0,1.0,8.0,35.0,13.0,0.0,9.0,33.0,1.12,0.0,92.0,2.0,2.0,18.0,4.0,5.11428571428571,0.0,1.0,0.4,0.0,65.0,0.987252124645892,0.0,1.0
449,0.0,1.0,1.0,41.0,0.0,59.0,1292.0,1.0,0.0,1.0,110.0,3.52,0.0,100.0,0.0,2.0,31.0,0.0,4.0990990990991,0.0,0.0,0.0,0.0,44.0,0.833517699115044,0.0,0.0
475,2.0,0.0,1.0,9.0,0.0,7.0,532.0,1.0,0.0,617.0,61.0,26.91,0.0,94.0,2.0,0.0,28.0,3.0,10.2063492063492,0.0,1.0,4.7,0.0,42.0,0.95810705973623,0.0,0.0
477,0.0,0.0,1.0,4.0,0.0,7.0,378.0,1.0,1.0,617.0,40.0,26.91,0.0,91.0,2.0,0.0,18.0,5.0,3.90243902439024,0.0,1.0,0.441860465116279,0.0,36.0,0.971363115693013,0.0,0.0
493,0.0,1.0,1.0,167.0,0.0,7.0,147.0,1.0,0.0,0.0,15.0,4.9,0.0,100.0,2.0,2.0,4.0,2.0,5.75,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0
494,0.0,32.0,1.0,0.0,45.0,23.0,1025.0,1.0,0.0,1.0,9.0,2.37,1.0,100.0,0.0,1.0,7.0,0.0,0.024390243902439,0.0,1.0,0.0,0.0,51.0,0.3,0.0,4.0
505,0.0,11.0,1.0,0.0,0.0,7.0,170.0,1.0,0.0,617.0,8.0,4.47,0.0,0.0,2.0,1.0,6.0,1.0,2.05263157894737,1.0,0.0,0.0,0.0,1.0,0.937238493723849,0.0,0.0
527,0.0,0.0,1.0,264.0,77.0,12.0,139.0,1.0,0.0,0.0,8.0,4.34,0.0,100.0,2.0,1.0,8.0,1.0,5.25,1.0,0.0,0.0,0.0,24.0,0.84020618556701,0.0,1.0
572,0.0,4.0,1.0,250.0,0.0,4.0,221.0,1.0,0.0,0.0,23.0,2.14,0.0,100.0,1.0,2.0,12.0,1.0,1.51851851851852,0.0,0.0,0.0,0.0,7.0,0.692090395480226,0.0,4.0
578,0.0,13.0,1.0,19.0,0.0,23.0,897.0,1.0,0.0,0.0,20.0,7.12,1.0,100.0,0.0,1.0,7.0,0.0,272.3,1.0,0.0,0.0,0.0,27.0,0.874555160142349,0.0,2.0
1988,1.0,2.0,1.0,0.0,0.0,5.0,90.0,1.0,1.0,1.0,7.0,1.17,0.0,27.0,3.0,0.0,116.0,2.0,2.45454545454545,1.0,2.0,0.538461538461538,0.0,367.0,0.893617021276596,0.0,1.0
1989,1.0,2.0,1.0,264.0,0.0,5.0,90.0,1.0,1.0,1.0,7.0,1.17,0.0,27.0,5.0,0.0,34.0,2.0,2.45454545454545,1.0,2.0,0.538461538461538,0.0,209.0,0.888888888888889,0.0,1.0
1990,0.0,2.0,1.0,0.0,0.0,5.0,90.0,1.0,2.0,1.0,7.0,1.17,20.0,27.0,5.0,0.0,105.0,2.0,2.45454545454545,1.0,2.0,0.538461538461538,0.0,206.0,0.905263157894737,0.0,1.0
1991,1.0,2.0,1.0,0.0,0.0,4.0,90.0,1.0,2.0,1.0,7.0,1.08,0.0,25.0,4.0,0.0,121.0,2.0,2.41666666666667,1.0,5.0,0.5,0.0,216.0,0.892857142857143,0.0,1.0
600,0.0,4.0,1.0,0.0,1.0,7.0,524.0,1.0,6.0,0.0,56.0,15.05,0.0,0.0,1.0,13.0,10.0,4.0,3.22727272727273,0.0,0.0,0.308823529411765,0.0,14907.0,0.905393457117595,0.0,4.0
601,2.0,46.0,2.0,0.0,16.0,11.0,658.0,1.0,0.0,2.0,54.0,27.57,1.0,60.0,1.0,0.0,18.0,3.0,319.4,0.0,1.0,4.8,0.0,655.0,1.1,5.0,7.0
603,0.0,23.0,1.0,235.0,0.0,30.0,601.0,1.0,0.0,0.0,38.0,5.46,0.0,0.0,1.0,10.0,4.0,2.0,10.983606557377,0.0,0.0,0.0,0.0,10.0,0.969811320754717,0.0,3.0
620,3.0,86.0,9.0,2.0,2.0,5.0,35.0,13.0,1.0,3.0,33.0,0.51,1.0,77.0,2.0,2.0,15.0,2.0,3.52380952380952,0.0,1.0,0.4,0.0,22.0,0.961605584642234,0.0,5.0
624,8.0,0.0,2.0,4.0,6.0,7.0,894.0,1.0,24.0,617.0,77.0,26.91,1.0,94.0,2.0,3.0,25.0,1.0,5.11926605504587,0.0,1.0,4.7,0.0,123.0,0.942817294281729,0.0,0.0
625,0.0,1.0,1.0,264.0,0.0,1.0,90.0,1.0,0.0,0.0,35.0,0.44,0.0,0.0,4.0,1.0,34.0,1.0,0.611111111111111,0.0,1.0,0.315789473684211,0.0,23.0,0.759206798866855,0.0,3.0
628,51.0,1.0,1.0,2.0,0.0,4.0,338.0,1.0,3.0,2.0,49.0,24.38,0.0,78.0,3.0,0.0,11.0,1.0,2.09259259259259,0.0,1.0,0.535714285714286,0.0,2.0,0.990066225165563,0.0,3.0
637,0.0,1.0,1.0,2.0,0.0,4.0,337.0,1.0,3.0,2.0,49.0,11.98,0.0,81.0,3.0,0.0,13.0,1.0,138.5,0.0,1.0,0.527272727272727,0.0,0.0,0.993311036789298,0.0,1.0
640,5.0,9.0,1.0,8.0,10.0,4.0,346.0,1.0,6.0,617.0,37.0,26.91,0.0,92.0,2.0,0.0,18.0,1.0,3.50877192982456,0.0,1.0,4.7,0.0,51.0,0.921830314585319,0.0,0.0
641,6.0,46.0,2.0,15.0,7.0,5.0,344.0,1.0,2.0,4.0,40.0,27.57,1.0,93.0,2.0,0.0,22.0,2.0,319.4,0.0,1.0,4.8,0.0,26.0,1.1,0.0,4.0
646,0.0,0.0,1.0,302.0,0.0,10.0,147.0,1.0,0.0,0.0,10.0,26.07,0.0,100.0,6.0,1.0,3.0,1.0,0.4,0.0,1.0,0.0,0.0,73.0,0.679245283018868,0.0,3.0
647,2.0,0.0,2.0,131.0,4.0,6.0,466.0,1.0,0.0,18.0,53.0,24.61,1.0,97.0,1.0,0.0,39.0,2.0,285.1,0.0,1.0,0.526315789473684,0.0,24.0,1.0,0.0,0.0
1992,0.0,7.0,2.0,170.0,0.0,9.0,111.0,1.0,0.0,5.0,0.0,0.8,3.0,65.0,1.0,0.0,12.0,1.0,8.71428571428571,6.0,1.0,1.11111111111111,0.0,305.0,1.1,0.0,1.0
651,1.0,86.0,2.0,11.0,1.0,13.0,35.0,13.0,1.0,4.0,29.0,1.32,1.0,92.0,2.0,0.0,20.0,3.0,3.32258064516129,0.0,1.0,0.4,0.0,68.0,0.472306143001007,0.0,4.0
1993,0.0,0.0,1.0,0.0,3.0,5.0,59.0,4.0,0.0,0.0,6.0,1.07,0.0,0.0,1.0,0.0,1.0,1.0,2.5,210.0,2.0,0.454545454545455,0.0,124.0,1.0,0.0,0.0
663,1.0,0.0,1.0,0.0,1.0,2.0,200.0,1.0,11.0,617.0,32.0,0.41,1.0,93.0,1.0,1.0,43.0,6.0,3.02272727272727,0.0,0.0,0.851063829787234,0.0,49.0,0.942583732057416,0.0,0.0
1995,1.0,80.0,1.0,0.0,65.0,7.0,75.0,1.0,0.0,3.0,4.0,1.03,0.0,22.0,3.0,0.0,5.0,1.0,4.16666666666667,2.0,2.0,1.77777777777778,0.0,164.0,1.0,0.0,0.0
1997,2.0,3.0,1.0,0.0,0.0,9.0,101.0,1.0,0.0,739.0,2.0,14.39,0.0,53.0,2.0,0.0,11.0,1.0,5.0,1.0,1.0,1.66666666666667,0.0,279.0,0.841880341880342,0.0,1.0
688,0.0,13.0,1.0,0.0,0.0,3.0,78.0,1.0,0.0,539.0,0.0,1.47,0.0,64.0,1.0,6.0,2.0,1.0,19.3076923076923,2.0,1.0,0.2,0.0,0.0,0.962025316455696,0.0,5.0
689,6.0,2.0,3.0,1.0,0.0,11.0,344.0,1.0,2.0,617.0,11.0,26.91,1.0,72.0,2.0,0.0,16.0,1.0,7.57142857142857,2.0,1.0,4.7,0.0,233.0,0.655276381909548,0.0,0.0
695,3.0,86.0,2.0,0.0,0.0,15.0,35.0,13.0,1.0,2.0,13.0,0.89,0.0,60.0,2.0,0.0,16.0,2.0,4.89473684210526,0.0,1.0,0.4,0.0,1050.0,0.684879288437103,0.0,4.0
696,14.0,4.0,1.0,6.0,0.0,9.0,1044.0,1.0,13.0,617.0,60.0,26.91,1.0,95.0,1.0,1.0,35.0,1.0,6.20879120879121,0.0,1.0,4.7,0.0,497.0,0.76875,2.0,0.0
700,17.0,0.0,1.0,2.0,1.0,11.0,2316.0,1.0,3.0,617.0,180.0,26.91,0.0,99.0,2.0,1.0,23.0,3.0,1.395,0.0,1.0,0.222772277227723,0.0,169.0,0.747786423396834,0.0,0.0
705,11.0,5.0,1.0,0.0,73.0,70.0,870.0,1.0,5.0,5.0,58.0,1.07,1.0,93.0,3.0,3.0,31.0,2.0,4.68354430379747,0.0,1.0,0.802469135802469,0.0,0.0,0.633699633699634,0.0,6.0
710,18.0,8.0,1.0,8.0,2.0,13.0,2581.0,1.0,12.0,617.0,149.0,26.91,1.0,97.0,2.0,2.0,48.0,1.0,5.54545454545455,0.0,1.0,4.7,0.0,58.0,0.655260570304818,0.0,0.0
719,3.0,86.0,1.0,0.0,0.0,11.0,35.0,13.0,0.0,24.0,45.0,1.09,2.0,94.0,2.0,2.0,16.0,2.0,5.17241379310345,0.0,0.0,0.4,0.0,35.0,0.902935889754344,0.0,7.0
2002,6.0,14.0,2.0,1.0,0.0,4.0,131.0,3.0,1.0,7.0,2.0,0.37,0.0,71.0,1.0,0.0,9.0,2.0,144.3,0.0,1.0,2.2,0.0,648.0,0.781431334622824,0.0,1.0
724,0.0,22.0,1.0,0.0,1.0,3.0,196.0,1.0,0.0,9.0,1.0,1.07,33.0,82.0,1.0,0.0,16.0,1.0,3.91304347826087,1.0,1.0,3.1,0.0,45.0,0.89438202247191,0.0,2.0
725,5.0,1.0,3.0,232.0,0.0,3.0,83.0,1.0,0.0,12.0,7.0,18.39,3.0,71.0,2.0,0.0,7.0,1.0,5.92307692307692,1.0,2.0,2.33333333333333,0.0,450.0,0.883928571428571,0.0,2.0
726,3.0,6.0,1.0,1.0,24.0,1.0,86.0,1.0,0.0,0.0,15.0,20.16,0.0,0.0,1.0,0.0,19.0,1.0,18.375,2.0,1.0,0.461538461538462,0.0,35.0,0.739255014326648,0.0,0.0
729,5.0,0.0,1.0,303.0,4.0,8.0,107.0,1.0,1.0,2.0,4.0,0.79,20.0,70.0,2.0,0.0,9.0,1.0,7.0,208.0,2.0,1.16666666666667,0.0,163.0,0.426116838487972,0.0,3.0
732,4.0,5.0,1.0,0.0,0.0,6.0,147.0,1.0,0.0,10.0,3.0,0.62,2.0,74.0,2.0,0.0,1.0,2.0,306.5,0.0,2.0,2.0,0.0,305.0,1.0,0.0,1.0
743,12.0,4.0,1.0,3.0,0.0,5.0,431.0,1.0,1.0,18.0,43.0,0.61,3.0,1.0,1.0,0.0,20.0,2.0,7.01666666666667,1.0,1.0,0.919354838709677,0.0,0.0,0.99568655643422,0.0,1.0
778,21.0,9.0,3.0,2.0,25.0,5.0,442.0,3.0,10.0,27.0,30.0,17.5,4.0,96.0,1.0,1.0,42.0,3.0,4.61428571428571,1.0,1.0,1.73333333333333,0.0,3128.0,0.991799544419134,0.0,1.0
