,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
398,1,0,1,4,2,5,2,0,8,22,1.26,9,86,8,1,0.4,1,9.17391304347826,1,1,1,0.444444444444444,3,0,3,8
408,5,1,1,5,4,6,3,3,6,11,1.15,0,72,0.4,36,3,1,17.05,1,0,1,0.666666666666667,1,0,3,4
424,7,1,1,2,5,5,2,1,3,9,0.38,3,78,2,7,0.4,1,6.55555555555556,0,1,1,1.25925925925926,9,0,2,2
1152,6,9,1,0,4,2,3,11,1,1,0.25,0,87,2,1,13,2,4.02325581395349,0,1,1,0.978723404255319,0.4,0,4,1
205,,,,,,,,,,,,,,,,,,,,,,,,,,
437,12,8,1,0,0,1,3,1,15,17,0.22,0,79,2,20,0.4,2,6.73684210526316,0,1,1,1.16666666666667,9,0,3,1
43,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,,,,,,,,,,,,,,,,,,,,,,,,,,
452,0,1,1,0,0,2,0.4,0,17,17,1.14,0,88,2,9,2,1,3.0,0,0,1,0.344827586206897,9,0,1,1
457,3,0,1,0,0,2,1,7,8,26,0.44,0.4,79,2,12,1,2,3.55555555555556,0,1,1,0.789473684210526,9,0,2,4
446,3,1,1,13,3,9,3,11,6,2,2.23,53,95,1,7,0.4,2,18.3814432989691,0,0,1,0.237623762376238,1,0,5,10
442,,,,,,,,,,,,,,,,,,,,,,,,,,
447,53,29,1,7,7,10,4,3,50,53,0.94,1,96,1,8,3,1,15.5329949238579,1,0,1,1.06435643564356,0.1,1,1,13
467,,,,,,,,,,,,,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,,,,,,,,,,,,,
498,,,,,,,,,,,,,,,,,,,,,,,,,,
500,0.4,0,5,10,3,0,1,1,11,7,0.01,2,88,1,0,3,2,5.11111111111111,1,1,1,1.68421052631579,9,0,5,4
504,,,,,,,,,,,,,,,,,,,,,,,,,,
506,7,2,1,1,0,2,2,2,17,21,0.54,4,83,0.4,0,11,2,2.71875,0,1,1,0.631578947368421,1,0,3,3
522,2,17,2,0,0,1,15,11,15,26,0.21,1,71,2,11,0.4,2,3.76271186440678,0,1,1,1.33333333333333,1,22,7,4
1195,1,5,1,0,1,3,2,3,8,4,3,1,66,9,2,0.4,1,4.53846153846154,0,1,1,0.722222222222222,1.84,0,1,1
532,1,1,1,0,8,6,1,0,4,10,1.84,1,85,1,2,1,1,3.16666666666667,2,1,0.4,0.428571428571429,4,0,2,2
613,3,1,1,7,13,4,0.4,3,6,35,0.81,1,92,4,3,1,2,4.95238095238095,0,1,1,0.75,1,3,7,4
623,2,1,0,1,0,4,2,0,6,10,0.62,1,83,1,0,2,1,3.58333333333333,1,1,1,1.73333333333333,0.15000000000000002,0,3,1
625,1,0,1,1,0,3,1,0,2,16,0.6,0.5,72,4,1,7,2,18.5882352941176,0,2,1,0.684210526315789,3,0,4,9
1247,0,0,1,0,20,0,17,1,2,25,0.21,2,86,1,1.0,7,1,10.3076923076923,0,1,1,0.285714285714286,2,0,1,0
641,0,1,1,0,0,0,1,0,3,10,11,2,33,4,0,0.4,1,1.90909090909091,0,0,1,0.533333333333333,0.31,0,5,1
642,1,0,1,0,0,1,2,0,4,2,1,12,50,4,0.4,9,2,4.0,2,4,1,0.833333333333333,0.31,0,1,2
648,0,0,1,0,0,0,1,0,1,26,0.5599999999999999,1,15,4,0,2,1,0.846153846153846,3,1,1.0,0.142857142857143,2,0,3,2
649,0,0,1,0,0,0,0.4,1,2,4,0.23,3,70,2,0,6,1,1.6,1,2,2,1.28571428571429,1,0,7,2
1253,0,2,1,1,0,0,5,1,8,0.4,0.14,0,56,4,9,10,2,3.27272727272727,1,2,1,1.0,4,0,1,1
651,0,1.0,1,0,0,2,2,0,0,9,0.12,1,0,1,0,3,1,0.444444444444444,0,2,1,0.363636363636364,1,0,2,0
1257,0,0,1,0,0,0,1,0,0,8,0.16,1.0,0,1,9,2,1,0.375,0,2,1,0.4,9,0,1,0
660,6,0,1,0,0,3,1,0,0,12,0.22,1,0,2,0,12,1,4.0,0,3,1,0.65,1.0,0,2,1
661,1,2,1,2,0,0,12,0,7,9,0.23,1,62,1.0,3,2,1,3.08333333333333,0,0,1,0.777777777777778,9,0,1,0
662,6,0,1,0,1,1,1,0,1,13,0.2,20,78,1.0,1,2,1,4.68421052631579,0,1,1,1.42857142857143,9,0,2,2
666,3,0,1,0,0,3,2,0,13,17,0.23,4,70,2,0,1.0,2,3.8,1,2,1,1.84615384615385,1,2,1,1
668,0,0,1,0,0,2,1,1,9,13,0.18,3,60,2,0.4,22,2,3.71428571428571,0,1,1,0.5,9,0,6,2
670,3,0,1,2,0,0,3,1,6,26,0.09,0,61,1.0,12,2,2,3.6,1,1,1,0.485714285714286,9,0,3,3
675,11,0,1,0,2,3,1,0,0,41,0.18,0,0,1,0,12,1,3.26923076923077,0,1,1,0.925925925925926,0.4,0,3,7
463,,,,,,,,,,,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,,,,,,,,,,,
678,5,0,2,0,0,2,3,0,3,17,0.15,20,0,1.0,0,2,2,3.0,0,1,1,2.0,1,1,1,1
432,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,0,10,1,4,4,1,9,0,17,29,0.13,0,74,1.0,1,2,2,3.48717948717949,0,1,1,0.959183673469388,9,0,1,0
1267,0,0,1,0,0,7,1,0,0,2,0.44,12,0,1.0,0,2,1,3.0,1,11,1,0.0,2,0,1,0
690,4,10,1,0,0,2,7,0,19,10,20,0.4,50,4,9,1,2,4.0,0,1,1,1.125,0.31,0,1,1
696,1,1,1,2,0,1,3,0,8,8,0.3,0,62,2,2,11,1,3.0,0,0,1,0.933333333333333,1.0,0,1,0
1268,1,1,2,7,3,1,5,0,11,22,0.13,2,85,2,0,12,2,5.08333333333333,0,2,1,1.43333333333333,0.15000000000000002,0,1,2
699,0,0,1,1,0,2,22,1,19,16,0.16,1,75,1.0,3,2,2,4.52941176470588,0,0,1,1.08695652173913,9,0,5,2
1269,2,0,1,1,2,1,4,1,2,9,0.46,0,40,4,0,0.4,2,1.66666666666667,0,0,1,1.29411764705882,1,0,1,1
323,,,,,,,,,,,,,,,,,,,,,,,,,,
704,1,0,1,0,0,1,3,0,1,13,1,0.31,50,4,0,0.4,1,1.71428571428571,0,1,1,0.5,1,22,3,4
680,,,,,,,,,,,,,,,,,,,,,,,,,,
710,4,2,1,0,0,1,2,0,0,11,0.32,1,0,2,12,1.0,1,3.76470588235294,0,1,1,0.428571428571429,9,0,1,0
1273,0,1,1,0,0,1,2,0,1,6,0.5,1,33,1,9,2,1,1.14285714285714,0,1,1,0.0,9,0.4,1,1
1277,1,0,1,0,0,1,2,1,7,14,0.24,0,79,4,1.0,9,1,2.375,0,1,1,0.571428571428571,1,0,2,0
720,0,0,1,2,0,0,1,2,2,14,0.22,0,75,9,0.4,0,1,3.25,1,1,1,0.166666666666667,1,0,2,2
705,,,,,,,,,,,,,,,,,,,,,,,,,,
727,0,0,1,0,0,5,2,1,3,18,0.5,0,90,1.0,2,22,2,3.73684210526316,1,4,1,1.09090909090909,9,0,1,2
738,1,0,1,3,1,4,1,0,0,2,0.53,1,33,1.0,2,12,1,6.0,2,5,1,0.6,9,0,1,3
1283,4,0,1,0,0,1,3,0,5,9,0.31,1,61,1,22,0.4,2,3.30769230769231,0,1,1,0.294117647058824,9,2,1,0
741,1,0,1,3,2,1,2,0,2,25,0.55,0,90,1.0,22,2,1,10.6296296296296,0,0,1,0.2,9,0,1,3
745,1,0,1,0,0,2,1,0,1,2,0.33,22,66,1.0,1,2,1,4.0,0,5,1,0.0,9,0,5,1
747,3,0,1,0,2,4,2,1,0,11,0.42,22,0,1.0,1,2,2,2.53333333333333,0,1,1,0.444444444444444,9,0,6,2
1288,0,1,1,1,6,2,2,0,3,24,0.17,0,72,4,0.4,13,2,5.68,0,1,1,0.321428571428571,9,0,1,1
753,0,0,1,1,0,4,2,0,3,19,0.27,22,60,1.0,1,2,2,3.68421052631579,0,1,1,0.0,9,0,7,3
703,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,0,0,1,0,0,5,1,0,0,1,0.42,1,0,2,0,12,1,6.0,6,18,1,0.0,0.4,0,2,0
766,0,0,1,0,0,0,1,0,0,52,22,1.0,0,4,1,1,1,0.596153846153846,0,1,1,0.0,0.31,1,2,1
1297,4,0,1,0,0,1,3,0,5,16,1.0,1,56,3,12,0.31,1,3.5,0,1,1,0.416666666666667,9,0,5,2
1299,8,0,1,5,0,1,3,1,7,16,0.3,1,87,1,0,0.4,2,2.68,0,0,1,0.551724137931034,1,12,1,1
776,2,2,1,0,0,1,2,0,12,9,0.39,0,87,0.4,2,10,1,12.1290322580645,1,0,1,0.735294117647059,9,0,1,1
1302,1,0,1,0,0,0,1,0,0,7,0.23,2,0,0.4,0,0,1,0.625,0,2,1,1.5,1,12,2,1
782,,,,,,,,,,,,,,,,,,,,,,,,,,
786,0,0,1,0,0,7,1,0,0,1,0.69,1,0,2,0,12,1,6.0,6,14,2,1.0,0.4,0,5,1
790,3,0,1,1,0,5,2,0,1,4,0.4,1,71,0.4,2,11,2,3.71428571428571,1,3,1,2.1,9,0,1,1
1307,0,0,1,0,0,2,1,0,0,3,0.28,0.4,0,9,2,6,1,1.0,1,12,1,0.6,1,0,2,0
1312,0,6,1,0,0,1,1,0,1,4,0.21,0,40,9,1.0,1,1,2.5,0,0,1,1.58333333333333,9,0,2,0
1060,7,0,1,1,1,2,1,3,7,53,3,1,97,4,0.4,11,1,2.6984126984127,0,0,1,0.52112676056338,0.96,0,2,0
754,,,,,,,,,,,,,,,,,,,,,,,,,,
462,,,,,,,,,,,,,,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,,,,,,,,,,,,,,,,,,,,,,,,,
847,,,,,,,,,,,,,,,,,,,,,,,,,,
492,,,,,,,,,,,,,,,,,,,,,,,,,,
676,,,,,,,,,,,,,,,,,,,,,,,,,,
