test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
172,0,4.0,0.0,1.0,2.0,4.0,2.0,2.0,74.998046875,2.0,3.0,16.0,0.38,0.0,92.0,1.0,0.0,1.0,2.0,3.92307692307692,1.0,1.0,0.0,0.498291015625,0.495867768595041,2.0,0.51,0.49,2,12501708984375.0
192,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,83.0,1.0,8.0,12.0,0.23,0.0,82.0,1.0,3.0,11.49609375,2.0,4.48275862068965,0.0,0.0,0.0,0.498291015625,0.326653306613226,2.0,0.53,0.47,2,12501708984375.0
195,0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,164.0,1.0,2.0,29.0,0.56,0.0,96.0,1.0,2.0,22.0,2.0,2.75,0.0,0.0,0.0,0.4990234375,0.796190476190476,2.0,0.53,0.47,1,6500976562500.0
202,0,0.0,32.0,1.0,0.0,0.0,4.0,1.0,170.49987906217575,1.0,0.0,0.0,3.5,0.0,0.0,1.0,1.0,6.0,1.0,4.17073170731707,0.0,0.0,0.0,0.0,0.715277777777778,0.0,0.5,0.5,1,1.7825943745372488
251,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,170.0,1.0,0.0,39.0,0.41,0.0,97.0,2.0,0.0,28.0,1.0,2.63529411764706,1.0,1.0,0.0,0.498046875,0.642647058823529,3.0,0.5,0.5,1,9501953125000.0
267,0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,132.0,4.0,9.0,14.0,0.24,0.0,89.0,2.0,2.0,11.49951171875,2.0,4.025,0.0,0.0,0.0,0.4951171875,0.531208499335989,2.0,0.51,0.49,2,38504882812500.0
268,0,14.0,5.0,1.0,3.0,0.0,1.0,3.0,200.0,15.0,7.0,29.0,0.20500854015350342,0.0,94.0,2.0,1.0,49.0,3.0,4.28712871287129,0.0,0.0,0.0,0.49951171875,0.9531012405260434,3.0,0.51,0.49,3,185500488281250.0
275,0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,37.0,1.0,7.0,19.0,0.06,0.0,92.0,2.0,1.0,42.0,1.0,4.33802816901408,0.0,0.0,0.0,0.49658203125,0.6510741970610272,3.0,0.5,0.5,2,17503417968750.0
282,0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,70.0,6.0,2.0,9.0,0.15,1.0,85.0,2.0,1.0,13.498659133911133,2.0,3.23076923076923,0.0,0.0,0.0,0.498046875,0.416531604538088,3.0,0.52,0.48,2,39501953125000.0
283,0,3.0,0.0,2.0,1.0,0.0,1.0,4.0,34.0,1.0,4.0,4.0,0.14,1.0,81.0,2.0,1.0,18.99853515625,1.0,3.92857142857143,0.0,1.0,0.0,0.0,0.586538461538462,2.0,0.5,0.5,1,2.361211669954013
284,0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,96.0,3.0,1.0,13.0,0.28,0.0,90.0,2.0,0.0,13.498779296875,2.0,2.91891891891892,0.0,1.0,0.0,0.498046875,0.459016393442623,2.0,0.54,0.46,2,16501953125000.0
299,0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,173.0,4.0,13.0,38.0,0.16,0.0,95.0,1.0,1.0,11.498905181884766,2.5,3.15957446808511,0.0,1.0,0.0,0.474609375,0.63271375464684,3.0,0.5,0.5,3,161532355324123.34
302,0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,60.0,3.0,3.0,16.0,0.2,0.0,92.0,1.0,2.0,19.0,3.0,5.15909090909091,1.0,1.0,0.0,0.498046875,0.439320388349515,2.0,0.52,0.48,1,14501953125000.0
432,0,4.0,6.0,1.0,18.0,0.0,0.0,2.0,56.0,3.0,3.0,15.499267578125,0.09,0.0,94.0,1.0,1.0,13.0,2.0,4.96491228070175,0.0,1.0,0.0,0.49987804889678955,0.749670619235837,3.0,0.51,0.49,2,1500121951103.2104
455,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,80.49560546875,1.0,3.0,9.0,0.29,0.0,89.0,2.0,0.0,18.0,2.0,4.22222222222222,0.0,1.0,0.0,0.0,0.587761674718196,0.0,0.5,0.5,1,4.480969198054144
543,0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,34.0,1.0,4.0,0.0,0.44,0.0,60.0,3.0,1.0,7.0,1.0,4.4,1.0,2.0,0.0,1.99951171875,0.40495867768595,0.0,0.51,0.49,1,3000488281250.0
546,0,8.0,0.0,1.0,2.0,1.0,1.0,3.0,119.0,11.0,30.0,9.498046875,0.12,0.0,93.0,1.0,2.0,47.0,3.0,4.63291139240506,0.0,0.0,0.0,0.4853515625,0.9532193904210848,1.0,0.51,0.49,3,70514648437500.0
548,0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,28.0,2.0,3.0,3.0,0.15,0.0,70.0,3.0,0.0,3.498779296875,2.0,3.6,0.0,1.0,0.0,4.0,0.430327868852459,0.0,0.5,0.5,1,4.55322430295442
567,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,48.0,2.0,9.0,10.0,0.25,0.0,90.0,2.0,3.0,15.0,2.0,2.84848484848485,0.0,1.0,0.0,0.496826171875,0.55,2.0,0.61,0.39,1,54503173828125.0
729,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,44.0,1.0,0.0,1.0,0.32,1.0,62.0,2.0,0.0,12.0,2.0,2.1875,0.0,0.0,0.0,0.4998781681060791,0.506787330316742,2.0,0.79,0.21,1,3500121831893.921
761,0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,70.0,5.0,2.0,15.0,0.15,0.0,83.0,2.0,1.0,15.499552845954895,2.0,4.57575757575758,0.0,0.0,0.0,0.0,0.658620689655172,1.0,0.5,0.5,1,1.8550003891957543
762,0,1.499878168106079,1.0,1.0,6.0,0.0,1.0,2.0,62.995428919792175,4.0,10.0,44.0,0.15,0.0,96.0,1.0,0.0,42.0,4.0,2.97916666666667,0.0,1.0,0.0,0.496337890625,0.633272058823529,4.0,0.5,0.5,3,18831791319362.598
773,0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,95.0,1.0,2.0,3.0,0.14,0.0,71.0,1.0,7.0,8.0,2.0,5.41176470588235,1.0,1.0,0.0,0.4998781681060791,0.457861635220126,3.0,0.55,0.45,1,3500121831893.921
786,0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,26.0,1.0,0.0,6.0,0.18,0.0,76.0,1.0,1.0,3.0,2.0,3.1,1.0,1.0,0.0,2.49169921875,0.282051282051282,1.0,0.51,0.49,1,51508300781250.0
790,0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,74.0,4.0,4.0,16.0,0.17,0.0,95.0,2.0,0.0,18.999269723892212,3.0,3.26666666666667,0.0,0.0,0.0,0.498046875,0.558260869565217,2.0,0.5,0.5,2,39501953125000.0
792,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.99755859375,1.0,0.0,40.0,0.21,0.0,97.0,1.0,0.0,0.0,1.0,2.61904761904762,1.0,1.0,0.0,1.0,0.814465408805031,1.0,0.5,0.5,1,4.625314737261315
793,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,27.0,1.0,0.0,6.0,0.16,0.0,74.0,1.0,0.0,2.0,1.0,7.5,2.0,1.0,0.0,1.499634027481079,0.691629955947137,3.0,0.56,0.44,1,2500365972518.921
795,0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,64.499755859375,7.0,4.0,19.0,0.2,0.0,92.0,1.0,0.0,11.498902797698975,5.0,3.42592592592593,0.0,0.0,0.0,0.0,0.556005398110661,5.0,0.5,0.5,2,7.798786928358792
805,0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,41.0,1.0,7.0,12.0,0.15,0.0,92.0,1.0,1.0,22.49951171875,2.0,2.7027027027027,0.0,0.0,0.0,0.49993896484375,0.658469945355191,2.0,0.51,0.49,2,500061035156.25
809,0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,35.0,1.0,4.0,4.0,0.1,0.0,80.0,3.0,0.0,18.99999886751175,2.0,4.625,0.0,0.0,0.0,0.0,0.514705882352941,0.0,0.5,0.5,0,3.8192643092571643e-07
1940,0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,182.0,1.0,0.0,1.0,1.3,0.0,0.0,1.0,0.0,9.0,2.0,1.53658536585366,1.0,1.0,0.0,0.498046875,0.809264305177112,1.0,0.63,0.37,1,16501953125000.0
1942,0,20.0,1.0,1.0,9.0,0.0,0.0,2.0,155.0,30.0,11.0,53.0,0.13,0.0,100.0,2.0,2.0,35.0,2.0,3.98387096774194,0.0,0.0,0.0,0.478515625,0.969341161121983,2.0,0.58,0.42,1,139521484375000.0
854,0,9.0,0.0,1.0,2.0,0.0,2.0,3.0,151.0,1.0,0.0,7.0,0.34,1.0,78.0,1.0,1.0,16.0,2.0,6.625,2.0,1.0,0.0,0.4998784065246582,0.606104651162791,3.0,0.54,0.46,1,7500121593475.342
861,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,23.0,1.0,0.0,4.0,0.35,0.0,65.0,2.0,0.0,5.0,2.0,2.75,1.0,1.0,0.0,3.5,0.682692307692308,0.0,0.5,0.5,1,12500000000000.0
863,0,5.499145984649658,0.0,1.0,12.0,0.0,1.0,2.0,79.0,5.0,0.0,8.49609375,0.19,0.0,94.0,1.0,0.0,3.0,3.0,3.1875,1.0,1.0,0.0,0.498046875,0.56794425087108,2.0,0.5,0.5,3,23929051121120.38
871,0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,65.0,4.0,1.0,35.0,0.09,0.0,93.0,1.0,0.0,16.0,2.0,2.73333333333333,0.0,1.0,0.0,0.498046875,0.8305100661057692,4.0,0.5,0.5,2,11501953125000.0
877,0,3.0,2.0,1.0,5.0,0.0,0.0,3.0,34.0,6.0,0.0,19.0,0.14,0.0,83.0,2.0,0.0,6.0,2.0,4.625,1.0,1.0,0.0,0.499267578125,0.515723270440252,3.0,0.51,0.49,1,4500732421875.0
893,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,4.0,0.43,0.0,57.0,1.0,0.0,2.0,1.0,4.0,2.0,1.0,0.0,3.499755859375,0.752941176470588,0.0,0.51,0.49,1,1500244140625.0
909,0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,53.0,4.0,16.0,20.0,0.11,3.0,90.0,1.0,0.0,49.0,2.0,7.03571428571429,3.0,1.0,0.0,0.49951171875,0.846645367412141,3.0,0.61,0.39,1,5500488281250.0
916,0,0.0,4.0,1.0,3.0,0.0,0.0,3.0,21.0,1.0,0.0,8.0,0.15,1.0,77.0,1.0,0.0,17.0,1.0,4.18181818181818,1.0,1.0,0.0,0.498046875,0.621890547263682,0.0,0.73,0.27,1,67501953125000.0
927,0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,136.0,3.0,9.0,15.49853515625,0.39,0.0,93.0,4.0,4.0,6.0,4.0,2.52083333333333,1.0,1.0,0.0,0.494384765625,0.487364620938628,2.0,0.54,0.46,2,44505615234375.0
928,0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,47.0,1.0,6.0,0.0,0.47,1.0,77.0,2.0,4.0,12.0,1.0,3.22222222222222,1.0,1.0,0.0,0.4998779892921448,0.594117647058824,3.0,0.64,0.36,1,500122010707.8552
929,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,80.493896484375,2.0,5.0,21.0,0.35,0.0,93.0,4.0,4.0,15.0,2.0,2.06818181818182,0.0,0.0,0.0,0.498046875,0.404907975460123,2.0,0.52,0.48,2,33501953125000.0
934,0,1.0,0.0,1.0,5.0,9.0,4.0,2.0,79.49719429016113,1.0,4.0,0.0,0.6,0.0,94.0,1.0,8.0,15.0,1.0,5.57142857142857,1.0,1.0,0.0,0.499267578125,0.552188552188552,3.0,0.5,0.5,2,4500732421875.0
960,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,36.0,1.0,6.0,0.0,0.33,1.0,88.0,2.0,1.0,6.498779296875,1.0,3.77777777777778,1.0,1.0,0.0,1.0,0.716763005780347,2.0,0.55,0.45,1,4.215978923216237
962,0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,45.0,1.0,1.0,15.0,0.18,0.0,89.0,1.0,1.0,8.0,3.0,2.46428571428571,0.0,0.0,0.0,2.499878168106079,0.681159420289855,1.0,0.54,0.46,1,3500121831893.921
972,0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,71.0,4.0,5.0,14.0,0.23,0.0,85.0,2.0,4.0,3.0,2.0,6.08108108108108,1.0,1.0,0.0,0.49951171875,0.659574468085106,1.0,0.63,0.37,1,10500488281250.0
990,0,0.0,0.0,1.0,4.0,4.0,4.0,2.0,57.0,1.0,0.0,6.0,0.59,0.0,91.0,1.0,0.0,0.0,1.0,6.375,1.0,1.0,0.0,3.999999761581421,0.52,1.0,0.5,0.5,0,238418.5791015625
992,0,5.0,0.0,2.0,0.0,15.0,0.0,4.0,21.0,1.0,1.0,3.0,0.08,1.0,100.0,1.0,0.0,1.0,1.0,6.75,0.0,1.0,0.0,0.498046875,0.547400611620795,2.0,0.61,0.39,1,9501953125000.0
1014,0,2.5,0.0,1.0,0.0,15.0,1.0,3.0,43.0,2.0,0.0,6.0,0.16,0.0,71.0,1.0,0.0,1.0,1.0,5.78260869565217,0.0,1.0,0.0,0.0,0.571428571428571,3.0,0.6,0.4,1,500000000000.0
1949,0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,19.0,1.0,1.0,4.0,0.18,2.0,62.0,2.0,0.0,3.0,1.0,3.25,2.0,6.0,0.0,2.4996343851089478,0.570422535211268,0.0,0.55,0.45,1,8500365614891.053
1950,0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,22.0,3.0,2.0,3.0,0.21,2.0,46.0,5.0,0.0,4.0,2.0,2.75,1.0,2.0,0.0,2.498779296875,0.577181208053691,1.0,0.5,0.5,1,20501220703125.0
1043,0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,54.46484375,1.0,0.0,5.0,0.23,3.0,81.0,5.0,6.0,12.0,1.0,3.14516129032258,0.0,2.0,0.0,0.498046875,0.475270039795338,3.0,0.5,0.5,2,9501953125000.0
1054,0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,50.0,1.0,12.0,6.0,0.13,4.0,76.0,5.0,1.0,13.0,1.0,4.89473684210526,0.0,1.0,0.0,3.49951171875,0.741992882562278,3.0,0.5,0.5,1,2500488281250.0
1059,0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,52.0,2.0,3.0,5.0,0.29,2.0,83.0,5.0,0.0,14.0,2.0,3.25,0.0,2.0,0.0,2.4998783469200134,0.928571428571429,3.0,0.54,0.46,1,6500121653079.986
1061,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,19.0,1.0,11.0,11.499879360198975,0.14,0.0,87.0,3.0,3.0,4.0,1.0,3.6875,1.0,0.0,0.0,0.0,0.790960451977401,0.0,0.51,0.49,1,1.6863082691213664
1957,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,24.0,1.0,7.0,8.0,0.21,0.0,78.0,2.0,0.0,6.0,1.0,3.58333333333333,1.0,2.0,0.0,2.5,0.948717948717949,0.0,0.56,0.44,1,2500000000000.0
1103,0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,28.0,6.0,6.0,8.0,0.09,2.0,85.0,2.0,0.0,6.0,3.0,3.05,0.0,0.0,0.0,2.49609375,0.413793103448276,1.0,0.53,0.47,1,21503906250000.0
1165,0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,54.0,2.0,1.0,13.499390125274658,0.16,0.0,95.0,5.0,0.0,4.0,2.0,1.25862068965517,0.0,0.0,0.0,0.0,0.757028112449799,2.0,0.5,0.5,1,3.7101105319854533
1255,0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,23.0,2.0,9.0,10.0,0.14,0.0,79.0,2.0,2.0,4.0,2.0,3.07142857142857,0.0,1.0,0.0,0.49993896484375,0.52803738317757,3.0,0.64,0.36,1,500061035156.25
1996,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,2.0,3.0,1.0,0.36,1.0,25.0,2.0,2.0,8.0,2.0,0.625,0.0,1.0,0.0,2.5,1.0,0.0,0.55,0.45,1,1500000000000.0
1998,0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,27.0,7.0,0.0,12.0,0.18,1.0,75.0,2.0,0.0,8.0,2.0,2.83333333333333,1.0,2.0,0.0,4.49560546875,1.0,0.0,0.5,0.5,1,61504394531250.0
1467,0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,46.0,1.0,6.0,11.0,0.06,5.0,82.0,4.0,2.0,16.0,1.0,4.4375,1.0,1.0,0.0,0.490478515625,0.493445692883895,1.0,0.58,0.42,1,48509521484375.0
2004,0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,22.0,8.0,3.0,9.0,0.09,1.0,81.0,4.0,0.0,11.0,2.0,2.41176470588235,0.0,1.0,0.0,1.482421875,0.632786885245902,0.0,0.5,0.5,1,90517578125000.0
2005,0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,22.0,10.0,4.0,6.0,0.11,1.0,78.0,4.0,0.0,9.0,2.0,2.05263157894737,0.0,1.0,0.0,2.48828125,0.918819188191882,1.0,0.57,0.43,1,88511718750000.0
1535,0,3.0,1.0,1.0,3.0,0.0,5.0,2.0,140.0,6.0,0.0,1.0,0.41,5.0,79.0,5.0,2.0,10.0,2.0,1.91304347826087,1.0,1.0,0.0,0.498291015625,0.514469453376206,1.0,0.62,0.38,1,12501708984375.0
2032,0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,17.0,1.0,1.0,6.0,0.15,5.0,61.0,2.0,0.0,8.0,1.0,2.66666666666667,1.0,2.0,0.0,2.4996343851089478,1.0,0.0,0.51,0.49,1,8500365614891.053
1732,0,5.0,0.0,1.0,5.0,2.0,2.0,3.0,49.0,3.0,4.0,13.0,0.21,1.0,84.0,1.0,0.0,8.0,2.0,4.25,0.0,0.0,0.0,1.499634027481079,0.420886075949367,3.0,0.54,0.46,1,2500365972518.921
1744,0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,125.0,1.0,1.0,3.0,0.94,0.0,79.0,1.0,0.0,6.0,5.0,2.60869565217391,0.0,1.0,0.0,0.494384765625,0.681818181818182,1.0,0.6,0.4,1,26505615234375.0
1866,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,21.0,1.0,2.0,0.0,0.14,0.0,0.0,1.0,2.0,10.0,2.0,2.25,0.0,1.0,0.0,0.4951171875,0.605263157894737,0.0,0.76,0.24,1,168504882812500.0
2042,0,16.0,0.0,1.0,0.0,5.0,0.0,3.0,75.0,4.0,0.0,14.0,0.13,0.0,77.0,2.0,0.0,8.0,2.0,4.84,0.0,0.0,0.0,3.4991459250450134,1.0,0.0,0.5,0.5,1,3500854074954.9863
2049,0,5.0,6.0,2.0,16.0,2.0,0.0,2.0,61.0,3.0,1.0,21.0,0.11,0.0,94.0,1.0,1.0,9.9989013671875,2.0,3.78571428571429,0.0,1.0,0.0,73.0,0.974965229485396,1.0,0.5,0.5,1,2.023842787269148
