,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1390,,,,,,,,,,,,,,,,,,,,,,,,
965,,,,,,,,,,,,,,,,,,,,,,,,
970,,,,,,,,,,,,,,,,,,,,,,,,
993,,,,,,,,,,,,,,,,,,,,,,,,
994,,,,,,,,,,,,,,,,,,,,,,,,
995,,,,,,,,,,,,,,,,,,,,,,,,
996,,,,,,,,,,,,,,,,,,,,,,,,
1404,,,,,,,,,,,,,,,,,,,,,,,,
1405,1,1,3,0,44,6,8,0.16,0,91,2,0,4,3,2.5,0,0,1,0.7000000000000001,0,1.0,0,1,0
1059,1,1,8,5,80,1,0,0.39,0,0,1,0,17,1,4.4,0,1,1,1.18181818181818,0,0.14,0,3,2
1069,,,,,,,,,,,,,,,,,,,,,,,,
1074,,,,,,,,,,,,,,,,,,,,,,,,
1150,,,,,,,,,,,,,,,,,,,,,,,,
1152,,,,,,,,,,,,,,,,,,,,,,,,
1238,,,,,,,,,,,,,,,,,,,,,,,,
1284,,,,,,,,,,,,,,,,,,,,,,,,
1286,1,1,0,0,25,2,4,0.25,0,67,2,0,2,2,1.83333333333333,0,1,1,1.22222222222222,0,0.9,0,1,1
1287,,,,,,,,,,,,,,,,,,,,,,,,
1294,,,,,,,,,,,,,,,,,,,,,,,,
1305,,,,,,,,,,,,,,,,,,,,,,,,
1312,0,1,0,2,115,5,2,4.06,0,99,2,3,3,1,1.81481481481481,0,0,1,0.0,0,0.6,0,4,2
1314,2,1,6,2,48,1,0,0.55,0,72,1,0,3,1,12.4285714285714,0,1,2,0.909090909090909,0,1.0,0,4,0
1322,0,0,1,2,86,1,0,0.26,0,0,0,0,0,0,0.0,0,0,1,0.806451612903226,0,0.75,0,3,1
