test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
1360,0,5.0,2.0,2.0,7.0,3.0,4.0,4.0,0.0,18.0,11.0,0.59,0.0,69.0,3.0,0.0,5.999756455421448,1.0,4.44444444444444,1.0,4.38888888888889,1.0,1.0,1.17391304347826,490.0,1.0,0.0,3.0,6.0,0.9374428391456604,0.0625571608543396,1,0.4497152625068803
42,0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,9.0,0.25,0.0,76.0,3.0,2.0,8.0,1.0,4.0,1.0,7.16666666666667,1.0,1.0,0.928571428571429,54.957763671875,0.333333333333333,0.0,3.0,2.0,0.6781547665596008,0.32184523344039917,1,5.335903643725386
44,0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,1.0,10.0,10.0,0.47,0.0,75.0,4.0,2.0,3.0,1.0,3.36363636363636,0.0,3.27272727272727,1.0,0.0,0.882352941176471,48.9990234375,0.375,0.0,4.0,0.0,0.6268165111541748,0.3731834590435028,1,5.97847076274156
48,0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,6.0,13.0,0.87,0.0,72.0,2.0,1.0,11.0,1.0,3.69230769230769,1.0,4.0,1.0,1.0,1.3750976562499986,364.0,0.363636363636364,0.0,6.0,1.0,0.6554193496704102,0.34458065032958984,1,1.157784638746437
63,0,0.0,0.0,1.0,1.0,0.0,8.0,2.0,0.0,5.0,10.0,0.82,0.0,70.0,2.0,1.0,9.0,1.0,5.2,2.0,3.9628266215324395,2.0,1.0,1.42857142857143,361.0,0.333333333333333,0.0,3.0,1.0,0.6059521436691284,0.39404788613319397,1,1.2307987672405816
65,0,0.0,0.0,1.0,2.0,0.0,5.0,3.0,0.0,4.0,6.0,0.81,0.0,66.0,2.0,0.0,5.999267578125,1.0,3.5,2.0,5.0,2.0,1.0,0.545454545454545,452.0,0.384615384615385,0.0,4.0,4.0,0.7582863569259644,0.24171364307403564,1,0.8994856832308333
72,0,3.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,8.0,0.55,1.0,78.0,4.0,0.0,5.0,1.0,5.81818181818182,2.0,6.36363636363636,1.0,1.0,1.30769230769231,117.92992448806763,0.5,0.0,3.0,3.0,0.6100798845291138,0.38992011547088623,1,10.334120510403162
73,0,7.0,0.0,1.0,7.0,0.0,2.0,10.0,0.0,4.998779296875,58.0,0.6,1.0,86.0,3.0,3.0,14.0,2.0,2.84615384615385,0.0,3.61538461538462,0.0,1.0,0.539473684210526,1173.0,0.384615384615385,0.0,1.0,6.0,0.5084728002548218,0.49152716994285583,1,10.117773068634454
80,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,0.52,0.0,0.0,2.0,1.0,9.0,1.0,6.33333333333333,4.0,7.33333333333333,3.0,1.0,0.714285714285714,113.0,0.8333468702104354,0.0,3.0,0.0,0.5562028884887695,0.4437970817089081,1,0.5246221850336799
82,0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,1.08,0.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,1.6,1.0,1.0,0.0,80.9951171875,0.428571428571429,0.0,2.0,1.0,0.5224089622497559,0.47759106755256653,1,1.594400586576972
85,0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,0.39,0.0,0.0,4.0,0.0,3.0,1.0,2.0,0.0,1.85714285714286,1.0,1.0,0.0,133.9934132695198,0.428571428571429,0.0,2.0,2.0,0.5467705726623535,0.4532293975353241,1,1.7784048517493352
86,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,14.0,0.12,0.0,0.0,4.0,0.0,10.0,1.0,4.14285714285714,1.0,3.85714285714286,2.0,1.0,0.8182420041380803,312.0,0.285714285714286,0.0,3.0,1.0,0.5163581371307373,0.4836418926715851,1,0.7712603311740469
89,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.83,0.0,87.0,4.0,0.0,4.0,1.0,1.0,0.0,2.2,1.0,1.0,0.9190696477890004,124.0,0.428571428571429,0.0,2.0,1.0,0.5073065757751465,0.4926934242248535,1,1.2159611130808632
90,0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.5,0.0,0.0,4.0,0.0,4.0,1.0,2.0,0.0,2.75,1.0,1.0,0.545454545454545,138.99612426757812,0.5,0.0,5.0,1.0,0.503699541091919,0.49630048871040344,1,0.8585616095931292
92,0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,7.0,1.2,0.0,0.0,4.0,0.0,3.0,1.0,1.0,1.0,1.71428571428571,1.0,1.0,0.0,156.99124145507812,0.5,0.0,1.0,2.0,0.5097290873527527,0.4902709126472473,1,3.372722322729066
94,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.54,0.0,0.0,4.0,0.0,8.0,1.0,2.0,1.0,5.5,5.0,1.0,0.75,79.0,0.7777832031249999,0.0,2.0,2.0,0.5940265655517578,0.4059734344482422,1,0.5096225591858766
95,0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.43,5.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,2.33333333333333,2.0,1.0,0.0,117.99462890625,0.333333333333333,0.0,3.0,3.0,0.579334020614624,0.420665979385376,1,4.38435460719331
101,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.3,0.0,0.0,4.0,0.0,2.0,1.0,1.8,0.0,1.2,1.0,1.0,0.416666666666667,69.99658203125,0.4,0.0,3.0,0.0,0.5114636421203613,0.48853635787963867,1,2.790043840941197
104,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,0.27,0.0,91.0,4.0,0.0,4.0,1.0,1.5,0.0,2.125,1.0,1.0,0.0,39.979248046875,0.428571428571429,0.0,3.0,0.0,0.626591682434082,0.37340834736824036,1,5.764466353737269
110,0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,7.0,12.0,0.21,0.0,68.0,4.0,0.0,5.999267578125,1.0,3.13333333333333,1.0,4.46666666666667,2.0,1.0,0.263157894736842,252.0,0.333333333333333,0.0,3.0,2.0,0.7936216592788696,0.20637831091880798,1,4.047109227454236
114,0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,13.0,0.3,1.0,75.0,3.9999998211860657,0.0,30.0,1.0,2.53333333333333,0.0,4.53333333333333,1.0,1.0,0.368421052631579,334.0,0.363636363636364,0.0,3.0,2.0,0.6405776143074036,0.35942238569259644,0,1.2060834642113605e-07
115,0,1.0,0.0,1.0,22.0,1.0,0.0,2.0,2.0,6.0,12.0,0.07,0.0,87.0,3.9999998211860657,0.0,12.0,1.0,4.53333333333333,1.0,3.66666666666667,1.0,1.0,0.277777777777778,54.98854744434357,0.428571428571429,0.0,4.0,2.0,0.6203023195266724,0.37969765067100525,1,9.903101816086194
116,0,11.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,8.0,8.0,0.2,4.0,33.0,4.0,0.0,5.999267578125,1.0,4.05263157894737,0.0,6.78947368421053,1.0,1.0,0.227272727272727,82.98095703125,0.3,0.0,3.0,2.0,0.5151494741439819,0.4848504960536957,2,23.227253296209085
120,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.66,1.0,0.0,4.0,0.0,3.0,1.0,1.125,1.0,2.0,2.0,1.0,0.0,138.98023438453674,0.375,0.0,3.0,3.0,0.5070137977600098,0.49298620223999023,1,2.5452756709791373
133,0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,6.0,6.0,0.38,0.0,75.0,3.9999998211860657,0.0,5.0,1.0,3.14285714285714,1.0,4.57142857142857,2.0,1.0,1.0,153.0,0.333333333333333,0.0,4.0,2.0,0.611484706401825,0.38851529359817505,0,1.2060834642113605e-07
134,0,0.0,1.0,1.0,3.0,2.0,4.0,3.0,0.0,4.0,6.0,0.86,0.0,100.0,2.0,0.0,5.999267935752869,1.0,5.28571428571429,2.0,4.85714285714286,1.0,1.0,0.818181818181818,263.0,0.333333333333333,0.0,2.0,2.0,0.9597625732421875,0.0402374193072319,1,0.6746553496664545
149,0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,5.0,3.0,0.58,1.0,44.0,2.0,0.0,5.999267578125,1.0,3.66666666666667,2.0,6.66666666666667,2.0,1.0,0.0,17.0,0.285714285714286,0.0,3.0,4.0,0.9492202401161194,0.05077974870800972,1,0.8994856832308333
160,0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.33,2.0,66.0,2.0,0.0,5.999268293380737,2.0,4.0,3.0,8.33333333333333,7.0,1.0,2.0,145.0,0.333333333333333,0.0,1.0,3.0,0.6980464458465576,0.3019535541534424,1,2.0236367882137776
161,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.49,3.0,0.0,2.0,0.0,8.0,2.0,4.0,4.0,7.3984375,18.0,16.0,6.0,29.0,0.333333333333333,0.0,3.0,2.0,0.5697634220123291,0.4302366077899933,1,4.767103961506917
265,0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,5.0,0.28,3.0,100.0,2.0,4.0,5.99853515625,1.0,11.4285714285714,1.0,11.4285714285714,4.0,1.0,0.888888888888889,23.0,0.833333333333333,0.0,2.0,0.0,0.7483473420143127,0.25165265798568726,1,4.49693440436744
291,0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,6.0,12.0,0.48,0.0,53.0,1.0,0.0,5.99658203125,2.0,10.1538461538462,2.0,3.53846153846154,1.0,1.0,0.375,175.0,0.5,0.0,1.0,2.0,0.9638416171073914,0.03615839406847954,1,3.1483920070027542
297,0,1.0,0.0,1.0,6.0,0.0,1.0,3.0,25.0,23.0,7.0,0.24,0.0,93.0,4.0,7.0,5.999268531799316,1.0,5.39393939393939,1.0,3.24242424242424,1.0,1.0,0.405405405405405,32.9677734375,0.375,0.0,1.0,3.0,0.5113677978515625,0.4886322021484375,2,10.797438852638376
324,0,0.0,1.0,1.0,0.0,8.0,5.0,3.0,0.0,4.0,10.0,0.52,0.0,12.0,3.0,0.0,5.999512672424316,2.0,4.27272727272727,2.0,4.63636363636364,2.0,1.0,0.3999023437499999,54.0,0.333333333333333,0.0,4.0,5.0,0.5779897570610046,0.42201024293899536,2,0.9763019469476004
326,0,8.0,1.0,2.0,1.0,0.0,4.0,3.0,0.0,8.0,13.0,0.31,1.0,83.0,3.0,0.0,30.0,1.0,3.22727272727273,1.0,2.99978915127841,1.0,1.0,1.33333333333333,406.0,0.608695652173913,2.0,3.0,3.0,0.6272203922271729,0.37277957797050476,1,1.4512718989131115
328,0,7.0,5.0,1.0,5.0,2.0,1.0,34.0,4.0,16.998046875,90.0,0.12,3.0,84.0,4.0,27.0,52.0,2.0,4.61320754716981,0.0,2.5991901901533003,0.0,1.0,0.361702127659574,783.0,0.392857142857143,2.0,2.0,9.0,0.5657573342323303,0.4342426657676697,2,6.603311243730543
332,0,0.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,12.0,0.4301071896553039,1.0,86.0,1.0,0.0,18.0,3.0,4.7,2.0,2.666221642494202,0.0,1.0,0.863636363636364,19.0,0.5,0.0,2.0,2.0,0.5109260678291321,0.4890739321708679,2,1.0737877781974872
333,0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,6.0,25.0,0.41,0.0,84.0,2.0,0.0,22.0,1.0,3.26666666666667,0.0,4.3,0.0,1.0,0.818181818181818,32.0,0.2221951087315875,0.0,3.0,2.0,0.8233159780502319,0.17668403685092926,1,0.14992341103682122
334,0,2.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,2.99658203125,24.0,0.37,3.0,100.0,2.0,0.0,5.998046875,2.0,2.77777777777778,0.0,5.62962962962963,0.0,1.0,0.6875,40.0,0.375,0.0,2.0,5.0,0.5747445821762085,0.4252553880214691,2,6.613650575782628
343,0,4.0,0.0,1.0,0.0,2.0,1.0,4.0,2.0,2.0,6.0,0.15,8.0,25.0,2.0,0.0,5.9970703125,2.0,4.41666666666667,0.0,9.0,2.0,1.0,0.941176470588235,37.0,0.454545454545455,0.0,3.0,3.0,0.5691148042678833,0.4308852255344391,1,4.272433492399776
347,0,8.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,9.0,14.0,0.4300562820434569,0.0,78.0,2.0,0.0,26.0,2.0,4.27272727272727,0.0,2.999634065411309,0.0,1.0,1.3448275862069,160.0,0.384615384615385,0.0,5.0,2.0,0.56953364610672,0.43046635389328003,2,1.4914904051916236
350,0,16.0,0.0,1.0,18.0,12.0,2.0,11.0,5.0,4.99658203125,78.0,0.49,0.0,95.0,2.0,0.0,16.0,2.0,3.19191919191919,0.0,3.23232323232323,0.0,1.0,0.756521739130435,145.0,0.375,0.0,3.0,9.0,0.5571104288101196,0.44288960099220276,1,7.420551048409072
354,0,10.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,5.0,7.0,0.5300370483398437,1.0,88.0,4.0,0.0,23.0,2.0,2.89473684210526,0.0,1.6663799285888663,0.0,1.0,1.73913043478261,39.0,0.555555555555556,0.0,3.0,7.0,0.5265222787857056,0.47347769141197205,2,1.7361744737419833
364,0,0.0,0.0,3.0,0.0,0.0,17.0,1.0,4.0,0.0,1.0,0.66,2.0,0.0,2.0,0.0,5.999757647514343,1.0,4.0,3.0,11.2,2.0,1.0,2.375,353.0,0.375,0.0,2.0,5.0,0.5704232454299927,0.4295767545700073,1,0.2248847413295184
365,0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,7.0,7.0,7.0,0.35,0.0,62.0,2.0,0.0,13.0,1.0,4.3125,1.0,5.0,1.0,1.0,1.35,54.970703125,0.428571428571429,0.0,1.0,5.0,0.527641773223877,0.47235822677612305,1,11.589875797891555
379,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,7.0,0.23,0.0,61.0,2.0,0.0,7.0,1.0,3.25,0.0,4.0,1.0,1.0,0.545454545454545,54.99267578125,0.25,0.0,1.0,4.0,0.7639326453208923,0.23606735467910767,1,2.1463315127830676
380,0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,6.0,2.0,0.35,1.0,55.0,2.0,0.0,5.999267578125,1.0,4.5,0.0,5.33333333333333,1.0,1.0,0.888888888888889,151.0,0.4,0.0,1.0,4.0,0.7877649664878845,0.21223501861095428,1,2.6981277085013495
381,0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,6.0,33.0,0.16,0.0,95.0,4.0,0.0,19.0,1.0,2.13888888888889,0.0,3.5,1.0,1.0,1.4547308838741275,615.0,0.666666666666667,0.0,2.0,3.0,0.553188681602478,0.44681134819984436,1,1.2147384572520274
533,0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,9.0,10.0,0.36,1.0,100.0,4.0,0.0,6.0,1.0,2.5,0.0,5.6,1.0,1.0,1.4546840122767843,339.0,1.0,0.0,1.0,3.0,0.612989068031311,0.38701096177101135,2,1.3638392405053568
534,0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,9.0,10.0,0.38,1.0,100.0,4.0,0.0,5.0,1.0,2.5,0.0,5.4,1.0,1.0,0.625,32.99928563833237,0.4,0.0,1.0,3.0,0.5053660869598389,0.49463388323783875,1,9.197623166968913
537,0,7.0,0.0,1.0,1.0,1.0,2.0,7.0,3.0,9.0,52.0,0.22,1.0,84.9970703125,4.0,0.0,5.992919921875,1.0,2.74193548387097,0.0,4.5,0.0,1.0,0.457142857142857,1293.0,0.384615384615385,0.0,2.0,2.0,0.5834012031555176,0.4165988266468048,2,8.548458357088016
538,0,7.0,0.0,1.0,1.0,1.0,2.0,5.0,5.0,6.0,25.99463152885437,0.23,1.0,97.0,4.0,0.0,5.999267578125,1.0,2.76666666666667,0.0,4.26666666666667,0.0,1.0,0.454545454545455,0.884765625,0.363636363636364,0.0,1.0,3.0,0.5491257905960083,0.4508742392063141,3,38.02465437934145
556,0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,5.0,4.0,0.64,0.0,25.0,2.0,1.0,9.0,1.0,5.75,3.0,7.0,4.0,1.0,1.2189101725816727,89.0,1.0,0.0,4.0,4.0,0.5509001016616821,0.44909992814064026,2,0.8522191399921348
580,0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,7.0,0.22,0.0,0.0,4.0,0.0,14.0,1.0,1.875,0.0,5.0,2.0,1.0,0.30015785694122277,116.0,1.0,0.0,6.0,0.0,0.5251495838165283,0.4748503863811493,2,0.9830981693894562
660,0,7.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,7.0,13.0,0.55,0.0,75.0,2.0,0.0,20.0,2.0,3.9,0.0,3.65,0.0,1.0,0.7247712053571429,53.0,0.428571428571429,0.0,2.0,4.0,0.5099515914916992,0.4900483787059784,1,0.05923386201579975
661,0,5.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,6.0,14.0,0.84,0.0,75.0,2.0,0.0,5.99658203125,2.0,4.68421052631579,1.0,4.36842105263158,1.0,1.0,0.818181818181818,35.0,0.375,0.0,2.0,4.0,0.8433513045310974,0.1566486954689026,1,3.1483920070027542
673,0,5.0,0.0,1.0,33.0,0.0,3.0,1.0,0.0,9.0,7.0,0.47,0.0,92.0,4.0,0.0,8.0,1.0,6.0,1.0,7.33333333333333,2.0,1.0,1.4286202112833648,152.0,1.0,0.0,4.0,2.0,0.524993896484375,0.475006103515625,2,1.0990354848153974
675,0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,6.0,0.1,9.0,71.0,4.0,0.0,5.999756574630737,1.0,4.42857142857143,1.0,7.85714285714286,2.0,1.0,0.666666666666667,387.0,0.666666666666667,0.0,2.0,1.0,0.5357522368431091,0.46424776315689087,1,0.22488498254621114
704,0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,0.76,0.0,50.0,1.0,0.0,5.999878227710724,2.0,3.5,2.0,4.0,2.0,1.0,1.0,3.0,0.5,0.0,1.0,2.0,0.9431132674217224,0.05688675493001938,1,0.22485763125344022
731,0,1.0,0.0,3.0,0.0,3.0,2.0,3.0,0.0,3.0,9.0,0.2,3.0,50.0,3.0,0.0,16.0,2.0,2.7,0.0,4.6,1.0,1.0,1.35714285714286,31.0,1.0,0.0,3.0,8.0,0.6492224931716919,0.3507775068283081,1,0.8993210126342477
757,0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,7.0,8.0,1.0,0.0,71.0,2.0,1.0,5.999267935752869,1.0,20.25,1.0,4.625,1.0,1.0,0.583333333333333,204.0,0.545454545454545,0.0,5.0,6.0,0.8361117243766785,0.16388826072216034,1,0.6746553496664545
759,0,1.0,0.0,1.0,10.0,0.0,3.0,1.0,0.0,7.0,11.0,0.78,0.0,89.0,4.0,0.0,8.0,1.0,5.75,1.0,3.91666666666667,1.0,1.0,0.928571428571429,49.998046875,0.466666666666667,0.0,4.0,3.0,0.5008507966995239,0.49914923310279846,1,3.6177830446818366
761,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,5.0,6.0,0.72,0.0,45.0,2.0,0.0,8.0,1.0,4.5,2.0,4.83333333333333,3.0,1.0,1.4547247023809506,223.0,0.5,0.0,7.0,1.0,0.731280505657196,0.26871949434280396,1,1.4836397878950103
762,0,0.0,0.0,1.0,0.0,5.0,8.0,1.0,0.0,4.0,10.0,1.5,0.0,75.0,3.9999998211860657,0.0,4.0,1.0,10.5,1.0,3.3,1.0,1.0,0.833333333333333,148.0,0.5,0.0,8.0,2.0,0.8401454091072083,0.15985457599163055,0,1.2060834642113605e-07
876,0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,6.0,7.0,26.0,0.8600997775793071,0.0,76.0,2.0,0.0,16.0,2.0,3.67647058823529,0.0,3.14705882352941,1.0,1.0,0.805555555555556,46.0,0.5,0.0,3.0,6.0,0.5168647766113281,0.4831351935863495,1,0.9697907762932041
892,0,3.0,31.0,1.0,0.0,7.0,1.0,5.0,9.0,1.99462890625,40.0,0.24,0.0,90.0,2.0,1.0,5.9970703125,2.0,6.04819277108434,1.0,4.19277108433735,1.0,1.0,0.876404494382023,537.0,0.521739130434783,1.0,3.0,9.0,0.5016636252403259,0.4983363747596741,2,15.289136587405276
937,0,1.0,0.0,1.0,0.0,3.0,11.0,1.0,6.0,2.0,5.0,1.01,0.0,66.0,2.0,0.0,5.999267935752869,1.0,6.5,2.0,4.83333333333333,2.0,1.0,2.14285714285714,192.0,0.5,0.0,4.0,4.0,0.7252827882766724,0.27471718192100525,1,0.6746553496664545
939,0,14.0,0.0,1.0,10.0,5.0,4.0,4.0,21.0,38.0,44.0,0.38,0.0,100.0,2.0,6.0,36.0,2.0,7.13924050632911,0.0,4.0253164556962,0.0,0.0,1.4546183376085193,218.0,1.0,0.0,5.0,8.0,0.5922054052352905,0.4077945649623871,2,0.8630714152560593
941,0,28.0,0.0,5.0,10.0,3.0,0.0,1.0,1.0,11.0,7.0,1.040034598112106,0.0,88.0,1.0,0.0,3.0,2.0,5.11111111111111,1.0,4.80555555555556,1.0,1.0,1.68421052631579,10.0,0.5,0.0,5.0,4.0,0.6013583540916443,0.3986416459083557,1,2.171090057394811
1009,0,1.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,6.0,12.0,0.56,0.0,27.0,3.0,2.0,18.0,2.0,3.78571428571429,1.0,3.71428571428571,0.0,1.0,1.375204031808034,171.0,0.642857142857143,0.0,3.0,1.0,0.7803573608398438,0.21964266896247864,1,1.2130518266494636
1012,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.79,0.0,0.0,2.0,0.0,0.0,1.0,1.25,0.0,1.75,1.0,1.0,0.5,39.99682807922363,0.5,0.0,3.0,0.0,0.906894326210022,0.09310566633939743,1,0.5826119936958349
1013,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.71,0.0,0.0,2.0,0.0,0.0,1.0,1.25,0.0,1.75,1.0,1.0,0.5,48.9995174407959,0.4,0.0,3.0,0.0,0.522913932800293,0.47708606719970703,1,0.3066015034768097
1098,0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,6.0,10.0,0.6,1.0,83.0,3.0,0.0,2.0,1.0,3.58333333333333,1.0,4.91666666666667,1.0,1.0,1.73333333333333,39.996832728385925,0.6,0.0,3.0,1.0,0.6396545171737671,0.3603455126285553,1,0.643929192929296
1104,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,6.0,0.3,0.0,53.0,2.0,1.0,2.0,2.0,4.75,1.0,3.125,0.0,1.0,1.3750200331211087,7.0,0.666666666666667,0.0,6.0,0.0,0.5361733436584473,0.46382662653923035,1,0.36386107015717006
1113,0,3.0,0.0,1.0,3.0,1.0,3.0,5.0,0.0,7.0,24.0,0.46,0.0,100.0,2.0,4.0,4.0,2.0,5.666179094049675,0.0,4.0,0.0,1.0,1.22857142857143,426.0,0.769230769230769,0.0,2.0,2.0,0.6057476997375488,0.3942522704601288,1,5.336234432213996
