,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
428,1,2,2,2,0,0.31,0,87,2,2,14,2,4.02941176470588,0,5.29411764705882,1,1,1.3,0,4,0.357142857142857,1,4,8
1461,1,1,0,6,0,0.67,0,65,1,0,14,2,5.23076923076923,1,5.76923076923077,1,1,0.941176470588235,0,4,0.5,1,1,2
466,0,1,0,2,0,2.25,0,100,1,1,14,2,2.5,0,0.86,0,1,0.0,0,4,0.15000000000000002,1,2,8
470,4,2,1,5,5,0.37,2,87,2,0,19,4,8.48,0,7.04,1,1,1.37037037037037,0,4,0.15000000000000002,1,6,3
476,1,1,0,4,0,1.85,0,100,1,1,8,2,5.79545454545455,0,0.818181818181818,0,1,0.0,0,4,0.15000000000000002,1,4,3
550,1,4,0,1,0,0.08,0,56,2,0,14,1,7.66666666666667,3,19.5833333333333,5,2,2.64285714285714,1,4,0.5,1,2,3
640,1,1,1,4,0,0.51,0,90,1,1,9,2,6.0,2,5.0,1,1,0.894736842105263,0,4,0.25,1,2,3
648,0,2,1,7,0,0.71,0,85,1,0,14,1,5.71428571428571,4,5.42857142857143,2,1,1.44444444444444,0,3,0.5,1,3,3
1516,0,1,1,1,0,0.2,1,70,1,0,14,1,4.41666666666667,1,8.58333333333333,1,1,0.857142857142857,0,4,0.5,1,1,1
1519,0,1,1,4,0,0.37,1,64,1,0,14,1,3.375,2,7.25,1,1,1.1,0,4,0.5,1,1,2
749,0,1,1,0,0,0.1,0,69,1,0,19,2,3.875,1,8.5,1,1,0.458333333333333,0,4,0.5,1,4,0
1529,0,1,1,1,0,0.22,1,60,1,0,19,1,3.71428571428571,1,7.57142857142857,2,1,2.22222222222222,0,4,0.45,1,1,2
832,1,1,1,2,0,0.22,2,78,1,1,19,1,4.14285714285714,1,8.21428571428571,1,1,0.75,0,4,0.15000000000000002,0,4,3
1564,1,2,1,3,0,0.2,2,25,3,0,19,1,4.0,1,15.9166666666667,0,1,1.4375,0,4,0.9500000000000001,1,1,1
880,6,1,1,2,0,0.34,0,44,1,0,14,2,1.78571428571429,0,6.5,0,1,0.238095238095238,0,4,0.15000000000000002,1,3,3
899,1,1,4,1,0,0.22,1,84,4,0,14,2,4.5,0,7.07142857142857,2,1,0.9,0,4,0.4,1,1,3
913,0,1,1,0,0,0.09,5,44,1,0,19,1,4.5,1,11.8,1,1,0.583333333333333,0,4,0.45,1,3,3
28,0,1,1,2,0,0.16,2,71,1,0,14,2,4.3125,1,6.375,1,1,0.473684210526316,0,4,0.25,1,3,3
1602,0,1,1,4,0,0.43,0,89,1,0,19,2,7.0,2,4.6,1,1,1.0,0,4,0.45,1,1,3
1607,0,1,1,1,0,0.23,0,71,1,0,14,1,4.35714285714286,0,5.92857142857143,0,1,0.5,0,4,0.5,1,1,2
1002,0,1,1,5,0,0.28,1,50,1,0,14,2,2.44444444444444,1,9.33333333333333,1,1,0.692307692307692,0,4,0.15000000000000002,1,1,2
1006,1,1,1,4,0,0.27,1,44,3,0,19,1,3.0,0,6.25,1,1,0.666666666666667,0,4,0.5,0,4,5
