,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
117,2.0,0.0,100.0,0.0,1.0,1.0,1.0,100.0,3.0,0.0,-2.220446049250313e-16,50.0,0.0,2.0,0.0,5.0,1.0,0.0,1.0,0.0,0.5,0.0,3.0,3.0,3.0
1641,0.0,9.0,13.0,165.0,1.0,6.0,5.0,165.0,1.0,13.0,-2.220446049250313e-16,2.0,1.0,2.0,0.0,25.0,1.0,2.0,2.0,0.0,0.6,0.0,1.0,2.0,1.0
1143,23.0,64.0,1.0,2.0,1.0,1.0,2.0,64.0,2.0,7.0,10.0,23.0,0.0,3.0,0.0,7.0,2.0,1.0,1.0,0.0,0.5,0.0,2.0,2.0,5.0
987,,,,,,,,,,,,,,,,,,,,,,,,,
2414,0.0,103.0,1.0,0.0,6.0,6.0,6.0,103.0,1.0,0.0,12.0,10.0,8.0,2.0,0.0,11.0,2.0,1.0,1.0,0.0,0.8,0.0,4.0,2.0,2.0
106,,,,,,,,,,,,,,,,,,,,,,,,,
2617,,,,,,,,,,,,,,,,,,,,,,,,,
1861,,,,,,,,,,,,,,,,,,,,,,,,,
1620,,,,,,,,,,,,,,,,,,,,,,,,,
2489,,,,,,,,,,,,,,,,,,,,,,,,,
865,,,,,,,,,,,,,,,,,,,,,,,,,
1533,0.0,25.0,0.0,1.0,1.0,1.0,2.0,66.0,1.0,3.0,10.0,30.0,0.0,1.0,1.0,9.0,2.0,1.0,0.0,0.0,0.5,0.0,2.0,2.0,3.0
11,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,,,,,,,,,,,,
1761,2.9999999999999996,0.0,10.0,0.0,96.0,1.0,1.0,96.0,1.0,0.0,11.0,44.0,0.0,4.0,0.0,10.0,2.0,0.0,1.0,0.0,0.4,0.0,3.0,3.0,7.0
923,,,,,,,,,,,,,,,,,,,,,,,,,
2906,0.0,0.0,56.0,0.0,1.0,0.0,1.0,56.0,1.0,1.0,14.0,42.0,0.0,5.0,0.0,14.0,2.0,0.0,1.0,0.0,0.5,0.0,5.0,2.0,2.0
1682,,,,,,,,,,,,,,,,,,,,,,,,,
965,,,,,,,,,,,,,,,,,,,,,,,,,
818,,,,,,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,,,,,,,,
956,,,,,,,,,,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,,,,,,,,,,,
2911,,,,,,,,,,,,,,,,,,,,,,,,,
1537,,,,,,,,,,,,,,,,,,,,,,,,,
957,1.0,5.0,16.0,9.0,62.0,0.0,1.0,62.0,1.0,4.0,4.0,67.0,0.0,3.0,1.0,16.0,3.0,0.0,1.0,0.0,0.545454545454545,0.0,4.0,5.0,5.0
3523,,,,,,,,,,,,,,,,,,,,,,,,,
921,,,,,,,,,,,,,,,,,,,,,,,,,
444,2.0,7.0,455.0,0.0,19.0,5.0,3.0,455.0,4.0,0.0,4.0,75.0,0.0,2.0,0.0,11.0,2.0,0.0,0.0,0.0,0.7,0.0,4.0,3.0,7.0
1775,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,
1800,,,,,,,,,,,,,,,,,,,,,,,,,
1742,,,,,,,,,,,,,,,,,,,,,,,,,
