test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
304,0,15.0,0.0,1.0,2.0,211.0,0.0,49.0,2.0,0.0,1.0,0.04,0.0,100.0,2.0,0.0,65.0,1.0,5.43457943925234,0.0,1.0,1.0,0.497695852534562,0.0,17.99560546875,0.6875,0.0,2.0,5.0,0.5400916934013367,0.45990830659866333,1,28.835220985299674
338,0,0.0,0.0,1.0,0.0,9.0,0.0,40.0,10.0,1.0,4.0,0.11,0.0,54.0,4.0,1.0,11.0,2.0,2.925,0.0,2.0,1.0,0.686274509803922,0.0,152.99609673023224,0.636363636363636,0.0,5.0,5.0,0.75255286693573,0.24744711816310883,1,5.733829635397619
356,0,19.0,54.0,1.0,4.0,11.0,0.0,97.99319112300873,5.0,0.0,171.0,0.21,0.0,99.0,2.0,0.0,3.9833984375,2.0,13.8922716627635,0.0,0.0,1.0,0.244239631336406,0.0,414.0,0.517857142857143,3.0,3.0,11.0,0.6047838926315308,0.39521607756614685,2,42.834654669720926
357,0,6.0,0.0,2.0,0.0,41.0,0.0,45.0,2.0,0.0,6.0,0.09,1.0,66.0,1.0,0.0,22.0,1.0,4.8695652173913,1.0,2.0,1.0,1.06122448979592,0.0,152.875,0.6,0.0,4.0,5.0,0.6215422749519348,0.3784577250480652,1,110.97480777011484
358,0,63.0,0.0,1.0,5.0,26.0,1.0,97.99953305721283,9.0,0.0,6.0,0.17,0.0,85.0,3.0,1.0,33.0,2.0,5.91034482758621,0.0,1.0,1.0,0.85,0.0,723.0,0.8750638521634616,3.0,4.0,11.0,0.5189014077186584,0.48109859228134155,2,26.684116604373077
928,0,7.0,4.0,1.0,22.0,5.0,3.0,130.919921875,4.0,17.0,7.0,0.84,0.0,98.0,1.0,1.0,31.0,8.0,15.928,0.0,0.0,1.0,0.453846153846154,0.0,100.0,0.35,0.0,3.0,5.0,0.5617848634719849,0.43821510672569275,1,33.80548271991893
359,0,33.0,0.0,2.0,27.0,22.0,0.0,97.99756157398224,3.0,0.0,4.0,0.11,0.0,97.0,4.0,0.0,17.0,2.0,3.88461538461538,0.0,1.0,1.0,0.712962962962963,0.0,165.0,1.0,0.0,3.0,4.0,0.5627248287200928,0.4372751712799072,1,2.99791945276427
360,0,11.0,1.0,2.0,3.999999761581421,13.0,1.0,160.0,1.0,0.0,1.0,0.26,0.0,88.0,5.0,0.0,17.0,1.0,4.31884057971014,0.0,1.0,1.0,0.816901408450704,0.0,5.989501953125,0.75,0.0,6.0,5.0,0.5788005590438843,0.4211994409561157,1,238418.5811647412
363,0,6.0,0.0,1.0,5.0,9.0,1.0,122.9970703125,8.0,6.0,14.0,0.19,0.0,96.0,4.0,3.0,3.994140625,2.0,6.52252252252252,0.0,1.0,1.0,0.725,0.0,1068.0,0.714285714285714,0.0,3.0,5.0,0.6052848100662231,0.39471521973609924,2,6.971332953672882
929,0,12.0,9.0,1.0,3.0,36.0,2.0,206.0,3.0,0.0,2.0,0.3,0.0,80.0,4.0,0.0,10.999756515026093,2.0,4.13698630136986,1.0,1.0,1.0,0.636363636363636,0.0,58.0,0.777777777777778,0.0,1.0,2.0,0.6115126609802246,0.3884873688220978,1,2.248357274376469
368,0,12.0,0.0,1.0,1.0,34.0,1.0,140.0,2.0,4.0,5.0,0.33,1.0,94.0,3.0,0.0,22.0,2.0,3.28571428571429,0.0,2.0,1.0,0.653846153846154,0.0,34.9658203125,0.25,0.0,4.0,8.0,0.5742412209510803,0.4257587790489197,1,72.5135201145669
369,0,5.0,0.0,1.0,0.0,6.999271333217621,0.0,36.0,50.0,0.0,16.0,0.03,0.0,16.0,1.0,0.0,22.0,2.0,4.47457627118644,1.0,2.0,1.0,0.644970414201183,0.0,19.951171875,0.648648648648649,0.0,5.0,1.0,0.5101763606071472,0.4898236393928528,2,60000728666782.375
370,0,6.0,3.0,1.0,1.0,25.0,0.0,39.0,8.0,3.0,6.0,0.14,0.0,86.0,3.0,0.0,18.0,2.0,6.83333333333333,1.0,2.0,1.0,0.411764705882353,0.0,586.0,0.5454655289649963,0.0,5.0,1.0,0.7773652076721191,0.22263479232788086,1,0.0613321583231283
373,0,17.0,1.0,2.0,11.0,43.0,2.0,246.0,5.0,3.0,2.0,0.2,2.0,96.0,4.0,1.0,34.0,2.0,4.0,0.0,1.0,1.0,1.15853658536585,0.0,5.97021484375,0.333333333333333,0.0,4.0,9.0,0.5030356049537659,0.49696439504623413,1,62.73266308447782
375,0,3.0,0.0,1.0,0.0,27.0,0.0,41.0,1.0,0.0,0.0,0.17,1.0,0.0,1.0,0.0,9.0,1.0,4.11111111111111,2.0,3.0,1.0,0.655172413793103,0.0,70.0,0.86669921875,0.0,3.0,6.0,0.5930540561676025,0.40694594383239746,1,0.49467046910765594
376,0,36.0,0.0,1.0,8.0,16.0,0.0,122.99635088443756,3.0,0.0,2.0,0.21,0.0,92.0,5.0,0.0,3.99853515625,2.0,6.24409448818898,0.0,1.0,1.0,0.603053435114504,0.0,92.0,0.4,0.0,4.0,7.0,0.5086840987205505,0.49131590127944946,2,5.712375093186045
377,0,2.0,0.0,1.0,13.0,6.0,2.0,165.0,2.0,1.0,1.0,0.35,0.0,93.0,4.0,0.0,20.0,2.0,6.16981132075472,0.0,1.0,1.0,0.625,0.0,42.99267578125,0.2856445653097968,0.0,6.0,6.0,0.6349495649337769,0.36505043506622314,2,21.251191071110068
380,0,33.0,6.0,1.0,20.0,6.999756276607513,0.0,274.0,47.0,1.0,26.0,0.19,0.0,97.0,4.0,26.0,37.0,2.0,3.47619047619048,0.0,0.0,1.0,0.437275985663082,0.0,19.97900390625,0.394736842105263,0.0,4.0,12.0,0.541435182094574,0.458564817905426,2,6000243723392.486
382,0,11.0,1.0,2.0,29.0,0.0,0.0,76.0,5.0,3.0,63.0,0.07,0.0,100.0,1.0,7.0,17.0,2.0,3.73333333333333,0.0,1.0,0.0,0.459459459459459,0.0,19.968994140625,0.642857142857143,1.0,3.0,3.0,0.5739545822143555,0.4260454475879669,1,41.823655378951365
384,0,23.0,0.0,2.0,6.0,38.0,2.0,60.993682622909546,3.0,16.0,5.0,0.22,2.0,97.0,3.0,3.0,3.99072265625,2.0,4.69411764705882,0.0,1.0,1.0,1.10919540229885,0.0,1313.0,0.327272727272727,2.0,3.0,11.0,0.5479309558868408,0.45206907391548157,2,37.57512091145509
385,0,3.0,0.0,1.0,4.0,31.0,0.0,35.0,15.0,4.0,2.0,0.09999999761581421,0.0,100.0,4.0,2.0,36.0,2.0,2.83673469387755,0.0,1.0,1.0,0.784615384615385,0.0,743.0,0.5454717212253144,0.0,5.0,3.0,0.7750089168548584,0.224991112947464,2,0.19126225786282172
386,0,6.0,0.0,1.0,1.0,105.0,1.0,171.0,9.0,0.0,1.0,0.16,1.0,100.0,4.0,5.0,62.0,2.0,3.70940170940171,0.0,1.0,1.0,0.645669291338583,0.0,145.0,0.8750665838068181,0.0,4.0,10.0,0.6759505271911621,0.3240495026111603,1,0.6285925734726568
390,0,8.0,0.0,1.0,7.0,38.0,0.0,103.0,2.0,0.0,2.0,0.19,0.0,97.0,1.0,0.0,12.0,1.0,3.64102564102564,2.0,1.0,1.0,0.7647095918655396,0.0,530.0,1.0,0.0,2.0,5.0,0.5550833940505981,0.44491663575172424,1,0.14171016451864937
397,0,9.0,1.0,1.0,4.0,1.997314453125,2.0,257.0,5.0,10.0,0.0,0.45,0.0,100.0,3.0,5.0,27.0,2.0,7.42105263157895,0.0,1.0,1.0,0.435643564356436,0.0,34.0,0.4,0.0,5.0,5.0,0.618451714515686,0.38154831528663635,1,25002685546875.0
398,0,8.0,1.0,1.0,1.0,1.99951171875,7.0,869.0,4.0,6.0,0.0,1.29,0.0,100.0,3.0,59.0,27.0,2.0,5.27722772277228,0.0,1.0,1.0,0.433962264150943,0.0,129.0,0.5,0.0,4.0,10.0,0.6153596639633179,0.3846403658390045,1,5000488281250.0
404,0,11.0,7.0,2.0,4.0,4.0,0.0,43.0,9.0,0.0,7.0,0.08,0.0,72.0,3.0,3.0,10.998292565345764,2.0,4.70909090909091,1.0,0.0,1.0,0.861538461538462,0.0,55.0,0.727272727272727,0.0,3.0,9.0,0.5824234485626221,0.41757652163505554,1,4.272158692983039
405,0,42.0,17.0,2.0,11.0,56.0,0.0,27.974609375,5.0,0.0,7.0,0.09,0.0,100.0,3.0,0.0,3.99609375,3.0,6.19047619047619,0.0,1.0,0.0,1.0530303030303,0.0,131.0,0.411764705882353,0.0,2.0,12.0,0.5264977216720581,0.4735022783279419,2,11.538971869139491
408,0,142.0,19.0,2.0,6.999759197235107,44.0,0.0,380.0,7.0,3.0,15.0,0.07,0.0,100.0,3.0,0.0,10.999755859375,2.0,6.22693726937269,0.0,1.0,0.0,0.84,0.0,19.855224609375,0.392857142857143,0.0,2.0,11.0,0.514382004737854,0.485617995262146,3,1000240802764.8926
409,0,14.0,0.0,1.0,2.0,2.0,0.0,47.0,2.0,2.0,7.0,0.07,1.0,88.0,3.0,0.0,25.0,2.0,2.89189189189189,0.0,1.0,1.0,0.766233766233766,0.0,34.976318359375,0.4,0.0,4.0,2.0,0.5008344650268555,0.49916550517082214,1,18.046621077938582
415,0,11.0,1.0,1.0,1.0,19.0,1.0,149.0,2.0,1.0,20.0,0.21,1.0,100.0,3.0,0.0,37.0,2.0,3.10126582278481,0.0,0.0,0.0,0.585365853658537,0.0,17.972900390625,0.526315789473684,0.0,4.0,9.0,0.5641759037971497,0.43582409620285034,1,23.78036888057319
417,0,3.0,0.0,1.0,13.0,6.99755859375,0.0,84.0,2.0,2.0,2.0,0.12,1.0,94.0,3.0,0.0,23.0,2.0,3.04166666666667,0.0,1.0,1.0,0.52,0.0,54.0,0.571428571428571,0.0,5.0,9.0,0.8302813768386841,0.16971860826015472,1,10002441406250.0
421,0,9.0,3.0,1.0,14.0,17.0,0.0,55.0,26.0,25.0,20.0,0.1000006103515625,0.0,91.0,4.0,7.0,22.0,2.0,2.18791946308725,0.0,0.0,1.0,0.448863636363636,0.0,1261.0,0.647058823529412,0.0,5.0,3.0,0.6201735138893127,0.37982648611068726,1,0.054395080081099945
488,0,25.0,0.0,1.0,3.0,6.9990234375,0.0,221.0,3.0,1.0,27.0,0.22,0.0,100.0,1.0,0.0,29.0,1.0,16.4110429447853,0.0,0.0,0.0,0.317365269461078,0.0,39.0,0.8,0.0,2.0,5.0,0.7849846482276917,0.21501536667346954,1,5000976562500.0
505,0,19.0,1.0,4.0,15.0,22.0,0.0,27.999757766723633,6.0,0.0,8.0,0.09,1.0,92.0,1.0,2.0,3.0,2.0,5.62857142857143,1.0,1.0,1.0,1.54761904761905,0.0,36.0,0.5,0.0,3.0,5.0,0.8145664930343628,0.1854335367679596,1,2.323264103097715
531,0,33.0,0.0,2.0,5.998536109924316,38.0,8.0,721.0,20.0,0.0,2.0,0.52,1.0,96.0,1.0,18.0,11.0,2.0,4.25974025974026,1.0,0.0,1.0,0.704081632653061,0.0,5.998046875,0.5,0.0,5.0,4.0,0.5418637990951538,0.4581362307071686,2,10001463890075.684
535,0,14.0,2.0,2.0,6.0,20.0,1.0,119.0,14.0,0.0,42.0,0.17,0.0,100.0,2.0,5.0,11.999756157398224,2.0,3.71212121212121,0.0,0.0,0.0,0.962962962962963,0.0,47.0,0.875,0.0,3.0,5.0,0.5064510107040405,0.49354901909828186,2,1.0318814844356157
538,0,17.0,14.0,3.0,7.999756932258606,21.0,3.0,199.0,2.0,0.0,7.0,0.18,2.0,95.0,1.0,0.0,15.0,1.0,4.97222222222222,0.0,1.0,1.0,1.25641025641026,0.0,36.0,1.0,0.0,3.0,2.0,0.7960153222084045,0.20398466289043427,1,17000243067741.395
