test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
156,0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,19.999759912490845,49.0,0.62,0.0,95.0,1.0,2.0,15.0,2.0,2.66,1.0,1.0,0.0,0.947368421052632,0.5,0.0,0.52,0.48,1,2.69812497471095
165,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,8.0,26.0,0.23,0.0,82.0,2.0,0.0,10.499878168106079,1.0,2.37037037037037,0.0,1.0,0.0,0.676923076923077,0.5,0.0,0.51,0.49,1,1.1803999163269734
212,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,5.495849609375,65.0,0.41,0.0,96.0,2.0,0.0,25.0,1.0,2.4,1.0,1.0,0.0,0.61100569259962,1.0,1.0,0.52,0.48,1,16.527823007290213
228,0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,4.0,9.0,13.0,30.0,0.26,0.0,89.0,2.0,2.0,4.498779296875,2.0,3.775,0.0,0.0,0.0,0.584239130434783,0.857142857142857,1.0,0.52,0.48,1,6.913941961121707
229,0,10.0,4.0,1.0,2.0,0.0,1.0,3.0,12.0,8.0,22.0,60.0,0.17,0.0,94.0,2.0,1.0,9.49609375,2.0,4.20731707317073,0.0,0.0,0.0,0.8770197931197307,0.533333333333333,2.0,0.5,0.5,2,12.366271334075613
236,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,19.0,63.0,0.06,0.0,92.0,2.0,1.0,9.5,1.0,4.08571428571429,0.0,0.0,0.0,0.351648351648352,0.5,1.0,0.5,0.5,1,10.960474841490974
243,0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,3.0,10.0,36.0,0.16,1.0,87.0,2.0,1.0,43.0,2.0,3.24390243902439,0.0,0.0,0.0,0.938755060618082,0.5,2.0,0.5,0.5,1,1.7853737769161246
259,0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,4.0,13.0,38.0,15.4984170794487,0.15,0.0,95.0,1.0,1.0,5.49462890625,4.0,3.12765957446809,0.0,1.0,0.0,0.69479090242113,0.5,1.0,0.5,0.5,2,25.943391979754836
409,0,4.0,6.0,1.0,17.0,0.0,0.0,2.0,3.0,3.0,4.5,44.0,0.09,0.0,94.0,1.0,1.0,13.0,2.0,4.6140350877193,0.0,1.0,0.0,0.755614266842801,0.5,1.0,0.51,0.49,1,9.780116012404033
445,0,11.0,10.0,1.0,8.0,2.0,1.0,2.0,1.0,0.0,26.0,15.499390661716461,0.18,0.0,92.0,1.0,0.0,10.0,3.0,4.6078431372549,0.0,1.0,0.0,0.784440842787682,0.0,0.0,0.54,0.46,1,3.2601756684833574
520,0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,0.0,1.0,0.63,0.0,75.0,3.0,1.0,6.0,1.0,3.75,1.0,2.0,0.0,0.540816326530612,0.24993896484375,0.0,0.7,0.3,1,500061035156.25
523,0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,10.0,29.0,10.49560546875,39.0,0.14,0.0,93.0,1.0,2.0,4.493408203125,2.0,4.25714285714286,0.0,0.0,0.0,0.417142857142857,0.666666666666667,1.0,0.5,0.5,2,21.899345334719197
739,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,5.0,11.0,37.0,0.13,0.0,85.0,2.0,0.0,9.498046875,2.0,2.83720930232558,1.0,1.0,0.0,0.460820895522388,1.0,1.0,0.54,0.46,1,4.890716688585966
745,0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,5.0,2.0,16.0,26.0,0.16,0.0,83.0,1.0,1.0,9.498046875,2.0,4.59375,0.0,0.0,0.0,0.647584973166369,1.0,1.0,0.62,0.38,1,3.878980549371416
746,0,5.0,1.0,1.0,5.0,0.0,1.0,2.0,4.0,10.0,8.491363525390625,78.0,0.15,0.0,96.0,1.0,0.0,4.49462890625,4.0,2.95744680851064,0.0,1.0,0.0,0.659197012138189,0.666666666666667,2.0,0.5,0.5,2,26.929197044348207
776,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,22.49951171875,84.0,0.21,0.0,97.0,1.0,0.0,0.0,1.0,2.51190476190476,1.0,1.0,0.0,0.816037735849057,1.0,0.0,0.5,0.5,1,11.803917632023605
789,0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,7.0,12.0,25.0,0.12,0.0,92.0,1.0,1.0,9.496337890625,2.0,2.6,0.0,0.0,0.0,0.706744868035191,1.0,0.0,0.56,0.44,1,5.228538415408664
790,0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,6.0,22.0,0.12,0.0,80.0,1.0,1.0,9.5,2.0,2.19230769230769,0.0,0.0,0.0,0.501930501930502,1.0,0.0,0.52,0.48,1,0.8431134493454597
791,0,1.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,4.0,12.0,28.0,0.23,0.0,92.0,2.0,0.0,11.499146461486816,2.0,2.4,0.0,0.0,0.0,0.538659793814433,0.0,0.0,0.52,0.48,1,4.215855098647298
793,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,4.0,17.0,0.1,0.0,77.0,2.0,0.0,9.5,2.0,4.54545454545455,0.0,0.0,0.0,0.580555555555556,1.0,0.0,0.6,0.4,1,2.866585727774563
838,0,8.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,8.0,15.499757528305054,0.35,1.0,78.0,1.0,1.0,14.0,2.0,6.46666666666667,2.0,1.0,0.0,0.677570093457944,1.0,2.0,0.52,0.48,1,1.4614511605048532
855,0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,11.5,50.0,0.1,0.0,93.0,1.0,0.0,8.5,2.0,2.76785714285714,0.0,1.0,0.0,0.463030303030303,0.8,2.0,0.5,0.5,2,14.720480750851824
857,0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,3.49755859375,35.0,0.1,1.0,90.0,2.0,0.0,18.0,2.0,2.875,0.0,1.0,0.0,0.584040747028862,1.0,4.0,0.51,0.49,1,15.177688794168906
893,0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,16.0,19.0,12.0,0.12,2.0,91.0,1.0,0.0,10.4912109375,2.0,6.85714285714286,3.0,1.0,0.0,0.86970684039088,1.0,2.0,0.52,0.48,1,12.986911190640434
900,0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,7.0,7.0,0.19,1.0,74.0,1.0,0.0,16.0,1.0,4.33333333333333,1.0,1.0,0.0,0.825301204819277,0.25,0.0,0.72,0.28,1,750000000000.0
911,0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,9.0,9.996759414672852,39.0,0.39,0.0,93.0,4.0,3.0,6.0,4.0,2.4375,1.0,1.0,0.0,0.492779783393502,1.0,2.0,0.5,0.5,1,10.11954713700056
912,0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,6.0,0.0,2.0,0.51,1.0,75.0,2.0,4.0,9.499755859375,1.0,3.0,1.0,1.0,0.0,0.572327044025157,0.333333333333333,1.0,0.6,0.4,1,0.843195784643247
913,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,5.0,20.0,36.0,0.36,0.0,93.0,4.0,3.0,9.99951171875,2.0,2.07142857142857,0.0,0.0,0.0,0.470212765957447,0.5,3.0,0.51,0.49,1,1.349146189548311
917,0,1.0,0.0,1.0,5.0,9.0,4.0,2.0,1.0,4.0,0.0,16.0,0.61,0.0,94.0,1.0,8.0,9.499755859375,1.0,5.47619047619048,1.0,1.0,0.0,0.555932203389831,0.5,3.0,0.56,0.44,1,1.8549319238577984
1143,0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,8.0,0.0,6.0,38.0,0.21,2.0,85.0,5.0,0.0,10.5,2.0,3.92105263157895,0.0,2.0,0.0,0.610223642172524,1.0,2.0,0.52,0.48,1,1.5176042088218276
1153,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,26.0,10.499878823757172,14.0,0.1,0.0,85.0,4.0,8.0,13.0,2.0,7.05,0.0,0.0,0.0,0.650442477876106,0.5,2.0,0.5,0.5,1,1.0118178714702664
1452,0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,11.0,36.0,0.07,4.0,82.0,4.0,1.0,1.99951171875,1.0,4.59090909090909,2.0,1.0,0.0,0.593110871905274,1.0,1.0,0.5,0.5,1,4.384354607191965
1665,0,6.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,9.0,15.49841421842575,0.37,0.0,86.0,1.0,0.0,5.0,3.0,2.41176470588235,0.0,1.0,0.0,0.790523690773067,1.0,2.0,0.53,0.47,1,2.8107346961579744
1667,0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,2.0,0.0,4.5,16.0,0.49,0.0,81.0,2.0,0.0,9.0,2.0,2.9375,1.0,1.0,0.0,0.7217125382263,1.0,1.0,0.51,0.49,1,1.0117361392142104
1677,0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,38.999788761138916,1.24,0.0,91.0,1.0,0.0,2.0,4.0,1.8780487804878,0.0,0.0,0.0,0.913793103448276,0.0,2.0,0.54,0.46,1,0.2248777460454292
1802,0,0.0,1.0,1.0,1.0,0.0,5.0,4.0,2.0,10.0,8.0,4.0,0.32,2.0,83.0,3.0,0.0,6.0,2.0,4.13333333333333,0.0,1.0,0.0,0.518367346938776,0.0,3.5,0.5,0.5,1,500000000000.0
1803,0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,16.0,9.0,3.0,0.22,0.0,89.0,2.0,3.0,4.0,1.0,3.84210526315789,1.0,2.0,0.0,0.595505617977528,0.0,1.5,0.66,0.34,1,1500000000000.0
1818,0,0.0,0.0,1.0,7.0,5.0,0.0,2.0,1.0,3.0,8.0,28.0,0.14,0.0,91.0,1.0,0.0,6.0,4.0,3.41935483870968,0.0,0.0,0.0,0.47813500414837884,1.0,3.0,0.5,0.5,1,0.09482191562468223
