,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1913,4.64285714285714,0.6,0.20999999999999996,29.0,1.0,2.0,0.20999999999999996,0.0,76.0,1.0,0.0,3.0,2.0,4.64285714285714,0.0,0.0,1.0,1.8125,0.0,0.6,2.168404344971009e-19,2.0,1.0
1915,3.6363636363636394,0.53,84.0,5.0,0.0,3.0,0.53,0.0,84.0,1.0,0.0,5.0,1.0,3.63636363636364,1.0,1.0,1.0,0.4571428571428571,0.0,0.5,2.168404344971009e-19,2.0,1.0
1922,5.47619047619048,0.6,0.33000000000000007,2.0,97.0,0.0,0.33000000000000007,1.0,97.0,1.0,0.0,2.0,2.0,5.47619047619048,1.0,1.0,1.0,1.03571428571429,0.0,0.6,2.168404344971009e-19,2.0,1.0
1932,1.0,2.220446049250313e-16,0.666666666666667,0.4299999999999997,1.0,0.0,0.42999999999999994,0.0,-7.105427357601002e-15,1.0,0.0,1.0,1.0,1.0,1.0,11.0,12.0,2.0,2.0,0.666666666666667,2.168404344971009e-19,2.0,1.0
1933,13.0,0.75,0.050000000000000266,0.6287128712871279,2.0,7.0,0.050000000000000044,0.0,98.0,1.0,2.0,13.0,2.0,0.6287128712871288,0.0,0.0,1.0,0.18932038834951503,0.0,0.75,2.168404344971009e-19,1.0,1.0
1937,1.67,1.0,0.19999999999999973,1.0,0.0,0.0,1.67,0.0,-7.105427357601002e-15,1.0,0.0,1.0,2.0,0.20000000000000018,0.0,0.0,1.0,0.230769230769231,0.0,1.0,2.168404344971009e-19,2.0,1.1102230246251565e-16
26,,,,,,,,,,,,,,,,,,,,,,,
1939,,,,,,,,,,,,,,,,,,,,,,,
1850,,,,,,,,,,,,,,,,,,,,,,,
1945,3.31578947368421,13.0,0.20999999999999996,16.0,0.0,4.0,0.20999999999999996,2.0,91.0,1.0,0.0,13.0,1.0,3.31578947368421,0.0,1.0,1.0,0.694915254237288,0.0,0.4375,2.168404344971009e-19,3.0,2.0
1947,3.8461538461538494,11.0,0.31000000000000005,68.0,0.0,9.0,0.31000000000000005,1.0,68.0,1.0,10.0,11.0,2.0,3.84615384615385,1.0,0.0,1.0,0.714285714285714,0.0,1.0,2.168404344971009e-19,1.0,1.0
208,26.000000000000004,5.509433962264151,5.0,0.3100000000000023,0.0,0.0,0.31000000000000005,0.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,1.0,1.36206896551724,0.0,0.625,2.168404344971009e-19,4.0,9.0
209,6.48815165876777,79.00000000000001,100.00000000000001,0.9166666666666643,0.06,22.0,0.06000000000000005,1.0,100.0,1.0,1.0,79.0,3.0,6.48815165876777,0.0,1.0,0.0,1.59174311926605,0.0,0.916666666666667,2.168404344971009e-19,5.0,11.0
305,5.03846153846154,10.0,0.41999999999999993,94.0,0.0,26.0,0.41999999999999993,0.0,94.0,1.0,0.0,10.0,1.0,5.03846153846154,1.0,1.0,1.0,0.574074074074074,0.0,0.333333333333333,2.168404344971009e-19,6.0,9.0
308,99.0,0.45454545454545503,0.15999999999999992,3.0,9.46153846153846,212.99999999999997,0.16000000000000003,0.0,99.0,1.0,0.0,3.0,1.0,9.46153846153846,0.0,1.0,0.0,0.714285714285714,0.0,0.454545454545455,2.168404344971009e-19,3.0,3.0
1955,4.30769230769231,9.0,0.45999999999999996,16.0,3.0,8.0,0.45999999999999996,0.0,80.0,2.0,0.0,9.0,2.0,4.30769230769231,0.0,0.0,1.0,1.7333333333333298,0.0,0.6,2.168404344971009e-19,2.0,1.1102230246251565e-16
1591,,,,,,,,,,,,,,,,,,,,,,,
366,3.8333333333333295,12.0,100.00000000000001,0.8333333333333357,0.4,3.0,0.4,0.0,100.0,3.0,0.0,12.0,2.0,3.83333333333333,0.0,1.0,0.0,2.0,0.0,0.833333333333333,2.168404344971009e-19,4.0,5.0
1938,5.022142854236041,3.032366348991292,86.0,3.0,0.0,0.0,0.73,0.0,86.0,1.0,0.0,3.0,2.0,3.30769230769231,0.0,1.0,1.0,0.866666666666667,0.0,0.666666666666667,2.168404344971009e-19,2.0,1.0
1958,4.76,0.5,0.18999999999999995,41.0,1.0,3.0,0.18999999999999995,3.0,88.0,2.0,1.0,43.0,3.0,4.76,0.0,1.0,1.0,1.32142857142857,0.0,0.5,2.168404344971009e-19,8.0,10.0
1965,33.0,4.0,0.19999999999999973,16.0,0.0,5.0,0.19999999999999996,2.0,86.0,2.0,0.0,33.0,2.0,4.0,0.0,1.0,1.0,1.38888888888889,0.0,0.7777777777777779,2.168404344971009e-19,3.0,6.0
1966,5.33333333333333,17.0,0.22999999999999998,29.0,0.0,6.0,0.22999999999999998,4.0,88.0,3.0,0.0,17.0,2.0,5.33333333333333,0.0,1.0,1.0,1.35714285714286,0.0,0.8,2.168404344971009e-19,5.0,10.0
429,5.06578947368421,100.0,0.7200000000000001,0.3400000000000034,17.0,7.0,0.3400000000000001,0.0,100.0,3.0,6.0,77.0,2.0,5.06578947368421,0.0,1.0,0.0,1.08620689655172,0.0,0.72,1.0,7.0,10.0
1998,2.91666666666667,9.0,100.00000000000001,0.75,0.2,5.0,0.19999999999999996,0.0,100.0,2.0,0.0,9.0,2.0,2.91666666666667,0.0,1.0,1.0,1.26666666666667,0.0,0.75,2.168404344971009e-19,3.0,1.0
498,6.11363636363636,13.0,100.00000000000001,0.509999999999998,0.6,84.0,0.51,0.0,100.0,1.0,1.0,13.0,2.0,6.11363636363636,0.0,1.0,1.0,0.865979381443299,0.0,0.6,2.168404344971009e-19,5.0,3.0
499,21.0,4.09090909090909,0.1100000000000001,16.0,0.0,3.0,0.10999999999999999,3.0,89.0,2.0,0.0,21.0,3.0,4.09090909090909,0.0,0.0,1.0,1.42857142857143,0.0,0.75,2.168404344971009e-19,1.0,7.0
565,2.625,94.0,0.3999999999999999,0.2500000000000071,30.0,0.0,0.25,1.0,94.0,2.0,1.0,30.0,2.0,2.625,0.0,1.0,1.0,1.75555555555556,0.0,0.4,2.168404344971009e-19,3.0,7.0
2049,9.03539252913872,0.615384615384615,0.43999999999999995,16.0,29.0,1.0,0.43999999999999995,4.0,80.0,2.0,0.0,29.0,2.0,4.6,2.0,2.0,1.0,2.5,0.0,0.615384615384615,2.168404344971009e-19,3.0,2.0
350,,,,,,,,,,,,,,,,,,,,,,,
766,37.0,6.475,100.00000000000001,0.875,0.42,2.0,0.41999999999999993,0.0,100.0,1.0,0.0,37.0,2.0,6.475,0.0,1.0,0.0,0.840909090909091,0.0,0.875,2.168404344971009e-19,5.0,7.0
831,19.0,0.45454545454545503,0.25,9.04938271604938,0.0,30.0,0.25,0.0,96.0,1.0,3.0,19.0,2.0,9.04938271604938,0.0,1.0,0.0,0.550561797752809,0.0,0.454545454545455,2.168404344971009e-19,7.0,7.0
834,5.000000000000001,7.75,0.21999999999999975,4.000000000000007,0.0,11.0,0.21999999999999997,2.0,48.0,1.0,0.0,5.0,2.0,7.75,0.0,2.0,1.0,2.0,0.0,1.0,2.168404344971009e-19,4.0,2.0
984,0.0,2.75,1.0,0.4200000000000017,0.0,0.0,0.41999999999999993,1.0,-7.105427357601002e-15,3.0,0.0,5.0,1.0,2.75,0.0,1.0,1.0,0.9,0.0,1.0,2.168404344971009e-19,3.0,1.1102230246251565e-16
1059,14.0,5.0,0.26,16.0,2.0,8.0,0.26,6.0,61.0,2.0,0.0,14.0,1.0,5.0,2.0,1.0,1.0,1.2,0.0,0.75,2.168404344971009e-19,3.0,3.0
2128,0.666666666666667,1.73333333333333,0.27,39.0,0.0,5.0,0.27,0.0,81.0,2.0,0.0,4.0,2.0,1.73333333333333,0.0,1.0,1.0,0.16666666666666696,0.0,0.666666666666667,2.168404344971009e-19,1.0,1.1102230246251565e-16
376,,,,,,,,,,,,,,,,,,,,,,,
2261,2.42857142857143,9.0,0.28,28.0,0.0,0.0,0.28,3.0,28.0,1.0,1.0,9.0,1.0,2.42857142857143,1.0,0.0,1.0,0.666666666666667,0.0,1.0,2.168404344971009e-19,2.0,1.1102230246251565e-16
1431,8.0,0.42857142857142905,0.16999999999999993,1.674698795180717,1.0,16.0,0.17000000000000004,0.0,97.0,2.0,1.0,8.0,2.0,1.67469879518072,0.0,0.0,1.0,0.252525252525253,0.0,0.428571428571429,2.168404344971009e-19,5.0,9.0
1438,1.0,97.0,0.16999999999999993,1.470588235294116,5.0,14.0,0.17000000000000004,0.0,97.0,2.0,2.0,5.0,2.0,1.47058823529412,0.0,0.0,1.0,0.2625,0.0,1.0,2.168404344971009e-19,3.0,1.0
1458,2.49438202247191,100.0,1.91,0.4285714285714306,0.0,5.0,1.91,0.0,100.0,2.0,3.0,6.0,1.0,2.49438202247191,0.0,0.0,0.0,0.0,0.0,0.428571428571429,2.168404344971009e-19,6.0,5.0
1855,,,,,,,,,,,,,,,,,,,,,,,
