test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
192,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,83.0,1.0,0.0,0.0,0.23,0.0,82.0,1.0,3.0,28.0,2.0,4.48275862068965,0.0,0.0,0.0,13.0,1.0,2.0,0.5,0.5,3,8000000000000.0
195,0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,164.0,1.0,0.0,29.0,0.56,1.0,96.0,1.0,2.0,22.0,2.0,2.75,0.0,0.0,0.0,7.0,1.0,2.0,0.51,0.49,3,2236067977499.7896
202,0,0.0,32.0,1.0,0.0,0.0,4.0,1.0,189.0,1.0,0.0,0.0,3.5,0.0,0.0,1.0,1.0,6.0,1.0,3.82926829268293,0.0,0.0,0.0,0.0,0.715277777777778,0.0,0.54,0.46,1,0.21057272490963264
251,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,170.0,1.0,0.0,39.0,0.41,1.0,97.0,2.0,0.0,28.0,1.0,2.63529411764706,0.0,1.0,0.0,10.0,1.0,3.0,0.5,0.5,3,1414213562373.095
267,0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,132.0,4.0,9.0,0.0,0.24,0.0,89.0,2.0,2.0,26.0,2.0,4.025,0.0,0.0,0.0,39.0,1.0,2.0,0.54,0.46,2,9.570023211092831
268,0,14.0,5.0,1.0,3.0,0.0,1.0,3.0,200.0,15.0,7.0,29.0,0.16,0.0,94.0,2.0,1.0,49.0,3.0,4.28712871287129,0.0,0.0,0.0,186.0,1.0,3.0,0.55,0.45,1,2.049149211310529
275,0,1.0,3.0,1.0,3.0,0.0,0.0,3.0,37.0,1.0,7.0,19.0,0.06,0.0,92.0,2.0,1.0,42.0,1.0,4.33802816901408,0.0,0.0,0.0,18.0,1.0,3.0,0.5,0.5,3,3162277660168.3794
282,0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,70.0,6.0,0.0,9.0,0.15,1.0,85.0,2.0,1.0,40.0,2.0,3.23076923076923,0.0,0.0,0.0,40.0,1.0,3.0,0.53,0.47,2,2000000000000.0
283,0,3.0,0.0,2.0,1.0,0.0,1.0,4.0,34.0,1.0,4.0,0.0,0.14,1.0,81.0,2.0,1.0,26.0,1.0,3.92857142857143,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.5,2,3.0264750871851844
284,0,3.0,0.0,1.0,4.0,0.0,2.0,2.0,96.0,3.0,0.0,13.0,0.28,1.0,90.0,2.0,0.0,26.0,2.0,2.91891891891892,0.0,1.0,0.0,17.0,1.0,2.0,0.5,0.5,4,2449489742783.1777
299,0,5.0,12.0,1.0,3.0,0.0,1.0,4.0,173.0,13.0,13.0,38.0,0.16,0.0,95.0,1.0,1.0,71.0,4.0,3.15957446808511,0.0,1.0,0.0,162.0,1.0,3.0,0.51,0.49,4,15132745950421.557
302,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,60.0,3.0,3.0,0.0,0.2,0.0,92.0,1.0,2.0,19.0,3.0,5.15909090909091,3.0,1.0,0.0,15.0,1.0,2.0,0.5,0.5,4,2828427124746.19
432,0,4.0,6.0,1.0,18.0,0.0,0.0,2.0,56.0,9.0,3.0,19.0,0.09,0.0,94.0,1.0,1.0,13.0,2.0,4.96491228070175,0.0,1.0,0.0,0.0,1.0,3.0,0.5,0.5,3,6324555320336.759
455,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,127.0,1.0,3.0,0.0,0.29,0.0,89.0,2.0,0.0,18.0,2.0,4.22222222222222,0.0,1.0,0.0,0.0,1.0,0.0,0.52,0.48,2,6.222491207980585
543,0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,34.0,1.0,4.0,0.0,0.44,0.0,60.0,3.0,1.0,7.0,1.0,4.4,1.0,2.0,0.0,5.0,1.0,0.0,0.51,0.49,1,1.9735770864103372
546,0,8.0,0.0,1.0,2.0,1.0,1.0,3.0,119.0,11.0,30.0,39.0,0.12,2.0,93.0,1.0,2.0,47.0,3.0,4.63291139240506,0.0,0.0,0.0,71.0,0.994858611825193,1.0,0.5,0.5,2,2000000000000.0
548,0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,28.0,2.0,0.0,0.0,0.15,0.0,70.0,3.0,0.0,17.0,2.0,3.6,0.0,1.0,0.0,4.0,1.0,0.0,0.51,0.49,3,3000000000000.0
567,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,48.0,2.0,9.0,0.0,0.25,0.0,90.0,2.0,3.0,15.0,2.0,2.84848484848485,3.0,1.0,0.0,55.0,1.0,2.0,0.5,0.5,3,3000000000000.0
729,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,44.0,1.0,0.0,0.0,0.32,1.0,62.0,2.0,0.0,12.0,2.0,2.1875,0.0,0.0,0.0,4.0,1.0,2.0,0.5,0.5,2,1.7694391305792025
761,0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,70.0,5.0,2.0,15.0,0.15,0.0,83.0,2.0,1.0,21.0,2.0,4.57575757575758,0.0,0.0,0.0,0.0,1.0,0.0,0.54,0.46,2,1000000000000.0
773,0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,95.0,1.0,2.0,0.0,0.14,0.0,71.0,1.0,7.0,1.0,1.0,5.41176470588235,1.0,1.0,0.0,0.0,0.457861635220126,3.0,0.54,0.46,4,4123105625617.6606
786,0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,26.0,1.0,0.0,6.0,0.18,0.0,76.0,1.0,1.0,3.0,2.0,3.1,1.0,1.0,0.0,54.0,1.0,0.0,0.53,0.47,2,1000000000000.0
790,0,2.0,0.0,2.0,3.0,1.0,0.0,3.0,74.0,4.0,0.0,16.0,0.17,2.0,95.0,2.0,0.0,22.0,3.0,3.26666666666667,0.0,0.0,0.0,40.0,1.0,2.0,0.5,0.5,5,4690415759823.43
792,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,40.0,0.21,0.0,97.0,1.0,0.0,0.0,1.0,2.61904761904762,1.0,1.0,0.0,1.0,0.814465408805031,1.0,0.57,0.43,1,9.153803164324337
793,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,27.0,1.0,0.0,6.0,0.16,0.0,74.0,1.0,0.0,2.0,1.0,7.5,2.0,1.0,0.0,4.0,1.0,3.0,0.53,0.47,1,1.0227727558673225
795,0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,108.0,7.0,0.0,19.0,0.2,0.0,92.0,1.0,0.0,31.0,5.0,3.42592592592593,0.0,0.0,0.0,0.0,1.0,5.0,0.51,0.49,4,5744562646538.028
809,0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,35.0,1.0,4.0,1.0,0.1,0.0,80.0,3.0,0.0,19.0,1.0,4.625,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,3,1000000000000.0
1940,0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,182.0,1.0,0.0,1.0,1.3,0.0,0.0,1.0,0.0,9.0,2.0,1.53658536585366,1.0,1.0,0.0,17.0,1.0,1.0,0.54,0.46,1,0.6326142113947745
1942,0,20.0,4.0,1.0,9.0,0.0,0.0,3.0,155.0,30.0,11.0,53.0,0.13,0.0,100.0,2.0,2.0,35.0,2.0,3.98387096774194,0.0,0.0,0.0,140.0,0.969341161121983,2.0,0.53,0.47,2,3162277660168.3794
854,0,9.0,0.0,1.0,2.0,0.0,2.0,3.0,151.0,1.0,0.0,7.0,0.34,1.0,78.0,1.0,1.0,16.0,2.0,6.625,2.0,1.0,0.0,8.0,1.0,3.0,0.55,0.45,1,1.3064350419993798
861,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,23.0,1.0,0.0,0.0,0.35,0.0,65.0,2.0,0.0,5.0,2.0,2.75,1.0,1.0,0.0,16.0,1.0,0.0,0.51,0.49,2,2.8959600544412907
863,0,10.0,0.0,1.0,12.0,0.0,1.0,2.0,79.0,5.0,0.0,29.0,0.19,0.0,94.0,1.0,0.0,3.0,3.0,3.1875,1.0,1.0,0.0,24.0,1.0,0.0,0.52,0.48,2,2000000000000.0
871,0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,65.0,4.0,0.0,35.0,0.09,0.0,93.0,1.0,0.0,16.0,2.0,2.73333333333333,0.0,1.0,0.0,12.0,1.0,4.0,0.52,0.48,2,1000000000000.0
877,0,3.0,2.0,1.0,5.0,0.0,0.0,3.0,34.0,6.0,0.0,19.0,0.14,0.0,83.0,2.0,0.0,6.0,2.0,4.625,1.0,1.0,0.0,5.0,1.0,3.0,0.52,0.48,1,1.6062035040256013
893,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,0.43,0.0,57.0,1.0,0.0,2.0,1.0,4.0,2.0,1.0,0.0,5.0,1.0,0.0,0.51,0.49,2,2.8196553147655545
909,0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,53.0,4.0,16.0,20.0,0.11,3.0,90.0,1.0,0.0,49.0,2.0,7.03571428571429,3.0,1.0,0.0,0.0,1.0,3.0,0.5,0.5,2,6000000000000.0
916,0,0.0,4.0,1.0,3.0,0.0,0.0,3.0,21.0,1.0,0.0,8.0,0.15,1.0,77.0,1.0,0.0,17.0,1.0,4.18181818181818,1.0,1.0,0.0,68.0,0.985507246376812,0.0,0.54,0.46,1,1.2060096646986946
927,0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,136.0,3.0,0.0,25.0,0.39,2.0,93.0,4.0,4.0,6.0,4.0,2.52083333333333,1.0,1.0,0.0,45.0,1.0,2.0,0.51,0.49,4,9273618495495.703
928,0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,47.0,1.0,6.0,0.0,0.47,1.0,77.0,2.0,4.0,0.0,1.0,3.22222222222222,1.0,1.0,0.0,0.0,0.594117647058824,3.0,0.53,0.47,2,1000000000000.0
929,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,108.0,2.0,0.0,21.0,0.35,1.0,93.0,4.0,4.0,15.0,2.0,2.06818181818182,0.0,0.0,0.0,34.0,1.0,2.0,0.5,0.5,3,5099019513592.785
934,0,1.0,0.0,1.0,5.0,9.0,4.0,2.0,100.0,1.0,0.0,0.0,0.6,0.0,94.0,1.0,8.0,15.0,1.0,5.57142857142857,1.0,1.0,0.0,5.0,1.0,3.0,0.53,0.47,2,4000000000000.0
960,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,36.0,1.0,6.0,0.0,0.33,1.0,88.0,2.0,1.0,1.0,1.0,3.77777777777778,1.0,1.0,0.0,0.0,0.716763005780347,2.0,0.54,0.46,2,1000000000000.0
962,0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,45.0,1.0,0.0,15.0,0.18,0.0,89.0,1.0,1.0,2.0,3.0,2.46428571428571,0.0,0.0,0.0,6.0,1.0,1.0,0.5,0.5,3,1000000000000.0
972,0,3.0,0.0,1.0,4.0,0.0,1.0,2.0,71.0,4.0,0.0,14.0,0.23,0.0,85.0,2.0,4.0,3.0,2.0,6.08108108108108,1.0,1.0,0.0,11.0,1.0,0.0,0.5,0.5,4,5916079783099.616
990,0,0.0,0.0,1.0,4.0,4.0,4.0,2.0,57.0,1.0,0.0,0.0,0.59,0.0,91.0,1.0,0.0,0.0,1.0,6.375,1.0,1.0,0.0,4.0,1.0,1.0,0.51,0.49,2,4.348825618955897
992,0,5.0,0.0,2.0,0.0,15.0,0.0,4.0,21.0,1.0,1.0,0.0,0.08,1.0,100.0,1.0,0.0,1.0,1.0,6.75,0.0,1.0,0.0,0.0,0.547400611620795,2.0,0.5,0.5,2,10000000000000.0
1014,0,3.0,0.0,1.0,0.0,15.0,1.0,3.0,43.0,2.0,0.0,0.0,0.16,0.0,71.0,1.0,0.0,1.0,1.0,5.78260869565217,0.0,1.0,0.0,0.0,0.571428571428571,3.0,0.54,0.46,1,4.046944556856841
1949,0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,19.0,1.0,1.0,4.0,0.18,2.0,62.0,2.0,0.0,3.0,1.0,3.25,2.0,6.0,0.0,11.0,1.0,0.0,0.5,0.5,2,1000000000000.0
1950,0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,22.0,3.0,2.0,0.0,0.21,2.0,0.0,5.0,0.0,4.0,2.0,2.75,1.0,2.0,0.0,23.0,1.0,1.0,0.54,0.46,3,2.581225397114174
1043,0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,272.0,1.0,0.0,5.0,0.23,3.0,81.0,5.0,6.0,12.0,1.0,3.14516129032258,0.0,2.0,0.0,10.0,1.0,3.0,0.5,0.5,1,1.740374974271727
1054,0,0.0,3.0,1.0,3.0,1.0,1.0,3.0,50.0,1.0,12.0,6.0,0.13,4.0,76.0,5.0,1.0,13.0,1.0,4.89473684210526,0.0,1.0,0.0,6.0,1.0,3.0,0.51,0.49,3,3162277660168.3794
1059,0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,52.0,2.0,0.0,0.0,0.29,2.0,83.0,5.0,0.0,14.0,2.0,3.25,0.0,2.0,0.0,9.0,1.0,3.0,0.53,0.47,3,3000000000000.0
1061,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,19.0,1.0,11.0,1.0,0.14,0.0,87.0,3.0,3.0,4.0,1.0,3.6875,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,2,8.795747948908078
1957,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,24.0,1.0,7.0,0.0,0.21,0.0,78.0,2.0,0.0,1.0,1.0,3.58333333333333,1.0,2.0,0.0,0.0,0.948717948717949,0.0,0.52,0.48,3,5000000000000.0
1103,0,1.0,0.0,1.0,5.0,0.0,0.0,3.0,28.0,6.0,6.0,8.0,0.09,2.0,85.0,2.0,0.0,2.0,3.0,3.05,0.0,0.0,0.0,24.0,1.0,1.0,0.5,0.5,3,1000000000000.0
1165,0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,54.0,2.0,1.0,19.0,0.16,1.0,95.0,5.0,0.0,4.0,2.0,1.25862068965517,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,2,1000000000000.0
1255,0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,23.0,2.0,9.0,0.0,0.14,0.0,79.0,2.0,2.0,4.0,2.0,3.07142857142857,0.0,1.0,0.0,0.0,1.0,3.0,0.51,0.49,3,1000000000000.0
1996,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,2.0,3.0,0.0,0.36,1.0,0.0,2.0,2.0,8.0,2.0,0.625,0.0,1.0,0.0,4.0,1.0,0.0,0.5,0.5,2,0.7953916373307014
1998,0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,27.0,7.0,0.0,12.0,0.16000000000000003,1.0,75.0,2.0,0.0,8.0,2.0,2.83333333333333,1.0,2.0,0.0,66.0,1.0,0.0,0.54,0.46,1,0.03137166323142038
1467,0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,46.0,1.0,6.0,11.0,0.06,5.0,82.0,4.0,2.0,16.0,1.0,4.4375,1.0,1.0,0.0,49.0,1.0,0.0,0.51,0.49,4,3741657386773.9414
2004,0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,22.0,8.0,3.0,9.0,0.09,1.0,81.0,4.0,0.0,11.0,2.0,2.41176470588235,0.0,1.0,0.0,92.0,1.0,0.0,0.5,0.5,2,2000000000000.0
2005,0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,22.0,10.0,0.0,6.0,0.11,1.0,78.0,4.0,0.0,9.0,2.0,2.05263157894737,0.0,1.0,0.0,91.0,1.0,1.0,0.51,0.49,2,4000000000000.0
1535,0,3.0,1.0,1.0,3.0,0.0,5.0,2.0,140.0,6.0,0.0,1.0,0.41,5.0,79.0,5.0,2.0,10.0,2.0,1.91304347826087,1.0,1.0,0.0,13.0,1.0,0.0,0.52,0.48,2,1000000000000.0
2032,0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,19.0,1.0,1.0,6.0,0.15,5.0,61.0,2.0,0.0,8.0,1.0,2.66666666666667,1.0,2.0,0.0,11.0,1.0,0.0,0.5,0.5,1,0.19271164556472298
1732,0,5.0,0.0,1.0,5.0,2.0,2.0,3.0,49.0,3.0,0.0,13.0,0.21,1.0,84.0,1.0,0.0,8.0,2.0,4.25,0.0,0.0,0.0,4.0,1.0,3.0,0.52,0.48,2,4000000000000.0
1744,0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,125.0,1.0,1.0,0.0,0.94,0.0,0.0,1.0,0.0,6.0,5.0,2.60869565217391,0.0,1.0,0.0,27.0,1.0,0.0,0.5,0.5,4,1000000000000.0
1866,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,21.0,1.0,2.0,0.0,0.14,0.0,0.0,1.0,2.0,10.0,2.0,2.25,0.0,1.0,0.0,169.0,1.0,0.0,0.52,0.48,1,1.3092260277173826
2042,0,16.0,0.0,1.0,0.0,5.0,0.0,3.0,75.0,4.0,0.0,14.0,0.12,0.0,77.0,2.0,0.0,8.0,2.0,4.84,0.0,0.0,0.0,7.0,1.0,0.0,0.54,0.46,1,0.015685831615710244
2049,0,5.0,6.0,2.0,16.0,2.0,0.0,2.0,61.0,8.0,0.0,21.0,0.11,0.0,94.0,1.0,1.0,16.0,2.0,3.78571428571429,0.0,1.0,0.0,73.0,0.974965229485396,1.0,0.5,0.5,2,5099019513592.785
