,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
534,2.0,0.0,1.0,0.0,5.0,2.0,495.0,6.0,0.0,16.0,0.67,0.0,93.0,1.0,0.0,21.0,2.0,0.5,0.0,1.0,0.0,8.0,0.375,0.0,4.0,4.0
538,3.0,0.0,1.0,0.0,4.0,2.0,204.0,4.0,4.0,13.0,1.8,0.0,87.0,1.0,1.0,28.0,2.0,15.1034482758621,0.0,1.0,0.0,78.0,0.153846153846154,0.0,4.0,5.0
549,0.0,0.0,2.0,1.0,9.0,3.0,363.0,4.0,10.0,4.0,5.5,1.0,92.0,1.0,1.0,29.0,3.0,3.3125,1.0,1.0,0.0,359.0,0.346153846153846,3.0,5.0,3.0
563,0.0,0.0,1.0,0.0,12.0,2.0,113.0,3.0,1.0,0.0,0.81,1.0,93.0,2.0,0.0,22.0,2.0,0.0,0.0,1.0,0.0,25.0,0.461538461538462,0.0,4.0,6.0
569,3.0,1.0,3.0,0.0,11.0,6.0,192.0,1.0,3.0,4.0,0.41,4.0,79.0,1.0,2.0,28.0,7.0,5.76923076923077,2.0,6.0,0.0,76.0,0.263157894736842,0.0,3.0,3.0
578,0.0,0.0,1.0,0.0,5.0,1.0,191.0,1.0,0.0,12.0,0.99,0.0,93.0,1.0,0.0,1.0,7.0,4.85185185185185,1.0,6.0,0.0,8.0,0.333333333333333,0.0,2.0,5.0
584,0.0,0.0,2.0,0.0,5.0,3.0,49.0,1.0,0.0,2.0,0.48,1.0,30.0,2.0,3.0,6.0,1.0,4.6,3.0,2.0,0.0,51.0,0.375,0.0,3.0,3.0
588,0.0,0.0,1.0,0.0,6.0,4.0,80.0,1.0,2.0,1.0,5.5,1.0,0.0,3.0,0.0,5.0,1.0,10.0,4.0,3.0,0.0,5.0,0.2,0.0,2.0,1.0
610,10.0,1.0,1.0,2.0,8.0,2.0,610.0,1.0,6.0,12.0,2.8,0.0,94.0,1.0,1.0,37.0,2.0,8.31481481481481,0.0,0.0,0.0,242.0,0.375,3.0,3.0,8.0
631,2.0,4.0,1.0,5.0,6.0,2.0,578.0,9.0,11.0,17.0,2.2,0.0,100.0,1.0,1.0,30.0,2.0,5.75,0.0,0.0,0.0,470.0,0.485714285714286,4.0,3.0,7.0
742,9.0,6.0,1.0,15.0,3.0,2.0,307.0,11.0,0.0,12.0,4.5,0.0,82.0,2.0,7.0,15.0,2.0,3.28169014084507,0.0,0.0,0.0,119.0,0.266666666666667,0.0,2.0,6.0
802,0.0,0.0,17.0,1.0,12.0,26.0,43.0,1.0,0.0,0.0,0.35,9.0,0.0,1.0,0.0,0.0,8.0,16.0,16.0,6.0,1.0,13.0,0.5,0.0,2.0,2.0
809,9.0,0.0,1.0,0.0,7.0,2.0,509.0,9.0,2.0,1.0,2.2,0.0,100.0,3.0,1.0,47.0,2.0,3.82539682539683,0.0,0.0,0.0,202.0,0.238095238095238,3.0,2.0,6.0
1020,0.0,0.0,1.0,0.0,4.0,2.0,27.0,1.0,0.0,0.0,4.1,5.0,0.0,3.0,0.0,15.0,1.0,1.5,1.0,2.0,0.0,7.0,0.333333333333333,0.0,3.0,0.0
1168,1.0,0.0,1.0,0.0,4.0,1.0,88.0,2.0,2.0,1.0,2.4,1.0,86.0,5.0,0.0,9.0,2.0,1.46666666666667,1.0,1.0,0.0,10.0,0.4,0.0,1.0,2.0
1234,0.0,0.0,5.0,0.0,2.0,1.0,30.0,6.0,1.0,1.0,0.75,1.0,100.0,5.0,0.0,5.0,2.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0
1236,2.0,1.0,1.0,0.0,3.0,1.0,105.0,8.0,3.0,2.0,3.7,2.0,100.0,2.0,0.0,36.0,2.0,1.61538461538462,0.0,0.0,0.0,7.0,0.4,0.0,5.0,2.0
