test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,min,max,mean,OWN_LINE,CountLineComment,Del_lines,CountOutput_Mean,MAJOR_COMMIT,CountPath_Min,MaxNesting_Mean,Added_lines,CountDeclInstanceMethod,AvgCyclomaticStrict
1103.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,25.0,12.0,14.0,0.1,0.0,85.0,3.0,6.0,13.0,2.0,6.82051282051282,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.9,,,,,,,,,,
1105.0,86.0,0.0,0.0,1.0,1.0,0.0,15.0,3.0,1.0,0.0,0.0,1.0,2.94,10.0,0.0,5.0,0.0,2.0,1.0,2.0,2.0,18.0,1.0,1.0,1.0,0.0,3.0,0.0,0.13610888710968774,1.1361088871096878,0.18838239990899824,,,,,,,,,,
1134.0,1.0,2.0,0.0,1.0,3.0,0.0,4.0,2.0,1.0,8.0,13.0,16.0,2.24,2.0,82.0,3.0,2.0,0.0,2.0,3.69230769230769,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.07740205808207595,0.6415953127745229,0.19972842501023141,,,,,,,,,,
1169.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,5.0,3.0,4.0,7.93,7.0,77.0,2.0,0.0,1.0,2.0,2.45454545454545,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,21.160703793770907,21.354407695516855,21.26558066850939,,,,,,,,,,
1318.0,40.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,5.0,1.26,1.0,80.0,3.0,0.0,7.0,0.0,1.8,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5867271678761996,1.1414510356864247,0.8660782777735083,,,,,,,,,,
1429.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,7.0,5.0,8.0,0.29,6.0,68.0,3.0,3.0,3.0,4.0,3.35,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.5,2.4999999999999996,1.8333333333333333,,,,,,,,,,
1506.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,6.0,0.22,1.0,100.0,2.0,5.0,2.0,2.0,1.16666666666667,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7115384615384616,,,,,,,,,,
1598.0,87.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,3.0,4.0,18.0,1.63,0.0,79.0,2.0,2.0,3.0,3.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.08344104827711755,0.8187554267710611,0.3927140503849913,,,,,,,,,,
1600.0,9.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,13.0,14.0,0.32,0.0,80.0,1.0,0.0,1.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.5585539999016212,1.138741421984724,0.7728843465556512,,,,,,,,,,
1601.0,80.0,6.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,6.0,7.0,2.26,0.0,63.0,1.0,0.0,11.0,1.0,4.61538461538461,2.0,1.0,0.0,4.0,0.5,0.0,4.0,1.0,0.09458552477427949,0.7421984625375811,0.22019111573637118,,,,,,,,,,
1762.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,7.0,5.0,0.9,0.0,73.0,2.0,2.0,11.0,2.0,3.18181818181818,0.0,1.0,0.0,4.0,0.75,0.0,1.0,1.0,0.009607686148919131,1.0096076861489192,0.061881198948229625,,,,,,,,,,
67.0,53.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,23.0,0.1,0.0,87.0,2.0,0.0,28.0,0.0,5.13333333333333,1.0,1.0,0.0,,0.0,,,1.0,0.0,0.8551861104941366,0.5701240736627576,0.464757709251101,,,,,,,,,
110.0,14.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,4.0,2.0,23.0,0.78,0.0,90.0,3.0,0.0,27.0,1.0,3.7,0.0,1.0,0.0,,1.0,,,1.0,0.0011200723840987033,0.6715777823891544,0.06679307635590706,0.690909090909091,,,,,,,,,
111.0,68.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,14.0,18.0,0.25,0.0,83.0,4.0,0.0,20.0,3.0,3.08695652173913,0.0,0.0,0.0,,0.0,,,0.0,0.3333333333333333,1.3333333333333333,0.7037037037037037,0.551369863013699,,,,,,,,,
127.0,51.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,23.0,16.0,14.0,0.05,0.0,88.0,3.0,0.0,38.0,2.0,5.10810810810811,0.0,1.0,0.0,,0.0,,,1.0,0.0,1.0,0.34565330038775416,0.607072691552063,,,,,,,,,
133.0,84.0,4.0,0.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,13.0,27.0,0.41,0.0,90.0,1.0,0.0,1.0,2.0,3.6969696969697,1.0,1.0,0.0,,0.666666666666667,,,1.0,0.3092538006732768,1.3092538006732768,0.6538325403220949,1.0,,,,,,,,,
153.0,18.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,0.24,0.0,83.0,1.0,3.0,27.0,2.0,4.40740740740741,0.0,0.0,0.0,,0.75,,,1.0,0.6033970971212502,1.6033970971212501,0.9479758367700682,1.0,,,,,,,,,
156.0,33.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,24.0,49.0,0.62,0.0,95.0,1.0,2.0,15.0,2.0,2.66,1.0,1.0,0.0,,0.0,,,0.0,0.0,0.7500000000000001,0.3338437765782304,0.947368421052632,,,,,,,,,
162.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,6.0,11.0,21.0,0.22,0.0,87.0,2.0,0.0,13.0,2.0,3.22222222222222,0.0,1.0,0.0,,0.0,,,0.0,0.00010961505105509685,0.839909589653448,0.1907495922773844,1.0,,,,,,,,,
165.0,96.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,8.0,26.0,0.23,0.0,82.0,2.0,0.0,14.0,1.0,2.37037037037037,0.0,1.0,0.0,,0.5,,,1.0,0.058294864023787314,1.0269699232615739,0.5001268261244507,0.9,,,,,,,,,
212.0,62.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,30.0,65.0,0.41,0.0,96.0,2.0,0.0,25.0,1.0,5.8,1.0,1.0,0.0,,0.1,,,1.0,0.03193524490616556,0.9749448828795468,0.6609680764665639,0.61100569259962,,,,,,,,,
228.0,5.0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,4.0,9.0,13.0,30.0,0.26,0.0,89.0,2.0,2.0,25.0,0.0,44.8,0.0,0.0,0.0,,0.857142857142857,,,1.0,15.172406203775664,15.66794719087294,15.414262100206642,1.0,,,,,,,,,
243.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,3.0,10.0,36.0,0.16,1.0,87.0,5.0,1.0,43.0,2.0,6.4,0.0,0.0,0.0,,0.5,,,2.0,0.4276396408300594,0.9951926797749667,0.7233323223673545,0.419354838709677,,,,,,,,,
409.0,94.0,4.0,6.0,1.0,17.0,0.0,0.0,2.0,3.0,3.0,19.0,44.0,0.09,0.0,94.0,3.0,1.0,13.0,2.0,4.6140350877193,0.0,1.0,0.0,,0.5,,,1.0,0.32835311287523455,1.1659561771399631,0.5662779811274801,1.0,,,,,,,,,
445.0,97.0,11.0,10.0,1.0,8.0,2.0,1.0,2.0,1.0,0.0,26.0,30.0,0.18,0.0,92.0,1.0,0.0,10.0,3.0,4.6078431372549,0.0,1.0,0.0,,0.0,,,0.0,0.013851040378127647,1.0138510403781276,0.3584297800269457,1.0,,,,,,,,,
739.0,27.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,5.0,11.0,37.0,0.13,0.0,85.0,4.0,0.0,24.0,2.0,2.83720930232558,1.0,1.0,0.0,,0.2,,,1.0,0.3981107899063543,1.2178980102037413,0.6452238927027545,0.460820895522388,,,,,,,,,
745.0,25.0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,5.0,2.0,16.0,26.0,0.16,0.0,83.0,1.0,1.0,21.0,2.0,4.59375,1.0,0.0,0.0,,1.0,,,1.0,0.04723650130373027,0.5443628145461106,0.2667261117564364,0.5,,,,,,,,,
776.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,40.0,84.0,0.21,0.0,97.0,1.0,0.0,0.0,1.0,2.51190476190476,1.0,1.0,0.0,,1.1,,,1.0,0.008366548363450486,0.6503381471534118,0.32414480893930037,0.816037735849057,,,,,,,,,
789.0,45.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,7.0,12.0,25.0,0.12,0.0,92.0,2.0,1.0,25.0,2.0,2.6,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.8326108942436267,0.32488635013028716,0.706744868035191,,,,,,,,,
790.0,85.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,6.0,22.0,0.12,0.0,80.0,1.0,1.0,12.0,2.0,2.19230769230769,0.0,0.0,0.0,,1.0,,,2.0,0.0015591405216351406,0.8353526211435579,0.29434385312191125,0.6,,,,,,,,,
791.0,39.0,1.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,4.0,12.0,28.0,0.23,0.0,92.0,2.0,0.0,24.0,1.0,2.4,0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,0.4,0.538659793814433,,,,,,,,,
793.0,29.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,4.0,17.0,0.1,0.0,77.0,2.0,0.0,18.0,2.0,4.54545454545455,0.0,0.0,0.0,,0.2,,,0.0,0.0,0.9,0.3359390146734685,0.580555555555556,,,,,,,,,
838.0,61.0,8.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,8.0,22.0,0.35,1.0,78.0,1.0,1.0,14.0,2.0,6.46666666666667,2.0,6.0,0.0,,1.0,,,2.0,0.0,1.0,0.6190476190476192,0.677570093457944,,,,,,,,,
855.0,15.0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,33.0,50.0,0.1,0.0,93.0,1.0,0.0,16.0,2.0,2.76785714285714,1.0,1.0,0.0,,1.0,,,2.0,0.6442963685925406,1.361341088502109,1.0401018943591676,1.0,,,,,,,,,
857.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,26.0,35.0,0.1,1.0,90.0,1.0,0.0,18.0,2.0,2.875,0.0,1.0,0.0,,1.0,,,4.0,1.9913893550472757,2.9424172572409417,2.3609209408967433,1.0,,,,,,,,,
893.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,16.0,19.0,12.0,0.12,2.0,91.0,1.0,0.0,49.0,2.0,6.85714285714286,3.0,7.0,0.0,,0.0,,,2.0,0.5720775535473555,1.0755548251103622,0.7935625049254781,0.86970684039088,,,,,,,,,
911.0,42.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,9.0,25.0,39.0,0.39,0.0,93.0,4.0,3.0,6.0,4.0,4.3,1.0,1.0,0.0,,1.0,,,2.0,0.013306702635401511,0.8353652210002075,0.2190459881260596,0.492779783393502,,,,,,,,,
913.0,54.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,5.0,20.0,36.0,0.36,0.0,93.0,4.0,3.0,14.0,2.0,1.4,0.0,0.0,0.0,,0.0,,,3.0,0.0195037417218726,0.763647966687848,0.17227182289227225,0.470212765957447,,,,,,,,,
917.0,88.0,1.0,0.0,1.0,5.0,9.0,0.0,2.0,1.0,4.0,0.0,16.0,0.61,0.0,94.0,1.0,8.0,15.0,1.0,5.47619047619048,1.0,1.0,0.0,,0.5,,,3.0,0.30926407148476576,1.0053643723673147,0.7010027328043152,0.8,,,,,,,,,
1143.0,44.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,8.0,0.0,6.0,38.0,0.21,2.0,85.0,5.0,0.0,6.0,2.0,3.92105263157895,0.0,2.0,0.0,,1.0,,,2.0,0.008386838030777439,0.975942246101771,0.32084221933404483,0.8,,,,,,,,,
1367.0,78.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,10.0,16.0,1.0,0.24,0.0,84.0,2.0,5.0,5.0,1.0,9.2,3.0,2.0,0.0,,0.0,,,1.0,0.02582580316549972,1.0258258031654997,0.408194739382987,0.346341463414634,,,,,,,,,
1452.0,28.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,11.0,36.0,0.07,4.0,82.0,5.0,1.0,15.0,1.0,4.59090909090909,2.0,1.0,0.0,,0.0,,,1.0,0.0,0.8326108942436267,0.32488635013028716,0.593110871905274,,,,,,,,,
1677.0,20.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,40.0,1.24,0.0,91.0,1.0,0.0,2.0,4.0,1.8780487804878,0.0,0.0,0.0,,0.0,,,2.0,0.0018947844825956991,0.5669545739361492,0.20782776932670902,0.9,,,,,,,,,
1802.0,9.0,0.0,1.0,1.0,1.0,0.0,5.0,4.0,2.0,10.0,8.0,4.0,0.32,2.0,83.0,3.0,0.0,6.0,1.0,4.13333333333333,0.0,1.0,0.0,,0.0,,,4.0,0.0,1.0,0.4,0.518367346938776,,,,,,,,,
1803.0,47.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,16.0,9.0,3.0,0.22,0.0,89.0,2.0,3.0,4.0,1.0,3.84210526315789,1.0,2.0,0.0,,0.0,,,3.0,0.0024176463585269294,0.997582353641473,0.3421850303829499,0.8,,,,,,,,,
1818.0,65.0,0.0,0.0,1.0,7.0,5.0,0.0,2.0,1.0,3.0,8.0,28.0,0.14,0.0,91.0,1.0,0.0,6.0,4.0,8.8,0.0,0.0,0.0,,1.0,,,3.0,0.2514977675732481,1.2514977675732484,0.6338667037907354,0.450549450549451,,,,,,,,,
16.0,44.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,5.0,,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,,,,,1.0,0.0,0.6593406593406593,0.1221305010778695,0.734375,58.0,58.0,,,,,,,
86.0,21.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,7.0,7.0,,4.78,0.0,78.0,2.0,2.0,13.0,3.0,3.64705882352941,1.0,0.0,0.0,,,,,3.0,0.0016393442622951071,0.9983606557377049,0.6640136216044981,0.566552901023891,116.0,0.0,,,,,,,
95.0,29.0,1.0,4.0,1.0,7.0,0.0,8.0,2.0,6.0,22.0,23.0,,2.41,0.0,95.0,1.0,1.0,1.0,6.0,4.21296296296296,0.0,0.0,0.0,,,,,5.0,0.4300832882714547,0.6080218526937267,0.47193960296321824,0.642458100558659,1049.0,0.0,,,,,,,
134.0,8.0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,6.0,35.0,74.0,,1.91,0.0,98.0,1.0,2.0,3.0,2.0,8.11940298507463,0.0,0.0,0.0,,,,,5.0,1.275993354099681,1.7866986118626713,1.3985164751100634,0.408026755852843,419.0,320.0,,,,,,,
147.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,4.0,3.0,,0.73,0.0,90.0,3.0,35.0,28.0,1.0,3.32142857142857,0.0,1.0,0.0,,,,,0.0,3.4122186375452364,4.179311473845893,3.884447746377974,1.1,155.0,1.0,,,,,,,
172.0,0.0,4.0,0.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,16.0,,5.68,0.0,92.0,1.0,0.0,1.0,2.0,3.92307692307692,1.0,1.0,0.0,,,,,2.0,0.4402734618145546,1.145800039556402,0.8378685820039873,0.495867768595041,121.0,1.0,,,,,,,
202.0,88.0,0.0,32.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,,0.17,0.0,0.0,1.0,1.0,6.0,1.0,4.17073170731707,0.0,0.0,0.0,,,,,0.0,0.20163934426229504,1.2016393442622952,0.5360022174704999,0.715277777777778,189.0,0.0,,,,,,,
207.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,,4.65,0.0,61.0,2.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,,,,,0.0,0.0,1.0,0.6656371267917954,0.566473988439306,61.0,2.0,,,,,,,
267.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,4.0,9.0,14.0,,1.44,0.0,89.0,2.0,2.0,3.0,2.0,4.025,0.0,0.0,0.0,,,,,1.0,0.5212822238392302,1.073786423493745,0.6507534853412763,0.531208499335989,132.0,39.0,,,,,,,
282.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,2.0,9.0,,3.72,1.0,85.0,2.0,1.0,4.0,2.0,3.23076923076923,0.0,0.0,0.0,,,,,0.0,0.7389773161195211,1.1901672091327224,0.88987038181887,0.416531604538088,70.0,137.0,,,,,,,
543.0,32.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,1.0,4.0,0.0,,0.44,0.0,60.0,3.0,1.0,7.0,1.0,4.4,1.0,2.0,0.0,,,,,0.0,0.0,0.789010989010989,0.03418686576581313,0.40495867768595,34.0,1.0,,,,,,,
548.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,,2.3,3.0,70.0,3.0,0.0,17.0,2.0,3.6,0.0,1.0,0.0,,,,,0.0,1.2953780283742589,1.7190809443846398,1.4524109312965008,0.430327868852459,28.0,77.0,,,,,,,
729.0,75.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,,1.27,1.0,62.0,2.0,0.0,12.0,2.0,8.4,0.0,0.0,0.0,,,,,2.0,0.33335355365192587,0.7209388748776192,0.5223846639227987,0.506787330316742,44.0,226.0,,,,,,,
773.0,5.0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,,1.19,0.0,71.0,1.0,7.0,5.0,2.0,7.8,1.0,1.0,0.0,,,,,3.0,0.2584189332917427,0.5456163287064866,0.3581457709617265,0.457861635220126,95.0,240.0,,,,,,,
