test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,min,max,mean,OWN_LINE,CountLineComment,Del_lines,CountOutput_Mean,MAJOR_COMMIT,CountPath_Min,MaxNesting_Mean,Added_lines,CountDeclInstanceMethod,AvgCyclomaticStrict
523.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,10.0,29.0,37.0,39.0,0.14,0.0,93.0,1.0,2.0,42.0,2.0,4.25714285714286,0.0,0.0,2.0,,0.666666666666667,,,1.0,0.0,1.0,0.5,0.417142857142857,,,,,,,,,
739.0,97.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,5.0,11.0,37.0,0.13,0.0,85.0,2.0,0.0,24.0,2.0,2.83720930232558,1.0,1.0,2.0,,1.0,,,1.0,0.0,1.0,0.5,0.460820895522388,,,,,,,,,
746.0,15.0,5.0,1.0,1.0,5.0,0.0,1.0,2.0,4.0,10.0,44.0,78.0,0.15,0.0,96.0,1.0,0.0,41.0,4.0,2.95744680851064,0.0,1.0,2.0,,0.666666666666667,,,2.0,0.0,1.0,0.5,0.659197012138189,,,,,,,,,
776.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,40.0,84.0,0.13,0.0,97.0,1.0,0.0,0.0,1.0,2.51190476190476,1.0,1.0,0.0,,1.0,,,4.0,0.34342853314057,0.8603529698452798,0.567489959738864,0.816037735849057,,,,,,,,,
779.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,3.0,18.0,42.0,0.19,0.0,91.0,1.0,0.0,31.0,5.0,3.4,0.0,0.0,2.0,,1.0,,,2.0,0.0,1.0,0.5,0.589158345221113,,,,,,,,,
789.0,89.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,7.0,12.0,25.0,0.12,0.0,92.0,1.0,1.0,25.0,2.0,2.6,0.0,0.0,2.0,,1.0,,,0.0,0.0,1.0,0.5,0.706744868035191,,,,,,,,,
855.0,57.0,2.0,3.0,4.0,1.0,0.0,0.0,3.0,4.0,1.0,33.0,50.0,0.1,0.0,93.0,1.0,0.0,16.0,2.0,2.76785714285714,0.0,1.0,0.0,,0.8,,,2.0,0.6777345577511821,1.4789526403286282,1.0511112425920752,0.6,,,,,,,,,
857.0,80.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,26.0,35.0,0.1,1.0,90.0,2.0,0.0,18.0,2.0,2.875,10.0,1.0,0.0,,1.0,,,4.0,0.7567778356290297,1.5270508254116606,1.1694905485991953,0.6,,,,,,,,,
893.0,82.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,16.0,19.0,12.0,0.12,2.0,91.0,1.0,0.0,49.0,2.0,6.85714285714286,3.0,1.0,2.0,,1.0,,,2.0,0.0,1.0,0.5,0.86970684039088,,,,,,,,,
911.0,31.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,9.0,25.0,39.0,0.39,0.0,93.0,4.0,3.0,6.0,4.0,2.4375,1.0,1.0,2.0,,1.0,,,2.0,0.0,1.0,0.5,0.492779783393502,,,,,,,,,
913.0,91.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,5.0,20.0,36.0,0.36,0.0,93.0,4.0,3.0,14.0,2.0,2.07142857142857,0.0,0.0,0.0,,0.5,,,3.0,0.33610119214052947,0.854991449413766,0.5220248863158632,0.8,,,,,,,,,
80.0,49.0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,34.0,,0.53,0.0,97.0,2.0,37.0,19.0,6.0,8.46153846153846,0.0,1.0,0.0,,,,,4.0,0.05405405405405411,1.0540540540540542,0.8587619877942457,0.539735099337748,269.0,1.0,,,,,,,
104.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,,0.1,0.0,87.0,2.0,0.0,29.0,7.0,5.16666666666667,1.0,1.0,0.0,,,,,2.0,0.6639453369228461,1.1955781166318034,0.9247490516514509,0.3,38.0,2.0,,,,,,,
147.0,54.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,4.0,3.0,,0.73,0.0,90.0,3.0,0.0,28.0,1.0,3.32142857142857,0.0,1.0,0.0,,,,,5.0,0.5661457966569529,1.3545444479053173,0.8099569831962414,1.1,155.0,1.0,,,,,,,
166.0,42.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,23.0,16.0,,0.05,0.0,88.0,3.0,0.0,40.0,2.0,4.97368421052632,0.0,1.0,2.0,,,,,3.0,0.0,1.0,0.5555555555555555,0.547058823529412,24.0,37.0,,,,,,,
172.0,25.0,4.0,0.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,16.0,,0.38,0.0,92.0,1.0,0.0,1.0,0.0,3.92307692307692,1.0,1.0,0.0,,,,,2.0,0.19937635411819882,0.7348402997978497,0.505005600206106,0.3,121.0,13.0,,,,,,,
192.0,44.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,8.0,12.0,,0.23,0.0,82.0,1.0,3.0,28.0,2.0,4.48275862068965,0.0,0.0,2.0,,,,,2.0,0.0,1.0,0.5555555555555555,0.326653306613226,83.0,13.0,,,,,,,
195.0,56.0,0.0,0.0,4.0,3.0,0.0,2.0,1.0,1.0,2.0,29.0,,0.56,0.0,96.0,1.0,2.0,22.0,2.0,2.75,0.0,0.0,0.0,,,,,2.0,0.5775971671398366,1.235179289820975,0.853062259573053,0.7,164.0,7.0,,,,,,,
251.0,69.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,39.0,,0.41,0.0,97.0,2.0,0.0,28.0,1.0,2.63529411764706,1.0,1.0,2.0,,,,,3.0,0.0,1.0,0.5555555555555555,0.642647058823529,170.0,10.0,,,,,,,
267.0,42.0,0.0,1.0,4.0,2.0,0.0,2.0,3.0,4.0,9.0,14.0,,0.24,0.0,89.0,2.0,2.0,26.0,2.0,4.025,0.0,0.0,0.0,,,,,2.0,0.5,1.5,0.9,0.531208499335989,132.0,39.0,,,,,,,
275.0,25.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,7.0,19.0,,0.06,0.0,92.0,2.0,1.0,42.0,1.0,4.33802816901408,0.0,0.0,3.0,,,,,3.0,0.0,1.0,0.5555555555555555,0.328063241106719,37.0,18.0,,,,,,,
282.0,45.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,2.0,9.0,,0.15,1.0,85.0,2.0,1.0,40.0,2.0,3.23076923076923,13.0,0.0,0.0,,,,,0.0,0.7300170968649712,1.0243026986085328,0.8968176162500898,0.416531604538088,70.0,40.0,,,,,,,
