project,test_idx,candidate_id,min,max,mean,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,OWN_LINE,CountLineComment,Del_lines,CountOutput_Mean,MAJOR_COMMIT,CountPath_Min,MaxNesting_Mean,Added_lines,CountDeclInstanceMethod,AvgCyclomaticStrict
activemq@0,219,12,0.010836630985671985,0.813130081235423,0.32375271219106583,7.0,4.0,1.0,2.0,0.0,1.0,2.0,12.0,7.0,22.0,58.0,0.17,0.0,94.0,2.0,1.0,50.0,2.0,3.94736842105263,0.0,0.0,0.0,39.0,1.0,0.0,3.0,0.0,,,,,,,,,,
activemq@0,225,0,0.0,0.7578947368421053,0.6679403014751979,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,19.0,66.0,0.06,0.0,92.0,1.0,1.0,43.0,2.0,3.84931506849315,0.0,0.0,0.0,10.0,1.0,0.0,3.0,1.0,,,,,,,,,,
activemq@0,230,0,0.0,0.7719298245614035,0.6803062547214849,1.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,3.0,11.0,37.0,0.18,1.0,88.0,2.0,1.0,45.0,2.0,3.02380952380952,0.0,0.0,0.0,18.0,1.0,0.0,3.0,2.0,,,,,,,,,,
activemq@0,246,0,0.6692753852464498,1.4263597868496636,1.1436898360127568,5.0,0.0,1.0,3.0,0.0,1.0,2.0,4.0,13.0,38.0,3.0,0.15,0.0,95.0,1.0,1.0,70.0,4.0,3.09574468085106,0.0,1.0,0.0,3.0,0.529411764705882,0.0,3.0,1.0,,,,,,,,,,
activemq@0,287,16,0.0,0.7629629629629628,0.07667887667887667,1.0,0.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,9.0,0.7,0.0,73.0,4.0,0.0,7.0,2.0,3.1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,
activemq@0,326,0,0.0,0.5714285714285714,0.2941176470588236,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,37.0,93.0,0.33,0.0,96.0,2.0,2.0,15.0,3.0,11.659793814433,0.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,,,,,,,,,,
activemq@0,359,3,0.1633208764376646,0.5599477862681496,0.33812718766304434,2.0,0.0,2.0,1.0,18.0,1.0,2.0,7.0,7.0,1.0,0.0,0.84,0.0,100.0,2.0,5.0,0.0,2.0,2.42105263157895,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,,,,,,,,,,
activemq@0,379,0,0.0,1.0,0.375,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.32,1.0,25.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,
activemq@0,389,3,0.0,1.0,0.6635706914344685,0.0,3.0,1.0,3.0,0.0,0.0,2.0,4.0,5.0,6.0,9.0,0.19,0.0,90.0,2.0,2.0,3.0,3.0,1.36734693877551,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,,,,,
activemq@0,393,0,0.0,0.947368421052632,0.8456256570800389,4.0,6.0,1.0,15.0,0.0,0.0,2.0,3.0,3.0,19.0,44.0,0.09,0.0,94.0,1.0,1.0,12.0,2.0,4.49122807017544,0.0,1.0,0.0,6.0,1.0,0.0,2.0,0.0,,,,,,,,,,
activemq@0,427,1,0.02222222222222224,0.9777777777777777,0.2664224664224664,9.0,10.0,1.0,5.0,2.0,1.0,2.0,1.0,0.0,22.0,24.0,0.18,0.0,59.0,1.0,0.0,10.0,3.0,4.13953488372093,0.0,1.0,0.0,11.0,1.0,0.0,2.0,0.0,,,,,,,,,,
activemq@0,500,1,0.0,0.625,0.2734375,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.63,0.0,75.0,3.0,1.0,7.0,1.0,3.75,1.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,,,,,,,,,,
activemq@0,502,3,0.0,1.0,0.375,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,3.0,1.0,0.41,0.0,62.0,2.0,1.0,8.0,1.0,4.16666666666667,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,,,,,,,,,,
activemq@0,503,9,0.0,1.0,0.6635706914344685,2.0,0.0,1.0,2.0,1.0,1.0,3.0,10.0,28.0,36.0,7.0,0.14,0.0,93.0,1.0,2.0,40.0,2.0,4.15942028985507,0.0,0.0,0.0,11.0,1.0,0.0,3.0,0.0,,,,,,,,,,
activemq@0,505,0,0.0,0.8421052631578948,0.7436079305846253,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,11.0,0.16,0.0,66.0,3.0,0.0,12.0,2.0,3.28571428571429,1.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,,,,,,,,,,
activemq@0,695,3,0.009743023150018548,0.9666831910872591,0.3560509977806582,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,16.0,0.35,0.0,62.0,2.0,0.0,12.0,2.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,,,
activemq@0,719,0,0.0,1.0,0.6458333333333334,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,5.0,11.0,37.0,0.13,0.0,85.0,2.0,0.0,24.0,2.0,2.83720930232558,1.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,,,,,,,,,,
activemq@0,726,15,0.216856799163735,0.9737128629230182,0.5974273701470321,5.0,1.0,1.0,5.0,0.0,1.0,2.0,4.0,10.0,37.0,16.0,0.84,0.0,95.0,1.0,0.0,39.0,4.0,2.90361445783133,0.0,1.0,0.0,13.0,0.846153846153846,0.0,2.0,1.0,,,,,,,,,,
activemq@0,727,6,0.0,0.8333333333333334,0.23412698412698407,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,9.0,19.0,0.62,0.0,88.0,1.0,0.0,3.0,2.0,1.63157894736842,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,
activemq@0,737,19,0.17533746269030945,0.6098118407685378,0.3291504811819968,2.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,30.0,0.84,0.0,62.0,1.0,7.0,0.0,2.0,5.38235294117647,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,,,,,,,,,,
activemq@0,754,0,0.0,0.5714285714285714,0.2941176470588236,0.0,0.0,1.0,2.0,1.0,0.0,2.0,4.0,4.0,13.0,48.0,0.15,0.0,94.0,2.0,0.0,21.0,3.0,2.9622641509434,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,,,,,,,,,,
activemq@0,757,0,4.824484242184963e-17,0.9687750200160128,0.02243980977131432,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,6.0,13.0,0.3,0.0,74.0,1.0,0.0,2.0,1.0,7.42857142857143,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,,,,,
activemq@0,788,4,0.0,1.0,0.6470588235294118,0.0,6.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,5.0,23.0,0.26,1.0,58.0,1.0,1.0,8.0,2.0,2.24137931034483,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,
activemq@0,832,8,0.12786290252571125,0.7280723138171331,0.4254376933963193,0.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,32.0,50.0,0.1,0.0,93.0,1.0,0.0,16.0,2.0,2.71428571428571,0.0,1.0,0.0,25.0,1.0,0.0,3.0,2.0,,,,,,,,,,
activemq@0,834,18,0.0,0.6666666666666667,0.21929824561403516,2.0,1.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,26.0,35.0,0.1,1.0,90.0,2.0,0.0,18.0,2.0,2.875,1.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0,,,,,,,,,,
activemq@0,886,0,0.0,0.947368421052632,0.8456256570800389,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,5.0,14.0,22.0,0.39,0.0,90.0,4.0,3.0,13.0,2.0,2.37037037037037,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,,,,,,,,,,
activemq@0,913,1,0.09800258926774186,0.6825615623056078,0.40611361160431325,1.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,15.0,2.0,0.18,0.0,89.0,1.0,1.0,8.0,3.0,2.46428571428571,0.0,0.0,0.0,1.0,0.6,0.0,3.0,0.0,,,,,,,,,,
activemq@0,914,0,0.0,0.947368421052632,0.8456256570800389,2.0,0.0,1.0,4.0,2.0,1.0,4.0,1.0,0.0,1.0,7.0,0.18,0.0,57.0,2.0,1.0,16.0,1.0,4.44444444444444,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,,,,,,,,,,
activemq@0,991,11,0.0362676133212886,0.697444901700641,0.15301542983365524,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,4.0,2.0,0.46,0.0,70.0,5.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,
activemq@0,1009,1,0.18917835619663506,0.7574404678020871,0.42406107270561644,0.0,0.0,1.0,0.0,2.0,6.0,3.0,1.0,0.0,0.0,11.0,0.84,6.0,0.0,6.0,3.0,0.0,1.0,0.545454545454545,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,,,,,,,,,,
activemq@0,1011,0,0.0,1.0,0.3541666666666667,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.49,0.0,0.0,3.0,0.0,4.0,1.0,1.75,1.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,
activemq@0,1028,2,0.0,1.0,0.375,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.47,1.0,50.0,3.0,1.0,3.0,1.0,1.25,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,
activemq@0,1093,12,0.0,1.0,0.6,0.0,0.0,1.0,1.0,2.0,1.0,1.0,8.0,0.0,6.0,37.0,0.21,2.0,85.0,2.0,0.0,3.0,2.0,3.94594594594595,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,,,,,
activemq@0,1103,14,0.0,0.9735788630904724,0.02672739284323634,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,25.0,12.0,14.0,0.3,0.0,85.0,4.0,6.0,13.0,2.0,6.82051282051282,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,,,,,,,,,,
activemq@0,1105,16,0.0,0.9175340272217775,0.04256519970074419,0.0,0.0,1.0,1.0,0.0,15.0,3.0,1.0,0.0,0.0,1.0,0.21,10.0,0.0,5.0,0.0,2.0,1.0,2.0,2.0,18.0,1.0,1.0,1.0,0.0,3.0,0.0,,,,,,,,,,
activemq@0,1134,6,0.039215686274509776,0.6274509803921569,0.3040935672514619,2.0,0.0,1.0,3.0,0.0,4.0,2.0,1.0,8.0,13.0,3.0,0.42,2.0,82.0,3.0,2.0,5.0,2.0,3.69230769230769,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,,,,,
activemq@0,1169,0,0.010526315789473746,1.0105263157894735,0.9087162480074847,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,5.0,3.0,4.0,0.24,2.0,77.0,2.0,0.0,4.0,2.0,2.45454545454545,0.0,1.0,0.0,0.0,0.6,0.0,1.0,0.0,,,,,,,,,,
activemq@0,1309,0,0.0,0.9631705364291434,0.017544089916742136,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,10.0,17.0,1.0,0.3,0.0,84.0,2.0,5.0,5.0,1.0,5.90909090909091,3.0,2.0,0.0,5.0,0.8,0.0,3.0,1.0,,,,,,,,,,
activemq@0,1318,1,0.0027617951668587556,0.5746835443037953,0.16564207741968978,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,5.0,0.38,1.0,80.0,6.0,0.0,7.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,
activemq@0,1335,0,0.0016012810248198508,0.9711769415532425,0.02457922622250806,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,20.0,0.3,2.0,0.0,2.0,0.0,6.0,1.0,1.875,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,
activemq@0,1366,4,0.0,0.5555555555555555,0.18015873015873018,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.9,0.0,0.0,4.0,0.0,5.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,
activemq@0,1390,1,0.0,1.0,0.6458333333333334,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,11.0,35.0,0.06,4.0,81.0,4.0,1.0,13.0,1.0,4.55813953488372,2.0,1.0,0.0,3.0,1.0,0.0,5.0,0.0,,,,,,,,,,
activemq@0,1496,13,0.03597343101851497,0.8486631581711876,0.34143359632717113,1.0,0.0,2.0,15.0,0.0,0.0,4.0,1.0,4.0,19.0,5.0,0.84,2.0,85.0,1.0,0.0,2.0,2.0,6.83333333333333,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,
activemq@0,1504,5,0.0,0.8370370370370369,0.13251933251933248,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,7.0,6.0,6.0,0.95,0.0,73.0,2.0,1.0,0.0,1.0,1.84615384615385,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,
activemq@0,1505,3,0.0,1.0,0.375,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,6.0,0.27,1.0,40.0,2.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,
activemq@0,1506,11,0.0,0.6329113924050671,0.06473216006018918,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,6.0,0.22,1.0,100.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,
activemq@0,1582,1,0.0,0.6666666666666666,0.18589743589743585,5.0,0.0,1.0,5.0,3.0,1.0,2.0,3.0,2.0,12.0,9.0,0.24,0.0,88.0,1.0,1.0,8.0,2.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,,,,,
activemq@0,1583,0,0.05882352941176466,0.607843137254902,0.28586171310629516,6.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,9.0,16.0,0.36,0.0,86.0,1.0,0.0,5.0,3.0,2.44117647058824,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,
activemq@0,1594,0,0.0011836265000825046,0.6299194476409643,0.21832339118833602,2.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,20.0,1.0,0.0,80.0,1.0,0.0,6.0,5.0,3.7,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,
activemq@0,1595,0,0.05260882988576686,0.900710095708551,0.484954765903964,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,40.0,1.25,0.0,91.0,1.0,0.0,2.0,4.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,
activemq@0,1598,11,0.007101759000493725,0.6023014959723798,0.1917599173249806,1.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,3.0,4.0,18.0,0.18,0.0,79.0,2.0,2.0,3.0,3.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,
activemq@0,1600,0,0.015789473684210516,0.6210526315789474,0.351818721128911,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,13.0,14.0,0.32,0.0,80.0,1.0,0.0,4.0,5.0,4.0,1.0,1.0,0.0,1.0,0.6,0.0,2.0,2.0,,,,,,,,,,
activemq@0,1601,15,0.09699895169561347,0.7345478584692597,0.24551330008199976,6.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,6.0,7.0,0.84,0.0,63.0,1.0,0.0,11.0,2.0,2.1,2.0,1.0,0.0,4.0,0.5,0.0,4.0,1.0,,,,,,,,,,
activemq@0,1712,16,0.0,0.5652173913043479,0.13822193380921485,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,7.0,0.27,0.0,68.0,3.0,0.0,2.0,1.0,1.375,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,
activemq@0,1721,2,0.0,0.7222222222222223,0.1325396825396825,0.0,1.0,1.0,1.0,0.0,5.0,4.0,2.0,10.0,6.0,3.0,0.39,2.0,81.0,3.0,0.0,3.0,2.0,3.78571428571429,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,,,,,,,,,,
activemq@0,1722,1,0.007205764611689344,1.0072057646116894,0.05947927741099983,0.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,15.0,9.0,3.0,0.84,0.0,90.0,2.0,3.0,4.0,1.0,3.83333333333333,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,,,,,,,,,,
activemq@0,1735,1,0.048832271907340526,0.8153294922772768,0.24759356920921158,0.0,0.0,1.0,7.0,5.0,0.0,2.0,1.0,3.0,6.0,7.0,0.84,0.0,90.0,1.0,0.0,3.0,4.0,3.41379310344828,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,,,,,,,,,,
activemq@0,1762,0,0.0,0.7894736842105265,0.6957887531088159,2.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,7.0,5.0,0.25,0.0,73.0,2.0,2.0,11.0,2.0,3.18181818181818,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,,,,,,,,,,
activemq@0,1765,0,0.0,0.947368421052632,0.8456256570800389,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,5.0,0.4,0.0,58.0,2.0,0.0,10.0,1.0,3.66666666666667,2.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,,,,,,,,,,
activemq@0,1795,0,0.0,0.9623698959167335,0.016865951777815694,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,2.0,2.0,9.0,0.21,2.0,19.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.5,0.0,2.0,0.0,,,,,,,,,,
activemq@1,41,5,0.24411774988016965,1.0290164825387387,0.6627901473231126,6.0,1.0,1.0,5.0,3.0,4.0,2.0,7.0,21.0,62.0,139.0,0.26,0.0,97.0,1.0,2.0,59.0,9.0,4.73053892215569,0.0,0.0,0.0,,0.5,,,1.0,1.0,,,,,,,,,
activemq@1,43,5,1.3245656091824065,1.5311523654085686,1.42884226384127,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,7.0,0.0,77.0,1.42,0.0,0.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,,0.5,,,2.0,0.568445475638051,,,,,,,,,
activemq@1,48,2,0.3485775399374532,0.8928597905626,0.6516037306256244,6.0,3.0,1.0,1.0,0.0,4.0,3.0,6.0,8.0,22.0,38.0,0.39,0.0,89.0,1.0,3.0,6.0,4.0,4.87272727272727,0.0,1.0,0.0,,0.666666666666667,,,3.0,1.0,,,,,,,,,
activemq@1,58,18,0.6362282520094037,1.384346910936025,1.2551259003875803,0.0,4.0,1.0,2.0,0.0,8.0,2.0,5.0,22.0,21.0,78.0,1.43,0.0,94.0,1.0,1.0,1.0,6.0,4.24038461538461,0.0,0.0,0.0,,0.625,,,1.0,1.0,,,,,,,,,
activemq@1,67,0,0.11549999999999999,0.5423947368421052,0.20486191602602014,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,11.222,0.1,0.0,87.0,2.0,0.0,28.0,1.0,5.13333333333333,1.0,1.0,0.0,,1.0,,,1.0,0.464757709251101,,,,,,,,,
activemq@1,97,19,3.433636991227551,3.7857661767010407,3.627187988790653,1.0,0.0,1.0,5.0,0.0,1.0,2.0,6.0,35.0,0.0,0.0,1.42,0.0,98.0,1.0,2.0,2.0,2.0,6.43523316062176,0.0,0.0,0.0,,0.4,,,3.0,0.465542885473475,,,,,,,,,
activemq@1,110,1,0.0026284844711901476,0.7070623227502252,0.09719573555850122,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,4.0,2.0,23.0,0.78,0.0,90.0,3.0,0.0,27.0,1.0,4.0,0.0,1.0,0.0,,1.0,,,1.0,0.690909090909091,,,,,,,,,
activemq@1,111,5,0.049710526315789476,0.6081842105263158,0.1405508574807806,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,14.0,11.222,0.25,0.0,83.0,1.0,0.0,20.0,3.0,3.08695652173913,0.0,0.0,0.0,,0.0,,,0.0,0.551369863013699,,,,,,,,,
activemq@1,133,0,0.1622224651285277,1.1622224651285276,0.5068012047773458,4.0,0.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,13.0,27.0,0.41,0.0,90.0,1.0,0.0,1.0,2.0,3.6969696969697,1.0,1.0,0.0,,0.666666666666667,,,1.0,0.9,,,,,,,,,
activemq@1,153,16,0.06240325029185295,0.9204723175298378,0.791351488928903,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,0.24,0.0,83.0,1.0,3.0,4.0,2.0,4.40740740740741,0.0,0.0,0.0,,0.0,,,1.0,0.383474576271186,,,,,,,,,
activemq@1,156,2,0.006421012065335025,0.7735629798713427,0.15883026997627475,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,24.0,49.0,0.62,0.0,95.0,1.0,2.0,15.0,2.0,4.0,1.0,1.0,0.0,,0.5,,,0.0,0.947368421052632,,,,,,,,,
activemq@1,165,13,0.02490451193198374,1.0249045119319835,0.3694832515808018,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,8.0,26.0,0.23,0.0,82.0,2.0,0.0,14.0,1.0,2.37037037037037,0.0,1.0,0.0,,0.5,,,0.0,0.9,,,,,,,,,
activemq@1,166,15,0.03333333333333333,0.6333333333333334,0.2044776119402985,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,7.0,24.0,0.2,0.0,70.0,2.0,0.0,6.0,1.0,2.48,0.0,1.0,0.0,,0.0,,,0.0,0.729824561403509,,,,,,,,,
activemq@1,185,0,0.0,0.52317880794702,0.049057564951604675,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,27.0,0.26,0.0,70.0,1.0,0.0,5.0,2.0,1.37037037037037,1.0,1.0,0.0,,0.0,,,0.0,0.445121951219512,,,,,,,,,
activemq@1,212,1,0.0022893251845760364,0.8043162481842707,0.18847079855804968,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,30.0,65.0,0.41,0.0,96.0,2.0,0.0,25.0,1.0,4.0,1.0,1.0,0.0,,1.0,,,1.0,0.61100569259962,,,,,,,,,
