project,test_idx,candidate_id,min,max,mean,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
activemq@0,737,0,0.057324138331710725,0.8083646892398024,0.2988257193256067,2.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,6.0,0.4,0.0,62.0,1.0,7.0,8.0,2.0,5.38235294117647,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
activemq@0,754,0,0.35924440236788835,1.0223782951673033,0.6023938505568966,0.0,0.0,1.0,2.0,1.0,0.0,2.0,4.0,4.0,13.0,48.0,0.15,0.0,94.0,2.0,0.0,21.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0
activemq@0,756,0,0.06593067379345204,0.6084553989389481,0.2247854934954958,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,40.0,84.0,0.21,0.0,97.0,1.0,0.0,2.0,1.0,3.3,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
activemq@0,771,0,0.04995761343877038,0.6134721601328182,0.26620423638421054,1.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,4.0,10.0,10.0,0.22,0.0,91.0,2.0,0.0,23.0,2.0,2.45161290322581,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0
activemq@0,773,0,0.04596373085504525,0.6067665294124059,0.14780157241200287,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,4.0,13.0,0.1,0.0,77.0,2.0,0.0,18.0,2.0,4.54545454545455,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0
activemq@0,832,0,1.3807233849648721,2.021760069923298,1.6472851782142737,0.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,32.0,50.0,0.1,0.0,93.0,1.0,0.0,6.0,2.0,2.71428571428571,0.0,1.0,0.0,25.0,1.0,0.0,3.0,2.0
activemq@0,884,0,0.017405742758164543,0.6437450223797606,0.35284233659444497,0.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,9.0,23.0,21.0,0.4,0.0,93.0,4.0,3.0,6.0,4.0,2.39130434782609,1.0,1.0,0.0,3.0,1.1,0.0,3.0,1.0
activemq@0,886,0,0.03448970457286606,0.6790419406613047,0.167244909687669,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,5.0,14.0,22.0,0.44,0.0,90.0,4.0,3.0,13.0,2.0,2.37037037037037,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0
activemq@0,913,0,0.06918718798935954,0.5812405071511206,0.29051797948947067,1.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,15.0,15.0,0.18,0.0,89.0,1.0,1.0,8.0,3.0,2.46428571428571,0.0,0.0,0.0,5.0,1.1,0.0,3.0,0.0
activemq@0,914,0,0.07378057395455466,0.7146267229048462,0.21140427845414253,2.0,0.0,1.0,4.0,2.0,1.0,4.0,1.0,0.0,1.0,7.0,0.29,0.0,57.0,2.0,1.0,16.0,1.0,4.44444444444444,1.0,1.0,0.0,2.0,1.1,0.0,3.0,1.0
activemq@0,975,0,0.33333333333333337,1.3333333333333333,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,8.0,4.0,0.24,1.0,80.0,3.0,0.0,10.0,2.0,3.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
activemq@0,991,0,0.10131345823554666,0.9077970810798353,0.5188357831724739,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,0.0,0.74,0.0,70.0,5.0,0.0,3.0,1.0,1.83333333333333,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
activemq@0,1009,0,0.06168628995498374,0.6297328184154309,0.29743857738062274,0.0,0.0,1.0,0.0,2.0,6.0,3.0,1.0,0.0,0.0,11.0,0.69,6.0,0.0,6.0,3.0,4.0,1.0,0.545454545454545,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0
activemq@0,1028,0,0.002524451299544907,0.8174955220408487,0.3335455544650461,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.71,1.0,50.0,3.0,1.0,3.0,1.0,1.25,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
activemq@0,1093,0,0.027187352647000267,0.822875621246319,0.352650052820013,0.0,0.0,1.0,1.0,2.0,1.0,1.0,8.0,0.0,6.0,8.0,0.38,2.0,85.0,5.0,0.0,6.0,2.0,3.94594594594595,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
activemq@0,1103,0,0.046729719368773355,0.7693116813645426,0.13237835870358858,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,25.0,12.0,6.0,0.42,0.0,85.0,4.0,6.0,13.0,2.0,6.82051282051282,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0
activemq@0,1134,0,1.0441056746597728,1.9719919548456046,1.4921804546392667,0.0,0.0,1.0,3.0,0.0,4.0,2.0,1.0,8.0,13.0,9.0,0.42,2.0,82.0,3.0,2.0,1.0,2.0,3.69230769230769,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
activemq@0,1169,0,0.4578560266770124,1.238638254558339,0.8273672529896159,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,11.0,0.24,2.0,77.0,2.0,0.0,4.0,2.0,2.45454545454545,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
activemq@0,1309,0,0.02491003390367842,0.7464595637672243,0.16499982569001795,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,10.0,17.0,1.0,0.39,0.0,84.0,2.0,5.0,5.0,1.0,5.90909090909091,3.0,2.0,0.0,5.0,1.1,0.0,3.0,1.0
activemq@0,1318,0,0.5925765456378873,1.2270011198170843,1.1332953628695472,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,5.0,0.79,1.0,80.0,3.0,0.0,7.0,1.0,1.8,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
activemq@0,1335,0,0.07252251119924202,0.8381737826997218,0.2932696531163754,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,9.0,0.13,2.0,0.0,2.0,0.0,4.0,1.0,1.875,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
activemq@0,1366,0,0.4385621716723656,1.108811305025886,0.9045638622942305,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.89,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0
activemq@0,1429,0,0.03374905090022292,0.7774293715219219,0.11519768266627234,5.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,7.0,5.0,2.0,0.78,2.0,68.0,3.0,3.0,3.0,1.0,3.35,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
activemq@0,1496,0,0.015146707797269461,0.8601548308741891,0.4215646815661878,1.0,0.0,2.0,15.0,0.0,0.0,4.0,1.0,3.0,19.0,5.0,0.37,2.0,85.0,1.0,0.0,2.0,2.0,6.83333333333333,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
activemq@0,1582,0,0.16180525805925366,0.25699955850587264,0.21499576868754047,5.0,0.0,1.0,5.0,3.0,1.0,2.0,3.0,2.0,12.0,6.0,0.58,0.0,88.0,1.0,0.0,2.0,2.0,3.25,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
activemq@0,1583,0,0.07843137254901955,0.5882352941176471,0.2676298589611283,6.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,9.0,17.0,0.36,0.0,86.0,1.0,0.0,5.0,3.0,2.44117647058824,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
activemq@0,1594,0,0.048674005225662044,0.614314309189692,0.23713428512811943,2.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,4.0,1.0,0.0,80.0,1.0,0.0,6.0,5.0,2.3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
activemq@0,1595,0,0.31410797977940585,1.2451371010956955,0.8640923795356161,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,13.0,1.25,0.0,91.0,1.0,0.0,2.0,4.0,1.85365853658537,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
activemq@0,1598,0,0.04600643821453526,0.781329040574267,0.16338622421001656,1.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,3.0,4.0,7.0,0.62,0.0,79.0,2.0,2.0,3.0,3.0,2.31818181818182,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
activemq@0,1600,0,0.18618306746623894,0.8488986346621609,0.5267851306121405,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,14.0,0.32,0.0,80.0,1.0,0.0,5.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0
activemq@0,1601,0,0.0,0.5169892012876298,0.10106872942392742,6.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,6.0,8.0,0.27,0.0,63.0,1.0,0.0,11.0,2.0,4.61538461538461,2.0,1.0,0.0,3.0,0.5,0.0,4.0,1.0
activemq@0,1712,0,0.024321979610162792,0.7733078317954274,0.09606338629974912,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,0.72,0.0,68.0,3.0,0.0,2.0,1.0,1.375,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
activemq@0,1721,0,0.6054222362446164,1.2352970365325602,1.014471064757054,0.0,1.0,1.0,1.0,0.0,5.0,4.0,2.0,1.0,6.0,3.0,0.3,2.0,81.0,3.0,0.0,4.0,2.0,3.78571428571429,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
activemq@0,1735,0,0.011225529050844363,0.7688548874562924,0.2028777473507593,0.0,0.0,1.0,7.0,5.0,0.0,2.0,1.0,3.0,6.0,11.0,0.24,0.0,90.0,1.0,0.0,3.0,4.0,3.41379310344828,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
activemq@0,1795,0,0.04743832127987453,0.603624837691545,0.2506686745028786,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,2.0,2.0,9.0,0.44,2.0,19.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.5,0.0,2.0,0.0
