project,test_idx,candidate_id,min,max,mean,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,OWN_LINE
activemq@0,1712,0,1.0391898515772828e-16,0.8421052631578947,0.7436079305846249,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,7.0,0.27,0.0,68.0,3.0,0.0,2.0,1.0,1.375,0.0,1.0,0.0,0.0,0.333333333333333,0.0,1.0,0.0,
activemq@0,1721,0,1.0391898515772828e-16,0.8421052631578947,0.7436079305846249,0.0,1.0,1.0,1.0,0.0,5.0,4.0,2.0,10.0,6.0,3.0,0.39,2.0,81.0,3.0,0.0,4.0,2.0,3.78571428571429,0.0,1.0,0.0,0.0,0.333333333333333,0.0,2.0,4.0,
activemq@0,1722,0,1.0391898515772828e-16,0.8421052631578947,0.7436079305846249,0.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,15.0,9.0,3.0,0.22,0.0,90.0,2.0,3.0,4.0,1.0,3.83333333333333,1.0,2.0,0.0,0.0,0.333333333333333,0.0,3.0,2.0,
activemq@0,1735,0,1.0391898515772828e-16,0.8421052631578947,0.7436079305846249,0.0,0.0,1.0,7.0,5.0,0.0,2.0,1.0,3.0,6.0,26.0,0.15,0.0,90.0,1.0,0.0,3.0,4.0,3.41379310344828,0.0,0.0,0.0,0.0,0.333333333333333,0.0,3.0,3.0,
activemq@1,43,0,0.229754996902193,0.7702450030978071,0.5960088338511064,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,31.0,77.0,0.55,0.0,97.0,2.0,3.0,0.8926499070657883,6.0,6.65882352941177,0.0,1.0,0.0,,0.5,,,2.0,0.568445475638051
activemq@1,48,0,1.4405033791061632,2.440503379106163,1.7496470656083396,6.0,3.0,1.0,1.0,0.0,4.0,3.0,6.0,8.0,1.2734560716198755,38.0,0.39,0.0,89.0,1.0,3.0,27.0,4.0,4.87272727272727,0.0,1.0,0.0,,0.666666666666667,,,3.0,0.496396396396396
activemq@1,67,0,0.20973414833917137,1.2097341483391713,0.5188778348413485,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,1.273456071590772,23.0,0.1,0.0,87.0,2.0,0.0,28.0,1.0,5.13333333333333,1.0,1.0,0.0,,1.0,,,1.0,0.464757709251101
activemq@1,110,0,0.050023662445780194,0.873053260631143,0.2031039453752971,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,4.0,1.6503076117951423,23.0,0.78,0.0,90.0,3.0,0.0,27.0,1.0,3.22222222222222,0.0,1.0,0.0,,1.0,,,1.0,0.690909090909091
activemq@1,111,0,0.19319688920605632,0.535302152363951,0.280812807721828,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,14.0,0.3170364203397184,0.25,0.0,83.0,1.0,0.0,20.0,3.0,3.08695652173913,0.0,0.0,0.0,,0.0,,,0.0,0.551369863013699
activemq@1,133,0,0.02975499690122281,0.7964216635678896,0.06743410600387531,4.0,0.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,13.0,27.0,0.41,0.0,90.0,1.0,0.0,0.8926499070366845,2.0,3.6969696969697,1.0,1.0,0.0,,0.666666666666667,,,1.0,0.583529411764706
activemq@1,153,0,0.5408239997856211,1.540823999785621,0.8499676862877981,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,2.969288002786925,20.0,0.24,0.0,83.0,1.0,3.0,27.0,2.0,4.40740740740741,0.0,0.0,0.0,,0.75,,,1.0,0.383474576271186
activemq@1,156,0,0.04037796950433426,1.0403779695043343,0.707044636171001,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.5921640959568322,24.0,49.0,0.62,0.0,95.0,1.0,2.623162013012916,15.0,2.0,2.66,1.0,1.0,0.0,,0.5,,,0.0,0.947368421052632
activemq@1,162,0,0.4204180528266497,1.4204180528266497,0.7295617393288266,0.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,6.0,3.534565313253552,21.0,0.22,0.0,87.0,2.0,0.0,13.0,2.0,3.22222222222222,0.0,1.0,0.0,,0.0,,,0.0,0.902743142144638
activemq@1,165,0,0.2331316921089847,1.2331316921089848,0.5422753786111619,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.9692880025831982,26.0,0.23,0.0,82.0,2.0,0.0,14.0,1.0,2.37037037037037,0.0,1.0,0.0,,0.5,,,0.0,0.676923076923077
activemq@1,166,0,0.11272574513434205,1.1127257451343422,0.42186943163651924,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,3.534565313253552,24.0,0.2,0.0,70.0,2.0,0.0,11.0,1.0,2.48,0.0,1.0,0.0,,0.0,,,0.0,0.729824561403509
activemq@1,212,0,1.8819565143606336,2.881956514360634,2.191100200862811,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.5345653133117594,65.0,0.41,0.0,96.0,2.0,0.0,25.0,1.0,2.4,1.0,1.0,0.0,,1.0,,,1.0,0.61100569259962
activemq@1,228,0,0.0035783364397695195,1.0035783364397697,0.8224838090765856,0.0,1.0,2.0,1.0,0.0,3.0,3.0,4.0,9.0,13.0,30.0,0.26,0.0,89.0,2.0,2.0,0.8926499068069116,2.0,3.775,0.0,0.0,0.0,,0.857142857142857,,,1.0,0.584239130434783
activemq@1,236,0,0.12740741552356902,1.127407415523569,0.8624754226199616,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,19.0,0.3170364202087512,0.06,0.0,92.0,2.0,1.0,42.0,1.0,4.08571428571429,0.0,0.0,0.0,,0.5,,,1.0,0.351648351648352
activemq@1,259,0,2.6712726099134527,3.671272609913453,2.9804162964156293,5.0,0.0,1.0,3.0,0.0,1.0,2.0,4.0,13.0,1.2734560711251106,76.0,0.15,0.0,95.0,1.0,1.0,71.0,4.0,3.12765957446809,0.0,1.0,0.0,,0.5,,,1.0,0.69479090242113
activemq@1,445,0,0.007351396089264491,0.6593152705774022,0.17927125491247053,11.0,10.0,1.0,8.0,2.0,1.0,2.0,1.0,0.0,26.0,30.0,0.18,0.0,92.0,1.0,0.0,5.779458117322065,3.0,4.6078431372549,0.0,1.0,0.0,,0.0,,,0.0,0.784440842787682
activemq@1,739,0,0.594349532954556,1.5943495329545558,0.9034932194567331,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,5.0,1.273456071590772,37.0,0.13,0.0,85.0,2.0,0.0,24.0,2.0,2.83720930232558,1.0,1.0,0.0,,1.0,,,1.0,0.460820895522388
activemq@1,745,0,1.4372096869709832,2.2373598470601017,1.7584195937565972,0.0,4.0,1.0,1.0,0.0,1.0,2.0,5.0,2.0,0.5197529909200966,26.0,0.16,0.0,83.0,1.0,1.0,21.0,2.0,4.59375,0.0,0.3735217635403387,0.0,,1.0,,,1.0,0.647584973166369
activemq@1,746,0,3.2052825214923355,4.205282521492336,3.514426207994513,5.0,1.0,1.0,5.0,0.0,1.0,2.0,4.0,10.0,0.3313272205996327,78.0,0.15,0.0,96.0,1.0,0.0,41.0,4.0,2.95744680851064,0.0,1.0,0.0,,0.666666666666667,,,2.0,0.659197012138189
activemq@1,789,0,0.6712726098776328,1.6712726098776327,0.9804162963798099,3.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,7.0,1.273456071590772,25.0,0.12,0.0,92.0,1.0,1.0,25.0,2.0,2.6,0.0,0.0,0.0,,1.0,,,0.0,0.706744868035191
activemq@1,790,0,0.2822055983930253,1.2822055983930252,0.5913492848952024,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.331327220890671,22.0,0.12,0.0,80.0,1.0,1.0,12.0,2.0,2.19230769230769,0.0,0.0,0.0,,1.0,,,0.0,0.501930501930502
activemq@1,791,0,0.6712726098776328,1.6712726098776327,0.9804162963798099,1.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,4.0,1.273456071590772,28.0,0.23,0.0,92.0,2.0,0.0,24.0,2.0,2.4,0.0,0.0,0.0,,0.0,,,0.0,0.538659793814433
activemq@1,793,0,0.03970439790420927,0.718160777116412,0.24836395020110805,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,1.2734560716198755,17.0,0.107052091035759,0.0,77.0,2.0,0.0,18.0,2.0,4.54545454545455,0.0,0.0,0.0,,1.0,,,0.0,0.580555555555556
activemq@1,838,0,0.3490860121808228,1.3490860121808228,0.6582296986830001,8.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,1.4618818416493014,22.0,0.35,1.0,78.0,1.0,1.0,14.0,2.0,6.46666666666667,2.0,1.0,0.0,,1.0,,,2.0,0.677570093457944
activemq@1,857,0,2.6820747709450763,3.5756118932509624,3.0725305240046974,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0462735914625227,2.0,0.3313272207451518,35.0,0.1,1.0,90.0,2.0,0.0,18.0,2.0,2.875,0.0,1.0,0.0,,1.0,,,4.0,0.584040747028862
activemq@1,893,0,1.2097341483369326,2.209734148336932,1.5188778348391092,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,16.0,1.2734560716198755,12.0,0.12,2.0,91.0,1.0,0.0,49.0,2.0,6.85714285714286,3.0,1.0,0.0,,1.0,,,2.0,0.86970684039088
activemq@1,900,0,0.0009791638677645587,0.6720317954467119,0.07881743053488197,0.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,7.0,5.074416453950107,0.19,1.0,74.0,1.0,0.0,16.0,1.0,4.33333333333333,1.0,1.0,0.0,,1.0,,,0.0,0.825301204819277
activemq@1,911,0,0.02605209596416291,0.6406145707025038,0.19741372494035705,0.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,9.0,25.0,39.0,0.39,0.0,93.0,4.0,3.0,1.2184371210751124,4.0,2.4375,1.0,1.0,0.0,,1.0,,,2.0,0.492779783393502
activemq@1,913,0,0.30357833643017024,0.6369116697635036,0.46665560001931944,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,5.0,20.0,36.0,0.36,0.0,93.0,4.0,3.0,0.8926499070948921,2.0,2.07142857142857,0.0,0.0,0.0,,0.5,,,3.0,0.470212765957447
activemq@1,1153,0,0.095683692826212,0.36339383041647805,0.16925951899376696,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,26.0,12.0,0.3170364203106146,0.1070520910434424,0.0,85.0,4.0,8.0,13.0,2.0,7.05,0.0,0.0,0.0,,0.5,,,2.0,0.650442477876106
activemq@1,1452,0,0.35170543052808556,0.9509900678792829,0.5610671471796085,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,1.2734560716198755,36.0,0.1070520910434424,4.0,82.0,4.0,1.0,15.0,1.0,4.59090909090909,2.0,1.0,0.0,,1.0,,,1.0,0.593110871905274
activemq@1,1667,0,0.07928553826283087,1.079285538262831,0.3884292247650078,0.0,0.0,2.0,0.0,0.0,4.0,3.0,2.0,0.0,2.9692880025831982,16.0,0.49,0.0,81.0,2.0,0.0,9.0,2.0,2.9375,1.0,1.0,0.0,,1.0,,,1.0,0.7217125382263
activemq@1,1802,0,0.0053749914054366695,0.6525197454366686,0.09721162672571661,0.0,1.0,1.0,1.0,0.0,5.0,4.0,2.0,10.0,8.0,0.591500653186813,0.32,2.0,83.0,3.0,0.0,6.0,2.0,4.13333333333333,0.0,1.0,0.0,,0.0,,,4.0,0.518367346938776
activemq@1,1818,0,0.4360517522391789,1.4360517522391791,0.745195438741356,0.0,0.0,1.0,7.0,5.0,0.0,2.0,1.0,3.0,0.331327220890671,28.0,0.14,0.0,91.0,1.0,0.0,6.0,4.0,3.41935483870968,0.0,0.0,0.0,,1.0,,,3.0,0.450549450549451
