project,test_idx,candidate_id,min,max,mean,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
activemq@0,695,0,0.1586186093776094,0.7268676755602621,0.3937477171273975,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,16.0,0.81,0.0,62.0,2.0,0.0,1.0,2.0,2.1875,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
activemq@0,719,0,0.043542394340452345,0.9526498738695655,0.48792040916416735,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,5.0,11.0,37.0,0.13,0.0,74.0,2.0,0.0,24.0,2.0,2.83720930232558,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0
activemq@0,726,0,0.009627492399547844,0.22334415472168057,0.12380110048687279,5.0,1.0,1.0,5.0,0.0,1.0,2.0,4.0,10.0,37.0,67.0,0.27,0.0,80.0,1.0,0.0,39.0,4.0,2.90361445783133,0.0,1.0,0.0,13.0,0.846153846153846,0.0,2.0,0.0
activemq@0,727,0,0.3850203899033583,1.0952335560637176,0.6208246454952075,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,9.0,19.0,0.62,0.0,88.0,1.0,0.0,1.0,2.0,3.3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
activemq@0,737,0,0.017256240506832932,0.6003570870606629,0.23232067881093676,2.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,30.0,0.67,0.0,62.0,1.0,7.0,2.0,2.0,5.38235294117647,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
activemq@0,754,0,1.4027622519457354,2.207026901044816,1.742078957077175,1.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,4.0,7.0,48.0,0.15,0.0,94.0,2.0,0.0,21.0,3.0,2.9622641509434,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0
activemq@0,757,0,0.02673475683076448,0.6771297811763395,0.06692393204517802,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,6.0,13.0,0.64,0.0,79.0,1.0,0.0,2.0,1.0,7.42857142857143,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
activemq@0,788,0,0.061903325189221196,0.5178730656987188,0.18652352426100471,0.0,6.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,5.0,13.0,0.26,0.0,58.0,1.0,1.0,8.0,2.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
activemq@0,832,0,0.12786290252571125,0.7280723138171331,0.4254376933963193,0.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,32.0,50.0,0.1,0.0,93.0,1.0,0.0,16.0,2.0,2.71428571428571,0.0,1.0,0.0,25.0,1.0,0.0,3.0,2.0
activemq@0,834,0,2.8166185700781436e-17,0.5551684109068609,0.22224832051358578,2.0,1.0,2.0,1.0,0.0,0.0,2.0,4.0,2.0,26.0,35.0,0.29,1.0,90.0,2.0,0.0,18.0,2.0,2.875,0.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0
activemq@0,886,0,0.05924065149359793,0.5873287590256708,0.22011323313037132,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,5.0,14.0,22.0,0.27,0.0,90.0,4.0,3.0,13.0,2.0,2.37037037037037,0.0,0.0,0.0,2.0,1.1,0.0,3.0,1.0
activemq@0,913,0,0.1272563885674912,0.8966504653766154,0.31614598113834036,1.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,15.0,18.0,0.18,0.0,89.0,1.0,1.0,5.0,3.0,2.46428571428571,0.0,0.0,0.0,5.0,0.6,0.0,3.0,0.0
activemq@0,914,0,0.09220075182078756,0.7648928020096976,0.23293013130284254,2.0,0.0,1.0,4.0,2.0,1.0,4.0,1.0,0.0,1.0,7.0,0.38,0.0,57.0,2.0,1.0,16.0,1.0,4.44444444444444,1.0,1.0,0.0,2.0,1.1,0.0,3.0,1.0
activemq@0,991,0,0.011671502437908519,0.6724892773052619,0.10893954906422944,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,4.0,0.0,0.68,0.0,70.0,5.0,0.0,3.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
activemq@0,1009,0,0.03138434745086527,0.6142372906878069,0.2629642752436209,0.0,0.0,1.0,0.0,2.0,6.0,3.0,1.0,0.0,0.0,11.0,0.88,6.0,0.0,6.0,3.0,5.0,1.0,0.545454545454545,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0
activemq@0,1011,0,0.018302271921700596,0.86294367830849,0.42198568914890827,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.84,0.0,0.0,3.0,0.0,4.0,1.0,1.75,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0
activemq@0,1028,0,0.0,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.47,1.0,50.0,2.0,1.0,3.0,1.0,1.25,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
activemq@0,1093,0,0.0,1.0,0.6,0.0,0.0,1.0,1.0,2.0,1.0,1.0,8.0,0.0,6.0,37.0,0.21,2.0,85.0,1.0,0.0,3.0,2.0,3.94594594594595,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
activemq@0,1103,0,0.01950253849900204,0.8942959108964337,0.3960301818939319,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,25.0,12.0,14.0,0.1,0.0,74.0,4.0,6.0,7.0,2.0,6.82051282051282,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0
activemq@0,1105,0,0.6581678254245723,1.3402684943716663,1.1695299537989667,0.0,0.0,1.0,1.0,0.0,15.0,3.0,1.0,0.0,0.0,1.0,0.83,10.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,18.0,1.0,1.0,1.0,0.0,3.0,0.0
activemq@0,1134,0,0.17313981687213928,0.9871988631434596,0.6509393901723617,2.0,0.0,1.0,3.0,0.0,4.0,2.0,1.0,4.0,13.0,6.0,0.42,2.0,82.0,3.0,2.0,5.0,2.0,3.69230769230769,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
activemq@0,1169,0,0.049730274670796,0.7881962091805191,0.28409514319459866,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,5.0,3.0,4.0,0.24,2.0,77.0,2.0,0.0,2.0,2.0,3.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
activemq@0,1309,0,0.009284594688636598,0.6604026621916279,0.11543032394127284,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,10.0,17.0,1.0,0.24,0.0,84.0,2.0,5.0,5.0,1.0,5.90909090909091,3.0,2.0,0.0,5.0,1.1,0.0,3.0,1.0
activemq@0,1318,0,0.02002900424008688,0.6811514149973583,0.09222055302040015,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,5.0,0.8,1.0,80.0,6.0,0.0,7.0,1.0,2.7,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
activemq@0,1335,0,0.04085792208084706,0.7772676854894273,0.12437636092618355,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,13.0,0.6,2.0,0.0,2.0,0.0,6.0,1.0,1.875,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
activemq@0,1366,0,0.0009198621931298236,0.9552128724308494,0.2683546702949023,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.88,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0
activemq@0,1390,0,0.018933384746586818,0.8635017507360648,0.42207323448427514,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,11.0,35.0,0.42,4.0,81.0,4.0,1.0,13.0,1.0,4.55813953488372,2.0,1.0,0.0,3.0,1.0,0.0,5.0,1.0
activemq@0,1496,0,0.20155433828510075,0.9592651629953605,0.6170822162929716,1.0,0.0,2.0,15.0,0.0,0.0,4.0,1.0,1.0,19.0,5.0,0.24,2.0,85.0,1.0,0.0,2.0,2.0,6.83333333333333,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
activemq@0,1504,0,0.20244218742992373,0.9446422021964154,0.6167233193665993,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,6.0,6.0,0.82,0.0,86.0,2.0,1.0,0.0,1.0,1.84615384615385,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
activemq@0,1505,0,0.013884482147497013,0.7680643078865391,0.15891728652942708,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,6.0,0.48,1.0,40.0,2.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
activemq@0,1506,0,0.20655649685280383,0.9020843405510016,0.5620032983663887,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,6.0,0.22,1.0,100.0,2.0,0.0,5.0,2.0,3.4,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
activemq@0,1582,0,0.19187520372123018,1.0532942465267128,0.47157307631506595,5.0,0.0,1.0,5.0,3.0,1.0,2.0,3.0,2.0,12.0,10.0,0.24,0.0,88.0,1.0,0.0,3.0,2.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
activemq@0,1583,0,0.12185000721787403,0.9994894609834256,0.6430491330436459,6.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,9.0,14.0,0.36,0.0,86.0,1.0,0.0,5.0,3.0,2.44117647058824,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
activemq@0,1594,0,0.07450155668558614,0.44999554327272784,0.2256057182387572,2.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,10.0,1.0,0.0,80.0,1.0,0.0,6.0,5.0,3.3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
activemq@0,1595,0,0.09024361274403457,0.7803932445593359,0.4759239354164483,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,4.0,1.25,0.0,91.0,1.0,0.0,2.0,4.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
activemq@0,1598,0,0.004003202562049642,0.9903923138510808,0.042770828684805764,1.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,3.0,4.0,18.0,0.59,0.0,79.0,2.0,2.0,3.0,3.0,2.31818181818182,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
activemq@0,1600,0,0.43272959450537263,0.988771381723755,0.6455737147646752,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,13.0,14.0,0.32,0.0,80.0,1.0,0.0,2.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0
activemq@0,1601,0,0.11391174133270923,0.6087217287440833,0.31299572924361024,6.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,6.0,7.0,0.52,0.0,63.0,1.0,0.0,11.0,2.0,4.61538461538461,2.0,1.0,0.0,4.0,0.5,0.0,4.0,1.0
activemq@0,1712,0,0.0056800154239760444,0.7912357100998871,0.17516252325447984,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,7.0,0.69,0.0,68.0,3.0,0.0,2.0,1.0,1.375,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
activemq@0,1721,0,0.22911563648525715,1.0621905787672827,0.5307180998203488,0.0,1.0,1.0,1.0,0.0,5.0,4.0,2.0,10.0,6.0,3.0,0.39,2.0,81.0,3.0,0.0,4.0,2.0,2.4,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
activemq@0,1722,0,0.01073899286406384,0.6738350657131442,0.09545052097783134,0.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,15.0,9.0,3.0,0.39,0.0,90.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0
activemq@0,1735,0,0.09600871949294361,0.820745868698416,0.40058712384177014,0.0,0.0,1.0,7.0,5.0,0.0,2.0,1.0,3.0,6.0,6.0,0.15,0.0,90.0,1.0,0.0,2.0,4.0,3.41379310344828,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
activemq@0,1762,0,0.0050489025990898325,0.7592287283381319,0.1549970483581343,2.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,4.0,7.0,5.0,0.32,0.0,73.0,2.0,2.0,11.0,2.0,3.18181818181818,0.0,1.0,0.0,4.0,0.75,0.0,1.0,1.0
activemq@0,1765,0,8.04080707030827e-18,0.9863891112890312,0.0388113769704288,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,5.0,0.76,0.0,58.0,2.0,0.0,10.0,1.0,3.66666666666667,2.0,1.0,0.0,2.0,0.5,0.0,2.0,0.0
activemq@0,1795,0,0.005048902599089824,0.819841523431342,0.33402596535005497,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,2.0,9.0,0.43,2.0,19.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.5,0.0,2.0,0.0
