test_idx,instance_order,y_true,y_pred,proba1,feature,weight,abs_weight,rank,value
1498,6,0,1,0.74,OWN_COMMIT,0.0217529873474532,0.0217529873474532,8,0.5
1498,6,0,1,0.74,CountDeclInstanceVariable,0.02114143630565415,0.02114143630565415,9,0.0
1498,6,0,1,0.74,AvgEssential,-0.01397923728735629,0.01397923728735629,10,1.0
1499,7,1,1,0.55,CountDeclClassMethod,-0.05821043539320911,0.05821043539320911,1,0.0
1499,7,1,1,0.55,OWN_COMMIT,0.053214495914457545,0.053214495914457545,2,1.0
1499,7,1,1,0.55,MAJOR_COMMIT,0.044816739119107815,0.044816739119107815,3,1.0
1499,7,1,1,0.55,CountDeclMethodDefault,-0.04412448797029089,0.04412448797029089,4,20.0
1499,7,1,1,0.55,CountDeclMethodProtected,0.038143513048881465,0.038143513048881465,5,0.0
1499,7,1,1,0.55,MINOR_COMMIT,-0.026517873170184277,0.026517873170184277,6,0.0
1499,7,1,1,0.55,CountClassCoupled,0.024978186304667888,0.024978186304667888,7,2.0
1499,7,1,1,0.55,CountDeclInstanceVariable,0.021699037631560725,0.021699037631560725,8,0.0
1499,7,1,1,0.55,CountDeclMethodPublic,-0.021681593841084076,0.021681593841084076,9,0.0
1499,7,1,1,0.55,CountOutput_Min,-0.013039124326565085,0.013039124326565085,10,0.0
1500,8,0,1,0.84,MAJOR_COMMIT,-0.11424076622797003,0.11424076622797003,1,2.0
1500,8,0,1,0.84,CountDeclMethodDefault,-0.05858360259562201,0.05858360259562201,2,21.0
1500,8,0,1,0.84,CountDeclClassMethod,-0.057655658681088816,0.057655658681088816,3,0.0
1500,8,0,1,0.84,CountDeclMethodProtected,0.03492021667726657,0.03492021667726657,4,0.0
1500,8,0,1,0.84,CountClassCoupled,0.0282467197329754,0.0282467197329754,5,2.0
1500,8,0,1,0.84,CountDeclMethodPublic,-0.02632491833052737,0.02632491833052737,6,0.0
1500,8,0,1,0.84,OWN_COMMIT,0.022100061224268695,0.022100061224268695,7,0.666666666666667
1500,8,0,1,0.84,CountDeclInstanceVariable,0.020101016022901062,0.020101016022901062,8,0.0
1500,8,0,1,0.84,MINOR_COMMIT,-0.01885068189604328,0.01885068189604328,9,0.0
1500,8,0,1,0.84,CountDeclClassVariable,0.016388150738611,0.016388150738611,10,0.0
1501,9,0,1,0.5,CountDeclClassMethod,-0.05341174970661207,0.05341174970661207,1,0.0
1501,9,0,1,0.5,OWN_COMMIT,0.04978585047780511,0.04978585047780511,2,1.0
1501,9,0,1,0.5,MAJOR_COMMIT,0.045730674877902715,0.045730674877902715,3,1.0
1501,9,0,1,0.5,CountDeclMethodProtected,0.03211496418593635,0.03211496418593635,4,0.0
1501,9,0,1,0.5,CountClassCoupled,0.03120777097562866,0.03120777097562866,5,1.0
1501,9,0,1,0.5,CountDeclMethodDefault,-0.02553011283238261,0.02553011283238261,6,8.0
1501,9,0,1,0.5,MINOR_COMMIT,0.023592854085923032,0.023592854085923032,7,0.0
1501,9,0,1,0.5,CountDeclMethodPublic,-0.020464009520615514,0.020464009520615514,8,0.0
1501,9,0,1,0.5,CountDeclClassVariable,0.015080763227540364,0.015080763227540364,9,0.0
1501,9,0,1,0.5,CountDeclInstanceVariable,0.014356389028895043,0.014356389028895043,10,0.0
1502,10,0,1,0.82,MAJOR_COMMIT,-0.11468406683655441,0.11468406683655441,1,2.0
1502,10,0,1,0.82,CountDeclClassMethod,-0.05441145386786228,0.05441145386786228,2,0.0
1502,10,0,1,0.82,CountDeclMethodProtected,0.03295345238778589,0.03295345238778589,3,0.0
1502,10,0,1,0.82,CountClassCoupled,0.03016261871260976,0.03016261871260976,4,2.0
1502,10,0,1,0.82,MINOR_COMMIT,-0.027877066889163592,0.027877066889163592,5,0.0
1502,10,0,1,0.82,CountDeclInstanceVariable,0.024351991613494824,0.024351991613494824,6,0.0
1502,10,0,1,0.82,CountDeclMethodPublic,-0.020769982543964862,0.020769982543964862,7,0.0
1502,10,0,1,0.82,OWN_COMMIT,0.01955079500678059,0.01955079500678059,8,0.5
1502,10,0,1,0.82,CountOutput_Min,-0.013277127127298465,0.013277127127298465,9,0.0
1502,10,0,1,0.82,CountDeclClassVariable,0.01275154028871175,0.01275154028871175,10,0.0
1503,11,0,1,0.82,MAJOR_COMMIT,-0.11864779449640875,0.11864779449640875,1,2.0
1503,11,0,1,0.82,CountDeclMethodDefault,-0.0680276748617043,0.0680276748617043,2,19.0
1503,11,0,1,0.82,CountDeclClassMethod,-0.05484360071742001,0.05484360071742001,3,0.0
1503,11,0,1,0.82,CountDeclMethodProtected,0.035863981312500445,0.035863981312500445,4,0.0
1503,11,0,1,0.82,OWN_COMMIT,0.02474941459061153,0.02474941459061153,5,0.5
1503,11,0,1,0.82,CountClassCoupled,0.02381032496940824,0.02381032496940824,6,2.0
1503,11,0,1,0.82,CountDeclInstanceVariable,0.01910222889265176,0.01910222889265176,7,0.0
1503,11,0,1,0.82,CountDeclMethodPublic,-0.01683118056156524,0.01683118056156524,8,0.0
1503,11,0,1,0.82,CountDeclClass,-0.01311394280217064,0.01311394280217064,9,1.0
1503,11,0,1,0.82,CountDeclClassVariable,0.01306529628327394,0.01306529628327394,10,0.0
1504,12,0,1,0.51,CountDeclClassMethod,-0.056797465971694626,0.056797465971694626,1,0.0
1504,12,0,1,0.51,OWN_COMMIT,0.046570541787080304,0.046570541787080304,2,1.0
1504,12,0,1,0.51,MAJOR_COMMIT,0.0463441502676176,0.0463441502676176,3,1.0
1504,12,0,1,0.51,CountDeclMethodProtected,0.03313828584255973,0.03313828584255973,4,0.0
1504,12,0,1,0.51,MINOR_COMMIT,-0.03147726136913408,0.03147726136913408,5,0.0
1504,12,0,1,0.51,CountClassCoupled,0.03053911914817202,0.03053911914817202,6,1.0
1504,12,0,1,0.51,CountDeclInstanceVariable,0.020511252025475334,0.020511252025475334,7,0.0
1504,12,0,1,0.51,CountDeclMethodPublic,-0.019918343044488043,0.019918343044488043,8,0.0
1504,12,0,1,0.51,CountClassDerived,0.013452310528348043,0.013452310528348043,9,1.0
1504,12,0,1,0.51,CountDeclClassVariable,0.012271493408953959,0.012271493408953959,10,0.0
1505,13,0,1,0.72,MAJOR_COMMIT,-0.11330041620768748,0.11330041620768748,1,2.0
1505,13,0,1,0.72,CountDeclClassMethod,-0.05176492706946576,0.05176492706946576,2,0.0
1505,13,0,1,0.72,CountDeclMethodDefault,-0.04673919275925607,0.04673919275925607,3,55.0
1505,13,0,1,0.72,CountDeclMethodProtected,0.03833709129802537,0.03833709129802537,4,0.0
1505,13,0,1,0.72,CountClassCoupled,0.03209147317323773,0.03209147317323773,5,1.0
1505,13,0,1,0.72,OWN_COMMIT,0.02148502491739222,0.02148502491739222,6,0.5
1505,13,0,1,0.72,CountDeclInstanceVariable,0.020240588540921905,0.020240588540921905,7,0.0
1505,13,0,1,0.72,CountDeclMethodPublic,-0.015031021711765073,0.015031021711765073,8,0.0
1505,13,0,1,0.72,MaxNesting_Min,-0.011591683806113046,0.011591683806113046,9,0.0
1505,13,0,1,0.72,CountDeclClassVariable,0.01048674570530057,0.01048674570530057,10,0.0
1506,14,0,1,0.58,MAJOR_COMMIT,-0.16629935338853885,0.16629935338853885,1,3.0
1506,14,0,1,0.58,CountDeclClassMethod,-0.05273868970698252,0.05273868970698252,2,0.0
1506,14,0,1,0.58,CountDeclMethodProtected,0.029269339651965046,0.029269339651965046,3,0.0
1506,14,0,1,0.58,CountClassCoupled,0.02628850875419247,0.02628850875419247,4,0.0
1506,14,0,1,0.58,CountDeclInstanceVariable,0.02493086386928964,0.02493086386928964,5,0.0
1506,14,0,1,0.58,CountClassBase,0.015534821016059073,0.015534821016059073,6,0.0
1506,14,0,1,0.58,CountDeclMethodPublic,-0.014968434707323047,0.014968434707323047,7,0.0
1506,14,0,1,0.58,MINOR_COMMIT,-0.014583452179039192,0.014583452179039192,8,0.0
1506,14,0,1,0.58,CountDeclClassVariable,0.013379073159018812,0.013379073159018812,9,0.0
1506,14,0,1,0.58,MaxInheritanceTree,0.01158638302837776,0.01158638302837776,10,0.0
1507,15,0,1,0.66,MAJOR_COMMIT,-0.16570260592845382,0.16570260592845382,1,3.0
1507,15,0,1,0.66,CountDeclClassMethod,-0.046229792171866596,0.046229792171866596,2,0.0
1507,15,0,1,0.66,CountDeclMethodProtected,0.030997561977667457,0.030997561977667457,3,0.0
1507,15,0,1,0.66,CountClassCoupled,0.030240849296669963,0.030240849296669963,4,1.0
1507,15,0,1,0.66,CountDeclInstanceVariable,0.020202068160029268,0.020202068160029268,5,0.0
1507,15,0,1,0.66,MINOR_COMMIT,-0.01982482349626865,0.01982482349626865,6,0.0
1507,15,0,1,0.66,CountDeclMethodPublic,-0.018598346940392012,0.018598346940392012,7,0.0
1507,15,0,1,0.66,CountDeclClassVariable,0.014754095300018321,0.014754095300018321,8,0.0
1507,15,0,1,0.66,CountClassDerived,-0.012021881967160662,0.012021881967160662,9,2.0
1507,15,0,1,0.66,CountDeclMethodPrivate,0.010849219836719794,0.010849219836719794,10,0.0
1508,16,0,1,0.65,MAJOR_COMMIT,-0.11659997176243767,0.11659997176243767,1,2.0
1508,16,0,1,0.65,CountDeclClassMethod,-0.05466419972846621,0.05466419972846621,2,0.0
1508,16,0,1,0.65,CountDeclMethodProtected,0.030464324656728995,0.030464324656728995,3,0.0
1508,16,0,1,0.65,CountClassCoupled,0.030083600642278514,0.030083600642278514,4,1.0
1508,16,0,1,0.65,CountDeclInstanceVariable,0.02039847111409334,0.02039847111409334,5,0.0
1508,16,0,1,0.65,CountDeclMethodPublic,-0.01990257003025758,0.01990257003025758,6,0.0
1508,16,0,1,0.65,CountDeclMethodDefault,0.01935818526681529,0.01935818526681529,7,4.0
1508,16,0,1,0.65,OWN_COMMIT,0.016309273570973292,0.016309273570973292,8,0.5
1508,16,0,1,0.65,MaxNesting_Min,-0.015472374070837996,0.015472374070837996,9,0.0
1508,16,0,1,0.65,CountDeclClass,-0.013202622939696429,0.013202622939696429,10,1.0
1,17,0,0,0.43,CountDeclClassMethod,0.05558240594958286,0.05558240594958286,1,0.0
1,17,0,0,0.43,OWN_COMMIT,-0.04766770179092796,0.04766770179092796,2,1.0
1,17,0,0,0.43,MAJOR_COMMIT,-0.04750220851583177,0.04750220851583177,3,1.0
1,17,0,0,0.43,CountDeclMethodProtected,-0.02964913366376261,0.02964913366376261,4,0.0
1,17,0,0,0.43,CountClassCoupled,-0.029469971705744138,0.029469971705744138,5,0.0
1,17,0,0,0.43,CountDeclInstanceVariable,-0.02443923531770249,0.02443923531770249,6,0.0
1,17,0,0,0.43,MINOR_COMMIT,0.01929791879873143,0.01929791879873143,7,0.0
1,17,0,0,0.43,CountInput_Min,-0.019126937383494125,0.019126937383494125,8,100.0
1,17,0,0,0.43,CountDeclMethodPublic,0.017382934959478884,0.017382934959478884,9,0.0
1,17,0,0,0.43,CountDeclClassVariable,-0.01706224026267641,0.01706224026267641,10,0.0
2,18,0,1,0.59,MAJOR_COMMIT,0.10007684747205957,0.10007684747205957,1,0.0
2,18,0,1,0.59,OWN_COMMIT,-0.06134752964050573,0.06134752964050573,2,0.0
2,18,0,1,0.59,CountDeclClassMethod,-0.05490620405416681,0.05490620405416681,3,0.0
2,18,0,1,0.59,AvgLineComment,-0.034813779532785534,0.034813779532785534,4,13.0
2,18,0,1,0.59,CountClassCoupled,0.031893336991955505,0.031893336991955505,5,2.0
2,18,0,1,0.59,CountDeclMethodProtected,0.03184577492368789,0.03184577492368789,6,0.0
2,18,0,1,0.59,CountClassDerived,-0.02981436167877937,0.02981436167877937,7,30.0
2,18,0,1,0.59,CountInput_Min,-0.02583250347161625,0.02583250347161625,8,16.0
2,18,0,1,0.59,CountDeclInstanceVariable,0.018406721050708525,0.018406721050708525,9,0.0
2,18,0,1,0.59,MINOR_COMMIT,-0.017887305840964082,0.017887305840964082,10,0.0
1509,19,0,0,0.46,CountDeclClassMethod,0.057414161832686335,0.057414161832686335,1,0.0
1509,19,0,0,0.46,OWN_COMMIT,-0.04642803033876573,0.04642803033876573,2,1.0
1509,19,0,0,0.46,MAJOR_COMMIT,-0.04588416557396263,0.04588416557396263,3,1.0
1509,19,0,0,0.46,CountDeclMethodProtected,-0.035892200095997855,0.035892200095997855,4,0.0
1509,19,0,0,0.46,MINOR_COMMIT,-0.02420608049478834,0.02420608049478834,5,0.0
1509,19,0,0,0.46,CountClassCoupled,-0.02255654687349998,0.02255654687349998,6,0.0
1509,19,0,0,0.46,CountDeclInstanceVariable,-0.02165524682874529,0.02165524682874529,7,0.0
1509,19,0,0,0.46,CountDeclMethodPublic,0.021265169391641085,0.021265169391641085,8,0.0
1509,19,0,0,0.46,CountOutput_Min,0.01338865482988698,0.01338865482988698,9,0.0
1509,19,0,0,0.46,CountDeclClassVariable,-0.012687848923250474,0.012687848923250474,10,0.0
1510,20,0,1,0.57,CountDeclClassMethod,-0.06218233238639342,0.06218233238639342,1,0.0
1510,20,0,1,0.57,MAJOR_COMMIT,0.04985651157089452,0.04985651157089452,2,1.0
1510,20,0,1,0.57,OWN_COMMIT,0.04850462011633041,0.04850462011633041,3,1.0
1510,20,0,1,0.57,CountDeclMethodProtected,0.039142099312235556,0.039142099312235556,4,0.0
1510,20,0,1,0.57,CountClassCoupled,0.03501592550588822,0.03501592550588822,5,2.0
1510,20,0,1,0.57,CountDeclInstanceVariable,0.01823126125172858,0.01823126125172858,6,0.0
1510,20,0,1,0.57,CountDeclMethodPublic,-0.01452531051730426,0.01452531051730426,7,0.0
1510,20,0,1,0.57,CountOutput_Min,0.014518682076491256,0.014518682076491256,8,1.0
1510,20,0,1,0.57,CountDeclClassVariable,0.013428372861185457,0.013428372861185457,9,0.0
1510,20,0,1,0.57,CountDeclClass,-0.01095013535167674,0.01095013535167674,10,1.0
1511,21,0,1,0.58,MAJOR_COMMIT,0.10298674730828983,0.10298674730828983,1,0.0
1511,21,0,1,0.58,OWN_COMMIT,-0.0585117583185225,0.0585117583185225,2,0.0
1511,21,0,1,0.58,CountDeclClassMethod,-0.05751533066293753,0.05751533066293753,3,0.0
1511,21,0,1,0.58,CountDeclMethodProtected,0.03507632095881605,0.03507632095881605,4,0.0
1511,21,0,1,0.58,CountClassCoupled,-0.03490211146462012,0.03490211146462012,5,5.0
1511,21,0,1,0.58,MINOR_COMMIT,0.03171745737461621,0.03171745737461621,6,0.0
1511,21,0,1,0.58,CountDeclInstanceVariable,-0.023480177458451112,0.023480177458451112,7,8.0
1511,21,0,1,0.58,CountDeclMethodPublic,0.017938929285284115,0.017938929285284115,8,9.0
1511,21,0,1,0.58,MaxNesting_Min,-0.011218503576228273,0.011218503576228273,9,0.0
1511,21,0,1,0.58,CountDeclMethodPrivate,0.00994633337297537,0.00994633337297537,10,0.0
1512,22,0,1,0.52,CountDeclClassMethod,-0.05842700323448614,0.05842700323448614,1,0.0
1512,22,0,1,0.52,MAJOR_COMMIT,0.04769938866909496,0.04769938866909496,2,1.0
1512,22,0,1,0.52,OWN_COMMIT,0.04684763348104749,0.04684763348104749,3,1.0
1512,22,0,1,0.52,CountClassCoupled,-0.03536610551563572,0.03536610551563572,4,9.0
1512,22,0,1,0.52,CountDeclMethodProtected,0.034616317021811664,0.034616317021811664,5,0.0
1512,22,0,1,0.52,CountDeclInstanceVariable,-0.03286821876129935,0.03286821876129935,6,2.0
1512,22,0,1,0.52,CountDeclMethodPublic,0.023364238959889896,0.023364238959889896,7,12.0
1512,22,0,1,0.52,CountClassDerived,0.01585207789003531,0.01585207789003531,8,56.0
1512,22,0,1,0.52,CountDeclMethodPrivate,0.01480882527345011,0.01480882527345011,9,0.0
1512,22,0,1,0.52,CountDeclMethodDefault,0.014796910157341173,0.014796910157341173,10,0.0
1513,23,0,1,0.54,CountDeclClassMethod,0.07661132950642809,0.07661132950642809,1,20.0
1513,23,0,1,0.54,MAJOR_COMMIT,0.04716051954954923,0.04716051954954923,2,1.0
1513,23,0,1,0.54,OWN_COMMIT,0.046526351978724526,0.046526351978724526,3,1.0
1513,23,0,1,0.54,CountClassCoupled,-0.04268843751858784,0.04268843751858784,4,9.0
1513,23,0,1,0.54,CountDeclMethodProtected,0.038986620432990275,0.038986620432990275,5,0.0
1513,23,0,1,0.54,CountDeclClass,-0.031049903417554325,0.031049903417554325,6,12.0
1513,23,0,1,0.54,MINOR_COMMIT,0.026502050951201055,0.026502050951201055,7,0.0
1513,23,0,1,0.54,CountDeclMethodPublic,0.01961726667346536,0.01961726667346536,8,29.0
1513,23,0,1,0.54,CountDeclInstanceVariable,-0.015058426690661987,0.015058426690661987,9,5.0
1513,23,0,1,0.54,AvgCyclomaticModified,-0.012334097951747546,0.012334097951747546,10,2.0
4,24,0,1,0.61,MAJOR_COMMIT,0.10401235627119586,0.10401235627119586,1,0.0
4,24,0,1,0.61,OWN_COMMIT,-0.06099071006572701,0.06099071006572701,2,0.0
4,24,0,1,0.61,CountDeclClassMethod,-0.060590601237733965,0.060590601237733965,3,0.0
4,24,0,1,0.61,CountDeclMethodProtected,-0.034208469065503906,0.034208469065503906,4,3.0
4,24,0,1,0.61,CountDeclInstanceVariable,-0.03010292107353919,0.03010292107353919,5,2.0
4,24,0,1,0.61,CountClassCoupled,-0.02273398663214695,0.02273398663214695,6,3.0
4,24,0,1,0.61,MaxNesting_Min,0.015613868603013094,0.015613868603013094,7,0.0
4,24,0,1,0.61,CountDeclMethodPublic,0.015287173356500917,0.015287173356500917,8,6.0
4,24,0,1,0.61,CountOutput_Min,0.013464348240513279,0.013464348240513279,9,1.0
4,24,0,1,0.61,AvgEssential,-0.01322663444090557,0.01322663444090557,10,1.0
5,25,0,0,0.38,MAJOR_COMMIT,-0.10213505317004458,0.10213505317004458,1,0.0
5,25,0,0,0.38,CountDeclClassMethod,-0.08787769467844837,0.08787769467844837,2,21.0
5,25,0,0,0.38,OWN_COMMIT,0.06034928660952671,0.06034928660952671,3,0.0
5,25,0,0,0.38,CountDeclMethodProtected,-0.03599226105498956,0.03599226105498956,4,0.0
5,25,0,0,0.38,MINOR_LINE,-0.03094075396199221,0.03094075396199221,5,7.0
5,25,0,0,0.38,MINOR_COMMIT,0.021293371295397826,0.021293371295397826,6,0.0
5,25,0,0,0.38,CountClassCoupled,0.020995273939128204,0.020995273939128204,7,3.0
5,25,0,0,0.38,CountDeclInstanceVariable,-0.01807075696554028,0.01807075696554028,8,0.0
5,25,0,0,0.38,CountOutput_Min,-0.011757128922815614,0.011757128922815614,9,1.0
5,25,0,0,0.38,CountDeclMethodPublic,-0.011733711584754192,0.011733711584754192,10,21.0
6,26,0,1,0.68,MAJOR_COMMIT,-0.1116757533239109,0.1116757533239109,1,2.0
6,26,0,1,0.68,CountDeclClassMethod,-0.05508778273434136,0.05508778273434136,2,0.0
6,26,0,1,0.68,CountClassCoupled,-0.03536517945319702,0.03536517945319702,3,19.0
6,26,0,1,0.68,CountDeclInstanceVariable,-0.028835312340785957,0.028835312340785957,4,2.0
6,26,0,1,0.68,OWN_COMMIT,0.025358427835466844,0.025358427835466844,5,0.5
6,26,0,1,0.68,MINOR_COMMIT,0.024858087280221226,0.024858087280221226,6,0.0
6,26,0,1,0.68,MAJOR_LINE,-0.02112161226561662,0.02112161226561662,7,3.0
6,26,0,1,0.68,CountDeclMethodProtected,-0.021040332514022358,0.021040332514022358,8,2.0
6,26,0,1,0.68,CountDeclClassVariable,0.015584143257075756,0.015584143257075756,9,0.0
6,26,0,1,0.68,CountOutput_Min,0.01414383805381665,0.01414383805381665,10,1.0
8,27,0,1,0.66,MAJOR_COMMIT,-0.11647613634047407,0.11647613634047407,1,2.0
8,27,0,1,0.66,CountDeclClassMethod,-0.05945133053993685,0.05945133053993685,2,0.0
8,27,0,1,0.66,CountDeclMethodProtected,0.036779344825839715,0.036779344825839715,3,0.0
8,27,0,1,0.66,CountClassCoupled,-0.027519148526588565,0.027519148526588565,4,27.0
8,27,0,1,0.66,CountDeclInstanceVariable,-0.02383461036559917,0.02383461036559917,5,4.0
8,27,0,1,0.66,OWN_COMMIT,0.017864906301481052,0.017864906301481052,6,0.5
8,27,0,1,0.66,CountDeclMethodPublic,0.017620758717878122,0.017620758717878122,7,54.0
8,27,0,1,0.66,CountDeclMethodDefault,0.013528497729566482,0.013528497729566482,8,0.0
8,27,0,1,0.66,CountDeclClassVariable,0.013337113158916994,0.013337113158916994,9,0.0
8,27,0,1,0.66,MAJOR_LINE,-0.012223838276711774,0.012223838276711774,10,3.0
1514,28,0,1,0.66,MAJOR_COMMIT,-0.11907425512833075,0.11907425512833075,1,2.0
1514,28,0,1,0.66,CountDeclClassMethod,-0.052453802730387564,0.052453802730387564,2,0.0
1514,28,0,1,0.66,CountClassCoupled,-0.026357244416141585,0.026357244416141585,3,12.0
1514,28,0,1,0.66,CountDeclMethodPublic,0.023188512206267005,0.023188512206267005,4,53.0
1514,28,0,1,0.66,OWN_COMMIT,0.02126297435341052,0.02126297435341052,5,0.8
1514,28,0,1,0.66,CountDeclInstanceVariable,-0.01719724513091443,0.01719724513091443,6,11.0
1514,28,0,1,0.66,MINOR_COMMIT,0.014658071071733232,0.014658071071733232,7,0.0
1514,28,0,1,0.66,CountOutput_Min,0.01398840525260975,0.01398840525260975,8,1.0
