test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
946,0,2.0,0.0,1.0,1.0,18.0,4.0,4.0,47.998291015625,1.0,0.0,0.0,17.0,0.0,1.0,0.0,5.0,1.0,0.0,2.63157894736842,1.0,1.0,0.0,1.0,0.0,2.0,5.0,0.5700993537902832,0.4299006760120392,1,19.560808371899178
2825,0,4.0,0.0,1.0,1.0,0.0,5.0,5.0,111.0,1.0,0.0,12.0,11.0,7.0,2.0,0.0,8.999755859375,2.0,2.0,10.4666666666667,1.0,1.0,0.0,0.571428571428571,0.0,4.0,3.0,0.8885846734046936,0.11141534894704819,1,0.6745730947741553
2829,0,1.0,0.0,1.0,1.0,0.0,6.0,4.0,62.0,1.0,1.0,0.0,5.0,5.0,2.0,0.0,8.999999463558197,1.0,0.0,8.85714285714286,1.0,1.0,0.0,0.5,0.0,3.0,2.0,0.8421729803085327,0.15782704949378967,0,1.8091251963170407e-07
2936,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,37.0,1.0,8.0,38.0,76.0,0.0,3.0,0.0,8.9990234375,1.0,0.0,1.63095238095238,0.0,1.0,0.0,0.714285714285714,0.0,3.0,1.0,0.8051435947418213,0.19485637545585632,1,9.780445353598482
2994,0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,37.0,3.0,6.0,11.0,20.0,0.0,3.0,0.0,8.999999463558197,1.0,0.0,4.0,0.0,1.0,0.0,0.5,0.0,4.0,3.0,0.8626615405082703,0.13733845949172974,0,1.8091251963170407e-07
3867,0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,56.0,1.0,5.0,3.0,13.0,0.0,1.0,4.0,18.999267578125,2.0,0.0,8.1578947368421,1.0,1.0,0.0,0.6,0.0,2.0,3.0,0.7305854558944702,0.2694145143032074,1,1.0119831451079149
3877,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,22.999757051467896,1.0,0.0,17.0,47.0,0.0,5.0,2.0,15.0,2.0,0.0,1.85106382978723,1.0,1.0,0.0,0.5,0.0,1.0,4.0,0.5003180503845215,0.49968191981315613,1,6.40774414829546
3912,0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,26.997314453125,1.0,5.0,3.0,13.0,0.0,1.0,3.0,22.0,2.0,0.0,8.0,1.0,1.0,0.0,0.5,0.0,2.0,5.0,0.5393317937850952,0.4606682360172272,1,9.443776320944814
3919,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,30.996397018432617,1.0,1.0,16.0,46.0,0.0,5.0,0.0,14.0,2.0,0.0,1.72340425531915,1.0,1.0,0.0,0.5,0.0,4.0,3.0,0.7254509925842285,0.2745489776134491,1,5.734386544436008
3926,0,1.0,0.0,2.0,1.0,3.0,5.0,5.0,95.0,1.0,7.0,4.0,5.0,2.0,3.0,0.0,8.9990234375,1.0,1.0,10.8461538461538,1.0,1.0,0.0,0.666666666666667,0.0,3.0,6.0,0.7742765545845032,0.22572346031665802,1,3.372783138572989
4145,0,10.0,0.0,1.0,6.0,0.0,1.0,3.0,30.9951171875,3.0,10.0,25.0,51.0,0.0,5.0,0.0,22.0,2.0,0.0,4.12676056338028,0.0,1.0,0.0,0.428571428571429,0.0,4.0,7.0,0.616533637046814,0.38346633315086365,1,22.934332528152254
4147,0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,31.99951171875,1.0,4.0,2.0,6.0,1.0,3.0,0.0,19.0,2.0,1.0,7.81818181818182,1.0,1.0,0.0,0.75,0.0,1.0,5.0,0.6724597811698914,0.32754021883010864,1,5.058845366668333
6734,0,6.0,0.0,1.0,1.0,1.0,1.0,3.0,58.0,2.0,10.0,14.0,12.0,0.0,3.0,0.0,18.99999886751175,2.0,0.0,6.96428571428571,1.0,1.0,0.0,0.4,0.0,1.0,2.0,0.8980006575584412,0.10199935734272003,0,3.81926430037538e-07
