test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
30,0,11.0,10.0,1.0,8.0,0.0,1.0,371.0,1.0,35.0,36.0,18.61767578125,0.23,0.0,96.0,1.0,1.0,25.0,3.0,4.97959183673469,0.0,0.0,0.899328859060403,0.0,199.0,0.468253968253968,0.0,0.0,0.5,0.5,2,17.144985000636968
33,0,25.0,7.4619140625,2.0,13.0,0.0,1.0,199.0,1.0,5.0,28.0,35.0,0.2,0.0,94.0,1.0,1.0,14.0,1.0,6.68674698795181,0.0,0.0,0.670588235294118,0.0,26.0,0.9887259404802856,0.0,0.0,0.5,0.5,3,10538085937500.0
34,0,33.5556640625,0.0,1.0,225.97216796875,0.0,1.0,463.0,1.0,4.0,8.0,0.126708984375,0.25,0.0,99.0,1.0,1.0,13.0,2.0,4.07441860465116,0.0,0.0,0.493087557603687,0.0,11.0,0.579288025889968,0.0,4.0,0.5,0.5,3,114058788321734.84
35,0,3.0,0.0,1.0,3.0,16.0,14.0,285.0,1.0,0.0,0.0,14.0,0.63,3.0,72.0,1.0,0.0,5.0,1.0,6.47058823529412,0.0,1.0,0.421052631578947,0.0,172.0,0.813697291495109,0.0,0.006591796875,0.5,0.5,2,5.661558279591261
41,0,0.0,0.0,1.0,0.0,5.0,2.0,31.0,1.0,0.0,0.0,5.0,0.22,2.0,0.0,1.0,0.0,4.0,1.0,4.6,4.0,5.0,2.42857142857143,0.0,1.0,0.623040162499922,0.0,2.0,0.5,0.5,1,3.323014793663461
48,0,0.0,8.0,1.0,9.0,2.0,4.0,139.0,1.0,7.0,7.0,9.0,0.76,0.0,94.0,1.0,2.0,8.0,2.0,6.25,0.0,0.0,0.576923076923077,0.0,186.0,0.6162137552312332,0.0,0.000732421875,0.5,0.5,2,3.3282984807501506
67,0,5.0,4.0,2.0,1.0,0.0,2.0,104.0,1.0,2.0,20.0,14.0,0.36,0.0,91.0,1.0,1.0,11.0,1.0,5.04,2.0,1.0,1.0,0.0,133.0,0.6289183176482338,0.0,0.00146484375,0.5,0.5,2,2.3212254510105645
69,0,2.0,4.0,1.0,6.0,3.0,2.0,200.0,1.4345703125,2.0,11.0,28.0,0.72,0.0,93.0,3.0,4.0,9.0,2.0,29.0555555555556,1.0,1.0,0.45,0.0,50.0,0.9887259404802856,0.0,2.0,0.5,0.5,2,1565429687500.0
74,0,8.6767578125,9.509521484375,1.0,16.0,1.0,2.0,20.0,1.0,12.0,42.0,0.0,0.27,0.0,95.0,1.0,2.0,20.0,3.0,5.97916666666667,0.0,0.0,1.26712328767123,0.0,13.0,0.583244586439475,0.0,0.0,0.5,0.5,5,22540953094419.49
77,0,1.0,0.0,6.52001953125,18.0,2.0,4.0,59.0,1.0,0.0,0.0,2.0,0.5,0.0,37.0,1.0,0.0,6.0,1.0,27.3333333333333,0.0,1.0,1.4,0.0,0.0,0.988603250515643,0.0,1.0,0.5,0.5,2,1479980468750.0
82,0,1.0,0.0,2.0,4.0,1.0,7.0,66.0,1.0,0.0,0.0,2.0,0.99,3.0,66.0,1.0,0.0,4.0,2.0,3.66666666666667,0.0,1.0,2.83333333333333,0.0,0.0,0.7188970441971634,0.0,2.0,0.5,0.5,1,5.360942450308322
83,0,1.0,0.0,1.0,0.0,0.0,3.0,83.0,1.0,2.0,11.0,12.0,0.39,1.0,74.0,1.0,2.0,13.0,2.0,4.73333333333333,1.0,0.0,1.05882352941176,0.0,0.0,0.5999254020513276,0.0,2.0,0.5,0.5,1,5.368458459002486
85,0,1.0,0.0,1.0,1.0,1.0,1.0,28.0,1.0,0.0,6.0,7.0,0.31,0.0,80.0,0.68701171875,1.0,8.0,2.0,3.875,0.0,1.0,1.3,0.0,0.0,0.607142857142857,0.0,3.0,0.5,0.5,1,0.8855984630035845
104,0,19.33740234375,7.0,1.0,1.0,0.0,2.0,397.0,1.0,32.0,35.0,53.0,0.3,0.0,96.0,2.0,1.0,39.0,1.0,5.34814814814815,0.0,0.0,0.496350364963504,0.0,9.0,0.73784355179704,0.0,0.001953125,0.5,0.5,2,23662597656250.0
105,0,0.0,0.0,1.0,0.0,0.0,6.0,156.0,1.0,0.0,1.0,19.0,0.8,0.0,89.0,3.0,0.0,10.0,1.0,3.15789473684211,0.0,2.0,0.636363636363636,0.0,0.0,0.9104541748333513,0.0,2.0,0.5,0.5,1,5.927153013750702
106,0,8.1455078125,0.008544921875,1.0,1.0,0.0,1.0,1068.0,1.0,54.0,0.0,6.0,0.57,1.0,95.0,2.0,1.0,21.0,2.0,6.56390977443609,0.0,0.0,0.82962962962963,0.0,0.0,0.936464920204758,0.0,0.0,0.5,0.5,3,45996658924947.34
108,0,26.006102323532104,13.0,1.0,0.0,0.0,4.0,414.0,1.0,8.0,13.0,5.0,0.53,2.0,93.0,2.0,1.0,22.0,1.0,5.08771929824561,1.0,1.0,1.11864406779661,0.0,43.0,0.9887259404802856,0.0,0.0,0.5,0.5,3,4993897676467.895
123,0,30.37504678964615,14.0,1.0,0.0,0.0,3.0,593.0,1.0,28.0,0.0,9.0,0.38,2.0,0.0,4.0,1.0,30.0,2.0,5.59756097560976,1.0,1.0,1.01190476190476,0.0,0.0,0.908003300330033,0.0,0.0,0.5,0.5,2,624953210353.8516
124,0,20.20615041255951,12.0,1.0,0.0,0.0,4.0,515.0,1.0,5.0,3.0,10.0,0.45,2.0,94.0,4.0,1.0,25.0,2.0,6.94230769230769,1.0,1.0,1.27777777777778,0.0,58.0,0.9887259404802856,0.0,0.0,0.5,0.5,3,4793849587440.492
129,0,5.0,0.0,2.0,23.0,1.0,10.0,296.0,1.0,18.5078125,19.0,15.0,0.39,1.0,92.0,1.0,0.0,16.0,2.0,10.4583333333333,2.0,1.0,2.11538461538462,0.0,59.0,0.75868544600939,0.0,0.0009765625,0.5,0.5,2,14507812500000.0
132,0,14.0,26.51513671875,1.0,1.0,1.0,1.0,352.0,1.0,25.0,12.0,2.0,0.32,1.0,85.0,1.0,1.0,18.0,1.0,7.74712643678161,1.0,1.0,0.764044943820225,0.0,0.0,0.647854203409759,0.0,0.00244140625,0.5,0.5,2,19484863281250.0
139,0,2.0,13.829187154769897,1.0,14.0,0.0,1.0,674.0,1.0,0.0,14.0,2.0,0.86,0.0,91.0,1.0,0.0,12.0,2.0,5.14814814814815,0.0,1.0,0.482758620689655,0.0,0.0,0.881547139403707,0.0,0.0,0.5,0.5,2,9170812845230.102
140,0,8.0,7.0,1.0,30.0,23.0,2.0,402.0,2.0,0.0,20.0,54.0,0.76,0.0,98.0,1.0,1.0,12.0,2.04052734375,3.68115942028985,1.0,1.0,0.602739726027397,0.0,157.0,0.9887259404802856,0.0,0.0,0.5,0.5,3,959472656250.0
159,0,8.0,0.0,1.0,7.0,9.0,10.0,405.0,1.0,1.0,1.0,17.0,1.85,1.0,88.0,1.0,0.0,3.0,1.0,5.42307692307692,1.0,0.0,0.535714285714286,0.0,318.0,0.87416448872777,0.0,0.0068359375,0.5,0.5,2,5.668858344679504
160,0,1.0,1.0,2.0,6.0,0.0,6.0,122.0,1.0,10.0,11.0,0.0,0.79,1.0,84.0,1.0,0.0,5.0,1.0,5.75,2.0,1.0,1.8,0.0,0.0,0.838926174496644,0.0,2.4932879209518433,0.5,0.5,1,1.6907541339852057
163,0,0.0,1.0,3.0,0.0,0.0,11.0,50.0,2.0,0.0,4.0,2.0,0.86,7.0,37.0,0.21142578125,0.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,103.0,0.700729927007299,0.0,2.0,0.5,0.5,1,1.2063767831841317
168,0,12.95145320892334,10.0,1.0,9.0,0.0,7.0,696.0,1.0,50.0,19.0,0.0,0.66,1.0,90.0,1.0,0.0,16.0,1.0,7.48684210526316,1.0,1.0,0.692307692307692,0.0,18.0,0.849949647532729,0.0,0.0,0.5,0.5,2,3048546791076.66
169,0,18.0,7.0,1.0,5.0,4.0,8.0,754.0,1.0,45.28606367111206,16.0,1.0,0.77,1.0,90.0,1.0,0.0,13.0,1.0,7.40963855421687,1.0,1.0,0.670588235294118,0.0,227.0,0.946419629444166,0.0,0.0,0.5,0.5,2,11713936328887.938
172,0,0.0,3.0,1.0,17.0,2.0,3.0,81.0,2.0,4.0,13.0,1.0,0.31,1.0,84.0,2.4931640625,1.0,8.0,1.0,10.25,3.0,1.0,1.09090909090909,0.0,3.0,0.865853658536585,0.0,0.000732421875,0.5,0.5,2,2.051659498791871
175,0,3.043701171875,7.0,1.0,1.0,2.0,4.0,666.0,2.0,45.0,49.0,5.0,0.7,0.0,95.0,1.0,0.0,13.0,1.0,3.97457627118644,1.0,1.0,0.471074380165289,0.0,45.0,0.684674751929438,0.0,3.0,0.5,0.5,2,49021708317386.53
177,0,23.0,2.0,1.0,0.0,0.0,7.0,218.0,1.0,2.0,4.0,0.0,0.49,1.0,75.0,1.0,0.0,11.0,1.0,6.85185185185185,1.0,1.0,1.41379310344828,0.0,124.0,0.825857519788918,0.0,0.96484375,0.5,0.5,1,0.6982033252389733
182,0,1.0,0.0,1.0,0.0,1.0,5.0,125.0,1.0,2.0,4.0,14.0,1.04,1.0,67.0,0.10205078125,0.0,6.0,1.0,2.70588235294118,0.0,1.0,0.578947368421053,0.0,73.0,0.622895622895623,0.0,3.0,0.5,0.5,1,1.2801492100018343
184,0,0.0,0.0,4.908935546875,0.009521484375,2.0,9.0,76.0,1.0,2.0,0.0,0.0,0.46,0.0,97.0,1.0,0.0,4.0,1.0,14.0,4.0,1.0,0.75,0.0,0.0,0.959016393442623,0.0,3.0,0.5,0.5,2,39321449008693.555
186,0,4.902099609375,3.0,1.0,76.0,3.0,8.0,373.795166015625,1.001220703125,42.9951171875,61.0,38.0,0.52,1.0,98.0,1.0,0.0,32.0,2.0,5.90225563909774,0.0,0.0,0.978571428571429,0.0,490.0,0.825808175260486,0.0,0.0,0.5,0.5,5,67330032974054.07
191,0,1.0,0.0,6.510005950927734,0.0,3.0,14.0,73.0,1.0,3.0,0.0,0.0,0.55,1.0,0.0,1.0,0.0,4.0,1.0,11.75,0.0,1.0,1.16666666666667,0.0,0.0,0.962441314553991,0.0,2.0,0.5,0.5,1,4489994049072.266
193,0,28.0,0.0,2.0,12.140625,2.0,5.0,176.0,1.0,0.0,9.0,1.0,0.21,0.0,92.0,1.0,0.0,7.0,1.0,8.68965517241379,1.0,1.0,1.25806451612903,0.0,11.0,0.88568683957733,0.0,0.005859375,0.5,0.5,2,51859375000000.0
204,0,6.0,0.0,1.0,6.0,41.70654296875,9.0,659.0,2.0,0.0,0.0,57.0,0.78,1.0,98.0,1.0,0.0,24.0,0.00048828125,4.04761904761905,0.0,1.0,0.636363636363636,0.0,440.0,0.992376111817027,0.0,0.0,0.5,0.5,4,20391724924405.207
217,0,0.0,0.0,1.0,0.0,0.0,8.0,267.0,1.0,0.0,7.0,27.0,0.94,0.0,62.0,1.0,0.0,4.0,3.0,5.25925925925926,0.0,1.0,0.482758620689655,0.0,224.0,0.779676597115008,0.0,0.00146484375,0.5,0.5,2,4.976969973713205
247,0,0.0,4.0,1.0,0.0,0.0,2.0,148.0,1.0,1.0,7.0,41.0,0.35,0.0,89.0,1.0,1.0,12.0,2.0,4.71739130434783,0.0,1.0,0.875,0.0,61.0,0.792048929663609,0.0,1.4949965476989746,0.5,0.5,1,2.3640924405090122
251,0,0.0,1.0,1.0,0.0,0.0,6.0,278.0,1.0,0.0,1.0,40.0,1.36,0.0,95.0,2.0,2.0,1.0,2.0,3.53658536585366,0.0,2.0,0.0,0.0,1.0,0.941391941391941,0.0,2.2401175498962402,0.5,0.5,1,1.1870244503592153
328,0,1.0,0.0,1.0,8.0,2.0,3.0,64.0,1.0,0.0,5.0,1.0,0.74,0.0,73.0,1.0,0.0,2.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0.919075144508671,0.0,3.8105931282043457,0.5,0.5,1,0.1277531848074509
347,0,9.0,0.0,2.0,0.0,7.0,8.0,397.0,1.0,0.0,3.0,31.0,0.92,1.0,65.0,1.0,0.0,4.0,2.8032671213150024,19.075,1.0,0.0,0.80952380952381,0.0,0.0,0.9887259404802856,0.0,2.0,0.5,0.5,2,196732878684.99756
363,0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,1.0,0.0,1.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.958724202626642,0.0,3.678380012512207,0.5,0.5,1,0.8914204690994885
366,0,0.0,0.0,0.0,237.46734619140625,0.0,0.0,20.0,1.0,0.0,5.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.0,0.865497076023392,0.0,3.0,0.5,0.5,2,66532653808593.75
408,0,0.0,6.208740234375,1.0,16.0,0.0,5.0,351.0,1.0,0.0,1.0,33.0,3.22,0.0,100.0,1.0,1.0,16.0,1.0,3.07407407407407,0.0,0.0,0.0,0.0,0.0,0.89048473967684,0.0,2.0,0.5,0.5,1,14791259765625.0
417,0,0.0,3.0,1.0,34.8731153011322,0.0,7.0,203.0,1.0,0.0,9.0,18.0,1.81,0.0,100.0,0.0,1.0,8.0,0.0,2.57142857142857,1.0,0.0,0.0,0.0,0.0,0.890140845070423,0.0,2.0,0.5,0.5,1,27126884698867.797
428,0,0.0,9.1806640625,1.0,14.0,0.0,6.0,739.0,1.0,0.0,0.0,77.0,4.2,0.0,100.0,1.0,1.0,25.0,1.0,4.14414414414414,0.0,0.0,0.0,0.0,8.0,0.941564561734213,0.0,0.0,0.5,0.5,2,24819335937500.0
432,0,0.0,4.0,1.0,39.0,0.0,11.0,420.0,1.0,0.0,0.0,9.0,5.45,0.0,100.0,0.0,1.0,9.0,0.0,5.23076923076923,0.0,0.0,0.0,0.0,0.0,0.886446886446886,0.0,2.715052843093872,0.5,0.5,1,0.19219422427218102
438,0,0.0,0.0,1.0,0.0,0.0,4.0,156.0,1.0,1.0,13.0,24.0,1.09,0.0,91.0,1.0,11.973410844802856,14.0,1.0,8.52,1.0,1.0,0.333333333333333,0.0,8.0,0.979942693409742,0.0,1.0,0.5,0.5,1,5026589155197.143
441,0,1.0,0.0,1.0,0.0,1.0,6.0,200.0,1.0,0.0,11.0,25.0,0.96,0.0,83.0,2.0,0.0,10.0,1.0,8.88461538461539,0.0,1.0,0.357142857142857,0.0,0.0,0.785249457700651,0.0,1.8806737661361694,0.5,0.5,1,0.7549752015803829
449,0,0.0,1.0,1.0,33.354406118392944,0.0,10.0,20.0,1.0,0.0,1.0,110.0,3.52,0.0,100.0,0.0,2.0,31.0,0.0,4.0990990990991,0.0,0.0,0.0,0.0,44.0,0.833517699115044,0.0,0.0,0.5,0.5,3,7645593881607.055
464,0,3.0,0.0,1.0,5.0,1.0,9.0,504.0,1.0,0.0,15.0,37.0,0.95,1.0,91.0,2.0,0.0,28.0,4.0,6.125,1.0,1.0,0.738095238095238,0.0,22.0,0.946397188049209,0.0,0.12744140625,0.5,0.5,1,3.9609865059665714
468,0,0.0,0.0,2.0,0.0,0.0,5.0,44.0,1.0,0.0,3.0,3.0,0.77,1.0,33.0,2.0,0.0,11.0,1.0,5.0,0.0,1.0,1.2,0.0,0.0,0.5573092307974938,0.0,0.0,0.5,0.5,1,2.09116093441302
475,0,2.0,0.0,1.0,9.0,0.0,7.0,532.0,1.0,0.0,15.0,61.0,0.86,0.0,94.0,2.0,0.0,28.0,3.0,10.2063492063492,0.0,1.0,0.707692307692308,0.0,42.0,0.95810705973623,0.0,0.1962890625,0.5,0.5,1,1.8910771195859362
477,0,0.0,0.0,1.0,4.0,0.0,7.0,378.0,1.0,1.0,21.0,40.0,0.92,0.0,91.0,2.0,0.0,18.0,4.988323450088501,3.90243902439024,0.0,1.0,0.441860465116279,0.0,36.0,0.971363115693013,0.0,0.0,0.5,0.5,2,11676549911.499023
494,0,0.0,19.5625,1.0,0.0,0.0,23.0,1025.0,1.0,0.0,1.0,9.0,2.37,1.0,100.0,0.0,1.0,7.0,0.0,0.024390243902439,0.0,1.0,0.0,0.0,51.0,0.923566878980892,0.0,0.0009765625,0.5,0.5,2,12437500000000.0
572,0,0.0,4.0,1.0,4.0,0.0,4.0,221.0,1.0,0.0,0.0,23.0,3.4,0.0,100.0,1.0,2.0,12.0,1.0,1.51851851851852,0.0,0.0,0.0,0.0,7.0,0.692090395480226,0.0,2.1884765625,0.5,0.5,1,1.2218558191682032
1988,0,1.0,2.0,1.0,0.0,0.0,5.0,90.0,1.0,1.0,1.0,7.0,1.17,0.0,27.0,3.0,0.0,5.0,2.0,2.45454545454545,1.0,2.0,0.538461538461538,0.0,206.8101145029068,0.893617021276596,0.0,1.0,0.5,0.5,1,160189885497093.2
1989,0,1.0,2.0,1.0,0.0,0.0,5.0,90.0,1.0,1.0,1.0,7.0,1.17,0.0,27.0,2.9345703125,0.0,5.0,2.0,2.45454545454545,1.0,2.0,0.538461538461538,0.0,209.0,0.888888888888889,0.0,1.0,0.5,0.5,1,1.393113238566442
1990,0,0.0,2.0,1.0,0.0,0.0,5.0,90.0,1.0,2.0,1.0,7.0,1.17,0.0,27.0,3.1722795963287354,0.0,5.0,2.0,2.45454545454545,1.0,2.0,0.538461538461538,0.0,206.0,0.905263157894737,0.0,1.0,0.5,0.5,1,1.2327805231822688
1991,0,1.0,2.0,1.0,0.0,0.0,4.0,90.0,1.0,2.0,1.0,7.0,1.08,0.0,25.0,3.06221079826355,0.0,5.0,2.0,2.41666666666667,1.0,2.0,0.5,0.0,216.0,0.892857142857143,0.0,1.0,0.5,0.5,1,0.6325301509077417
600,0,0.0,4.0,1.0,0.0,1.0,7.0,524.0,1.0,6.0,0.0,11.15625,1.08,0.0,0.0,1.0,13.0,10.0,4.0,3.22727272727273,0.0,0.0,0.308823529411765,0.0,80.0,0.905393457117595,0.0,0.0009765625,0.5,0.5,2,10.43680248614846
603,0,0.0,4.68310546875,1.0,0.0,0.0,8.0,601.0,1.0,0.0,0.0,38.0,5.46,0.0,0.0,4.0,10.0,4.0,2.0,10.983606557377,0.0,0.0,0.0,0.0,10.0,0.969811320754717,0.0,0.000732421875,0.5,0.5,2,18316894531250.0
611,0,6.0,4.0,4.0,3.0,22.0,10.0,276.0,1.0,0.0,0.0,13.0,0.43,3.0,75.0,1.0,0.0,5.0,1.0,6.82608695652174,0.0,1.0,2.2,0.0,0.0,0.914705882352941,0.0,3.1459250450134277,0.5,0.5,1,0.5760656650384435
620,0,3.0,5.0,2.0,2.0,2.0,5.0,333.0,1.0,1.0,3.0,33.0,0.51,1.0,77.0,2.0,2.0,15.0,2.0,3.52380952380952,0.0,1.0,1.18181818181818,0.0,22.0,0.961605584642234,0.0,1.0544303059577942,0.5,0.5,1,2.6612502995005696
624,0,8.0,0.0,2.0,4.0,6.0,7.0,894.0,1.0,24.0,9.0,37.26897966861725,0.55,1.0,94.0,2.0,3.0,25.0,3.0,5.11926605504587,0.0,1.0,0.981981981981982,0.0,123.0,0.942817294281729,0.0,0.0,0.5,0.5,2,10.435984822526676
625,0,0.0,1.0,1.0,0.0,0.0,1.0,90.0,1.0,0.0,0.0,35.0,0.44,0.0,0.0,0.9206738471984863,1.0,8.0,1.0,0.611111111111111,0.0,1.0,0.315789473684211,0.0,23.0,0.759206798866855,0.0,3.0,0.5,0.5,1,2.076977035477834
628,0,1.0,1.0,1.0,2.0,0.0,4.0,338.0,1.0,3.0,2.0,49.0,0.77,0.0,78.0,3.0,0.0,11.0,1.0,2.09259259259259,0.0,1.0,0.535714285714286,0.0,2.0,0.990066225165563,0.0,2.4901251196861267,0.5,0.5,1,0.3439058952607106
640,0,5.0,9.0,1.0,8.0,10.0,4.0,346.0,1.0,6.0,3.0,37.0,0.59,0.0,92.0,2.0,0.0,18.0,2.0,3.50877192982456,0.0,1.0,0.610169491525424,0.0,51.0,0.921830314585319,0.0,0.47314453125,0.5,0.5,1,1.7043406642036258
641,0,6.0,8.0,2.0,15.0,7.0,5.0,344.0,1.0,2.0,4.0,40.0,0.41,1.0,93.0,2.0,0.0,22.0,2.0,4.64285714285714,0.0,1.0,1.0,0.0,26.0,0.9514825161472429,0.0,0.0,0.5,0.5,2,5.310215515580786
645,0,2.0,0.0,1.0,0.0,0.0,25.0,440.0,2.8185367584228516,3.0,7.0,9.0,1.59,3.0,68.0,1.0,0.0,10.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.851990049751244,0.0,0.0,0.5,0.5,2,181463241577.14844
646,0,0.0,0.0,1.0,8.0,0.0,10.0,147.0,1.0,0.0,0.0,10.0,3.42,0.0,100.0,6.0,1.0,3.0,1.0,0.4,0.0,1.0,0.0,0.0,73.0,0.7269971813381102,0.0,0.0,0.5,0.5,2,2.184236272274412
647,0,2.0,0.0,2.0,8.3154296875,4.0,6.0,466.0,1.0,0.0,21.0,53.0,0.41,1.0,97.0,1.0,0.0,39.0,2.0,14.4909090909091,0.0,1.0,0.526315789473684,0.0,24.0,0.938299055030573,0.0,0.0,0.5,0.5,2,122684570312500.0
1992,0,0.0,7.0,2.0,0.0,0.0,9.0,111.0,1.0,0.0,5.0,0.0,0.8,3.0,65.0,1.0,0.0,12.0,1.0,8.71428571428571,6.0,1.0,1.11111111111111,0.0,265.43505859375,0.895470383275261,0.0,1.0,0.5,0.5,1,39564941406250.0
651,0,1.0,0.0,2.0,11.0,1.0,13.0,496.0,1.0,1.0,4.0,29.0,1.32,1.0,92.0,2.0,0.0,20.0,3.0,3.32258064516129,0.0,1.0,1.03030303030303,0.0,68.0,0.9033704221957466,0.0,0.0,0.5,0.5,2,7.899529141741524
1993,0,0.0,0.0,1.0,0.0,3.0,5.0,59.0,3.4873046875,0.0,0.0,6.0,1.07,0.0,0.0,1.0,0.0,1.0,2.0,2.5,1.0,2.0,0.454545454545455,0.0,124.0,1.0,0.0,0.0,0.5,0.5,1,512695312500.0
663,0,1.0,0.0,1.0,0.0,1.0,2.0,200.0,1.0,11.0,19.0,32.0,0.41,1.0,93.0,1.0,1.0,43.0,5.33349609375,3.02272727272727,0.0,0.0,0.851063829787234,0.0,49.0,0.942583732057416,0.0,0.000732421875,0.5,0.5,2,666503906250.0
1997,0,2.0,3.0,1.0,0.0,0.0,9.0,101.0,1.0,0.0,7.0,2.0,0.89,0.0,53.0,2.0,0.0,11.0,1.0,5.0,1.0,1.0,1.66666666666667,0.0,161.59068310260773,0.841880341880342,0.0,1.0,0.5,0.5,1,117409316897392.28
689,0,6.0,2.0,3.0,1.0,0.0,11.0,344.0,1.0,2.0,8.0,11.0,0.59,1.0,72.0,2.0,0.0,16.0,2.0,7.57142857142857,2.0,1.0,2.30434782608696,0.0,233.0,0.9357289525336181,0.0,0.0,0.5,0.5,2,5.532818546976617
695,0,3.0,2.0,2.0,0.0,0.0,15.0,349.0,1.0,1.0,2.0,13.0,0.89,0.0,60.0,2.0,0.0,16.0,2.0,4.89473684210526,0.0,1.0,2.14285714285714,0.0,400.8134765625,0.9887259404802856,0.0,0.0,0.5,0.5,3,649186523437500.0
700,0,17.0,0.0,1.0,2.0,1.0,11.0,307.0,1.0,3.0,2.0,0.0,2.08,0.0,99.0,2.0,1.0,23.0,3.0,1.395,0.0,1.0,0.222772277227723,0.0,169.0,0.747786423396834,0.0,0.0,0.5,0.5,3,55.4161379387345
701,0,0.0,0.0,1.0,0.0,0.0,3.0,49.0,1.0,0.0,1.0,9.0,1.11,0.0,88.0,3.0,0.0,3.0,1.0,0.777777777777778,0.0,1.0,0.25,0.0,0.0,0.5814354352337355,0.0,0.0,0.5,0.5,1,3.517811747604764
705,0,11.0,5.0,1.0,0.0,0.0,9.0,656.9294732809067,1.0,5.0,5.0,58.0,1.07,1.0,93.0,3.0,3.0,31.0,2.0,4.68354430379747,0.0,1.0,0.802469135802469,0.0,0.0,0.9887259404802856,0.0,0.0,0.5,0.5,3,8.349006250907587
