,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
1072,0,0,1,0,6,0,2,1,0,0,6,0.25,0,0,1,0,0,1,3.435185185185185,0,35.4,1,0,0.321608040201005,0.714285714285714,0
852,0,3,1,2,0,0,2,4,1,8,17,0.15,0,64,2,1,10.0,2,4.54545454545455,0,19.0,0,0,0.925925925925926,0.4833333333333335,1
314,0,0,2,1,0,1,3,1,0,4,5,0.87,0,70,3,0,3,1,2.66666666666667,1,38.4,1,0,0.875,0.714285714285714,2
2282,1,14,1,1,0,0,2,12,1,7,25.5,0.11,0,73,1,3,10.0,2,3.03571428571429,0,3.19642857142857,0,0,0.285714285714286,0.8,3
885,4,8,1,6,0,0,2,27,11,4.0,99.0,0.08,0,96,3,3,6.5,3,4.04918032786885,0,4.55737704918033,0,0,0.775280898876405,0.0,4
835,1,0,1,2,6,0,3,1,4,6,21.5,0.07,0,77,1,8,3,2,6.44897959183673,1,11.6734693877551,1,0,0.875,0.0,1
1047,0,0,1,1,0,1,2,3,6,14,32,0.24,0,86,2,5,3,2,2.4494949494949454,1,23.5,1,0,0.4705895653522145,0.4142857142857145,2
303,10,0,1,3,0,1,3,5,16,13.0,20.5,0.12,0,95,1,1,2.0,4,3.35514018691589,0,6.1588785046729,1,0,0.875,0.0,3
2289,1,23,1,3,0,0,2,16,3,12,34,0.17,0,100,2,0,11.0,3,3.18032786885246,1,17.14285714285715,1,0,0.4705895653522145,0.1666666666666665,2
990,20.0,4,1,3,0,0,3,1,0,8,8,0.13,1,76,1,1,10.0,1,5.25,2,19.0,1,0,0.875,0.0,0
1161,0,0,1,13,0,0,2,5,6,7,14,0.18,1,85,3,1,10.0,2,3.0952380952381,0,19.0,2,0,0.321608040201005,0.4833333333333335,1
1167,0,0,1,1,0,0,1,1,1,5,3,0.24,1,70,2,4,10.0,1,3.2,1,19.0,1,0,0.390712682379349,0.4833333333333335,0
1610,0,0,1,0,5,0,2,2,11,8,9,0.23,0,100,4,49,10.0,1,9.09523809523809,0,19.0,1,0,0.925925925925926,0.4833333333333335,3
901,0.0,0,1,0,0,0,1,1,0,1,34,0.13,0,0,1,4,3,2,3.23529411764706,1,1.38235294117647,1,0,0.875,0.714285714285714,3
2254,4.5,0,1,0,5,0,3,4,0,14,35,0.15,0,78,2,0,3,2,4.88888888888889,0,3.68518518518519,0,0,0.989195678271308,0.714285714285714,1
204,0,0,1,1,0,0,2,1,8,8,20,0.12,0,82,2,2,4,2,3.53333333333333,0,16.0,0,0,0.41180562527789355,0.4142857142857145,2
2548,2,1,1,4,1,0,2,8,0,4,14,0.13,1,84,2,0,0,2,3.05882352941176,0,19.0,1,0,0.321608040201005,0.714285714285714,1
1137,0,0,1,4,1,1,2,1,8.5,6,7.5,0.08,5,74,5,1,2.5,1,6.20512820512821,0,12.2564102564103,0,0,0.61216429699842,0.4142857142857145,3
2283,13,0,1,2,0,0,2,3,0,6,32,0.12,0,88,2,0,10.0,3,2.73333333333333,0,35.4,0,0,0.321608040201005,0.428571428571429,0
2311,3,18,1,5,0,0,3,5,0,6.5,14,0.08,1,93,1,0,10.0,2,4.65714285714286,1,38.4,1,0,0.846590909090909,0.428571428571429,0
980,0.0,0,1,4,0,1,4,6,19,14.5,19,0.07,3,92,1,0,10.5,2,7.78947368421053,1,8.76315789473684,1,0,0.975609756097561,0.0,4
2591,0,3,1,2,1,2,2,11,5,16,9.5,0.09,4,83,5,1,10.0,2,3.89090909090909,0,38.4,1,0,0.976784677887406,0.428571428571429,5
287,1,0,2,1,0,0,3,2,4,6,12,0.11,0,84,2,1,10.0,2,3.88888888888889,0,8.88888888888889,1,0,0.925925925925926,0.4833333333333335,2
1173,0,0,1,2,0,0,1,1,2,7,3,0.14,0,72,4,0,0,1,4.0,2,38.4,3,0,0.41180562527789355,0.714285714285714,1
128,0,16.0,1,0,0,4,1,1,0,0,0,3.67,0,0,2,4,4.5,2,4.87755102040816,2,0.25,0,0,0.392307692307692,0.4142857142857145,3
147,0.0,0,1,0,0,0,1,1,0,0,32.0,0.11,0,0,1,2,2.5,2,0.046875,0,0.25,0,0,0.654605263157895,0.4833333333333335,2
1066,20.0,0,1,4,4,4,2,1,0,7,8,0.56,0,89,1,0,1,1,8.125,1,19.0,1,0,0.875,0.714285714285714,0
858,0,1,1,1,0,1,2,6,3,12.5,5.5,0.19,0,93,1,0,10.0,5,3.31034482758621,0,3.48275862068966,0,0,0.52437417654809,0.4833333333333335,5
1201,0,0,1,6,0,0,2,14,1,4.0,28,0.06,0,91,3,9,10.0,2,3.77142857142857,0,19.0,0,0,0.994230769230769,0.4833333333333335,1
1142,3.5,0,1,0,2,3,1,2,3,5,9,0.29,2,83,5,0,1,2,3.33333333333333,0,23.5,2,0,0.995121951219512,0.4142857142857145,3
2004,0.0,0,1,0,0,0,2,1,2,0,3.5,0.11,0,0,1,2,3,2,2.43478260869565,0,4.43478260869565,1,0,0.875,0.333333333333333,1
2015,3.5,1,2,2,0,3,4,2,10,8,4,0.28,1,84,3,0,5,2,3.93333333333333,0,17.14285714285715,1,0,0.975609756097561,0.428571428571429,4
206,15.0,33,1,0,0,4,1,1,0,0,10,0.14,0,0,1,1,6,1,4.30232558139535,0,0.0,0,0,0.372685185185185,0.8,1
153,1,0,1,1,0,0,1,1,0,4,14.5,0.09,0,88,1,0,2.5,2,3.29166666666667,1,16.61904761904765,1,0,0.826086956521739,0.0,3
900,20.0,0,1,0,0,0,1,1,0,1,12.5,0.17,0,4,1,4,3,2,2.96,1,1.36,1,0,0.875,0.714285714285714,1
255,15.0,0,1,1,0,1,1,1,0,1.5,14.5,0.34,0,98,2,0,2.5,1,4.07017543859649,1,2.23684210526316,1,0,0.538638985005767,0.0,3
849,20.0,0,1,1,0,0,3,1,0,8,10,0.17,0,73,3,1,5,1,4.2,1,19.0,1,0,0.875,0.333333333333333,0
272,6.0,6,1,1,0,1,3,15,10,5.5,14.5,0.14,0,94,2,1,0.5,3,4.74561403508772,0,7.15789473684211,0,0,0.367626886145405,0.0,3
1037,7.5,0,1,2,0,0,2,1,2,14,34,0.2,0,90,1,1,5,3,4.30555555555556,0,23.5,0,0,0.5702193151212005,0.1666666666666665,2
203,0.0,0,1,0,1,0,1,1,2,12,9.5,0.35,0,93,1,5,3,2,2.80769230769231,0,1.19230769230769,0,0,0.724852071005917,0.714285714285714,1
13,18.0,0,1,1,0,0,2,2,6,4,12,0.28,0,81,1,0,3,2,2.38888888888889,0,3.0,1,0,0.849056603773585,0.714285714285714,4
2201,0.0,0,2,1,0,1,3,2,8,10,13,0.15,2,84,6,3,3,2,4.42857142857143,0,5.47619047619048,1,0,0.875,0.714285714285714,1
2293,18.0,1,1,2,0,1,3,3,3,1,16,0.08,4,100,3,0,3,2,3.35,0,11.8,0,0,0.648739495798319,0.714285714285714,0
1229,20.0,0,1,1,1,0,2,2,2,12,9.5,0.04,0,94,2,0,3,2,0.65,0,5.81666666666667,0,0,0.85337552742616,0.714285714285714,5
82,10.0,6,1,1,0,3,3,10,8,34,13.5,0.28,0,92,2,4,4.5,4,5.24358974358974,0,6.67948717948718,1,0,0.775280898876405,0.0,6
1645,1,0,1,1,0,0,1,6,6,8,26.5,0.04,5,89,2,4,2.5,2,3.60416666666667,0,16.0,1,0,0.527426160337553,0.466666666666667,6
2013,15.0,0,2,1,0,6,6,2,6,6,3,0.3,5,73,3,1,6,1,4.44444444444444,1,20.7,2,0,0.925925925925926,0.4142857142857145,3
2437,20.0,0,1,2,4,1,2,6,6,8.5,29,0.13,3,83,2,0,2,2,4.4,1,14.5,1,0,0.885558583106267,0.4142857142857145,1
148,15.0,0,1,0,0,0,1,1,0,1,37.0,0.09,0,6,1,2,0.5,2,0.984615384615385,0,1.35384615384615,1,0,0.826086956521739,0.8,3
132,0,0,1,0,0,0,1,1,0,1,26.5,0.1,0,0,1,2.5,2.5,2,3.70769230769231,1,1.41538461538462,1,0,0.925925925925926,0.558441558441558,3
193,20.0,0,1,0,0,0,1,1,0,1,20.5,0.1,0,94,1,3,2.5,2,3.6865671641791,0,2.35820895522388,1,0,0.775280898876405,0.4142857142857145,3
77,1,0,1,5,1,2,1,1,9,13.0,37.0,0.5,0,98,2,5,0.5,6,12.5126050420168,1,2.48739495798319,1,0,0.826086956521739,0.8,4
92,1,4,1,3,0,8,2,7,6.5,8.5,37.0,1.27,0,95,1,1,0.5,6,4.58928571428571,0,4.27678571428571,0,0,0.568269230769231,0.8,6
312,18.0,0,1,1,0,0,2,1,0,8,8.5,0.1,0,89,3,0,12.0,1,3.93333333333333,1,23.5,1,0,0.732348111658456,0.1666666666666665,3
855,0.0,0,1,0,0,0,1,1,0,19.0,8.5,0.14,0,98,1,0,0,1,2.52755905511811,1,1.96850393700787,1,0,0.725190839694656,0.4833333333333335,1
75,8,2,1,5,3,4,2,8,25,5.5,26.5,0.63,0,98,1,2,2.0,1,6.66829268292683,0,3.13658536585366,0,0,0.416447615471273,0.0,6
816,1,0,1,3,0,0,3,4,5,12,5.5,0.12,0,87,2,1,12.0,2,3.08163265306122,1,23.5,1,0,0.875,0.1666666666666665,3
886,6.0,34,1,16,0,0,2,43,14,28.0,37.0,0.08,0,100,2,2,0.5,2,4.3594470046083,0,4.31336405529954,0,0,0.826086956521739,0.4,1
941,10,3,1,3,0,0,3,4,2,16.0,20.5,0.08,0,95,1,0,2.5,2,3.38888888888889,0,3.9,1,0,0.925925925925926,0.4142857142857145,3
1004,0,0,1,1,0,1,2,2,5,20,38,0.35,0,93,4,10,0.5,2,2.13636363636364,0,19.0,0,0,0.975609756097561,0.4142857142857145,3
1282,0.0,0,1,1,1,3,4,1,1,1,10,0.17,7,86,5,0,1,1,2.72727272727273,0,39.5,1,0,0.4705895653522145,0.6333333333333335,3
101,1,0,1,2,0,0,3,1,6,7,27,0.09,0,91,2,0,31,1,5.70588235294118,1,7.91176470588235,1,0,0.875,0.0,2
271,1,1,2,1,0,2,3,4,11,14,34,0.19,0,89,2,2,14.0,2,4.14893617021277,0,5.36170212765957,0,0,0.975609756097561,0.0,2
2158,4,0,1,2,0,1,2,1,0,3,8,0.31,0,80,3,0,18,1,3.0,1,14.5,1,0,0.986111111111111,0.5,1
2530,1,0,1,1,0,0,1,4,0,3,6,0.13,4,37,1,0,7,2,2.85714285714286,1,14.5,2,0,0.98974358974359,1.0,1
1881,0,0,1,1,0,1,1,1,4,5,26,0.4,0,87,1,0,7,5,3.1,0,2.7,1,0,0.495016611295681,0.5,1
856,0,0,1,1,0,0,3,1,0,8,14,0.15,0,77,1,0,4,1,8.73333333333333,2,14.5,1,0,0.614107883817427,1.0,4
2049,0,0,1,2,1,0,2,1,1,13,17,0.13,0,85,2,0,5,1,2.78947368421053,1,3.15789473684211,1,0,0.490609701824655,1.0,3
205,1,1,2,2,0,1,3,2,6,12,27,0.17,0,87,2,0,10.0,2,4.02777777777778,0,14.5,1,0,0.75992438563327,0.0,1
551,0.5,0,2,2,1,1,3,13,25,9.5,17.5,0.11,0,94,1,2,2.0,3,4.96739130434783,0,6.71739130434783,1,0,0.328331332533013,0.0,3
