test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
283,0,0.0,3.0,1.0,0.0,0.0,2.0,148.0,1.0,1.0,7.0,42.0,0.34,89.0,1.0,1.0,17.0,2.0,4.73913043478261,0.0,1.0,0.895833333333333,0.0,0.0,0.774774774774775,0.0,0.0,2.0,0.5246420295605756,0.47535797043942446,1
287,0,0.0,1.0,1.0,0.0,0.0,6.0,279.0,1.0,0.0,1.0,40.0,1.37,95.0,2.0,2.0,12.0,2.0,3.53658536585366,0.0,2.0,0.0,0.0,0.0,0.936014625228519,0.0,0.0,2.0,0.5508917509920834,0.4491082490079166,1
383,0,9.0,0.0,2.0,0.0,7.0,8.0,397.0,1.0,0.0,3.0,31.0,0.92,65.0,1.0,0.0,4.0,3.0,19.7,1.0,0.0,0.80952380952381,0.0,0.0,0.9,0.0,0.0,2.0,0.5587750856123557,0.4412249143876442,1
441,0,0.0,2.0,1.0,0.0,0.0,6.0,445.0,1.0,0.0,0.0,46.0,4.73,0.0,2.0,2.0,23.0,1.0,4.93939393939394,0.0,0.0,0.0144927536231884,0.0,0.0,0.926634768740032,0.0,0.0,2.0,0.7044953136701008,0.295504686329899,1
465,0,0.0,98.0,1.0,14.0,0.0,6.0,851.0,1.0,0.0,0.0,18.0,4.43,100.0,1.0,1.0,25.0,1.0,4.31707317073171,0.0,0.0,0.0,0.0,44.0,0.802161263507897,0.5,0.0,6.0,0.6652379590115165,0.3347620409884834,2
483,0,0.0,2.0,1.0,4.0,1.0,9.0,356.0,1.0,0.0,9.0,9.0,1.12,92.0,2.0,2.0,19.0,4.0,5.42857142857143,0.0,1.0,0.648648648648649,0.0,0.0,0.915006640106242,0.0,0.0,3.0,0.509835470291388,0.49016452970861213,1
511,0,4.0,98.0,1.0,10.0,0.0,6.0,561.0,2.0,1.0,14.0,64.0,0.84,95.0,2.0,0.0,28.0,3.0,9.97101449275362,0.0,1.0,0.694444444444444,0.0,18.0,0.882778581765557,1.0,0.0,5.0,0.5081650481044463,0.4918349518955537,1
530,0,0.0,98.0,1.0,0.0,0.0,23.0,1063.0,1.0,0.0,1.0,11.0,2.33,100.0,0.0,1.0,7.0,0.0,0.0232558139534884,0.0,1.0,0.0,0.0,30.0,0.880560633759902,1.0,0.0,7.0,0.6164859394222837,0.3835140605777163,1
617,0,0.0,2.0,1.0,43.0,0.0,12.0,248.333,1.0,0.0,1.0,35.0,4.64,100.0,1.0,1.0,11.0,1.0,1.91891891891892,0.0,0.0,0.0,0.0,0.0,0.754146341463415,0.0,0.0,5.0,0.5357916722786449,0.4642083277213552,1
667,0,11.0,98.0,2.0,6.0,6.0,7.0,1034.0,1.0,2.0,8.0,18.0,0.62,94.0,2.0,2.0,40.0,3.0,4.60344827586207,0.0,0.0,0.923728813559322,0.0,361.0,0.818152244632401,0.625,0.0,4.0,0.51260278873763,0.48739721126237,3
668,0,2.0,98.0,1.0,3.0,0.0,4.0,303.0,2.0,0.0,4.0,45.0,0.65,94.0,4.0,1.0,23.0,1.0,1.69811320754717,0.0,1.0,0.571428571428571,0.0,555.0,0.616647127784291,0.888888888888889,0.0,3.0,0.5730265383363781,0.42697346166362216,1
669,0,6.0,98.0,1.0,8.0,12.0,4.0,343.0,1.0,2.0,2.0,38.0,0.59,94.0,2.0,0.0,23.0,2.0,3.45762711864407,0.0,1.0,0.60655737704918,0.0,0.0,0.85781990521327,0.0,0.0,3.0,0.593539143726362,0.406460856273638,1
684,0,6.0,98.0,2.0,15.0,7.0,5.0,344.0,1.0,2.0,4.0,40.0,0.41,93.0,2.0,0.0,28.0,2.0,4.66071428571429,0.0,1.0,1.0,0.0,0.0,0.685931558935361,0.0,0.0,4.0,0.5860839934191617,0.4139160065808384,1
689,0,0.0,0.0,1.0,8.0,0.0,9.0,171.0,1.0,0.0,0.0,13.0,3.64,100.0,2.0,1.0,6.0,1.0,1.23076923076923,0.0,0.0,0.0,0.0,58.0,0.524390243902439,0.75,0.0,2.0,0.5437270987731802,0.45627290122681985,1
739,0,6.0,2.0,3.0,321.0,0.0,13.0,405.0,1.0,2.0,7.0,12.0,0.7,68.0,2.0,0.0,17.0,3.0,7.09090909090909,2.0,1.0,2.125,0.0,14.0,0.482364156339371,0.75,0.0,6.0,0.5554291784745891,0.44457082152541094,1
745,0,3.0,2.0,2.0,321.0,0.0,14.0,349.0,1.0,1.0,3.0,14.0,0.87,71.0,2.0,0.0,19.0,3.0,4.9,0.0,1.0,2.09090909090909,0.0,49.0,0.68922305764411,0.857142857142857,0.0,7.0,0.5852545261498268,0.41474547385017335,1
769,0,3.0,98.0,1.0,0.0,1.0,12.0,809.0,1.0,1.0,24.0,45.0,1.12,94.0,2.0,2.0,19.0,2.0,5.16666666666667,0.0,0.0,0.919354838709677,0.0,0.0,0.895308924485126,0.0,0.0,6.0,0.572666028473654,0.42733397152634595,1
851,0,3.0,2.0,2.0,2.0,0.0,3.0,153.0,1.0,1.0,12.0,28.0,0.22,81.0,1.0,0.0,12.0,3.0,4.02941176470588,0.0,1.0,1.57142857142857,0.0,0.0,0.878625134264232,0.0,0.0,4.0,0.5971189214713896,0.4028810785286104,1
908,0,2.0,1.0,1.0,0.0,0.0,11.0,237.0,1.0,0.0,9.0,15.0,0.74,82.0,1.0,0.0,29.0,1.0,3.72222222222222,0.0,1.0,1.05,0.0,21.0,0.937402190923318,1.0,0.0,3.0,0.6431660251119362,0.35683397488806373,1
910,0,1.0,98.0,1.0,0.0,0.0,11.0,194.0,1.0,0.0,18.0,12.0,0.73,71.0,4.0,0.0,22.0,1.0,6.53846153846154,1.0,1.0,1.33333333333333,0.0,24.0,0.653631284916201,1.0,0.0,2.0,0.6433298567699364,0.35667014323006363,1
929,0,4.0,98.0,2.0,0.0,0.0,14.0,358.0,1.0,2.0,5.0,13.0,0.64,75.0,3.0,0.0,33.0,1.0,6.18181818181818,0.0,1.0,1.16666666666667,0.0,0.0,0.94716618635927,0.0,0.0,4.0,0.6511268040609328,0.3488731959390673,1
934,0,0.0,0.0,2.0,321.0,0.0,10.0,169.0,1.0,1.0,3.0,7.0,0.8,41.0,3.0,0.0,19.0,1.0,4.375,2.0,2.0,2.1,0.0,0.0,0.807424593967517,0.0,0.0,5.0,0.6836949051259411,0.3163050948740588,1
938,0,1.0,98.0,1.0,0.0,0.0,7.0,487.0,2.0,6.0,18.0,34.0,0.87,86.0,3.0,0.0,28.0,1.0,5.26785714285714,0.0,1.0,0.542372881355932,0.0,0.0,0.770144189991518,0.0,0.0,3.0,0.6158187282008928,0.3841812717991071,1
939,0,4.0,98.0,1.0,0.0,0.0,3.0,290.0,1.0,0.0,36.0,57.0,0.52,95.0,2.0,0.0,38.0,2.0,2.14754098360656,0.0,1.0,0.53968253968254,0.0,34.0,0.696008188331627,1.0,0.0,2.0,0.5359691358425542,0.4640308641574458,1
949,0,1.0,98.0,2.0,0.0,0.0,14.0,154.0,1.0,0.0,8.0,8.0,0.48,56.0,4.0,0.0,34.0,1.0,8.22222222222222,2.0,1.0,1.90909090909091,0.0,12.0,0.635701275045537,1.0,0.0,4.0,0.5952465295571081,0.4047534704428919,1
950,0,7.0,98.0,2.0,0.0,0.0,15.0,315.0,1.0,0.0,24.0,7.0,0.62,77.0,4.0,0.0,29.0,1.0,7.92857142857143,0.0,1.0,1.8125,0.0,62.0,0.81587651598677,1.0,0.0,4.0,0.634275978068338,0.36572402193166204,1
955,0,7.0,1.0,2.0,3.0,1.0,11.0,311.0,1.0,1.0,11.0,15.0,0.78,86.0,0.0,0.0,34.0,1.0,3.83333333333333,0.0,1.0,1.15384615384615,0.0,43.0,0.858866103739445,1.0,0.0,2.0,0.6660616493376476,0.33393835066235233,1
963,0,10.0,98.0,2.0,0.0,2.0,14.0,667.0,1.0,10.0,24.0,18.0,0.58,95.0,4.0,3.0,17.0,1.0,5.64444444444444,0.0,1.0,1.70212765957447,0.0,65.0,0.74,0.75,0.0,4.0,0.5893423270813533,0.41065767291864663,2
976,0,0.0,98.0,2.0,0.0,0.0,15.0,633.0,1.0,1.0,5.0,30.0,0.73,94.0,3.0,0.0,35.0,2.0,2.79487179487179,1.0,1.0,1.92682926829268,0.0,0.0,0.850782190132371,0.0,0.0,2.0,0.5570823236226579,0.44291767637734203,1
977,0,0.0,1.0,1.0,0.0,0.0,13.0,307.0,1.0,1.0,2.0,19.0,1.06,59.0,2.0,0.0,21.0,1.0,3.28571428571429,1.0,1.0,0.695652173913043,0.0,34.0,0.923076923076923,1.0,0.0,3.0,0.5287430983492055,0.47125690165079437,1
978,0,2.0,98.0,1.0,3.0,0.0,5.0,508.0,1.0,10.0,21.0,18.0,0.62,96.0,3.0,8.0,39.0,2.0,4.64556962025316,0.0,0.0,0.654320987654321,0.0,0.0,0.870882740447958,0.0,0.0,2.0,0.5446540479640699,0.45534595203593015,2
979,0,10.0,98.0,1.0,0.0,0.0,9.0,508.0,1.0,2.0,27.0,34.0,0.53,93.0,4.0,0.0,17.0,2.0,4.16,0.0,0.0,1.0,0.0,23.0,0.843621399176955,1.0,0.0,4.0,0.6092716333685506,0.3907283666314494,2
993,0,4.0,98.0,1.0,0.0,1.0,19.0,346.0,1.0,1.0,8.0,9.0,0.7,85.0,5.0,0.0,48.0,1.0,5.4375,0.0,1.0,1.83333333333333,0.0,2.0,0.829831932773109,1.0,0.0,7.0,0.5103544130386904,0.48964558696130955,1
1023,0,10.0,98.0,2.0,5.0,0.0,11.0,1168.0,1.0,3.0,40.0,22.0,0.85,89.0,1.0,1.0,28.0,2.0,7.36111111111111,0.0,0.0,1.94736842105263,0.0,0.0,0.582292038557658,0.0,0.0,3.0,0.5064543067425143,0.4935456932574857,2
1024,0,3.0,7.0,1.0,0.0,1.0,8.0,185.0,1.0,0.0,6.0,8.0,0.84,77.0,2.0,0.0,19.0,1.0,3.83333333333333,1.0,1.0,1.05,0.0,0.0,0.424628450106157,0.0,0.0,1.0,0.5726677382470426,0.4273322617529574,1
1025,0,0.0,9.0,2.0,321.0,0.0,11.0,283.0,1.0,0.0,8.0,13.0,0.74,89.0,4.0,0.0,31.0,2.0,2.86363636363636,0.0,0.0,1.70833333333333,0.0,0.0,0.76056338028169,0.0,0.0,3.0,0.5914161799476839,0.40858382005231597,1
1036,0,2.0,98.0,1.0,0.0,0.0,17.0,828.0,1.0,1.0,10.0,36.0,0.99,90.0,5.0,0.0,45.0,1.0,3.82222222222222,0.0,0.0,1.1063829787234,0.0,6.0,0.851891315929675,1.0,0.0,3.0,0.5208445685259873,0.4791554314740128,1
1037,0,1.0,98.0,1.0,4.0,4.0,7.0,600.0,1.0,12.0,7.0,18.0,0.74,98.0,1.0,11.0,45.0,2.0,16.169014084507,0.0,0.0,0.794520547945205,0.0,1.0,0.893105629348514,1.0,0.0,3.0,0.5158467746762443,0.4841532253237557,2
1047,0,1.0,98.0,1.0,0.0,1.0,10.0,888.0,1.0,6.0,10.0,53.0,1.05,96.0,2.0,3.0,17.0,1.0,6.625,0.0,0.0,0.695121951219512,0.0,0.0,0.90894819466248,0.0,0.0,7.0,0.5496568746928113,0.45034312530718856,2
1053,0,3.0,98.0,2.0,0.0,0.0,17.0,922.0,1.0,1.0,22.0,36.0,0.79,87.0,3.0,0.0,48.0,1.0,5.20408163265306,0.0,1.0,1.05882352941176,0.0,1.0,0.762559038213826,1.0,0.0,6.0,0.5154913999167766,0.48450860008322355,1
1054,0,1.0,98.0,1.0,0.0,0.0,25.0,649.0,1.0,2.0,7.0,15.0,1.78,89.0,5.0,2.0,32.0,1.0,4.04166666666667,0.0,1.0,0.923076923076923,0.0,0.0,0.464253393665158,0.0,0.0,6.0,0.50827310864882,0.4917268913511799,1
1058,0,0.0,98.0,1.0,0.0,0.0,8.0,297.0,1.0,2.0,2.0,24.0,1.1,51.0,4.0,10.0,22.0,1.0,3.12121212121212,0.0,1.0,0.457142857142857,0.0,0.0,0.932389937106918,0.0,0.0,3.0,0.6254945143362075,0.3745054856637925,1
1064,0,4.0,1.0,2.0,321.0,0.0,22.0,310.0,1.0,0.0,7.0,6.0,0.48,83.0,4.0,0.0,40.0,1.0,10.2727272727273,1.0,1.0,3.23076923076923,0.0,0.0,0.907053941908714,0.0,0.0,6.0,0.5372633378658499,0.46273666213414993,1
1069,0,11.0,98.0,2.0,0.0,0.0,13.0,387.0,1.0,0.0,2.0,9.0,0.39,89.0,3.0,0.0,48.0,1.0,5.5,1.0,1.0,2.33333333333333,0.0,288.0,0.553787396562699,0.888888888888889,0.0,6.0,0.5173249192444985,0.4826750807555013,1
1072,0,0.0,6.0,1.0,0.0,0.0,10.0,386.0,1.0,2.0,6.0,27.0,0.76,68.0,2.0,2.0,27.0,1.0,4.22857142857143,0.0,0.0,0.756756756756757,0.0,0.0,0.859026369168357,0.0,0.0,1.0,0.5173343301206174,0.4826656698793827,1
1085,0,1.0,2.0,2.0,0.0,0.0,6.0,152.0,1.0,0.0,0.0,17.0,0.63,0.0,2.0,1.0,20.0,1.0,2.5,0.0,1.0,1.0,0.0,0.0,0.854347826086956,0.0,0.0,4.0,0.5060726379341145,0.49392736206588533,1
1091,0,6.0,1.0,2.0,321.0,2.0,20.0,427.0,1.0,2.0,8.0,10.0,0.6,90.0,5.0,0.0,17.0,1.0,5.78947368421053,0.0,1.0,1.85714285714286,0.0,14.0,0.709104938271605,1.0,0.0,6.0,0.5872714759066484,0.4127285240933516,2
1106,0,2.0,98.0,1.0,0.0,0.0,6.0,285.0,2.0,0.0,21.0,32.0,0.71,88.0,2.0,0.0,23.0,2.0,2.71428571428571,0.0,1.0,0.894736842105263,0.0,0.0,0.921219822109276,0.0,0.0,5.0,0.6187605294554057,0.3812394705445942,1
1147,0,0.0,98.0,1.0,0.0,0.0,9.0,150.0,1.0,0.0,25.0,3.0,0.39,75.0,3.0,1.0,33.0,1.0,10.3333333333333,0.0,1.0,1.92857142857143,0.0,0.0,0.971875,0.0,0.0,4.0,0.6138477499604615,0.3861522500395385,1
1151,0,1.0,1.0,1.0,0.0,0.0,14.0,161.0,1.0,1.0,7.0,5.0,0.89,69.0,2.0,0.0,18.0,1.0,6.125,0.0,2.0,1.6,0.0,0.0,0.95959595959596,0.0,0.0,2.0,0.5537621253494311,0.4462378746505691,1
1171,0,1.0,0.0,1.0,0.0,1.0,5.0,268.0,1.0,0.0,0.0,6.0,0.28,0.0,1.0,0.0,54.0,2.0,9.57777777777778,1.0,1.0,0.0851063829787234,0.0,23.0,0.845977011494253,1.0,0.0,6.0,0.5177035945218169,0.48229640547818314,1
1189,0,3.0,2.0,11.0,0.0,0.0,17.0,617.0,2.0,1.0,46.0,9.0,0.38,87.0,3.0,0.0,79.0,2.0,10.6666666666667,1.0,1.0,1.94444444444444,0.0,2.0,0.874439461883408,1.0,0.0,3.0,0.5150461909253006,0.4849538090746995,3
1190,0,1.0,0.0,1.0,0.0,0.0,9.0,68.0,1.0,1.0,4.0,3.0,0.37,44.0,2.0,0.0,17.0,1.0,6.6,3.0,3.0,2.71428571428571,0.0,0.0,0.972508591065292,0.0,0.0,3.0,0.5114849128296982,0.48851508717030195,1
1193,0,0.0,2.0,1.0,0.0,0.0,6.0,104.0,1.0,2.0,16.0,6.0,0.72,83.0,2.0,2.0,7.0,2.0,5.1,1.0,2.0,1.0,0.0,0.0,0.965397923875433,0.0,0.0,3.0,0.54808859318457,0.4519114068154301,1
1203,0,0.0,98.0,2.0,0.0,1.0,6.0,180.0,1.0,3.0,6.0,18.0,0.61,88.0,2.0,19.0,26.0,1.0,7.72727272727273,0.0,0.0,1.16666666666667,0.0,27.0,0.859778597785978,0.5,0.0,4.0,0.5368686412767758,0.46313135872322414,1
1204,0,2.0,0.0,1.0,0.0,2.0,8.0,161.0,1.0,0.0,6.0,12.0,0.83,79.0,0.0,0.0,15.0,2.0,4.42857142857143,1.0,1.0,1.25,0.0,108.0,0.702637889688249,1.0,0.0,2.0,0.6936023902158853,0.3063976097841147,1
1205,0,1.0,98.0,1.0,0.0,2.0,8.0,333.0,1.0,1.0,13.0,30.0,0.97,93.0,1.0,3.0,31.0,2.0,2.52941176470588,0.0,0.0,0.638888888888889,0.0,114.0,0.753623188405797,0.6,0.0,4.0,0.6554470890350469,0.34455291096495305,1
1209,0,1.0,1.0,1.0,0.0,0.0,9.0,182.0,1.0,0.0,13.0,13.0,0.55,80.0,1.0,0.0,15.0,2.0,5.4,1.0,1.0,1.47058823529412,0.0,0.0,0.866888519134775,0.0,0.0,3.0,0.5659401656846087,0.4340598343153914,1
1260,0,5.0,98.0,2.0,4.0,0.0,11.0,397.0,1.0,0.0,19.0,23.0,0.59,80.0,3.0,0.0,19.0,2.0,6.96428571428571,1.0,1.0,1.43333333333333,0.0,14.0,0.682605111294312,1.0,0.0,7.0,0.6065722904961518,0.3934277095038482,1
1262,0,3.0,1.0,2.0,0.0,0.0,5.0,119.0,1.0,0.0,16.0,14.0,0.49,84.0,1.0,0.0,10.0,2.0,4.5,1.0,1.0,1.2,0.0,0.0,0.651629072681704,0.0,0.0,2.0,0.6776027212221786,0.3223972787778215,1
1266,0,6.0,0.0,2.0,0.0,0.0,11.0,257.0,1.0,0.0,21.0,8.0,0.88,82.0,2.0,0.0,20.0,2.0,5.64285714285714,1.0,2.0,1.375,0.0,0.0,0.988817891373802,0.0,0.0,2.0,0.5083236361939558,0.4916763638060441,1
1272,0,2.0,1.0,2.0,321.0,0.0,13.0,588.0,1.0,6.0,46.0,14.0,0.82,87.0,4.0,2.0,28.0,3.0,9.52173913043478,0.0,1.0,1.88,0.0,0.0,0.869745003445899,0.0,0.0,6.0,0.5451225342263721,0.4548774657736281,1
1283,0,4.0,98.0,2.0,0.0,1.0,14.0,295.0,1.0,0.0,34.0,4.0,0.43,82.0,3.0,0.0,43.0,1.0,11.2941176470588,2.0,1.0,2.63157894736842,0.0,1.0,0.973660308810173,1.0,0.0,5.0,0.5567719417602474,0.44322805823975253,1
1285,0,1.0,0.0,1.0,0.0,0.0,8.0,44.0,1.0,1.0,2.0,1.0,0.33,66.0,2.0,0.0,14.0,1.0,7.66666666666667,3.0,2.0,3.0,0.0,0.0,0.960975609756098,0.0,0.0,3.0,0.5549484889739915,0.4450515110260085,1
1289,0,0.0,1.0,1.0,0.0,0.0,3.0,288.0,1.0,0.0,5.0,9.0,0.71,80.0,1.0,0.0,33.0,2.0,1.52,1.0,1.0,0.194805194805195,0.0,0.0,0.768028846153846,0.0,0.0,3.0,0.5420233761619168,0.4579766238380831,1
1295,0,1.0,98.0,1.0,0.0,0.0,5.0,440.0,1.0,1.0,33.0,51.0,0.75,95.0,1.0,1.0,41.0,2.0,3.125,0.0,1.0,0.409090909090909,0.0,0.0,0.874690849134378,0.0,0.0,6.0,0.5361046992989997,0.46389530070100027,1
1304,0,9.0,98.0,3.0,3.0,0.0,20.0,601.0,1.0,0.0,2.0,18.0,0.68,85.0,2.0,1.0,33.0,2.0,6.18518518518519,0.0,1.0,1.93103448275862,0.0,109.0,0.797491039426523,0.8,0.0,3.0,0.5845242947139669,0.4154757052860333,1
1308,0,1.0,0.0,5.0,0.0,0.0,35.0,173.0,1.0,2.0,0.0,1.0,0.61,0.0,2.0,1.0,20.0,1.0,13.5,1.0,2.0,3.83333333333333,0.0,93.0,0.927272727272727,0.5,0.0,2.0,0.5652016711215392,0.43479832887846054,1
1311,0,2.0,98.0,1.0,5.0,0.0,20.0,916.0,1.0,8.0,21.0,26.0,0.86,87.0,2.0,2.0,38.0,2.0,8.07692307692308,0.0,0.0,1.34146341463415,0.0,145.0,0.88031565103025,0.5,0.0,5.0,0.5468869712496166,0.45311302875038334,1
1370,0,1.0,6.0,2.0,7.0,0.0,9.0,257.0,1.0,2.0,14.0,5.0,0.65,77.0,1.0,1.0,29.0,6.0,7.71428571428571,4.0,2.0,1.9375,0.0,0.0,0.95741935483871,0.0,0.0,4.0,0.7468350737938111,0.25316492620618897,1
1395,0,3.0,0.0,1.0,321.0,0.0,12.0,365.0,1.0,10.0,9.0,10.0,0.86,84.0,2.0,1.0,17.0,2.0,4.21739130434783,1.0,0.0,1.28,0.0,0.0,0.514657980456026,0.0,0.0,4.0,0.6172795110188544,0.3827204889811458,1
1436,0,6.0,7.0,2.0,321.0,0.0,13.0,429.0,1.0,10.0,13.0,5.0,0.46,90.0,3.0,2.0,19.0,2.0,7.10714285714286,1.0,2.0,2.2,0.0,0.0,0.598480050664978,0.0,0.0,6.0,0.5940809751109455,0.4059190248890543,1
1464,0,5.0,0.0,1.0,6.0,0.0,12.0,340.0,1.0,6.0,19.0,11.0,0.7,87.0,1.0,0.0,15.0,1.0,8.45454545454546,1.0,1.0,1.54166666666667,0.0,0.0,0.9,0.0,0.0,3.0,0.5112252294623423,0.4887747705376579,1
1469,0,0.0,0.0,1.0,0.0,0.0,2.0,185.0,1.0,0.0,1.0,18.0,0.85,97.0,1.0,0.0,19.0,3.0,0.692307692307692,0.0,0.0,0.341463414634146,0.0,0.0,0.641975308641975,0.0,0.0,4.0,0.6283083696340238,0.37169163036597613,1
1513,0,3.0,7.0,1.0,1.0,0.0,4.0,224.0,1.0,0.0,13.0,9.0,0.82,90.0,1.0,2.0,22.0,3.0,2.60606060606061,0.0,0.0,0.828571428571429,0.0,0.0,0.601680672268908,0.0,0.0,3.0,0.5695791180560035,0.4304208819439966,1
1542,0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,1.0,0.0,121.0,0.0,0.82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.740740740740741,0.5,0.0,3.0,0.613673035071755,0.386326964928245,1
1596,0,2.0,0.0,2.0,0.0,2.0,6.0,44.0,1.0,0.0,0.0,1.0,0.77,0.0,2.0,0.0,12.0,1.0,2.33333333333333,1.0,2.0,1.2,0.0,1.0,0.801652892561983,1.0,0.0,3.0,0.6626989401891893,0.33730105981081077,1
2384,0,5.0,0.0,1.0,2.0,3.0,2.0,109.0,3.0,0.0,0.0,31.0,0.26,95.0,2.0,0.0,11.0,2.0,0.666666666666667,0.0,1.0,0.325,0.0,0.0,0.939739413680782,0.0,0.0,0.0,0.666997044902909,0.333002955097091,1
1620,0,12.0,0.0,1.0,8.0,5.0,2.0,124.0,3.0,0.0,8.0,8.0,0.42,88.0,1.0,0.0,10.0,2.0,3.0,0.0,1.0,0.541666666666667,0.0,0.0,0.861216730038023,0.0,0.0,2.0,0.5783931734321537,0.4216068265678465,1
2387,0,7.0,0.0,1.0,2.0,4.0,6.0,167.0,3.0,0.0,1.0,12.0,0.41,86.0,2.0,0.0,8.0,2.0,2.73684210526316,0.0,1.0,1.08695652173913,0.0,0.0,0.99375,0.0,0.0,2.0,0.579937324335252,0.4200626756647478,1
