test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
769,0,24.0,1.0,2.0,15.0,0.496826171875,2.0,66.9609375,4.0,5.0,2.0,0.2,1.0,96.0,4.0,1.0,40.0,2.0,4.67708333333333,0.0,7.90625,0.0,1.0,1.11881188118812,0.0,0.445103857566766,0.0,4.0,15.0,0.5233914022495124,0.4766085977504876,2,54503173828125.0
775,0,3.0,0.0,1.0,0.0,2.0,0.0,91.0,26.0,2.0,3.0,0.14,0.0,80.0,5.0,2.0,48.0,2.0,2.98648648648649,0.0,4.67567567567568,2.0,1.0,0.346534653465347,0.0,0.539617486338798,0.0,3.0,3.498046875,0.6419316291383066,0.3580683708616934,1,8501953125000.0
780,0,43.0,0.0,2.0,7.0,1.4970703125,1.0,143.4808607697487,2.499878168106079,17.0,14.0,0.15,2.0,97.0,3.0,3.0,64.0,2.0,4.69918699186992,0.0,7.72357723577236,0.0,1.0,1.12252964426877,0.0,0.87823275862069,2.0,3.0,19.0,0.5086991463084191,0.49130085369158094,3,71588545220123.52
782,0,14.0,0.0,1.0,5.0,30.49267578125,0.0,156.0,1.498291015625,1.0,0.0,0.1,0.0,99.0,4.0,5.0,65.0,2.0,3.46478873239437,1.0,4.72769953051643,1.0,1.0,0.442982456140351,0.0,0.614654002713704,0.0,4.0,14.0,0.509076440916834,0.49092355908316593,2,166975991525781.72
788,0,32.0,5.0,1.0,10.0,9.0,1.0,654.0,14.0,23.0,36.0,0.26,0.0,100.0,4.0,20.0,27.499465107917786,2.0,7.16666666666667,0.0,4.2953216374269,1.0,1.0,0.633053221288515,0.0,0.737628384687208,0.0,5.0,2.4977529048919678,0.5154806243094912,0.4845193756905088,2,12502247095108.031
793,0,10.0,1.0,1.0,6.0,29.0,2.0,270.0,8.0,9.0,0.0,0.45,0.0,100.0,3.0,5.0,31.0,2.0,8.43564356435644,0.0,3.58415841584158,1.0,1.0,0.381818181818182,0.0,0.125,0.0,5.0,3.49853515625,0.5540387965716272,0.44596120342837275,2,6536411103542.77
806,0,156.0,16.0,2.0,12.0,4.494873046875,0.0,469.0,1.5,3.0,18.0,0.07,0.0,100.0,3.0,0.0,54.0,2.0,5.80628272251309,0.0,6.14485165794066,1.0,0.0,0.835334476843911,0.0,0.478550295857988,4.0,2.0,0.498046875,0.5342162704855381,0.4657837295144619,3,56509862254773.46
816,0,9.0,0.0,1.0,19.0,19.0,0.0,103.0,5.0,2.0,2.0,0.11,1.0,95.0,3.0,0.0,26.0,2.0,3.33707865168539,0.0,5.86516853932584,1.0,1.0,0.568421052631579,0.0,0.66403162055336,0.0,4.49951171875,10.0,0.5170745023063151,0.48292549769368487,1,2500488281250.0
905,0,9.0,0.0,2.0,7.0,2.0,1.0,264.0,15.0,32.0,23.0,0.25,1.0,100.0,2.0,6.0,22.4970703125,2.0,4.41176470588235,0.0,5.48235294117647,0.0,0.0,1.08910891089109,0.0,0.41839762611276,0.0,4.0,2.49853515625,0.5354086756157834,0.4645913243842165,2,11501464843750.0
956,0,27.0,0.0,2.0,5.0,6.0,2.0,297.0,3.0,0.0,13.0,0.27,1.0,89.0,2.0,0.0,18.0,1.5,3.93333333333333,0.0,5.18888888888889,0.0,1.0,1.24468085106383,0.0,1.0,0.0,3.0,5.0,0.5244008494208507,0.4755991505791492,1,1500000000000.0
988,0,37.0,4.0,2.0,12.0,3.499755859375,1.0,168.0,2.4970703125,0.0,54.0,0.14,0.0,100.0,2.0,5.0,19.0,2.0,4.51960784313725,0.0,4.83333333333333,0.0,0.0,1.02542372881356,0.0,0.66798418972332,0.0,3.0,6.0,0.5216235506948155,0.4783764493051845,2,45261401779712.35
