,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
120,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.66,1.0,0.0,3.0,0.0,3.0,1.0,1.125,1.0,2.0,2.0,1.0,2.6,222.0,0.375,0.0,3.0,3.0
133,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,6.0,6.0,0.38,0.0,75.0,4.0,0.0,5.0,1.0,3.14285714285714,1.0,4.57142857142857,2.0,1.0,5.8,153.0,0.333333333333333,0.0,4.0,2.0
134,0.0,1.0,1.0,3.0,2.0,4.0,3.0,0.0,4.0,0.0,0.86,0.0,100.0,2.0,0.0,9.0,1.0,5.28571428571429,2.0,4.85714285714286,1.0,1.0,0.818181818181818,263.0,0.333333333333333,0.0,2.0,2.0
149,0.0,0.0,1.0,8.0,0.0,3.0,1.0,0.0,5.0,3.0,0.58,1.0,44.0,2.0,0.0,10.0,1.0,3.66666666666667,2.0,6.66666666666667,2.0,1.0,0.0,17.0,0.285714285714286,0.0,3.0,4.0
160,2.0,0.0,5.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.33,2.0,66.0,0.0,0.0,15.0,2.0,4.0,3.0,8.33333333333333,7.0,1.0,2.0,145.0,0.333333333333333,0.0,1.0,3.0
265,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,5.0,6.82,3.0,100.0,2.0,4.0,26.0,1.0,11.4285714285714,1.0,11.4285714285714,4.0,1.0,0.888888888888889,23.0,0.833333333333333,0.0,2.0,0.0
291,0.0,1.0,7.0,0.0,1.0,2.0,2.0,0.0,2.0,12.0,0.48,0.0,53.0,1.0,0.0,20.0,2.0,10.1538461538462,2.0,3.53846153846154,1.0,1.0,0.375,175.0,0.5,0.0,1.0,2.0
297,1.0,0.0,1.0,6.0,0.0,1.0,3.0,25.0,23.0,7.0,0.24,0.0,93.0,3.0,7.0,19.0,1.0,5.39393939393939,1.0,3.24242424242424,1.0,1.0,2.9,372.0,0.375,0.0,1.0,3.0
324,0.0,1.0,1.0,0.0,8.0,5.0,3.0,0.0,4.0,10.0,0.52,0.0,12.0,3.0,0.0,9.0,2.0,5.7,2.0,2.5,2.0,1.0,0.933333333333333,54.0,0.333333333333333,0.0,4.0,5.0
326,8.0,1.0,2.0,1.0,0.0,4.0,3.0,0.0,8.0,13.0,1.29,1.0,83.0,3.0,0.0,30.0,1.0,3.22727272727273,1.0,1.6,1.0,1.0,1.33333333333333,406.0,0.608695652173913,2.0,3.0,3.0
328,7.0,5.0,1.0,5.0,2.0,1.0,34.0,4.0,36.0,90.0,0.12,3.0,84.0,4.0,27.0,52.0,2.0,0.8,0.0,6.14150943396226,0.0,1.0,0.1,783.0,0.392857142857143,2.0,2.0,9.0
332,0.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,12.0,3.96,1.0,86.0,1.0,0.0,18.0,3.0,4.7,2.0,4.9,0.0,1.0,0.863636363636364,19.0,0.5,0.0,2.0,2.0
333,0.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,6.0,25.0,3.96,0.0,84.0,2.0,0.0,22.0,1.0,3.26666666666667,0.0,4.3,0.0,1.0,0.818181818181818,32.0,0.333333333333333,0.0,3.0,2.0
334,2.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,19.0,24.0,1.29,3.0,100.0,2.0,0.0,23.0,2.0,2.77777777777778,0.0,5.62962962962963,0.0,1.0,0.6875,40.0,0.375,0.0,2.0,5.0
343,4.0,0.0,1.0,0.0,2.0,1.0,4.0,2.0,2.0,6.0,1.29,8.0,25.0,2.0,0.0,25.0,2.0,4.41666666666667,0.0,9.0,2.0,1.0,0.941176470588235,37.0,0.454545454545455,0.0,3.0,3.0
347,8.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,9.0,14.0,0.2,0.0,78.0,2.0,0.0,26.0,2.0,4.27272727272727,0.0,6.13636363636364,0.0,1.0,3.2,160.0,0.384615384615385,0.0,5.0,2.0
350,16.0,0.0,1.0,18.0,12.0,2.0,11.0,5.0,27.0,78.0,0.49,0.0,95.0,2.0,0.0,16.0,2.0,3.19191919191919,0.0,3.23232323232323,0.0,1.0,3.3,145.0,0.375,0.0,3.0,9.0
354,10.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,5.0,7.0,0.51,1.0,88.0,3.0,0.0,23.0,2.0,2.89473684210526,0.0,5.52631578947368,0.0,1.0,2.6,39.0,0.555555555555556,0.0,3.0,7.0
364,0.0,0.0,3.0,0.0,0.0,17.0,1.0,4.0,0.0,1.0,0.66,2.0,0.0,2.0,0.0,7.0,1.0,4.0,11.0,16.2,2.0,1.0,2.375,353.0,0.375,0.0,2.0,5.0
365,2.0,3.0,2.0,0.0,0.0,2.0,2.0,7.0,7.0,7.0,0.35,0.0,62.0,2.0,0.0,13.0,1.0,4.3125,1.0,5.0,1.0,1.0,2.7,433.0,0.428571428571429,0.0,1.0,5.0
379,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,7.0,6.13,0.0,61.0,2.0,0.0,7.0,1.0,3.25,0.0,4.0,1.0,1.0,0.545454545454545,125.0,0.25,0.0,1.0,4.0
380,2.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,6.0,2.0,0.35,1.0,55.0,2.0,0.0,18.0,1.0,4.5,0.0,5.33333333333333,1.0,1.0,3.7,151.0,0.4,0.0,1.0,4.0
381,1.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,6.0,33.0,13.92,0.0,95.0,4.0,0.0,19.0,1.0,2.13888888888889,0.0,3.5,1.0,1.0,0.536585365853659,615.0,0.666666666666667,0.0,2.0,3.0
533,0.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,9.0,10.0,1.29,1.0,100.0,4.0,0.0,6.0,1.0,2.5,0.0,1.6,1.0,1.0,0.625,339.0,0.4,0.0,1.0,3.0
534,0.0,0.0,2.0,1.0,24.0,1.0,5.0,0.0,9.0,10.0,0.38,1.0,100.0,1.0,0.0,5.0,1.0,2.5,0.0,5.4,1.0,1.0,0.625,333.0,0.4,0.0,1.0,3.0
537,7.0,0.0,1.0,1.0,1.0,2.0,7.0,3.0,9.0,52.0,3.01,1.0,97.0,4.0,0.0,44.0,1.0,2.74193548387097,0.0,4.5,0.0,1.0,0.457142857142857,1293.0,0.384615384615385,0.0,2.0,2.0
538,7.0,0.0,1.0,1.0,1.0,2.0,5.0,5.0,6.0,48.0,3.01,1.0,97.0,4.0,0.0,38.0,1.0,2.76666666666667,0.0,4.26666666666667,0.0,1.0,0.454545454545455,1208.0,0.363636363636364,0.0,1.0,3.0
556,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,5.0,4.0,5.41,0.0,25.0,2.0,1.0,9.0,3.0,5.75,3.0,7.0,4.0,1.0,1.125,89.0,0.375,0.0,4.0,4.0
580,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,7.0,0.22,0.0,0.0,4.0,0.0,14.0,1.0,1.875,0.0,5.0,2.0,1.0,5.8,116.0,0.333333333333333,0.0,6.0,0.0
660,7.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,7.0,13.0,8.3,0.0,75.0,2.0,0.0,20.0,2.0,3.9,0.0,3.65,0.0,7.0,0.68,53.0,0.428571428571429,0.0,2.0,4.0
661,5.0,0.0,9.0,1.0,0.0,3.0,2.0,0.0,6.0,14.0,0.84,0.0,75.0,2.0,0.0,20.0,2.0,4.68421052631579,1.0,4.36842105263158,1.0,1.0,0.818181818181818,35.0,0.375,0.0,2.0,4.0
673,5.0,0.0,1.0,33.0,0.0,3.0,1.0,0.0,9.0,7.0,0.47,0.0,92.0,4.0,0.0,8.0,1.0,6.0,1.0,7.33333333333333,2.0,1.0,4.5,152.0,0.4,0.0,4.0,2.0
675,1.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,6.0,0.1,9.0,71.0,4.0,0.0,7.0,1.0,4.42857142857143,1.0,1.5,2.0,1.0,0.666666666666667,387.0,0.666666666666667,0.0,2.0,1.0
731,1.0,0.0,3.0,0.0,3.0,2.0,3.0,0.0,3.0,9.0,6.82,3.0,50.0,3.0,0.0,16.0,2.0,2.7,0.0,4.6,1.0,1.0,1.35714285714286,31.0,0.333333333333333,0.0,3.0,8.0
757,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,7.0,8.0,7.07,0.0,71.0,2.0,1.0,9.0,1.0,20.25,1.0,4.625,1.0,1.0,0.583333333333333,204.0,0.545454545454545,0.0,5.0,6.0
759,1.0,0.0,1.0,10.0,0.0,3.0,1.0,0.0,7.0,11.0,0.78,0.0,89.0,4.0,0.0,8.0,1.0,5.75,1.0,3.91666666666667,1.0,1.0,5.8,168.0,0.466666666666667,0.0,4.0,3.0
761,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,7.0,6.0,7.64,0.0,45.0,2.0,0.0,8.0,1.0,4.5,2.0,4.83333333333333,3.0,1.0,0.333333333333333,223.0,0.5,0.0,7.0,1.0
876,2.0,0.0,1.0,0.0,0.0,2.0,1.0,6.0,7.0,26.0,0.4,0.0,67.0,2.0,0.0,16.0,2.0,0.6,0.0,3.14705882352941,1.0,1.0,0.805555555555556,46.0,0.5,0.0,3.0,6.0
892,3.0,31.0,1.0,0.0,7.0,1.0,5.0,9.0,44.0,40.0,0.24,0.0,90.0,2.0,1.0,35.0,2.0,6.04819277108434,1.0,1.7,1.0,1.0,0.876404494382023,537.0,0.521739130434783,1.0,3.0,9.0
939,14.0,0.0,1.0,10.0,5.0,4.0,4.0,21.0,38.0,44.0,0.38,0.0,100.0,2.0,6.0,36.0,2.0,7.13924050632911,0.0,4.0253164556962,0.0,0.0,2.4,218.0,0.5,0.0,5.0,8.0
941,28.0,0.0,5.0,10.0,3.0,0.0,1.0,1.0,11.0,7.0,0.01,0.0,96.0,1.0,0.0,22.0,2.0,5.11111111111111,1.0,4.80555555555556,1.0,1.0,1.68421052631579,10.0,0.5,0.0,5.0,4.0
1009,1.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,6.0,12.0,2.56,0.0,27.0,3.0,2.0,18.0,2.0,3.78571428571429,1.0,3.71428571428571,0.0,1.0,0.458333333333333,171.0,0.642857142857143,0.0,3.0,1.0
1012,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,6.13,0.0,0.0,2.0,0.0,0.0,1.0,1.25,0.0,1.75,1.0,1.0,0.5,59.0,0.5,0.0,3.0,0.0
1013,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.71,0.0,0.0,2.0,0.0,0.0,1.0,1.25,0.0,1.3,1.0,1.0,0.5,59.0,0.4,0.0,3.0,0.0
1098,2.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,6.0,10.0,0.6,1.0,83.0,3.0,0.0,2.0,1.0,3.58333333333333,12.0,9.3,1.0,1.0,1.73333333333333,61.0,0.6,0.0,3.0,1.0
1113,3.0,0.0,1.0,3.0,1.0,3.0,4.0,0.0,7.0,24.0,0.46,0.0,100.0,2.0,4.0,4.0,2.0,15.5555555555556,5.0,4.0,0.0,1.0,1.22857142857143,426.0,0.769230769230769,0.0,2.0,2.0
1128,0.0,0.0,1.0,0.0,5.0,3.0,1.0,1.0,2.0,56.0,0.75,0.0,40.0,2.0,1.0,4.0,3.0,6.3,0.0,1.92982456140351,1.0,1.0,0.525423728813559,11.0,0.75,0.0,2.0,2.0
1146,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,11.0,11.89,0.0,33.0,4.0,0.0,13.0,1.0,2.0,0.0,2.58333333333333,0.0,1.0,0.5,29.0,0.714285714285714,0.0,5.0,1.0
1148,5.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.28,4.0,45.0,4.0,0.0,16.0,2.0,4.0,2.0,10.0,4.0,1.0,0.833333333333333,6.0,1.0,0.0,2.0,1.0
1153,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,0.26,1.0,62.0,4.0,0.0,23.0,1.0,3.25,5.0,10.0,8.0,1.0,0.0,7.0,0.8,0.0,5.0,1.0
1159,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.24,0.0,70.0,4.0,0.0,6.0,1.0,2.0,1.0,9.4,1.0,1.0,0.857142857142857,35.0,0.666666666666667,0.0,7.0,2.0
1161,0.0,3.0,1.0,2.0,0.0,0.0,5.0,1.0,8.0,8.0,0.13,0.0,56.0,4.0,0.0,16.0,2.0,3.36363636363636,1.0,6.72727272727273,2.0,1.0,2.7,301.0,0.571428571428571,0.0,2.0,1.0
1184,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,9.0,13.0,3.01,3.0,60.0,3.0,0.0,27.0,2.0,4.14285714285714,0.0,8.78571428571429,1.0,1.0,0.5,30.0,0.6,0.0,6.0,2.0
1195,6.0,16.0,1.0,2.0,3.0,1.0,30.0,0.0,44.0,147.0,0.11,3.0,97.0,4.0,2.0,72.0,2.0,3.50887573964497,0.0,1.7,0.0,1.0,1.215,766.0,0.53125,1.0,2.0,5.0
1212,4.0,10.0,1.0,0.0,0.0,2.0,7.0,0.0,19.0,10.0,6.14,2.0,50.0,4.0,0.0,22.0,2.0,4.0,0.0,6.79166666666667,1.0,1.0,1.125,22.0,0.444444444444444,0.0,1.0,2.0
1222,0.0,0.0,1.0,1.0,0.0,2.0,5.0,1.0,19.0,16.0,0.16,1.0,75.0,3.0,0.0,24.0,2.0,0.8,0.0,5.76470588235294,0.0,1.0,0.1,15.0,0.8,0.0,5.0,3.0
1229,0.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,10.0,15.0,1.02,1.0,100.0,4.0,0.0,7.0,1.0,2.625,0.0,1.3,1.0,1.0,0.416666666666667,20.0,0.75,0.0,4.0,2.0
1230,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,13.0,0.18,2.0,50.0,3.0,0.0,25.0,1.0,2.42857142857143,0.0,3.9,1.0,1.0,0.5,57.0,0.75,0.0,4.0,3.0
1231,7.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,6.0,48.0,0.16,1.0,97.0,4.0,0.0,43.0,2.0,2.95,0.0,0.3,1.0,1.0,0.424242424242424,303.0,0.5,0.0,7.0,7.0
1237,4.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,11.0,0.31,1.0,0.0,6.0,0.0,16.0,1.0,3.82352941176471,0.0,13.1,1.0,1.0,0.428571428571429,10.0,0.6,0.0,1.0,2.0
1238,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,6.0,10.23,1.0,33.0,3.0,0.0,2.0,1.0,1.14285714285714,0.0,3.14285714285714,1.0,1.0,3.5,137.0,0.5,0.0,1.0,2.0
1254,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,14.0,0.22,0.0,75.0,3.0,0.0,22.0,1.0,3.25,1.0,5.5,1.0,1.0,5.4,22.0,0.428571428571429,0.0,2.0,3.0
1272,1.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,2.0,0.48,3.0,33.0,3.0,0.0,20.0,1.0,6.33333333333333,2.0,8.0,5.0,1.0,3.6,8.0,0.6,0.0,2.0,3.0
1277,1.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,26.0,11.13,0.0,90.0,3.0,3.0,25.0,1.0,10.6296296296296,0.0,2.77777777777778,0.0,1.0,0.2,36.0,0.5,0.0,1.0,4.0
1283,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,4.0,0.18,6.0,0.0,2.0,0.0,22.0,1.0,21.1,3.0,12.6,4.0,1.0,1.0,110.0,0.5,0.0,6.0,1.0
1286,3.0,0.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,12.0,3.01,4.0,0.0,3.0,1.0,25.0,2.0,2.5625,0.0,5.75,1.0,1.0,0.421052631578947,47.0,0.571428571428571,0.0,7.0,2.0
1291,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.15,1.0,0.0,3.0,0.0,15.0,1.0,3.5,1.0,7.5,2.0,1.0,0.0,3.0,0.5,0.0,4.0,3.0
1296,0.0,0.0,1.0,1.0,0.0,4.0,2.0,7.0,3.0,19.0,0.27,3.0,60.0,3.0,0.0,26.0,2.0,3.78947368421053,0.0,8.26315789473684,1.0,1.0,3.4,16.0,0.6,0.0,7.0,4.0
1297,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,14.0,9.0,8.54,3.0,25.0,4.0,0.0,28.0,2.0,3.44444444444444,0.0,9.77777777777778,1.0,1.0,0.75,296.0,0.545454545454545,0.0,5.0,3.0
1308,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,1.29,0.0,0.0,4.0,1.0,31.0,1.0,0.615384615384615,0.0,1.6,1.0,1.0,0.0,83.0,0.5,0.0,2.0,3.0
1314,4.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,5.0,15.0,10.02,1.0,57.0,4.0,0.0,16.0,1.0,3.57894736842105,0.0,5.26315789473684,1.0,1.0,3.4,417.0,0.833333333333333,0.0,5.0,2.0
1322,2.0,15.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,7.0,0.29,3.0,0.0,3.0,0.0,26.0,1.0,4.33333333333333,0.0,8.88888888888889,2.0,1.0,0.909090909090909,86.0,0.833333333333333,0.0,5.0,5.0
1332,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,10.0,20.0,8.1,1.0,66.0,6.0,0.0,21.0,1.0,2.04761904761905,0.0,4.95238095238095,0.0,1.0,0.740740740740741,57.0,0.625,0.0,3.0,2.0
1335,0.0,0.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.69,4.0,0.0,3.0,0.0,18.0,1.0,6.2,6.0,17.0,17.0,2.0,1.0,6.0,0.333333333333333,0.0,5.0,1.0
