test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
220,0,6.5,1.0,6.0,3.0,165.0,2.0,0.0,0.6501387524604803,8.0,77.0,2.0,2.0,0.49951171875,2.0,6.16279069767442,1.0,1.0,1.0,1.10869565217391,0.0,0.333333333333333,0.0,7.0,6.0,0.5,0.5,3,9500000000000.0
269,0,6.0,1.0,2.0,2.0,159.0,1.0,22.0,0.44,0.0,93.0,1.0,0.0,6.0,1.0,5.17021276595745,1.0,1.0,1.0,0.41698294999648133,0.0,0.333333333333333,0.0,1.499267578125,6.0,0.5,0.5,2,3.0455163846700453
270,0,1.5,2.0,1.0,4.0,211.0,2.0,15.0,0.7100030231475831,3.0,84.0,1.0,0.0,1.4814453125,2.0,7.46153846153846,1.0,1.0,1.0,1.76744186046512,0.0,0.571428571428571,0.0,5.0,9.0,0.5,0.5,3,6500000000000.0
272,0,0.0,2.0,0.0,0.0,33.0,1.0,8.0,0.7950244140625001,1.0,88.0,4.0,2.0,12.0,2.0,4.0,0.0,1.0,1.0,1.91666666666667,0.0,0.5,0.0,3.0,2.0,0.53,0.47,1,0.9820276264700291
281,0,6.499390244483948,2.0,2.0,1.0,135.0,2.0,33.0,0.5350451350212098,1.0,90.0,3.0,2.0,16.0,2.0,7.22857142857143,0.0,1.0,1.0,0.14820556640625002,0.0,0.666666666666667,0.0,3.0,2.0,0.5,0.5,3,7500609755516.052
283,0,0.0,1.0,0.0,1.0,50.0,1.0,5.0,0.47001568675041205,0.0,85.0,2.0,0.0,9.0,2.0,3.35294117647059,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,1,0.1984107544580143
285,0,54.0,3.0,2.0,8.0,546.0,2.0,2.0,0.885082945525647,4.0,86.0,2.0,0.0,1.47705078125,2.0,7.43076923076923,0.0,0.0,1.0,2.16176470588235,0.0,0.454545454545455,0.0,4.0,12.0,0.5,0.5,2,40.332823838699326
298,0,5.0,1.0,7.0,4.0,142.0,1.0,2.0,0.37503538131713865,3.0,86.0,2.0,1.0,40.0,3.0,4.85714285714286,0.0,1.0,1.0,1.6,0.0,0.14282226562500014,0.0,1.499267578125,9.0,0.5,0.5,3,285749162946.42883
311,0,5.99853515625,2.0,1.0,1.0,70.0,3.0,28.0,0.14,0.0,100.0,3.0,0.0,27.0,2.0,4.28571428571429,0.0,1.0,1.0,0.25821478839827905,0.0,0.5,0.0,3.0,4.0,0.5,0.5,2,7001464843750.0
313,0,10.0,1.0,0.4998779892921448,2.0,134.0,4.0,62.0,0.2,1.0,100.0,3.0,8.0,39.0,2.0,6.71428571428571,0.0,0.0,0.0,1.5,0.0,0.428571428571429,0.0,5.0,5.0,0.55,0.45,1,500122010707.8552
320,0,1.498779296875,1.0,3.0,2.0,93.0,3.0,9.0,0.49504882812499995,1.0,80.0,2.0,0.0,19.0,2.0,4.03571428571429,0.0,1.0,1.0,1.125,0.0,0.428571428571429,0.0,3.0,3.0,0.5,0.5,2,5501220703125.0
323,0,2.0,1.0,2.0,2.0,85.0,2.0,34.0,0.28,2.0,85.0,3.0,0.0,1.99658203125,2.0,5.6875,0.0,1.0,1.0,1.26315789473684,0.0,1.0,0.0,2.0,1.0,0.5,0.5,1,9.106777947099992
327,0,2.0,2.0,0.0,3.0,67.0,2.0,3.0,0.37,1.0,100.0,3.0,0.0,13.0,2.0,3.686077692291957,0.0,1.0,0.0,2.14285714285714,0.0,0.666666666666667,0.0,3.0,5.0,0.5,0.5,1,0.4854359999251905
328,0,0.0,2.0,5.999485552310944,2.0,52.0,1.0,0.0,0.17,1.0,86.0,1.0,0.0,26.0,1.0,6.73333333333333,2.0,1.0,1.0,1.76470588235294,0.0,0.666666666666667,0.0,2.0,1.0,0.5,0.5,1,9000514447689.057
335,0,1.0,2.0,1.0,1.0,40.0,1.0,6.0,0.18,2.0,86.0,4.0,0.0,5.5,2.0,5.5,0.0,1.0,1.0,1.92857142857143,0.0,0.8,0.0,3.0,2.0,0.5,0.5,1,5.564548765680033
336,0,0.5,2.0,2.0,2.0,42.499755859375,4.0,27.0,0.22,0.0,100.0,2.0,0.0,25.0,3.0,3.92307692307692,0.0,1.0,0.0,1.16129032258065,0.0,0.6,0.0,5.0,4.0,0.5,0.5,2,1500000000000.0
337,0,4.0,2.0,1.0,2.0,59.0,1.0,4.0,0.18500164508819583,2.0,86.0,2.0,0.0,1.49853515625,2.0,3.75,0.0,0.0,1.0,1.33333333333333,0.0,0.75,0.0,2.0,4.0,0.5,0.5,2,9.949277223427423
338,0,3.0,2.0,2.0,6.0,103.0,1.0,5.0,0.28,4.0,86.0,3.0,0.0,2.4993906021118164,2.0,5.76923076923077,0.0,1.0,1.0,1.4,0.0,0.5,0.0,1.499267578125,6.0,0.5,0.5,2,5.472244827429509
344,0,5.0,1.0,6.0,2.0,326.0,4.0,1036.0,0.36,0.0,100.0,1.0,18.0,16.0,4.0,7.81632653061224,0.0,0.0,0.0,0.682692307692308,0.0,0.875048828125,0.0,4.0,7.0,0.52,0.48,1,475048828125.0
357,0,7.0,2.0,0.0,1.0,83.0,1.0,30.0,0.4700046396255493,1.0,80.0,2.0,0.0,14.0,1.0,7.72222222222222,2.0,1.0,1.0,1.80952380952381,0.0,1.0,0.0,3.0,2.0,0.5,0.5,1,0.4959582919216904
360,0,0.0,1.0,2.0,5.0,65.0,1.0,21.0,0.6050726833939556,2.0,76.0,3.0,0.0,7.499634504318237,2.0,9.66666666666667,0.0,1.0,1.0,2.5,0.0,0.5,0.0,4.0,5.0,0.51,0.49,2,3.5959380853211678
362,0,0.0,1.0,2.0,1.0,106.0,8.0,25.0,0.2,1.0,100.0,2.0,2.0,19.0,2.0,4.73333333333333,0.0,0.0,0.0,1.05128205128205,0.0,0.5,0.0,5.0,2.499756336212158,0.56,0.44,1,1500243663787.8418
365,0,1.498291015625,2.0,1.0,1.0,77.0,2.0,22.0,0.13,1.0,85.0,4.0,0.0,19.0,2.0,4.41666666666667,0.0,1.0,1.0,0.2534555288461545,0.0,0.714285714285714,0.0,2.0,3.0,0.5,0.5,2,17501708984375.0
389,0,3.998355746269226,1.0,103.0,3.0,27.0,14.0,10.0,0.32,0.0,100.0,2.0,6.0,63.0,2.0,4.63846153846154,0.0,1.0,0.0,1.0738255033557,0.0,0.454545454545455,0.0,1.499267578125,8.0,0.5,0.5,3,7001644253730.773
429,0,2.0,2.0,0.0,2.0,113.0,4.0,5.0,0.55001953125,1.0,60.0,2.0,0.0,14.0,2.0,2.5,0.0,1.0,1.0,0.974358974358974,0.0,0.5,0.0,6.0,1.0,0.5,0.5,1,0.5356637608998984
453,0,1.5,1.0,1.0,2.0,423.0,8.0,83.0,0.36,0.0,100.0,1.0,1.0,11.0,2.0,5.74698795180723,0.0,1.0,1.0,0.23076596467391297,0.0,0.5,0.0,6.0,2.0,0.5,0.5,2,10500000000000.0
454,0,2.0,1.0,2.0,1.0,33.0,1.0,3.0,0.22502685546875,3.0,90.0,2.0,0.0,20.0,3.0,3.58333333333333,0.0,0.0,1.0,1.33333333333333,0.0,1.0,0.0,1.0,6.0,0.52,0.48,1,0.2281898561916702
505,0,9.0,1.0,10.0,6.0,679.0,3.0,3.0,0.48,0.0,92.0,1.0,0.0,1.494140625,2.0,9.18947368421053,0.0,1.0,1.0,0.26781240135732254,0.0,0.444444444444444,0.0,4.0,13.0,0.5,0.5,2,14.720775393394835
512,0,1.0,1.0,0.0,2.0,139.0,1.0,6.0,0.4000192642211914,0.0,84.0,1.0,1.0,1.4990234375,2.0,6.46808510638298,0.0,1.0,1.0,0.816326530612245,0.0,0.666666666666667,0.0,5.0,7.0,0.5066666666666666,0.4933333333333333,2,6.241387894443869
515,0,3.0,1.0,1.0,1.0,148.0,1.0,6.0,0.6250737684965137,0.0,89.0,1.0,0.0,1.496337890625,2.0,7.83870967741935,0.0,1.0,1.0,0.536842105263158,0.0,0.714285714285714,0.0,4.0,10.0,0.5,0.5,2,8.638449749286531
520,0,7.0,2.0,15.0,4.0,125.998046875,11.0,0.0,0.24,1.0,100.0,2.0,1.0,28.0,2.0,2.44444444444444,0.0,1.0,1.0,1.74358974358974,0.0,1.0,0.0,2.0,5.0,0.51,0.49,1,1.3491278928158232
522,0,1.498046875,2.0,0.0,13.0,229.0,1.0,0.0,0.43,5.0,86.0,1.0,0.0,10.497439861297607,2.0,5.66666666666667,1.0,1.0,1.0,2.17647058823529,0.0,0.4,0.0,5.0,3.0,0.53,0.47,2,11501953125000.0
546,0,8.0,2.0,11.0,5.0,82.984130859375,6.0,5.0,0.31,2.0,88.0,1.0,0.0,1.494140625,2.0,3.03125,0.0,1.0,1.0,1.23076923076923,0.0,0.8,0.0,2.0,3.0,0.5,0.5,2,19.330962172442884
559,0,1.0,1.0,3.0,2.0,46.0,4.0,0.0,0.31,0.0,0.0,1.0,0.0,13.498414397239685,2.0,1.875,0.0,1.0,1.0,0.846153846153846,0.0,1.0,0.0,2.0,0.0,0.5,0.5,1,5.227838123146867
585,0,3.0,1.0,13.0,2.0,71.49169921875,6.0,33.0,0.23,0.0,100.0,1.0,7.0,26.0,1.0,9.33333333333333,0.0,0.0,0.0,1.11475409836066,0.0,0.571428571428571,0.0,5.0,0.498046875,0.5,0.5,2,9501953125000.0
586,0,1.98876953125,1.0,9.0,3.0,32.97612237930298,3.0,3.0,0.16,2.0,97.0,2.0,0.0,97.0,1.0,8.55681818181818,0.0,1.0,1.0,0.32290251358695643,0.0,0.5,0.0,6.0,10.0,0.5,0.5,3,74011230468750.0
588,0,2.0,2.0,0.498779296875,2.0,56.0,1.0,0.0,0.21,0.0,86.0,1.0,0.0,9.0,1.0,5.8,0.0,1.0,1.0,2.16666666666667,0.0,0.0,0.0,1.0,3.0,0.56,0.44,1,8501220703125.0
601,0,2.0,1.0,1.0,5.0,49.0,1.0,2.0,0.22,6.0,70.0,2.0,0.0,17.499145925045013,1.0,2.6542317708333303,2.0,2.0,1.0,2.71428571428571,0.0,0.333333333333333,0.0,5.0,4.0,0.5,0.5,2,3.6425959037079174
616,0,2.4814453125,2.0,16.0,7.0,22.3251953125,6.0,36.0,0.21,4.0,96.0,2.0,1.0,186.0,2.0,8.60693641618497,1.0,1.0,1.0,0.12367004057320469,0.0,0.542857142857143,1.0,5.0,12.0,0.5,0.5,3,129518554687500.0
643,0,0.0,1.0,0.0,0.0,72.0,1.0,25.0,0.2650095152854921,0.0,94.0,2.0,0.0,14.0,2.0,3.32727272727273,0.0,1.0,1.0,0.210526315789474,0.0,1.0,0.0,3.0,2.0,0.5,0.5,1,0.12896563922949966
678,0,1.0,1.0,0.0,1.0,94.0,1.0,15.0,0.3650178599357605,0.0,94.0,2.0,4.0,4.0,1.0,4.44444444444444,0.0,1.0,1.0,0.553191489361702,0.0,1.0,0.0,4.0,2.0,0.5,0.5,1,0.16865812034421218
694,0,2.0,1.0,32.0,4.0,204.0,3.0,2.0,0.44,0.0,100.0,1.0,0.0,34.0,2.0,6.27777777777778,0.0,1.0,0.0,0.286343689262867,0.0,0.5,0.0,1.5,6.0,0.5,0.5,2,2.401416736915191
723,0,6.0,2.0,11.0,6.0,125.9931640625,9.0,0.0,0.37,0.0,91.0,2.0,7.0,1.49853515625,2.0,3.74074074074074,0.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,4.0,0.51,0.49,2,12.020312860746097
748,0,1.0,4.0,0.0,3.0,47.0,3.0,11.0,0.2950121831893921,2.0,48.0,1.0,0.0,5.0,2.0,7.5,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,0.5,0.5,1,0.14880889532150066
1390,0,5.0,1.0,0.0,1.0,51.4755859375,11.0,115.0,0.16,3.0,100.0,2.0,0.0,19.0,2.0,7.5,0.0,1.0,1.0,0.875,0.0,1.0,0.0,1.0,0.0,0.5,0.5,1,8.807681255339059
965,0,2.0,1.0,1.0,3.0,61.0,1.0,2.0,0.22501335263252265,2.0,40.0,2.0,1.0,19.0,1.0,6.0,0.0,3.0,1.0,1.30769230769231,0.0,0.666666666666667,0.0,1.49951171875,5.0,0.52,0.48,2,1.6914804314412826
970,0,0.498046875,1.0,7.0,2.0,37.989990234375,3.0,24.0,0.17,2.0,91.0,1.0,2.0,34.0,2.0,4.43396226415094,1.0,1.0,1.0,1.24561403508772,0.0,0.5,0.0,6.0,6.0,0.5,0.5,2,11501953125000.0
993,0,2.0,1.0,3.0,0.0,29.0,6.0,6.0,0.1650120496749878,0.0,90.0,2.0,0.0,3.0,2.5,2.23684210526316,0.0,0.0,0.0,0.695652173913043,0.0,1.0,0.0,3.0,0.0,0.52,0.48,2,1.0199232560950726
994,0,2.0,1.0,3.0,0.0,39.0,6.0,10.0,0.18501052618026748,0.0,90.0,2.0,0.0,4.0,2.5,2.70588235294118,0.0,0.0,0.0,0.724137931034483,0.0,1.0,0.0,5.0,0.0,0.5,0.5,2,1.0371431159457294
995,0,1.4998779892921448,2.0,3.0,0.0,59.0,6.0,16.0,0.8650925362110147,0.0,92.0,2.0,0.0,4.0,1.49951171875,3.36486486486486,0.0,0.0,0.0,0.646341463414634,0.0,0.5,0.0,5.0,1.0,0.5,0.5,3,500122010707.8552
996,0,1.5,2.0,3.0,0.0,37.0,6.0,10.0,0.1450107517838479,0.0,90.0,2.0,0.0,3.0,2.5,3.0,0.0,0.0,0.0,0.581818181818182,0.0,1.0,0.0,5.0,1.0,0.5,0.5,3,500000000000.0
1404,0,2.0,2.0,3.0,0.0,145.0,6.0,45.0,0.8350743979215622,0.0,96.0,2.0,0.0,5.0,1.49951171875,4.26829268292683,0.0,0.0,0.0,0.444444444444444,0.0,0.666666666666667,0.0,1.0,1.0,0.5,0.5,2,2.2956596160002642
1405,0,2.0,1.0,3.0,0.0,44.0,6.0,8.0,0.8350744014978411,0.0,91.0,2.0,0.0,4.0,4.0,2.5,0.0,0.0,0.0,0.714285714285714,0.0,1.0,0.0,1.0,0.0,0.5,0.5,1,1.4383999521833717
1059,0,1.0,1.0,8.0,6.0,80.0,1.0,0.0,0.39,0.0,0.0,1.0,0.0,15.499147772789001,1.0,9.88888888888889,0.0,1.0,1.0,1.18181818181818,0.0,0.0,0.0,3.0,3.0,0.52,0.48,1,11.63525301065674
1069,0,0.0,1.0,3.0,3.0,119.0,2.0,20.0,0.34,1.0,90.0,1.0,1.0,23.0,2.0,9.09090909090909,2.0,1.0,1.0,0.26783203125,0.0,1.0,0.0,3.0,3.0,0.5,0.5,1,0.6481132955250752
1074,0,2.0,2.0,9.0,7.0,92.0,1.0,0.0,0.38,1.0,90.0,1.0,0.0,19.0,1.0,8.4,0.0,1.0,1.0,0.30908203125,0.0,1.0,0.0,4.0,2.0,0.5,0.5,1,1.9153578617539986
1150,0,0.0,2.0,0.0,0.0,50.0,12.0,31.0,0.6950565356016165,0.0,40.0,1.0,0.0,19.0,2.0,3.77272727272727,1.0,2.0,1.0,0.628571428571429,0.0,1.0,0.0,4.0,1.0,0.5,0.5,1,1.0217672760900858
1152,0,1.0,2.0,28.0,2.0,90.48828125,2.0,5.0,0.23,0.0,95.0,1.0,0.0,22.0,2.0,2.770078023274736,0.0,1.0,1.0,0.771428571428571,0.0,0.666666666666667,0.0,4.0,2.0,0.5,0.5,2,4.544478339713237
1238,0,1.0,1.0,0.0,2.0,47.0,1.0,0.0,0.21500930786132813,4.0,0.0,2.0,0.0,22.0,1.0,4.55555555555556,1.0,2.0,2.0,1.81818181818182,1.0,1.0,0.0,4.0,1.0,0.5,0.5,1,0.22815504531209085
1284,0,1.5,2.0,1.0,5.0,40.996589839458466,4.0,8.0,0.34,2.0,100.0,3.0,0.0,16.0,2.0,4.14285714285714,1.0,1.0,1.0,1.42307692307692,0.0,0.5,0.0,5.0,7.0,0.5,0.5,2,1500000000000.0
1286,0,1.0,1.0,0.0,0.0,22.0,2.0,4.0,0.34,0.0,72.0,2.0,0.0,2.0,2.0,1.83333333333333,1.0,1.0,1.0,0.4207356770833326,0.0,1.0,0.0,1.0,1.0,0.5,0.5,1,0.9078699166327132
1287,0,2.0,1.0,1.0,0.0,83.0,8.0,15.0,0.9250573146343231,0.0,96.0,2.0,1.0,5.0,2.0,1.796875,0.0,0.0,1.0,0.320512820512821,0.0,0.5,0.0,6.0,5.0,0.5,0.5,1,1.4780419823538242
1294,0,2.0,1.0,1.0,0.0,78.0,7.0,15.0,0.2200047272443772,0.0,96.0,2.0,2.0,6.0,2.0,1.61290322580645,0.0,0.0,1.0,0.27027027027027,0.0,0.6,0.0,2.0,1.0,0.5,0.5,1,0.05952326843208211
1305,0,3.0,1.0,0.0,0.0,29.0,1.0,6.0,0.24502528429031373,0.0,93.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.128205128205128,0.0,1.0,0.0,2.0,0.0,0.56,0.44,1,0.20834877577964261
1312,0,0.0,1.0,0.0,2.0,190.0,5.0,2.0,1.84,0.0,100.0,2.0,3.0,3.0,1.0,1.81481481481481,0.0,0.0,0.0,0.0,0.0,0.6,0.0,4.0,2.499756336212158,0.53,0.47,1,1500243663787.8418
1314,0,3.0,1.0,6.0,2.0,48.0,1.0,0.0,0.55,0.0,85.0,1.0,0.0,3.0,1.0,5.34384536743163,0.0,1.0,1.0,0.909090909090909,0.0,1.0,0.0,5.0,1.0,0.5,0.5,1,3.61910128329333
1322,0,0.0,0.0,0.0,2.0,91.49853515625,0.0,0.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.806451612903226,0.0,0.75,0.0,3.0,0.0,0.5,0.5,1,1.0118459196118668
