test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
916,0,0.0,4.0,1.0,3.0,0.0,0.0,3.0,21.0,1.0,0.0,8.0,0.15,1.0,77.0,1.0,0.0,17.0,1.0,4.18181818181818,1.0,1.0,0.0,0.99609375,0.621890547263682,0.0,0.9784573316574097,0.02154269441962242,1,67003906250000.0
927,0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,136.0,3.0,9.0,25.0,0.39,0.0,93.0,4.0,4.0,6.0,4.0,2.52083333333333,1.0,1.0,0.0,0.999755859375,0.487364620938628,2.0,0.8240420818328857,0.17595793306827545,1,44000244140625.0
928,0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,47.0,1.0,6.0,0.0,0.47,1.0,77.0,2.0,4.0,12.0,1.0,3.22222222222222,1.0,1.0,0.0,0.9999999850988388,0.594117647058824,3.0,0.9519328474998474,0.04806715250015259,0,14901.1611328125
929,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,108.0,2.0,5.0,21.0,0.35,0.0,93.0,4.0,4.0,15.0,2.0,2.06818181818182,0.0,0.0,0.0,0.99609375,0.404907975460123,2.0,0.7465205192565918,0.2534794509410858,1,33003906250000.0
934,0,1.0,0.0,1.0,5.0,9.0,4.0,2.0,100.0,1.0,4.0,0.0,0.6,0.0,77.99804830551147,1.0,8.0,15.0,1.0,5.57142857142857,1.0,1.0,0.0,0.999755859375,0.552188552188552,3.0,0.6611207723617554,0.33887922763824463,2,4000244140625.0
960,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,36.0,1.0,2.999756097793579,0.0,0.33,1.0,88.0,2.0,1.0,19.0,1.0,3.77777777777778,1.0,1.0,0.0,1.0,0.716763005780347,2.0,0.8985899090766907,0.10141008347272873,1,3000243902206.421
962,0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,45.0,1.0,1.0,15.0,0.18,0.0,89.0,1.0,1.0,8.0,3.0,2.46428571428571,0.0,0.0,0.0,2.9992679357528687,0.681159420289855,1.0,0.8135476112365723,0.18645237386226654,1,3000732064247.1313
972,0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,71.0,4.0,5.0,14.0,0.23,0.0,85.0,2.0,4.0,3.0,2.0,6.08108108108108,1.0,1.0,0.0,0.9990234375,0.659574468085106,1.0,0.6898159384727478,0.3101840615272522,1,10000976562500.0
992,0,5.0,0.0,2.0,0.0,15.0,0.0,4.0,21.0,1.0,1.0,3.0,0.08,1.0,100.0,1.0,0.0,1.0,1.0,6.75,0.0,1.0,0.0,0.99853515625,0.547400611620795,2.0,0.9985962510108948,0.0014037771616131067,1,9001464843750.0
1014,0,3.0,0.0,1.0,0.0,15.0,1.0,3.0,43.0,2.0,0.0,6.0,0.3700416264533995,0.0,71.0,1.0,0.0,1.0,1.0,5.78260869565217,0.0,1.0,0.0,0.0,0.571428571428571,3.0,0.5583912134170532,0.4416087865829468,1,0.32946775848379184
1027,0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,48.0,2.0,1.0,1.0,0.21,2.0,88.0,4.0,0.0,9.0,2.0,1.2500050390760107,0.0,1.0,0.0,0.0,0.485981308411215,0.0,0.7406812310218811,0.2593187689781189,1,0.11563009482239006
1949,0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,19.0,1.0,1.0,4.0,0.18,2.0,62.0,2.0,0.0,3.0,1.0,3.25,2.0,6.0,0.0,0.9990234375,0.570422535211268,0.0,0.9974678158760071,0.0025322020519524813,1,10000976562500.0
1950,0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,22.0,3.0,2.0,3.0,0.21,2.0,46.0,5.0,0.0,4.0,2.0,2.75,1.0,2.0,0.0,0.99951171875,0.577181208053691,1.0,0.9635528326034546,0.036447182297706604,1,22000488281250.0
1043,0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,272.0,1.0,0.0,5.0,0.23,3.0,81.0,5.0,6.0,12.0,1.0,3.14516129032258,0.0,2.0,0.0,0.99853515625,0.9479233987265134,3.0,0.8250699639320374,0.17493003606796265,2,9001464843750.0
1953,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.0,3.0,1.0002434253692627,1.0,0.3,1.0,0.0,3.0,0.0,4.0,2.0,1.5,1.0,2.0,0.0,11.0,1.0,0.0,0.9101021885871887,0.08989783376455307,1,1000243425369.2627
1054,0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,50.0,1.0,12.0,6.0,0.13,4.0,76.0,5.0,1.0,13.0,1.0,4.89473684210526,0.0,1.0,0.0,2.9992679357528687,0.741992882562278,3.0,0.8359429836273193,0.16405698657035828,1,3000732064247.1313
1059,0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,52.0,2.0,3.0,5.0,0.29,2.0,83.0,5.0,0.0,14.0,2.0,3.25,0.0,2.0,0.0,0.999755859375,0.928571428571429,3.0,0.9012444615364075,0.09875554591417313,1,8000244140625.0
1061,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,19.0,1.0,11.0,14.0,0.3700508728027343,0.0,87.0,3.0,3.0,4.0,1.0,3.6875,1.0,0.0,0.0,0.0,0.790960451977401,0.0,0.5197696685791016,0.4802303612232208,1,0.36085392538308475
1956,0,1.0,0.0,1.0,12.0,0.0,0.0,2.0,51.0,2.0,6.0,7.0,0.19,1.0,85.0,2.0,0.0,15.0,2.0,3.33333333333333,0.0,2.0,0.0,2.9999998211860657,1.0,0.0,0.6722778677940369,0.32772213220596313,0,178813.93408203125
1957,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,24.0,1.0,7.0,8.0,0.21,0.0,78.0,2.0,0.0,6.0,1.0,3.58333333333333,1.0,2.0,0.0,0.999755859375,0.948717948717949,0.0,0.9678675532341003,0.03213246539235115,1,4000244140625.0
1970,0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,18.0,4.0,0.0,6.0,0.17,0.0,69.0,3.0,0.0,6.0,3.0,2.4,0.0,1.0,0.0,0.9997560977935791,0.986486486486487,1.0,0.9675282835960388,0.032471705228090286,1,3000243902206.421
1112,0,5.0,0.0,1.0,1.0,3.0,0.0,3.0,40.0,2.0,0.0,5.0,0.24,0.0,80.0,3.0,20.0,1.0,1.0,20.7272727272727,2.0,2.0,0.0,1.999511957168579,0.675324675324675,2.0,0.5344868898391724,0.46551308035850525,1,2000488042831.421
1165,0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,54.0,2.0,1.0,19.0,0.540046273469925,0.0,95.0,5.0,0.0,4.0,2.0,1.25862068965517,0.0,0.0,0.0,0.0,0.757028112449799,2.0,0.7611435055732727,0.2388565093278885,1,0.596134185182738
1984,0,2.9999998807907104,0.0,1.0,5.0,0.0,2.0,1.0,32.0,1.0,3.0,1.0,0.3,2.0,83.0,2.0,0.0,7.0,1.0,3.14285714285714,1.0,1.0,0.0,0.0,1.0,0.0,0.8517483472824097,0.14825166761875153,0,119209.28955078125
1255,0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,23.0,2.0,9.0,10.0,0.29001723051071154,0.0,79.0,2.0,2.0,4.0,2.0,3.07142857142857,0.0,1.0,0.0,1.0,0.52803738317757,3.0,0.5942844152450562,0.40571558475494385,1,0.23531450172461987
1996,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,2.0,3.0,1.0,0.36,1.0,25.0,2.0,2.0,8.0,2.0,0.625,0.0,1.0,0.0,2.9997565746307373,1.0,0.0,0.706957995891571,0.29304200410842896,1,1000243425369.2627
1998,0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,27.0,7.0,0.0,12.0,0.18,1.0,75.0,2.0,0.0,8.0,2.0,2.83333333333333,1.0,2.0,0.0,0.9990234375,1.0,0.0,0.9613657593727112,0.03863426670432091,1,65000976562500.0
1467,0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,46.0,1.0,6.0,11.0,0.06,5.0,82.0,4.0,2.0,16.0,1.0,4.4375,1.0,1.0,0.0,0.992919921875,0.493445692883895,1.0,0.9440772533416748,0.05592277646064758,1,48007080078125.0
2004,0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,22.0,8.0,3.0,9.0,0.09,1.0,81.0,4.0,0.0,11.0,2.0,2.41176470588235,0.0,1.0,0.0,0.98828125,0.632786885245902,0.0,0.9968695640563965,0.003130419412627816,1,91011718750000.0
1535,0,3.0,1.0,1.0,3.0,0.0,5.0,2.0,140.0,6.0,0.0,1.0,0.41,5.0,79.0,5.0,2.0,10.0,2.0,1.91304347826087,1.0,1.0,0.0,2.999267578125,0.514469453376206,1.0,0.5113788843154907,0.4886211156845093,1,10000732421875.0
1671,0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,27.0,1.0,4.0,5.0,0.16,0.0,89.0,5.0,1.0,7.0,1.0,2.33333333333333,0.0,1.0,0.0,0.999755859375,0.448888888888889,1.0,0.960260272026062,0.03973974287509918,1,20000244140625.0
2032,0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,17.0,1.0,1.0,6.0,0.15,5.0,61.0,2.0,0.0,8.0,1.0,2.66666666666667,1.0,2.0,0.0,0.9990234375,1.0,0.0,0.983463704586029,0.016536293551325798,1,10000976562500.0
1732,0,5.0,0.0,1.0,5.0,2.0,2.0,3.0,49.0,3.0,4.0,13.0,0.21,1.0,84.0,1.0,0.0,8.0,2.0,4.25,0.0,0.0,0.0,0.9997560977935791,0.420886075949367,3.0,0.9641892910003662,0.03581070527434349,1,3000243902206.421
1744,0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,125.0,1.0,1.0,3.0,0.94,0.0,79.0,1.0,0.0,6.0,5.0,2.60869565217391,0.0,1.0,0.0,0.995361328125,0.8571464818376671,1.0,0.5593743324279785,0.4406256377696991,2,26004638671875.0
1866,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,21.0,1.0,2.0,0.0,0.14,0.0,0.0,1.0,2.0,10.0,2.0,2.25,0.0,1.0,0.0,0.990234375,0.605263157894737,0.0,0.9755204319953918,0.024479573592543602,1,168009765625000.0
1888,0,0.0,0.0,1.0,7.0,5.0,0.0,2.0,37.0,1.0,3.0,8.0,0.14,0.0,91.0,1.0,0.0,6.0,4.0,4.818394003375894,0.0,0.0,0.0,0.0,0.453038674033149,3.0,0.5357994437217712,0.46420055627822876,1,0.8627556468229794
