test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
226,0,1.0,0.0,11.0,0.0,3.0,14.0,73.0,1.0,3.0,0.0,0.0,29.08,0.0,1.0,0.0,4.0,1.0,22.75,0.0,1.0,1.16666666666667,0.0,0.0,0.962264150943396,0.0,0.0,2.0,0.7610735943028633,0.2389264056971368,1
241,0,6.0,0.0,1.0,6.0,63.0,11.0,248.333,2.0,0.0,0.0,58.0,0.9,98.0,1.0,0.0,33.0,2.0,4.125,0.0,1.0,0.686567164179104,0.0,0.0,1.0,1.0,0.0,6.0,0.5159828325442407,0.4840171674557593,3
247,0,1.0,0.0,1.0,2.0,1.0,4.0,95.0,1.0,0.0,5.0,14.0,2.06,72.0,1.0,0.0,2.0,3.0,2.73333333333333,0.0,1.0,0.647058823529412,0.0,30.0,0.568548387096774,0.75,0.0,2.0,0.5856436425973288,0.4143563574026711,1
248,0,0.0,0.0,1.0,0.0,0.0,3.0,112.0,1.0,0.0,6.0,20.0,2.06,60.0,1.0,0.0,2.0,3.0,2.85,0.0,1.0,0.954545454545455,0.0,0.0,0.804945054945055,0.0,0.0,2.0,0.5209640733514259,0.4790359266485741,1
254,0,0.0,0.0,1.0,0.0,0.0,8.0,246.0,1.0,0.0,6.0,27.0,29.08,59.0,1.0,0.0,5.0,3.0,5.03703703703704,0.0,1.0,0.586206896551724,0.0,0.0,0.547169811320755,0.0,0.0,3.0,0.8388705306999211,0.16112946930007893,1
262,0,2.0,0.0,1.0,2.0,0.0,2.0,114.0,2.0,0.0,11.0,17.0,0.76,79.0,2.0,0.0,20.0,2.0,2.31578947368421,0.0,1.0,0.409090909090909,0.0,3.0,0.984084880636605,1.0,0.0,1.0,0.6691537911318639,0.3308462088681361,1
283,0,0.0,3.0,1.0,0.0,0.0,2.0,148.0,1.0,1.0,7.0,42.0,0.34,89.0,1.0,1.0,17.0,2.0,4.73913043478261,0.0,1.0,0.895833333333333,0.0,0.0,0.774774774774775,0.0,0.0,3.0,0.5989889559278819,0.4010110440721181,1
287,0,0.0,1.0,1.0,0.0,0.0,6.0,279.0,1.0,0.0,1.0,40.0,1.37,95.0,2.0,2.0,12.0,2.0,3.53658536585366,0.0,2.0,0.0,0.0,0.0,0.936014625228519,0.0,0.0,3.0,0.6658910364404779,0.33410896355952213,1
383,0,9.0,0.0,2.0,0.0,7.0,8.0,397.0,1.0,0.0,3.0,31.0,0.92,65.0,1.0,0.0,4.0,3.0,19.7,1.0,0.0,0.80952380952381,0.0,0.0,0.9,0.0,0.0,2.0,0.5965088663262605,0.40349113367373945,1
465,0,0.0,33.0,1.0,14.0,0.0,6.0,248.333,1.0,0.0,0.0,90.0,4.43,100.0,1.0,1.0,25.0,1.0,4.31707317073171,0.0,0.0,0.0,0.0,44.0,0.802161263507897,0.5,0.0,3.0,0.532556288320057,0.4674437116799431,2
483,0,0.0,2.0,1.0,4.0,1.0,9.0,356.0,1.0,0.0,9.0,33.0,1.12,92.0,2.0,2.0,19.0,4.0,5.42857142857143,0.0,1.0,0.648648648648649,0.0,0.0,0.915006640106242,0.0,0.0,2.0,0.6232656988066061,0.37673430119339396,1
486,0,0.0,1.0,1.0,46.0,0.0,10.0,127.0,1.0,0.0,1.0,122.0,3.39,100.0,0.0,2.0,35.0,0.0,4.30894308943089,0.0,0.0,0.0,0.0,13.0,0.762361251261352,0.5,0.0,10.0,0.5488242868091943,0.45117571319080574,1
511,0,4.0,0.0,1.0,10.0,0.0,6.0,248.333,2.0,1.0,14.0,64.0,0.84,95.0,2.0,0.0,28.0,3.0,9.97101449275362,0.0,1.0,0.694444444444444,0.0,0.0,0.882778581765557,1.0,0.0,5.0,0.5237674605642036,0.47623253943579635,2
530,0,0.0,32.0,1.0,0.0,0.0,23.0,1063.0,1.0,0.0,1.0,11.0,2.33,100.0,0.0,1.0,7.0,0.0,0.0232558139534884,0.0,1.0,0.0,0.0,30.0,0.880560633759902,1.0,0.0,3.0,0.659712303093905,0.34028769690609495,1
541,0,0.0,12.0,1.0,0.0,0.0,8.0,127.0,1.0,0.0,0.0,8.0,4.71,0.0,2.0,1.0,8.0,1.0,1.95,1.0,0.0,0.0,0.0,0.0,0.794871794871795,0.0,0.0,2.0,0.5037505297874678,0.49624947021253224,1
608,0,0.0,4.0,1.0,4.0,0.0,4.0,257.0,1.0,0.0,0.0,28.0,3.62,100.0,1.0,2.0,13.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.595665564554789,0.404334435445211,1
617,0,0.0,2.0,1.0,43.0,0.0,12.0,715.0,1.0,0.0,1.0,35.0,4.64,100.0,1.0,1.0,11.0,1.0,1.91891891891892,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,3.0,0.5784209908166129,0.42157900918338703,2
644,0,6.0,0.0,2.0,4.0,22.0,12.0,805.0,1.0,0.0,3.0,55.0,0.93,87.0,1.0,0.0,21.0,2.0,10.672131147541,0.0,1.0,0.777777777777778,0.0,0.0,0.9,0.0,0.0,2.0,0.5003454494951807,0.4996545505048194,2
667,0,11.0,1.0,2.0,6.0,6.0,7.0,248.333,1.0,23.0,8.0,81.0,0.62,94.0,2.0,2.0,40.0,3.0,4.60344827586207,0.0,0.0,0.923728813559322,0.0,361.0,1.0,0.625,0.0,4.0,0.6607703725223787,0.3392296274776213,2
668,0,2.0,6.0,1.0,3.0,0.0,4.0,303.0,2.0,0.0,4.0,45.0,0.65,94.0,4.0,1.0,23.0,1.0,1.69811320754717,0.0,1.0,0.571428571428571,0.0,0.0,1.0,0.888888888888889,0.0,3.0,0.6523993044715501,0.34760069552844985,2
669,0,6.0,13.0,1.0,8.0,12.0,4.0,343.0,1.0,2.0,2.0,38.0,0.59,94.0,2.0,0.0,23.0,2.0,3.45762711864407,0.0,1.0,0.60655737704918,0.0,0.0,1.0,0.0,0.0,3.0,0.8698147037425817,0.1301852962574183,1
671,0,1.0,1.0,1.0,2.0,0.0,4.0,248.333,1.0,3.0,2.0,49.0,0.77,78.0,3.0,0.0,15.0,1.0,2.12962962962963,0.0,1.0,0.535714285714286,0.0,0.0,0.990066225165563,0.0,0.0,3.0,0.5940584391353549,0.40594156086464506,1
680,0,0.0,1.0,1.0,2.0,0.0,4.0,248.333,1.0,3.0,2.0,49.0,0.78,81.0,3.0,0.0,17.0,1.0,2.13207547169811,0.0,1.0,0.527272727272727,0.0,0.0,0.993311036789298,0.0,0.0,1.0,0.7883748015090974,0.2116251984909026,1
684,0,6.0,8.0,2.0,15.0,7.0,5.0,344.0,1.0,2.0,4.0,40.0,0.41,93.0,2.0,0.0,28.0,2.0,4.66071428571429,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.7788109573331266,0.2211890426668735,1
689,0,0.0,0.0,1.0,8.0,0.0,9.0,171.0,1.0,0.0,0.0,13.0,3.64,100.0,6.0,1.0,6.0,1.0,1.23076923076923,0.0,0.0,0.0,0.0,58.0,1.0,0.75,0.0,2.0,0.7925033321037589,0.2074966678962411,1
738,0,0.0,13.0,1.0,0.0,0.0,3.0,78.0,1.0,0.0,3.0,0.0,29.08,64.0,1.0,6.0,3.0,1.0,19.3846153846154,2.0,1.0,0.2,0.0,0.0,0.962025316455696,0.0,0.0,1.0,0.8293601676767265,0.17063983232327348,1
739,0,6.0,2.0,3.0,0.0,0.0,13.0,405.0,1.0,2.0,7.0,12.0,0.7,68.0,2.0,0.0,17.0,3.0,7.09090909090909,2.0,1.0,2.125,0.0,14.0,0.9,0.75,0.0,3.0,0.6688203844924288,0.33117961550757125,2
745,0,3.0,2.0,2.0,0.0,0.0,14.0,349.0,1.0,1.0,3.0,14.0,0.87,71.0,2.0,0.0,19.0,3.0,4.9,0.0,1.0,2.09090909090909,0.0,36.0,0.9,0.857142857142857,0.0,3.0,0.5843564779030036,0.4156435220969964,3
746,0,31.0,7.0,1.0,7.0,1.0,10.0,31.0,1.0,13.0,17.0,63.0,0.95,96.0,1.0,1.0,48.0,2.0,6.20175438596491,0.0,1.0,0.836206896551724,0.0,0.0,0.572991559862457,0.0,0.0,0.0,0.519148680959183,0.48085131904081696,2
750,0,17.0,0.0,1.0,2.0,1.0,10.0,248.333,1.0,3.0,2.0,180.0,2.06,99.0,2.0,1.0,26.0,3.0,1.41,0.0,1.0,0.222772277227723,0.0,0.0,0.9,0.0,0.0,8.0,0.6279959672932862,0.37200403270671384,2
755,0,11.0,5.0,1.0,0.0,0.0,10.0,248.333,1.0,5.0,5.0,58.0,1.07,93.0,3.0,3.0,38.0,2.0,4.60759493670886,0.0,1.0,0.802469135802469,0.0,12.0,1.0,1.0,0.0,6.0,0.678197705214665,0.3218022947853349,2
760,0,0.0,1.0,1.0,8.0,2.0,13.0,248.333,1.0,11.0,26.0,149.0,1.31,97.0,2.0,2.0,3.0,3.0,5.60752688172043,0.0,1.0,0.803191489361702,0.0,34.0,1.0,1.0,0.0,11.0,0.5160973420010687,0.4839026579989313,5
769,0,3.0,11.0,1.0,0.0,1.0,12.0,31.0,1.0,1.0,24.0,45.0,1.12,94.0,2.0,2.0,19.0,2.0,5.16666666666667,0.0,0.0,0.919354838709677,0.0,0.0,0.895308924485126,0.0,0.0,1.0,0.7041878252373884,0.29581217476261157,2
784,0,0.0,22.0,1.0,0.0,1.0,3.0,196.0,1.0,0.0,9.0,1.0,0.56,82.0,1.0,0.0,17.0,1.0,4.47826086956522,1.0,1.0,0.76,0.0,0.0,0.89438202247191,0.0,0.0,2.0,0.6240933559825299,0.37590664401747004,1
785,0,1.0,2.0,1.0,0.0,0.0,16.0,149.0,1.0,0.0,5.0,4.0,2.13,57.0,2.0,0.0,4.0,1.0,4.57142857142857,2.0,2.0,1.11111111111111,0.0,10.0,0.9,0.5,0.0,0.0,0.7376153054908741,0.26238469450912594,1
836,0,5.0,2.0,4.0,0.0,6.0,12.0,107.0,1.0,0.0,0.0,0.0,1.05,0.0,1.0,0.0,19.0,1.0,5.0,0.0,1.0,2.77777777777778,0.0,29.0,0.848258706467662,1.0,0.0,1.0,0.5030003307819788,0.49699966921802113,1
846,0,21.0,9.0,3.0,2.0,6.0,5.0,248.333,4.0,10.0,27.0,31.0,0.34,96.0,1.0,1.0,43.0,3.0,4.56338028169014,0.0,1.0,1.68831168831169,0.0,2.0,0.980674157303371,1.0,0.0,3.0,0.5816953396101463,0.41830466038985364,2
871,0,74.0,17.0,1.0,31.0,5.0,13.0,52.0,1.0,15.0,7.0,150.0,0.51,98.0,1.0,0.0,133.0,6.0,7.35546875,0.0,0.0,0.825581395348837,0.0,286.0,0.745413582233666,0.25,0.0,3.0,0.5033082457181195,0.4966917542818805,3
910,0,1.0,0.0,1.0,0.0,0.0,11.0,194.0,1.0,93.0,18.0,12.0,0.73,71.0,1.0,0.0,22.0,1.0,6.53846153846154,1.0,1.0,1.33333333333333,0.0,24.0,0.653631284916201,1.0,0.0,2.0,0.6444008225348711,0.3555991774651289,2
929,0,4.0,3.0,2.0,0.0,0.0,14.0,248.333,1.0,2.0,5.0,13.0,0.64,75.0,3.0,0.0,33.0,1.0,6.18181818181818,0.0,1.0,1.16666666666667,0.0,0.0,0.94716618635927,0.0,0.0,4.0,0.5715901786593981,0.4284098213406019,1
934,0,0.0,0.0,2.0,0.0,0.0,10.0,169.0,1.0,1.0,3.0,7.0,0.8,41.0,3.0,0.0,19.0,1.0,4.375,2.0,2.0,2.1,0.0,0.0,1.0,0.0,0.0,3.0,0.5912679202761506,0.40873207972384945,2
938,0,1.0,15.0,1.0,0.0,0.0,7.0,248.333,2.0,6.0,7.0,34.0,0.87,86.0,3.0,0.0,28.0,1.0,5.26785714285714,0.0,1.0,0.542372881355932,0.0,0.0,0.770144189991518,0.0,0.0,3.0,0.5513343499085375,0.4486656500914626,2
939,0,4.0,0.0,1.0,0.0,0.0,3.0,290.0,1.0,93.0,36.0,57.0,0.52,95.0,2.0,0.0,38.0,2.0,2.14754098360656,0.0,1.0,0.53968253968254,0.0,34.0,1.0,1.0,0.0,2.0,0.661154556382203,0.338845443617797,2
949,0,1.0,0.0,2.0,0.0,0.0,14.0,154.0,1.0,0.0,8.0,8.0,0.48,56.0,2.0,0.0,34.0,1.0,8.22222222222222,2.0,1.0,1.90909090909091,0.0,12.0,0.635701275045537,1.0,0.0,4.0,0.5274756043167126,0.47252439568328736,1
950,0,7.0,0.0,2.0,0.0,0.0,15.0,315.0,1.0,0.0,24.0,7.0,0.62,77.0,1.0,0.0,29.0,1.0,7.92857142857143,0.0,1.0,1.8125,0.0,62.0,1.0,1.0,0.0,4.0,0.5523647573881555,0.4476352426118445,2
955,0,7.0,1.0,2.0,3.0,1.0,11.0,311.0,1.0,1.0,11.0,15.0,0.78,86.0,4.0,0.0,34.0,1.0,3.83333333333333,0.0,1.0,1.15384615384615,0.0,43.0,1.0,1.0,0.0,2.0,0.6777684980076872,0.3222315019923128,1
963,0,10.0,7.0,2.0,0.0,2.0,14.0,248.333,1.0,10.0,24.0,6.0,0.58,95.0,2.0,3.0,57.0,1.0,5.64444444444444,0.0,1.0,1.70212765957447,0.0,65.0,0.74,0.75,0.0,4.0,0.5025946227832017,0.4974053772167983,3
975,0,23.0,1.0,2.0,3.0,0.0,16.0,248.333,1.0,6.0,7.0,50.0,0.61,95.0,4.0,0.0,70.0,1.0,4.93333333333333,0.0,0.0,1.33695652173913,0.0,10.0,0.929205455726348,1.0,0.0,7.0,0.5103591187065132,0.4896408812934868,3
976,0,0.0,8.0,2.0,0.0,0.0,15.0,15.0,1.0,1.0,5.0,30.0,0.73,94.0,3.0,0.0,35.0,2.0,2.79487179487179,1.0,1.0,1.92682926829268,0.0,0.0,0.850782190132371,0.0,0.0,2.0,0.6353234994208344,0.36467650057916556,1
978,0,2.0,4.0,1.0,3.0,0.0,5.0,248.333,1.0,10.0,7.0,63.0,0.62,96.0,3.0,8.0,39.0,2.0,4.64556962025316,0.0,0.0,0.654320987654321,0.0,0.0,0.870882740447958,0.0,0.0,2.0,0.7599380338003547,0.2400619661996452,2
979,0,10.0,4.0,1.0,0.0,0.0,9.0,508.0,1.0,2.0,7.0,34.0,0.53,93.0,2.0,0.0,65.0,2.0,4.16,0.0,0.0,1.0,0.0,23.0,1.0,1.0,0.0,4.0,0.7355410669098172,0.2644589330901828,3
993,0,4.0,2.0,1.0,0.0,1.0,19.0,346.0,1.0,1.0,8.0,9.0,0.7,85.0,1.0,0.0,48.0,1.0,5.4375,0.0,1.0,1.83333333333333,0.0,2.0,0.829831932773109,1.0,0.0,3.0,0.5514532087141797,0.44854679128582026,2
1023,0,10.0,1.0,2.0,5.0,0.0,30.0,248.333,1.0,3.0,7.0,22.0,0.85,89.0,1.0,1.0,28.0,2.0,7.36111111111111,0.0,0.0,1.94736842105263,0.0,0.0,0.9,0.0,0.0,3.0,0.5028995457290135,0.4971004542709864,3
1024,0,3.0,7.0,1.0,0.0,1.0,8.0,185.0,1.0,0.0,6.0,8.0,0.84,77.0,3.0,0.0,19.0,1.0,3.83333333333333,1.0,1.0,1.05,0.0,0.0,1.0,0.0,0.0,1.0,0.6960801405828492,0.3039198594171508,1
1025,0,0.0,9.0,2.0,0.0,0.0,1.0,283.0,1.0,0.0,8.0,13.0,0.74,89.0,4.0,0.0,31.0,2.0,2.86363636363636,0.0,0.0,1.70833333333333,0.0,0.0,0.76056338028169,0.0,0.0,3.0,0.5011858962422157,0.49881410375778434,1
1036,0,2.0,6.0,1.0,0.0,0.0,17.0,248.333,1.0,1.0,10.0,36.0,0.99,90.0,5.0,0.0,45.0,1.0,3.82222222222222,0.0,0.0,1.1063829787234,0.0,6.0,0.851891315929675,1.0,0.0,3.0,0.5502628763332049,0.449737123666795,1
1037,0,1.0,7.0,1.0,4.0,4.0,7.0,248.333,1.0,12.0,7.0,18.0,0.74,98.0,1.0,11.0,45.0,2.0,16.169014084507,0.0,0.0,0.794520547945205,0.0,1.0,0.893105629348514,1.0,0.0,3.0,0.6149082585531551,0.3850917414468448,2
1045,0,2.0,1.0,1.0,0.0,0.0,7.0,248.333,1.0,1.0,7.0,69.0,0.8,94.0,3.0,2.0,35.0,3.0,6.40909090909091,1.0,1.0,0.4,0.0,40.0,0.83013698630137,1.0,0.0,8.0,0.5260647479386087,0.47393525206139125,5
1046,0,7.0,36.0,2.0,0.0,0.0,11.0,248.333,1.0,3.0,6.0,77.0,0.62,97.0,3.0,0.0,64.0,1.0,4.30081300813008,0.0,1.0,1.584,0.0,44.0,1.0,1.0,0.0,8.0,0.6563313575386827,0.3436686424613174,2
1047,0,1.0,20.0,1.0,0.0,1.0,10.0,31.0,1.0,6.0,10.0,53.0,1.05,96.0,2.0,3.0,59.0,1.0,6.625,0.0,0.0,0.695121951219512,0.0,0.0,0.90894819466248,0.0,0.0,3.0,0.5257631802902714,0.4742368197097286,2
1053,0,3.0,9.0,2.0,0.0,0.0,17.0,127.0,1.0,1.0,22.0,36.0,0.79,87.0,3.0,0.0,48.0,1.0,5.20408163265306,0.0,1.0,1.05882352941176,0.0,1.0,1.0,1.0,0.0,2.0,0.5138379704382359,0.48616202956176413,3
1054,0,1.0,6.0,1.0,0.0,0.0,25.0,31.0,1.0,2.0,7.0,15.0,1.78,89.0,5.0,2.0,32.0,1.0,4.04166666666667,0.0,1.0,0.923076923076923,0.0,0.0,0.464253393665158,0.0,0.0,3.0,0.5086373778668423,0.49136262213315773,2
1064,0,4.0,1.0,2.0,0.0,0.0,22.0,310.0,1.0,0.0,7.0,6.0,0.48,83.0,4.0,0.0,40.0,1.0,10.2727272727273,1.0,1.0,3.23076923076923,0.0,0.0,0.907053941908714,0.0,0.0,3.0,0.7689841897227124,0.23101581027728754,1
1066,0,17.0,1.0,1.0,19.0,0.0,18.0,248.333,1.0,2.0,17.0,25.0,0.92,90.0,3.0,0.0,49.0,1.0,6.39583333333333,0.0,1.0,1.1,0.0,115.0,0.930309278350515,1.0,0.0,6.0,0.5657199253457523,0.4342800746542476,2
1069,0,11.0,8.0,2.0,0.0,0.0,13.0,387.0,1.0,0.0,2.0,9.0,0.39,89.0,1.0,0.0,48.0,1.0,5.5,1.0,1.0,2.33333333333333,0.0,288.0,0.553787396562699,0.888888888888889,0.0,3.0,0.657999392637169,0.34200060736283106,2
1085,0,1.0,2.0,2.0,0.0,0.0,6.0,127.0,1.0,0.0,0.0,17.0,0.63,0.0,4.0,1.0,20.0,1.0,2.5,0.0,1.0,1.0,0.0,0.0,0.854347826086956,0.0,0.0,4.0,0.5960172417669933,0.4039827582330067,1
1091,0,6.0,1.0,2.0,1.0,2.0,20.0,248.333,1.0,2.0,8.0,10.0,0.6,90.0,5.0,0.0,56.0,1.0,5.78947368421053,0.0,1.0,1.85714285714286,0.0,14.0,1.0,1.0,0.0,6.0,0.6226660528763639,0.37733394712363605,2
1104,0,19.0,0.0,1.0,3.0,0.0,7.0,127.0,1.0,3.0,7.0,129.0,0.73,97.0,2.0,0.0,66.0,2.0,2.92715231788079,0.0,1.0,0.843137254901961,0.0,0.0,1.0,0.5,0.0,11.0,0.5484083235945802,0.4515916764054198,4
