test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
310,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,45.0,1.0,0.0,18.0,36.0,0.0,1.0,0.0,9.499146461486816,2.0,1.0,2.83333333333333,1.0,1.0,0.0,1.0,0.0,3.0,5.0,0.5473106465169593,0.4526893534830407,1,4.215855098647298
331,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,38.0,2.0,0.0,4.0,28.0,0.0,1.0,0.0,8.499879598617554,2.0,1.0,2.25,1.0,1.0,0.0,0.666666666666667,0.0,1.0,2.0,0.7218293161706155,0.27817068382938454,1,0.16866329467903607
491,0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,164.0,1.0,4.0,25.0,91.0,0.0,3.0,0.0,4.4990234375,2.0,0.0,2.03092783505155,1.0,1.0,0.0,0.5,0.0,3.0,7.0,0.5419697180520231,0.45803028194797696,1,4.215896587918449
589,0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,33.47265625,1.0,4.0,17.0,89.0,0.0,3.0,0.0,21.0,1.0,0.0,2.52577319587629,1.0,1.0,0.0,0.666666666666667,0.0,3.0,5.0,0.5243940214110497,0.47560597858895026,1,89.8851152535782
599,0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,266.9612704515457,1.0,11.0,7.0,181.0,0.0,3.0,27.0,0.48193359375,2.0,0.0,3.57435897435897,0.0,1.0,0.0,0.545454545454545,0.0,4.0,9.0,0.5104270453205086,0.4895729546794913,2,449.99323814586074
601,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,33.48828125,2.0,0.0,13.0,52.0,0.0,5.0,0.0,10.0,2.0,0.0,1.88679245283019,1.0,1.0,0.0,0.8,0.0,3.0,5.0,0.5228401010783399,0.4771598989216601,1,23.779751365835768
637,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,36.4873046875,1.0,1.0,12.0,47.0,0.0,4.0,0.0,13.0,2.0,0.0,1.95833333333333,1.0,1.0,0.0,0.666666666666667,0.0,1.0,3.0,0.5241788311354346,0.4758211688645654,1,20.40762690964508
655,0,7.0,0.0,1.0,2.0,0.0,2.0,2.0,175.0,7.0,7.0,35.0,49.0,1.0,3.0,0.0,8.49609375,5.0,0.0,4.33333333333333,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.6592048389980674,0.3407951610019327,1,7.589338408873739
731,0,5.0,0.0,1.0,1.0,1.0,5.0,3.0,270.0,6.0,19.0,25.0,27.0,1.0,2.0,3.0,9.499267578125,4.0,0.0,5.19607843137255,0.0,1.0,0.0,0.888888888888889,0.0,1.0,8.0,0.5222193909386079,0.477780609061392,1,7.251022670264316
755,0,3.0,2.0,1.0,0.0,0.0,3.0,2.0,86.0,5.0,7.0,7.0,14.0,2.0,2.0,2.0,16.0,3.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0,3.5,0.67960889429256,0.32039110570744,1,500000000000.0
770,0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,62.0,7.0,9.0,6.0,18.0,1.0,3.0,1.0,4.49951171875,4.0,0.0,3.73333333333333,1.0,1.0,0.0,0.5,0.0,2.0,5.0,0.5515436738081388,0.44845632619186115,1,1.8550142591555865
897,0,1.0,0.0,2.0,0.0,13.999267578125,6.0,3.0,133.0,1.0,0.0,0.0,17.0,0.0,1.0,0.0,9.0,2.0,0.0,3.61111111111111,1.0,1.0,0.0,1.0,0.0,2.0,3.0,0.8502128427245426,0.1497871572754575,1,3000732421875.0
939,0,3.0,0.0,2.0,2.0,70.0,5.0,3.0,35.41346025466919,4.0,0.0,4.0,78.0,0.0,2.0,0.0,11.0,2.0,0.0,3.39506172839506,0.0,1.0,0.0,0.75,0.0,4.0,7.0,0.5053303432567433,0.4946696567432567,1,154.99343711897203
946,0,2.0,0.0,1.0,1.0,18.0,4.0,4.0,64.49365234375,1.0,0.0,0.0,17.0,0.0,1.0,0.0,5.0,1.0,0.0,2.63157894736842,1.0,1.0,0.0,1.0,0.0,2.0,5.0,0.567793191553791,0.432206808446209,1,13.997823976877108
2825,0,4.0,0.0,1.0,1.0,0.0,5.0,5.0,111.0,1.0,0.0,12.0,11.0,7.0,2.0,0.0,11.0,2.0,2.0,10.4666666666667,1.0,1.0,0.0,0.571428571428571,0.0,2.5,3.0,0.6055317406368734,0.3944682593631266,1,1500000000000.0
2936,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,37.0,1.0,8.0,38.0,76.0,0.0,3.0,0.0,32.998788237571716,1.0,0.0,1.63095238095238,0.0,1.0,0.0,0.714285714285714,0.0,3.0,1.0,0.5703558140123974,0.4296441859876025,1,1.686635559971199
2994,0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,37.0,3.0,6.0,11.0,20.0,0.0,3.0,0.0,8.499879598617554,1.0,0.0,4.0,0.0,1.0,0.0,0.5,0.0,4.0,3.0,0.7715015768267904,0.22849842317320956,1,0.16866329467903607
3867,0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,56.0,1.0,5.0,3.0,13.0,0.0,1.0,4.0,18.5,2.0,0.0,8.1578947368421,1.0,1.0,0.0,0.6,0.0,2.0,3.0,0.6781743089762302,0.32182569102376984,1,1.1803588290836435
3877,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,42.0,1.0,0.0,17.0,47.0,0.0,5.0,2.0,6.498658061027527,2.0,0.0,1.85106382978723,1.0,1.0,0.0,0.5,0.0,1.0,4.0,0.5115492557031194,0.4884507442968806,1,2.8670382904929204
3912,0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,55.0,1.0,5.0,3.0,13.0,0.0,1.0,3.0,18.499756813049316,2.0,0.0,8.0,1.0,1.0,0.0,0.5,0.0,2.0,5.0,0.6056329278110324,0.39436707218896766,1,1.1804408427591744
3919,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,47.5,1.0,1.0,16.0,46.0,0.0,5.0,0.0,0.4990234375,2.0,0.0,1.72340425531915,1.0,1.0,0.0,0.5,0.0,4.0,3.0,0.5094479885314347,0.4905520114685653,2,4.556263314293282
3926,0,1.0,0.0,2.0,1.0,3.0,5.0,2.5,95.0,1.0,7.0,4.0,5.0,2.0,3.0,0.0,19.0,1.0,1.0,10.8461538461538,1.0,1.0,0.0,0.666666666666667,0.0,3.0,3.49951171875,0.50037412841154,0.49962587158845995,2,3535879189772.832
4145,0,10.0,0.0,1.0,6.0,0.0,1.0,3.0,64.494140625,3.0,10.0,25.0,51.0,0.0,5.0,0.0,22.0,2.0,0.0,4.12676056338028,0.0,1.0,0.0,0.428571428571429,0.0,4.0,1.49951171875,0.5151710690419053,0.4848289309580946,2,5500488281250.0
4147,0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,47.0,1.0,4.0,2.0,6.0,1.0,3.0,0.0,14.497697830200195,2.0,1.0,7.81818181818182,1.0,1.0,0.0,0.75,0.0,1.0,5.0,0.5415814231445266,0.4584185768554734,1,1.5183806049501842
4304,0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,97.0,1.0,7.0,10.0,167.0,0.0,3.0,2.0,8.5,4.0,0.0,2.59659090909091,1.0,1.0,0.0,0.625,0.0,2.0,8.0,0.5719171293465108,0.4280828706534892,1,7.9252664238473205
4555,0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,20.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.702368044853209,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.6248840385015426,0.37511596149845733,1,3.89398621769674
4704,0,1.0,0.0,1.0,3.0,0.0,2.0,4.0,48.499878883361816,2.0,8.0,3.0,6.0,2.0,5.0,0.0,11.0,2.0,0.0,9.06666666666667,1.0,1.0,0.0,0.666666666666667,0.0,2.0,4.0,0.5718725029677816,0.42812749703221836,1,5.227344231968486
6733,0,4.0,0.0,1.0,1.0,1.0,1.0,3.0,51.0,2.0,9.0,4.0,6.0,1.0,3.0,0.0,9.499757766723633,1.0,1.0,7.52631578947368,1.0,1.0,0.0,0.4,0.0,1.0,2.0,0.5588792467384617,0.4411207532615383,1,2.5294220400896528
6734,0,6.0,0.0,1.0,1.0,1.0,1.0,3.0,58.0,2.0,10.0,14.0,12.0,0.0,3.0,0.0,9.498046875,2.0,0.0,6.96428571428571,1.0,1.0,0.0,0.4,0.0,1.0,2.0,0.5874746435719722,0.41252535642802773,1,3.2044897898950477
