test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
1690,0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,167.0,1.0,4.0,25.0,91.0,0.0,3.0,0.0,18.0,2.0,0.0,1.0,0.0,0.428571428571429,0.0,3.0,2.9997560381889343,7.0,0.6631041765213013,0.33689579367637634,1,1.3491460689395094
1735,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,87.0,1.0,1.0,6.999512076377869,42.0,0.0,4.0,0.0,9.0,2.0,0.0,1.0,0.0,0.5,0.0,3.0,3.0,4.0,0.5145118236541748,0.4854881465435028,1,2.698292137879019
1742,0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,1595.0,1.0,11.0,7.0,4.9716796875,0.0,3.0,27.0,94.0,2.0,0.0,0.0,0.0,0.5,0.0,4.0,1.9997559785842896,8.0,0.5663319826126099,0.43366801738739014,2,59.36857119225725
1744,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,104.0,2.0,0.0,6.998535871505737,52.0,0.0,5.0,0.0,11.0,2.0,0.0,1.0,0.0,0.5,0.0,3.0,3.0,4.0,0.5725893974304199,0.4274105727672577,1,4.047932097996907
1761,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,96.0,1.0,0.0,6.999512076377869,44.0,0.0,4.0,0.0,10.0,2.0,0.0,1.0,0.0,0.4,0.0,3.0,3.0,7.0,0.6480541229248047,0.3519459068775177,1,2.698292137879019
1764,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,53.0,1.0,1.0,5.0,22.0,0.0,4.0,0.0,9.999759197235107,2.0,0.0,1.0,0.0,0.4,0.0,3.0,3.0,4.0,0.8251380920410156,0.17486193776130676,1,0.33732658935807214
1775,0,6.0,0.0,1.0,2.0,0.0,2.0,2.0,163.0,7.0,7.0,33.0,46.0,1.0,3.0,0.0,29.0,4.0,0.0,1.0,0.0,0.444444444444444,0.0,2.0,2.9997559785842896,4.0,0.6958568096160889,0.3041432201862335,1,0.6746553496661511
361,0,5.0,0.0,1.0,1.0,1.0,5.0,3.0,264.0,6.0,18.0,24.0,27.0,1.0,2.0,3.0,31.0,4.0,0.0,0.0,0.0,0.666666666666667,0.0,1.0,2.9999998211860657,8.0,0.9344024658203125,0.06559750437736511,0,1.2060834642113605e-07
364,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,62.0,2.0,4.0,14.0,26.0,0.0,2.0,0.0,14.0,2.0,1.0,1.0,0.0,0.5,0.0,3.0,2.0,4.0,0.693098783493042,0.3069012463092804,1,5.620756328970362
1800,0,7.0,0.0,2.0,1.0,0.0,6.0,3.0,285.0,7.0,17.0,29.0,16.0,2.0,4.0,3.0,27.0,2.0,0.0,0.0,0.0,0.5,0.0,1.0,2.9999998807907104,7.0,0.6473575830459595,0.3526424467563629,0,8.04055642067425e-08
399,0,0.0,10.0,1.0,0.0,0.0,5.0,1.0,76.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,3.9997565746307373,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.5345759391784668,0.4654240608215332,1,0.33732747381927886
1861,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,40.99365234375,1.0,5.0,9.0,14.0,0.0,1.0,77.0,1.0,2.0,1.0,0.0,0.0,0.75,0.0,1.0,2.0,1.0,0.5141370892524719,0.4858629107475281,1,8.994637271514232
1893,0,1.0,0.0,2.0,0.9999999105930328,8.0,6.0,4.0,79.0,1.0,0.0,0.0,8.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,2.0,1.0,0.6325806379318237,0.36741939187049866,0,89406.96716308594
454,0,3.0,0.0,2.0,3.0,10.0,4.0,1.999755859375,73.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.4,0.0,3.0,2.9997559785842896,1.0,0.5480396747589111,0.4519602954387665,2,2000244140625.0
2077,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,33.0,4.0,3.0,6.0,84.0,1.0,2.999756097793579,0.0,18.0,1.0,0.0,1.0,0.0,0.75,0.0,1.0,2.0,7.0,0.7837374806404114,0.21626250445842743,1,2.0236367882128676
2125,0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,3.0,1.0,1.0,19.0,5.0,4.0,0.0,16.999999046325684,2.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,2.0,0.0,0.5508326292037964,0.4491673409938812,0,3.2162225682697e-07
2256,0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,30.0,1.0,0.0,0.0,2.0,5.0,5.0,0.0,9.999025344848633,1.0,1.0,5.0,0.0,0.666666666666667,0.0,1.0,2.0,2.0,0.5376230478286743,0.46237698197364807,1,2.02380097637574
2288,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,24.0,2.9997559785842896,1.0,0.0,5.0,1.0,4.0,0.0,10.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.7411966323852539,0.2588033974170685,1,1000244021415.7104
695,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,32.0,2.0,7.0,8.0,15.0,0.0,3.0,2.0,15.0,2.0,0.0,1.0,0.0,0.2499389946460724,0.0,3.0,2.0,2.0,0.6004049777984619,0.3995949923992157,1,0.3373276748328481
2489,0,13.0,0.0,1.0,8.0,2.0,0.0,3.0,40.0,4.0,11.0,7.0,19.0,0.0,2.0,0.0,24.0,2.0,0.0,0.0,0.0,0.2,0.0,2.0,2.9997560381889343,3.0,0.5523307919502258,0.44766920804977417,1,1.3491460689395094
2513,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,37.0,3.0,6.0,11.0,22.0,0.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,0.428571428571429,0.0,4.0,1.99951171875,2.0,0.7676365375518799,0.23236343264579773,1,2.0238016196195714
2585,0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,61.0,4.0,10.0,11.0,15.0,0.0,2.0,1.0,7.999756276607513,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.5090796947479248,0.4909203350543976,1,2.0235544730171537
2617,0,4.0,0.0,1.0,1.0,0.0,1.0,3.0,48.0,2.0,6.0,3.0,6.0,1.0,3.0,0.0,12.0,1.0,1.0,1.0,0.0,0.428571428571429,0.0,3.0,1.999511957168579,5.0,0.8218948841094971,0.17810511589050293,1,1.3493106993323023
799,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,23.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.666666666666667,0.0,5.0,1.999511957168579,2.0,0.8171024918556213,0.18289750814437866,1,1.3493106993323023
853,0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,28.0,1.0,2.0,3.0,5.0,1.0,2.0,2.0,9.999999403953552,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.5280826091766357,0.47191739082336426,0,2.0101391040583394e-07
865,0,1.0,0.0,2.0,1.0,3.0,6.0,4.0,100.0,1.0,7.0,3.0,5.0,2.0,3.0,1.0,4.999268591403961,1.0,1.0,1.0,0.0,0.333333333333333,0.0,2.0,1.999511957168579,3.0,0.5814659595489502,0.4185340702533722,2,4.910694460903828
2906,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,56.0,1.0,1.0,5.99951171875,42.0,0.0,5.0,0.0,14.0,2.0,0.0,1.0,0.0,0.5,0.0,5.0,2.0,2.0,0.5510022640228271,0.44899770617485046,1,5.396255417000272
2911,0,1.0,0.0,2.0,1.0,3.0,5.0,5.0,95.0,1.0,7.0,3.0,5.0,2.0,3.0,0.0,3.9970703125,1.0,1.0,1.0,0.0,0.428571428571429,0.0,3.0,1.999755859375,6.0,0.6112999320030212,0.38870006799697876,2,5.236453283792171
920,0,0.0,0.0,2.0,3.0,0.0,3.0,3.0,38.0,2.0,1.0,2.0,4.0,2.0,3.0,0.0,9.999999463558197,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.5834784507751465,0.4165215790271759,0,1.8091251963170407e-07
921,0,5.0,0.0,1.0,6.0,0.0,1.0,3.0,105.0,3.0,10.0,25.0,51.0,0.0,5.0,0.0,23.0,2.0,0.0,0.0,0.0,0.4,0.0,4.0,1.9997559785842896,6.0,0.7388068437576294,0.2611931562423706,1,0.6746553496661513
923,0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,44.0,1.0,4.0,2.0,6.0,1.0,3.0,0.0,19.0,2.0,1.0,1.0,0.0,0.5,0.0,1.0,1.9997559785842896,5.0,0.8585571646690369,0.14144283533096313,1,0.6746553496661513
956,0,0.0,0.0,2.0,1.0,0.0,5.0,5.0,136.0,1.0,9.0,3.0,11.0,0.0,1.0,0.0,22.0,1.0,2.0,2.0,0.0,0.5,0.0,3.0,1.9999998807907104,7.0,0.6398026943206787,0.3601973056793213,0,8.04055642067425e-08
957,0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,62.0,1.0,4.0,4.0,67.0,0.0,3.0,1.0,16.0,3.0,0.0,1.0,0.0,0.545454545454545,0.0,4.0,3.9997559785842896,5.0,0.9197167754173279,0.08028323948383331,1,0.6746553496661511
960,0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,100.0,2.0,7.0,13.0,158.0,0.0,3.0,2.0,35.0,4.0,0.0,1.0,0.0,0.5,0.0,2.0,2.999755859375,7.0,0.7689321637153625,0.23106785118579865,1,1.3491461895478558
987,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,25.0,2.0,2.0,2.0,4.0,1.0,4.0,0.0,8.0,2.0,0.0,1.0,0.0,0.5,0.0,3.0,1.9997559785842896,1.0,0.8657755255699158,0.13422445952892303,1,0.6746553496661513
3213,0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,17.0,1.0,2.0,4.0,8.999999463558197,0.0,3.0,0.0,9.0,1.0,0.0,1.0,0.0,0.666666666666667,0.0,2.0,2.0,0.0,0.8516360521316528,0.14836394786834717,0,1.8091251963170407e-07
3523,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,2.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,0.24993902444839478,0.0,1.0,1.0,0.0,0.9234235286712646,0.07657649368047714,1,1.0118183941057515
