,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
409,44.0,0.0,19.0,0.0,0.0,0.0,2.0,3.0,3.0,19.0,44.0,0.09000000000000008,0.0,94.0,1.0,1.0,13.0,2.0,4.6140350877193,0.0,1.0,0.0,0.755614266842801,0.5,1.0
133,5.551115123125783e-17,5.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,13.0,27.0,0.4099999999999999,0.0,90.0,1.0,1.1102230246251565e-16,1.0,2.0,3.6969696969697,1.0,1.0,0.0,0.583529411764706,0.666666666666667,1.0
1665,5.551115123125783e-17,9.0,1.0,2.0,1.0,1.0,2.0,4.0,0.0,9.0,28.0,0.37,0.0,86.0,1.0,1.1102230246251565e-16,5.0,3.0,2.41176470588235,0.0,1.0,0.0,0.790523690773067,1.0,2.0
793,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,
1803,,,,,,,,,,,,,,,,,,,,,,,,,
917,,,,,,,,,,,,,,,,,,,,,,,,,
790,,,,,,,,,,,,,,,,,,,,,,,,,
1677,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.551115123125783e-17,0.0,18.0,0.0,0.0,1.0,2.0,3.0,4.0,14.0,18.0,0.2499999999999999,0.0,83.0,1.0,1.1102230246251565e-16,20.0,3.0,3.08695652173913,0.0,0.0,0.0,0.551369863013699,0.0,0.0
259,,,,,,,,,,,,,,,,,,,,,,,,,
776,,,,,,,,,,,,,,,,,,,,,,,,,
745,3.0,0.0,16.0,0.0,0.0,1.0,2.0,5.0,2.0,15.999999999999998,26.0,0.16000000000000014,0.0,83.0,1.0,1.0,21.0,2.0,4.59375,0.0,0.0,0.0,0.647584973166369,1.0,1.0
1143,2.0,1.0,2.0,6.0,0.0,1.0,1.0,8.0,0.0,6.0,38.0,0.20999999999999996,2.0,85.0,5.0,1.1102230246251565e-16,6.0,2.0,3.92105263157895,0.0,2.0,0.0,0.610223642172524,1.0,2.0
153,,,,,,,,,,,,,,,,,,,,,,,,,
1452,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,,,,,,,,,,
838,5.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,8.0,22.0,0.3500000000000001,1.0,78.0,1.0,1.0,14.0,2.0,6.46666666666667,2.0,1.0,0.0,0.677570093457944,1.0,2.0
789,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,
911,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,,,,,,,,,
913,5.551115123125783e-17,0.0,1.0,0.0,2.0,1.0,2.0,2.0,5.0,20.0,36.0,0.36,0.0,93.0,4.0,3.0,14.0,2.0,2.07142857142857,0.0,0.0,0.0,0.470212765957447,0.5,3.0
243,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,
893,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,,,,,,,,,,,
857,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,
