test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
200,0,16.0,0.0,1.0,10.498658061027527,12.0,2.0,11.0,6.0,26.0,75.0,0.52,0.0,95.0,2.0,0.0,1.498046875,2.0,3.29896907216495,0.0,0.0,1.0,0.724770642201835,0.125,0.0,2.0,7.0,0.5191758730168593,0.4808241269831407,3,8509608672749.426
201,0,6.0,2.0,2.0,7.0,4.0,4.0,4.0,0.0,17.0,11.0,0.6,0.0,72.0,3.0,0.0,6.0,1.0,4.05263157894737,1.0,1.0,1.0,1.125,0.2916259765625,0.0,4.0,4.0,0.5126719365640295,0.4873280634359704,1,208374023437.5
204,0,10.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,0.53,1.0,88.0,4.0,0.0,23.0,2.0,3.375,0.0,0.0,1.0,2.0,0.2916259765625,0.0,2.0,7.0,0.5210168512768696,0.4789831487231304,1,208374023437.5
205,0,8.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.24,1.0,90.0,3.0,0.0,9.0,1.0,3.5,1.0,1.0,1.0,2.91666666666667,0.125,0.0,2.0,5.0,0.7858903961155699,0.21410960388443012,1,375000000000.0
1017,0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.3,2.0,0.0,3.0,0.0,12.0,1.0,2.0,2.0,5.0,1.0,0.0,0.2916259765625,0.0,2.0,0.0,0.6520125524462829,0.34798744755371713,1,208374023437.5
1031,0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,0.25,15.0,60.0,2.0,0.0,21.0,1.0,2.0,1.0,1.0,1.0,3.42857142857143,0.6124939123789472,0.0,1.0,1.0,0.5422451811161105,0.45775481888388947,1,54172754287.71973
1040,0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.53,5.0,0.0,2.0,0.0,16.0,1.0,3.0,1.0,1.0,1.0,1.5,0.6124939123789472,0.0,1.0,1.0,0.5460720860409491,0.4539279139590508,1,54172754287.71973
1046,0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,7.0,7.0,36.0,0.32,1.0,100.0,2.0,2.0,34.0,1.0,3.37777777777778,0.0,0.0,1.0,0.5,0.125,0.0,2.0,0.0,0.85749618324193,0.14250381675807003,1,375000000000.0
1052,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,7.0,0.85,3.0,78.0,2.0,0.0,16.0,1.0,1.875,0.0,1.0,1.0,0.3,0.6124939123789472,0.0,1.0,1.0,0.5250327840883123,0.47496721591168767,1,54172754287.71973
1060,0,7.0,0.0,1.0,1.0,1.0,2.0,7.0,3.0,7.0,53.0,0.21,1.0,97.0,4.0,0.0,43.0,1.0,2.6984126984127,0.0,0.0,1.0,0.52112676056338,0.2916666666666668,0.0,2.0,0.0,0.5056301986569209,0.4943698013430791,1,375000000000.0002
1061,0,7.0,0.0,1.0,1.0,1.0,2.0,5.0,5.0,6.0,49.0,0.22,1.0,97.0,4.0,0.0,37.0,1.0,2.72131147540984,0.0,0.0,1.0,0.522388059701492,0.125,0.0,1.0,1.0,0.8694168263984992,0.1305831736015009,1,375000000000.0
1116,0,3.0,0.0,1.0,0.0,0.0,5.0,3.0,1.0,9.0,4.0,0.32,6.0,62.0,2.0,0.0,29.0,2.0,6.125,1.0,2.0,1.0,0.833333333333333,0.29164198466709657,0.0,2.0,1.0,0.645279283369678,0.354720716630322,1,279786586761.47437
377,0,1.0,0.0,3.0,0.0,3.0,2.0,3.0,0.0,3.0,9.0,0.21,3.0,50.0,3.0,0.0,16.0,2.0,2.7,0.0,1.0,1.0,1.35714285714286,0.125,0.0,3.0,7.0,0.597429419563492,0.40257058043650795,1,375000000000.0
384,0,10.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,5.0,22.0,0.3,0.0,72.0,3.0,1.0,2.0,2.0,3.3030303030303,0.0,0.0,1.0,0.810810810810811,0.125,0.0,3.0,0.0,0.8076571880506179,0.1923428119493821,1,875000000000.0
1128,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,6.0,1.21,0.0,12.0,3.0,3.0,0.0,1.0,2.125,1.0,1.0,1.0,0.0,0.3666097323099774,0.0,2.0,0.0,0.5890762306525228,0.41092376934747726,1,300056934356.6896
402,0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,6.0,12.0,0.6,0.0,47.0,2.0,0.0,7.0,1.0,2.58333333333333,1.0,4.0,1.0,0.466666666666667,0.36664023250341415,0.0,4.0,5.0,0.5920946776342588,0.40790532236574123,1,133359767496.58582
406,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.83,0.0,0.0,3.0,71.0,0.0,1.0,21.75,1.0,1.0,1.0,0.0,0.1248779296875,0.0,5.0,1.0,0.8170096007985641,0.18299039920143592,1,625122070312.5
407,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,1.0,2.0,1.41,0.0,33.0,3.0,12.0,3.0,1.0,9.77777777777778,1.0,1.0,1.0,0.0,0.12499237060546875,0.0,6.0,2.0,0.7968440936836846,0.20315590631631542,1,250007629394.53125
408,0,5.0,1.0,1.0,5.0,4.0,6.0,3.0,3.0,6.0,11.0,1.15,0.0,72.0,2.0,36.0,13.0,1.0,17.05,1.0,0.0,1.0,0.666666666666667,0.36665862401326477,0.0,3.0,5.0,0.5339436308018619,0.46605636919813803,1,166674709320.06824
424,0,7.0,1.0,1.0,2.0,5.0,5.0,8.0,1.0,50.0,9.0,0.38,3.0,78.0,2.0,0.0,23.0,1.0,6.55555555555556,0.0,1.0,1.0,1.25925925925926,0.2915736607142856,0.0,2.0,2.0,0.5511311927548228,0.44886880724517714,1,422712053571.4284
1152,0,6.0,9.0,1.0,0.0,4.0,2.0,7.0,11.0,41.0,60.0,0.25,0.0,87.0,2.0,1.0,34.0,2.0,4.02325581395349,0.0,1.0,1.0,0.978723404255319,0.291595458984375,0.0,4.0,1.0,0.5263474997797412,0.47365250022025884,1,333404541015.625
432,0,12.0,78.0,1.0,20.0,0.0,1.0,8.0,0.0,60.0,3.0,0.34,1.0,95.0,2.0,5.0,38.0,2.0,5.40860215053763,0.0,0.0,1.0,0.784313725490196,0.125,0.0,1.0,2.0,0.5951289182600213,0.40487108173997866,1,763888888888.8889
434,0,2.0,3.0,1.0,10.0,0.0,4.0,1.0,0.0,3.0,17.0,0.59,0.0,89.0,1.0,0.0,8.0,1.0,8.31818181818182,3.0,1.0,1.0,1.04166666666667,0.36664460386548703,0.0,6.0,5.0,0.6015465929213022,0.3984534070786978,1,347641110420.2269
437,0,12.0,8.0,1.0,0.0,0.0,1.0,3.0,1.0,15.0,17.0,0.22,0.0,79.0,2.0,0.0,21.0,2.0,6.73684210526316,0.0,1.0,1.0,1.16666666666667,0.1248779296875,0.0,3.0,5.0,0.7896968361867674,0.21030316381323255,1,625122070312.5
442,0,4.0,11.0,1.0,1.0,0.0,3.0,3.0,0.0,23.0,18.0,0.49,1.0,81.0,2.0,0.0,9.0,2.0,4.96969696969697,1.0,1.0,1.0,1.40540540540541,0.29150390625,0.0,1.0,2.0,0.5536204206831141,0.4463795793168859,1,708496093750.0
446,0,3.0,1.0,1.0,13.0,30.0,9.0,3.0,11.0,6.0,82.0,2.23,0.0,95.0,1.0,7.0,26.0,2.0,18.3814432989691,0.0,0.0,1.0,0.237623762376238,0.12498308552636035,0.0,5.0,2.5,0.5115496736308083,0.4884503263691918,2,7523742060065.67
447,0,53.0,29.0,1.0,8.499755859375,7.0,10.0,4.0,3.0,50.0,112.0,0.94,2.0,96.0,1.0,8.0,8.49609375,1.0,15.5329949238579,1.0,0.0,1.0,1.06435643564356,0.12495561079545453,1.0,1.0,13.0,0.5025362967463136,0.49746370325368633,3,9532549863363.557
452,0,0.0,6.0,1.0,0.0,0.0,2.0,5.0,0.0,17.0,17.0,1.14,0.0,88.0,2.0,1.0,5.0,1.0,3.0,0.0,0.0,1.0,0.344827586206897,0.36660156250000003,0.0,1.0,1.0,0.5636917394787343,0.4363082605212657,1,433398437499.99994
457,0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,8.0,26.0,0.44,0.0,79.0,2.0,0.0,17.0,2.0,3.55555555555556,0.0,1.0,1.0,0.789473684210526,0.125,0.0,2.0,6.0,0.8520781275513549,0.14792187244864508,1,675000000000.0
459,0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,7.0,13.0,52.0,0.27,0.0,87.0,2.0,1.0,15.0,2.0,2.65,0.0,1.0,1.0,0.784615384615385,0.12495117187499998,0.0,5.0,3.0,0.7703377835819655,0.22966221641803455,1,475048828125.0
462,0,2.0,14.0,1.0,4.0,0.0,2.0,1.0,0.0,16.0,22.0,0.35,0.0,77.0,1.0,0.0,7.0,1.0,7.78947368421053,1.0,1.0,1.0,1.15,0.36660975217819214,0.0,2.0,4.0,0.5390276110349415,0.4609723889650585,1,633390247821.8079
463,0,2.0,7.0,1.0,14.0,16.0,5.0,4.0,3.0,7.0,32.0,0.56,1.0,94.0,2.0,5.0,10.0,2.0,6.20454545454545,1.0,1.0,1.0,1.12244897959184,0.124969482421875,0.0,1.0,10.0,0.5805828511372164,0.41941714886278364,1,250030517578.125
467,0,4.0,33.0,1.0,2.0,10.0,1.0,5.0,10.0,45.0,41.0,0.24,0.0,92.0,2.0,1.0,35.0,2.0,6.02272727272727,0.0,1.0,1.0,0.851063829787234,0.12498174309730528,0.0,4.0,8.0,0.653113031066226,0.346886968933774,1,825018256902.6947
492,0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,5.0,2.0,0.27,6.0,25.0,1.0,0.0,11.0,1.0,10.0,7.0,2.0,1.0,3.16666666666667,0.29150390625,0.0,4.0,1.0,0.6699505168320765,0.3300494831679235,1,708496093750.0
498,0,15.0,0.0,1.0,12.0,5.0,4.0,4.0,22.0,36.0,46.0,0.39,0.0,100.0,2.0,6.0,35.0,2.0,6.93975903614458,0.0,0.0,1.0,1.01136363636364,0.12499237060546875,0.0,5.0,0.5,0.5999575191413986,0.40004248085860145,2,7504165764077.675
500,0,28.0,0.0,5.0,10.0,3.0,0.0,1.0,1.0,11.0,7.0,0.01,0.0,88.0,1.0,0.0,3.0,2.0,5.11111111111111,1.0,1.0,1.0,1.68421052631579,0.29165449142456057,0.0,5.0,4.0,0.6052624281134529,0.3947375718865472,1,108345508575.43945
504,0,0.0,0.0,2.0,2.0,6.0,4.0,4.0,0.0,5.0,34.0,0.55,0.0,82.0,2.0,2.0,12.0,2.0,11.4705882352941,0.0,1.0,1.0,0.871794871794872,0.29163707386363613,0.0,7.0,5.0,0.5333063812535949,0.46669361874640514,1,253817471590.90887
506,0,7.0,2.0,1.0,1.0,0.0,2.0,5.0,2.0,17.0,21.0,0.54,0.0,83.0,3.0,0.0,11.0,2.0,2.71875,0.0,1.0,1.0,0.631578947368421,0.12493024553571426,0.0,3.0,5.0,0.6613150415384631,0.3386849584615369,1,732212611607.1428
522,0,2.0,17.0,2.0,0.0,0.0,1.0,15.0,11.0,15.0,29.0,0.21,0.0,71.0,2.0,11.0,26.0,2.0,3.76271186440678,0.0,1.0,1.0,1.33333333333333,0.12493024553571441,0.0,7.0,4.0,0.7042290319305247,0.2957709680694753,1,303641183035.7146
1195,0,1.0,5.0,1.0,0.0,1.0,3.0,4.0,3.0,8.0,4.0,0.8,1.0,66.0,3.0,2.0,6.0,1.0,4.53846153846154,0.0,1.0,1.0,0.722222222222222,0.2915736607142856,0.0,1.0,1.0,0.5244897430920705,0.4755102569079294,1,422712053571.4284
563,0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,14.0,0.95,0.0,71.0,1.0,14.498413920402527,7.0,3.0,33.3571428571429,2.0,0.0,1.0,0.8125,0.444444444444444,0.0,6.0,3.0,0.5189716743317161,0.48102832566828385,1,7501586079597.473
575,0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,3.0,1.0,5.0,2.32,0.0,75.0,2.0,22.0,5.0,1.0,14.375,1.0,1.0,1.0,0.4,0.2915736607142856,0.0,5.0,5.0,0.5900970436135853,0.40990295638641466,1,422712053571.4284
623,0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,6.0,10.0,0.62,1.0,83.0,3.0,0.0,2.0,1.0,3.58333333333333,1.0,1.0,1.0,1.73333333333333,0.1249593098958332,0.0,3.0,1.0,0.7986433754452866,0.20135662455471334,1,208374023437.49982
629,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,10.0,1.02,0.0,30.0,3.0,0.0,2.0,1.0,1.9,1.0,1.0,1.0,0.923076923076923,0.3666422963142395,0.0,3.0,2.0,0.548455901880594,0.451544098119406,1,133357703685.7605
1247,0,0.0,0.0,1.0,0.0,20.0,0.0,1.0,1.0,2.0,25.0,0.21,0.0,86.0,3.0,59.0,7.0,1.0,10.3076923076923,0.0,1.0,1.0,0.285714285714286,0.29150390625,0.0,1.0,0.0,0.550554810953036,0.4494451890469639,1,708496093750.0
651,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.12,1.0,0.0,3.0,0.0,3.0,1.0,0.444444444444444,0.0,2.0,1.0,0.363636363636364,0.125,0.0,2.0,0.0,0.8777510642871625,0.12224893571283746,1,875000000000.0
1257,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.16,0.0,0.0,3.0,0.0,2.0,1.0,0.375,0.0,2.0,1.0,0.4,0.36660975217819214,0.0,1.0,0.0,0.5292865425984367,0.47071345740156334,1,633390247821.8079
660,0,6.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,12.0,0.22,4.0,0.0,3.0,0.0,19.0,1.0,4.0,0.0,4.0,1.0,0.65,0.125,0.0,2.0,1.0,0.7455427343007579,0.25445726569924204,1,875000000000.0
661,0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,0.0,7.0,9.0,0.23,1.0,62.0,3.0,2.0,17.0,1.0,3.08333333333333,0.0,0.0,1.0,0.777777777777778,0.125,0.0,1.0,0.0,0.6770572939236262,0.32294270607637376,1,875000000000.0
662,0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,13.0,0.2,3.0,78.0,3.0,0.0,22.0,1.0,4.68421052631579,0.0,1.0,1.0,1.42857142857143,0.125,0.0,2.0,2.0,0.6630772312329312,0.33692276876706884,1,875000000000.0
666,0,3.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,13.0,17.0,0.23,4.0,70.0,3.0,0.0,27.0,2.0,3.8,1.0,2.0,1.0,1.84615384615385,0.125,0.0,1.0,1.0,0.536067407755943,0.46393259224405703,1,875000000000.0
668,0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,9.0,13.0,0.18,3.0,60.0,4.0,0.0,26.0,2.0,3.71428571428571,0.0,1.0,1.0,0.5,0.5857111215591431,0.0,6.0,2.0,0.5464134899342366,0.4535865100657634,1,14288878440.856934
670,0,3.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,6.0,26.0,0.09,0.0,61.0,2.5,0.0,19.0,2.0,3.6,1.0,1.0,1.0,0.485714285714286,1.0,0.0,3.0,3.0,0.6351699254702003,0.3648300745297997,1,0.3372453797380701
675,0,11.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,41.0,0.18,3.0,0.0,3.5,0.0,45.0,1.0,3.26923076923077,0.0,1.0,1.0,0.925925925925926,0.29153878348214307,0.0,3.0,10.0,0.5485727383372151,0.4514272616627849,2,637032645089.286
676,0,6.0,4.0,1.0,0.0,3.0,1.0,16.0,19.0,7.0,29.0,0.09,3.0,91.0,2.5,8.0,30.0,2.0,2.75862068965517,0.0,0.0,1.0,0.746666666666667,0.12499394416809081,0.0,3.0,2.0,0.7646659080521243,0.23533409194787572,2,775006055831.9092
677,0,6.0,16.0,1.0,2.0,3.0,1.0,30.0,0.0,40.0,148.0,0.11,2.0,97.0,4.0,2.0,71.0,2.0,3.35294117647059,0.0,0.0,1.0,1.21890547263682,0.12489827473958326,0.0,2.0,6.0,0.7955768877370599,0.20442311226294002,1,458435058593.74976
678,0,5.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,3.0,17.0,0.15,5.0,0.0,3.0,0.0,21.0,2.0,3.0,0.0,1.0,1.0,2.0,0.125,0.0,1.0,1.0,0.6706131431789832,0.3293868568210167,1,875000000000.0
680,0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.22,4.0,0.0,3.0,0.0,13.0,1.0,2.625,0.0,4.0,1.0,1.7,0.125,0.0,3.0,0.0,0.8531036461431951,0.14689635385680483,1,875000000000.0
1264,0,0.0,10.0,1.0,4.0,4.0,1.0,9.0,0.0,17.0,29.0,0.13,2.0,74.0,3.0,0.0,25.0,2.0,3.48717948717949,0.0,1.0,1.0,0.959183673469388,0.125,0.0,1.0,0.0,0.6426143520634113,0.3573856479365886,1,875000000000.0
1267,0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,0.44,7.0,0.0,3.0,0.0,13.0,1.0,3.0,1.0,11.0,1.0,0.0,0.29150390625,0.0,1.0,0.0,0.5247971902576708,0.4752028097423292,1,708496093750.0
690,0,4.0,10.0,1.0,0.0,0.0,2.0,7.0,0.0,19.0,10.0,0.18,2.0,50.0,4.0,0.0,22.0,2.0,4.0,0.0,1.0,1.0,1.125,0.2916158437728882,0.0,1.0,1.0,0.5290132141534969,0.4709867858465031,1,458384156227.1118
696,0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,0.0,8.0,8.0,0.3,2.0,62.0,3.0,2.0,12.0,1.0,3.0,0.0,0.0,1.0,0.933333333333333,0.125,0.0,1.0,0.0,0.598948785518922,0.4010512144810781,1,875000000000.0
1268,0,1.0,1.0,2.0,9.0,6.0,1.0,5.0,0.0,11.0,22.0,0.13,2.0,85.0,3.0,0.0,19.0,2.0,5.08333333333333,0.0,2.0,1.0,1.43333333333333,0.1249593098958332,0.0,1.0,2.0,0.6892979887472463,0.3107020112527537,1,208374023437.49982
699,0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,1.0,19.0,16.0,0.16,1.0,75.0,3.0,0.0,24.0,2.0,4.52941176470588,0.0,0.0,1.0,1.08695652173913,0.125,0.0,5.0,2.0,0.6093079421602745,0.39069205783972555,1,875000000000.0
1269,0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,9.0,0.46,0.0,40.0,3.0,0.0,15.0,2.0,1.66666666666667,0.0,0.0,1.0,1.29411764705882,0.12500000000000006,0.0,1.0,1.0,0.7427682499887557,0.2572317500112443,1,541666666666.66693
704,0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,13.0,0.18,2.0,50.0,4.0,0.0,24.0,1.0,1.71428571428571,0.0,1.0,1.0,0.5,0.2916259765625,0.0,3.0,4.0,0.6054326795553557,0.3945673204446442,1,208374023437.5
705,0,7.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,6.0,46.0,0.15,1.0,96.0,4.0,0.0,37.0,2.0,2.67241379310345,0.0,1.0,1.0,0.453125,0.1250000000000001,0.0,8.0,6.0,0.713038097285938,0.286961902714062,1,160714285714.2859
1273,0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,6.0,0.5,1.0,33.0,3.0,0.0,2.0,1.0,1.14285714285714,0.0,1.0,1.0,0.0,0.2916666666666668,0.0,1.0,1.0,0.5429998505402492,0.45700014945975076,1,375000000000.0002
720,0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,14.0,0.22,0.0,75.0,3.0,0.0,21.0,1.0,3.25,1.0,1.0,1.0,0.166666666666667,0.12500000000000006,0.0,2.0,2.0,0.8193525463453047,0.18064745365469526,1,541666666666.66693
726,0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,17.0,0.22,0.0,82.0,3.0,1.0,24.0,2.0,2.64705882352941,0.0,0.0,1.0,0.476190476190476,0.125,0.0,3.0,1.0,0.6729375139603985,0.32706248603960153,1,875000000000.0
727,0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,3.0,18.0,0.5,3.0,90.0,3.0,0.0,24.0,2.0,3.73684210526316,1.0,4.0,1.0,1.09090909090909,0.125,0.0,1.0,2.0,0.7248428146195292,0.2751571853804708,1,875000000000.0
738,0,1.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,2.0,0.53,3.0,33.0,3.0,0.0,19.0,1.0,6.0,2.0,5.0,1.0,0.6,0.125,0.0,1.0,3.0,0.8217844502317304,0.1782155497682696,1,875000000000.0
1283,0,4.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,5.0,9.0,0.31,1.0,61.0,3.0,0.0,25.0,2.0,3.30769230769231,0.0,1.0,1.0,0.294117647058824,0.1248779296875,0.0,1.0,0.0,0.8216168729881261,0.17838312701187392,1,625122070312.5
741,0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,26.0,0.55,0.0,90.0,3.0,3.0,24.0,1.0,10.6296296296296,0.0,0.0,1.0,0.2,0.125,0.0,1.0,3.0,0.5626721962373288,0.4373278037626712,1,875000000000.0
