,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
747,3,0,1,0,2,4,2,1,0,11,0.42,0,0,2,1,24,2,2.53333333333333,0,1,1,0.444444444444444,1.0,0,6,2
820,3,0,1,0,0,0,1,0,17,11,0.27,0,80,2,9.5,8,1,3.5,0,1,1,0.8125,0.666666666666667,0,2,1
194,0,1,1,0,8,5,3,0,4,10,0.51,0,12,2,0,9,2,4.27272727272727,2,2,1,0.933333333333333,0.666666666666667,0,4,3
205,8,0,1,1,3,1,1,0,0,2,1.0350000000000001,1,90,2,0,9,1,3.5,1,1,1,2.91666666666667,0.5,0,2,5
201,6,2,2,7,4,4,4,0,17,11,0.6,0,72,2,0,6,1,4.05263157894737,1,1,1,1.125,0.5,0,4,4
925,7,0,1,0,0,4,2,0,7,12,0.34,1,83,2,0,1.0,1,3.26315789473684,1,1,1,1.36363636363636,0.714285714285714,0,1,3
1046,1,1,1,5,1,1,2,7,7,36,0.32,1,100,4,9.5,7.0,1,3.37777777777778,0,0,1,0.5,0.5,0,2,0
1128,0,0,1,0,0,1,1,2,1,6,1.21,0,12,2,3,0,1,2.125,1,1,1,0.0,0.666666666666667,0,2,0
402,0,0,1,2,0,3,2,0,6,12,0.6,0,47,4,0,7,1,2.58333333333333,1,4,1,0.466666666666667,0.5,0,4,5
504,0,0,2,2,6,4,4,0,5,34,0.55,0,82,4,2,12,2,11.4705882352941,0,1,1,0.871794871794872,0.545454545454545,0,7,5
406,0,0,1,0,0,1,1,1,1,3,1.83,0,0,3,0.5,0,1,21.75,1,1,1,0.0,0.75,0,5,1
407,0,0,1,0,0,1,1,7,1,2,1.41,0,33,2,0,3,1,9.77777777777778,1,1,1,0.0,0.375,0,6,2
575,0,0,1,0,0,6,1,3,1,5,2.32,0,75,2,0.5,5,1,14.375,1,1,1,0.4,0.714285714285714,0,5,5
506,7,2,1,1,0,2,5,2,17,21,0.54,0,83,2,0,11,2,2.71875,0,1,1,0.631578947368421,0.857142857142857,0,3,5
629,0,0,1,0,0,1,2,0,2,10,1.02,0,30,2,0,2,1,1.9,1,1,1,0.923076923076923,0.5,0,3,2
696,1,1,1,2,0,1,4,0,8,8,0.3,2,62,3,2,12,1,3.0,0,0,1,0.933333333333333,0.125,0,1,0
1273,0,1,1,0,0,1,2,0,1,6,0.5,1,33,2,0,2,1,1.14285714285714,0,1,1,0.0,0.666666666666667,0,1,1
1283,4,0,1,0,0,1,3,0,5,9,0.31,1,61,2,0,25,2,3.30769230769231,0,1,1,0.294117647058824,0.75,0,1,0
720,0,0,1,2,0,0,1,2,2,14,0.22,0,75,2,0,21,1,3.25,1,1,1,0.166666666666667,0.666666666666667,0,2,2
1302,1,0,1,0,0,0,1,0,0,7,0.23,1,0,2,9.5,13,1,0.625,0,2,1,1.5,0.5,0,2,1
790,3,0,1,1,0,5,2,0,1,4,0.4,1,83,2,0,7.0,2,3.71428571428571,1,3,1,2.1,0.666666666666667,0,1,1
675,11,0,1,0,2,3,1,0,0,41,0.18,0,0,2,0,1.0,1,3.26923076923077,0,1,1,0.925925925925926,0.928571428571429,0,3,4
929,2,0,1,0,0,4,4,1,5.0,24,0.36,0,100,2,0,22,2,2.77777777777778,0,0,1,0.59375,0.5,0,2,4
1031,0,0,3,0,0,2,1,3,2,2,0.25,15,60,2,0,13.5,1,2.0,1,1,1,3.42857142857143,0.666666666666667,0,1,1
1040,0,0,1,0,0,2,1,3,0,1,0.53,5,0,2,0,12.0,1,3.0,1,1,1,1.5,0.666666666666667,0,1,1
1052,0,0,1,0,0,1,1,1,4,7,0.85,3,78,2,0,9.0,1,1.875,0,1,1,0.3,0.666666666666667,0,1,1
915,0,0,1,0,0,0,1,0,0,13,3.67,1,0,0,43.0,5,1,3.15384615384615,3,9,1,0.0,0.8,1,1,0
919,1,0,1,0,0,0,1,0,0,11,0.15,0.0,0,0,0.0,7,1,2.5,1,3,1,0.214285714285714,0.8,1,1,0
1195,1,5,1,0,1,3,4,3,8,4,0.8,1,66,2,2,6,1,4.53846153846154,0,1,1,0.722222222222222,0.333333333333333,0,1,1
1247,0,0,1,0,20,0,1,1,2,25,0.21,14.0,86,0,2.5,7,1,10.3076923076923,0,1,1,0.285714285714286,0.8,1,1,0
1116,3,0,1,0,0,5,3,1,9,4,0.32,0,62,2,0,29,2,6.125,1,2,1,0.833333333333333,0.571428571428571,0,2,1
377,1,0,3,0,3,2,3,0,3,9,0.21,3,50,2,9.5,10.0,2,2.7,0,1,1,1.35714285714286,0.5,0,3,7
384,10,1,1,1,1,1,3,0,5,22,0.3,13.0,72,3,11.5,2,2,3.3030303030303,0,0,1,0.810810810810811,0.125,0,3,0
651,0,0,1,0,0,0,1,0,0,9,3.67,1,0,0,43.0,3,1,0.444444444444444,0,2,1,0.363636363636364,0.8,1,2,0
1257,0,0,1,0,0,0,1,0,0,8,0.16,14.0,0,0,44.0,2,1,0.375,0,2,1,0.4,0.8,1,1,0
424,7,1,1,2,5,5,8,1,50,9,0.38,0,78,2,0,1.0,1,6.55555555555556,0,1,1,1.25925925925926,0.714285714285714,0,2,2
661,1,2,1,2,0,0,5,0,7,9,0.23,1,62,3,11.5,9.0,1,3.08333333333333,0,0,1,0.777777777777778,0.125,1,1,0
705,7,0,1,1,1,1,5,5,6,23.5,0.15,1,96,0,11.5,1.0,2,2.67241379310345,0,1,1,0.453125,0.0,0,8,6
463,2,7,1,3,16,5,4,3,7,32,0.56,1,94,5,44.0,10,2,6.20454545454545,1,1,1,1.12244897959184,0.333333333333333,0,1,0
204,10,1,1,2,4,1,3,1,4,4,0.53,1,88,0,22.0,4.0,2,3.375,0,0,1,2.0,0.0,0,2,3
699,0,0,1,1,0,2,5,1,2.5,16,0.16,1,75,2,43.0,24,2,4.52941176470588,0,0,1,1.08695652173913,0.125,0,5,2
1061,7,0,1,1,1,2,5,3,6,49,0.22,1,97,0,22.0,4.0,1,2.72131147540984,0,0,1,0.522388059701492,0.0,0,1,1
660,6,0,1,0,0,3,1,0,0,12,0.22,1,0,1,44.0,2.5,1,4.0,0,4,1,0.65,1.0,0,2,1
662,6,0,1,0,1,1,1,0,1,13,0.2,1,78,0,9.5,9.5,1,4.68421052631579,0,1,1,1.42857142857143,0.3666666666666665,0,2,2
678,5,0,2,0,0,2,3,0,3,17,0.15,0,0,1,44.0,21.0,2,3.0,0,1,1,2.0,0.6125,0,1,1
726,0,0,1,1,1,0,3,0,2,17,0.22,11.0,82,3,1.0,24,2,2.64705882352941,0,0,1,0.476190476190476,0.125,0,3,1
1267,0,0,1,0,0,7,1,0,0,2,0.44,7,0,0,44.0,4.5,1,3.0,1,11,1,0.0,0.8,0,1,0
741,1,0,1,3,2,1,2,0,2,26,0.55,0.0,90,3,22.0,24,1,10.6296296296296,0,0,1,0.2,0.125,0,1,3
680,2,0,1,0,0,0,1,0,0,6,0.22,0,0,2,44.0,4.5,1,2.625,0,4,1,1.7,0.5357142857142855,0,3,0
467,4,33,1,2,10,1,5,10,45,41,0.24,9.5,92,5,44.0,35,2,6.02272727272727,0,1,1,0.851063829787234,0.333333333333333,0,4,0
498,15,0,1,12,5,4,4,22,36,46,0.39,0,100,5,44.0,13.5,2,6.93975903614458,0,0,1,1.01136363636364,0.333333333333333,0,5,0
920,1,0,1,0,0,0,1,1,0,7,0.2,15.0,0,0,18.0,4.5,1,3.55555555555556,2,4,1,0.0,0.333333333333333,0,2,0
408,5,1,1,5,4,6,3,3,6,11,1.15,9.5,72,5,2.5,4.5,1,17.05,1,0,1,0.666666666666667,0.333333333333333,0,3,5
1264,0,10,1,4,4,1,9,0,17,29,0.13,1,74,3,14.5,25,2,3.48717948717949,0,1,1,0.959183673469388,0.125,0,1,0
1152,6,9,1,0,4,2,7,11,41,60,0.25,9.5,87,5,43.0,4.0,2,4.02325581395349,0,1,1,0.978723404255319,0.333333333333333,0,4,1
432,12,78,1,20,0,1,8,0,5.0,3,0.34,1,95,2,5.0,21.5,2,5.40860215053763,0,0,1,0.784313725490196,0.0,0,1,2
492,0,2,1,0,0,6,1,0,5,2,0.27,0,25,1,14.5,0,1,10.0,7,2,1,3.16666666666667,0.5357142857142855,0,4,1
437,12,8,1,0,0,1,3,1,15,17,0.22,1.5,79,2,0.0,7.5,2,6.73684210526316,0,1,1,1.16666666666667,0.0,0,3,5
452,0,6,1,0,0,2,5,0,7.0,17,1.14,15.0,88,5,43.0,5,1,3.0,0,0,1,0.344827586206897,0.333333333333333,0,1,1
457,3,0,1,0,0,2,1,7,8,26,0.44,9.5,79,5,43.0,2.5,2,3.55555555555556,0,1,1,0.789473684210526,0.333333333333333,0,2,6
459,0,1,1,0,0,1,4,7,13,52,0.27,1.5,87,2,1.0,6.0,2,2.65,0,1,1,0.784615384615385,0.0,0,5,3
1269,2,0,1,1,0,1,4,1,2,9,0.46,15.0,40,0,18.0,4.5,2,1.66666666666667,0,0,1,1.29411764705882,0.333333333333333,0,1,1
522,2,17,2,0,0,1,15,11,15,29,0.21,0.0,71,2,3,21.5,2,3.76271186440678,0,1,1,1.33333333333333,0.0,0,7,4
1299,8,0,1,5,0,1,3,1,7,16,0.3,15.0,87,0,18.0,4.5,2,2.68,0,0,1,0.551724137931034,0.333333333333333,0,1,1
446,3,1,1,13,2.5,9,3,11,6,82,2.23,0,95,4,7,13.5,2,18.3814432989691,0,0,1,0.237623762376238,0.333333333333333,0,5,0
434,2,3,1,1,0,4,1,0,3,17,0.59,1.5,89,1,0.0,8,1,8.31818181818182,3,1,1,1.04166666666667,0.0,0,6,5
670,3,0,1,2,0,0,4,1,6,26,0.09,13.0,61,0,14.5,19,2,3.6,1,1,1,0.485714285714286,0.125,0,3,3
80,2,1,1,6,0,3,3,2,2.5,9,0.36,1,81,4,43.0,4,1,8.78571428571429,2,1,1,1.11111111111111,0.333333333333333,0,3,0
830,3,0,2,3,0,5,1,0,2.5,10,0.56,1,82,1,43.0,22.0,1,5.0,0,1,1,1.13333333333333,0.333333333333333,0,2,4
908,8,9,2,0,0,0,2,0,10,10,0.41,1.5,82,1,0.0,28.0,1,6.62962962962963,1,1,1,1.26666666666667,0.0,0,1,1
914,1,0,1,6,0,1,3,25,23,7,0.25,9.5,93,1,43.0,2.5,1,5.36363636363636,1,1,1,0.405405405405405,0.333333333333333,0,1,2
500,28,0,5,1,3,0,1,1,11,7,0.01,0.0,88,2,9.5,3,2,5.11111111111111,1,1,1,1.68421052631579,0.0,0,5,4
927,0,8,1,1,0,1,1,0,7,12,1.23,1,86,4,43.0,2.5,2,4.8,2,0,1,0.863636363636364,0.333333333333333,0,2,1
447,53,29,1,18,7,10,4,3,50,112,0.94,2,96,4,22.0,13.5,1,15.5329949238579,1,0,1,1.06435643564356,0.0,1,1,0
197,6,0,2,0,2,1,2,0,9,10,1.23,1,80,4,44.0,7.0,2,4.75,2,1,1,2.0,0.333333333333333,0,3,2
563,0,0,1,0,1,4,1,0,1,14,0.95,14.0,71,4,2.5,22.0,3,33.3571428571429,2,0,1,0.8125,0.333333333333333,0,6,3
1060,7,0,1,1,1,2,7,3,7,53,2.06,1,97,4,0.0,21.5,1,2.6984126984127,0,0,1,0.52112676056338,0.0,0,2,0
875,1,2,1,8,1,1,2,0,10.0,8,0.22,9.5,81,4,17.0,4,2,4.72727272727273,1,1,1,1.57142857142857,0.3666666666666665,0,1,0
200,16,0,1,19,12,2,11,6,26,75,0.52,15.0,95,4,43.0,4.5,2,3.29896907216495,0,0,1,0.724770642201835,0.0,0,2,7
442,4,0,1,1,0,3,3,0,5.0,18,0.49,1,81,5,9.5,9,2,4.96969696969697,1,1,1,1.40540540540541,1.0,0,1,2
462,2,2,1,4,0,2,1,0,16,22,0.35,14.0,77,4,0.0,7,1,7.78947368421053,1,1,1,1.15,0.125,0,2,4
786,0,0,1,0,0,7,1,0,0,1,0.69,4,0,2,0,18,1,6.0,6,17,2,1.0,0.5,0,5,1
676,6,4,1,0,3,1,16,19,7,29,0.09,0,91,2,11.5,7.0,2,2.75862068965517,0,0,1,0.746666666666667,0.9,0,3,2
1292,0,0,1,0,0,5,1,0,0,1,0.42,0,0,3,0,2.5,1,6.0,6,0.5,1,0.0,0.75,0,2,0
690,4,10,1,0,0,2,7,0,19,10,0.18,0,50,4,9.5,22,2,4.0,0,1,1,1.125,0.75,0,1,1
677,6,16,1,2,3,1,30,0,40,148,0.11,0,97,4,2,7.0,2,3.35294117647059,0,0,1,1.21890547263682,0.583333333333333,0,2,6
196,7,5,1,3,2,1,34,4,36,88,0.13,3,85,4,17.0,9.5,2,3.58653846153846,0,0,1,0.352517985611511,0.7,0,2,6
668,0,0,1,0,0,2,5,1,9,13,0.18,1,60,4,0,26,2,3.71428571428571,0,1,1,0.5,0.6,0,6,2
704,1,0,1,0,0,1,3,0,1,13,0.18,0,50,4,0,24,1,1.71428571428571,0,1,1,0.5,0.5,0,3,4
1288,0,1,1,1,6,2,2,0,3,24,0.17,0,88,4,0,27,2,5.68,0,1,1,0.321428571428571,0.75,0,1,1
754,0,0,1,0,0,2,6,0,14,9,0.16,3,25,4,0,1.0,2,3.33333333333333,0,1,1,0.9375,0.6,0,5,4
776,2,2,1,0,0,1,2,0,12,27,0.39,0,87,2,11,6,1,12.1290322580645,1,0,1,0.735294117647059,0.25,0,1,1
