,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
365,0,0,1,0,7,2,54.0,8,5,8,1.09,1,100,5,34,5,2,1.45454545454545,0,0,0,2,0.285714285714286,3,4,5
563,0,0,1,0,9,2,113,3,1,0,0.81,1,64.5,2,0,4.0,2,3.44444444444444,0,1,0,4,0.461538461538462,1,4,1
187,7,0,1,0,4,2,45.0,11,4,13,0.54,1,100,5,1,4.0,2,3.5,0,0,0,2,0.285714285714286,0,5,5
474,0,0,1,0,7,2,33,1,0,0,1.43,2,100,1,0,3,2,0.857142857142857,3,7,1,2,0.2,3,1,1
279,0,0,1,0,7,2,39.0,2,1,3,1.19,0,79,6,2,7.0,1,3.88,0,1,0,187.0,0.333333333333333,3,5,4
515,8,7,1,0,7,2,45.0,11,3,8,0.85,0,94,3,4,7.0,3,3.74285714285714,0,0,0,83.0,0.391304347826087,0,4,5
8,3,0,1,1,5,2,116,2,1,8,0.66,0,84,7,0,4.0,1,1.45454545454545,1,1,0,4,0.37037037037037,1,1,1
534,2,0,1,0,5,2,45.0,6,0,16,0.67,0,93,1,0,4.0,2,2.4,0,1,0,2,0.285714285714286,3,4,4
538,3,0,1,0,4,2,99.0,4,1,13,0.68,0,87,1,1,7.0,2,1.205263157894735,0,1,0,2,0.153846153846154,0,4,5
396,20,1,1,1,5,2,45.0,10.0,0,17,0.66,1,100,6,10,11,3,3.32051282051282,0,0,0,66.0,0.454545454545455,4,3,3
569,3,1,3,0,11,6,99.0,1,3,4,0.41,4,79,1,2,7.0,2,1.205263157894735,2,1,0,2,0.263157894736842,0,3,3
549,0,0,2,1,9,3,122.0,4,10,4,0.63,1,92,1,1,4.0,3,3.3125,1,1,0,106.0,0.315789473684211,1,5,3
742,9,6,1,2,3,2,99.0,11,0,12,0.36,0,82,2,7,2.5,2,3.28169014084507,0,0,0,0,0.266666666666667,0,2,1
1168,1,0,1,0,4,1,31.5,2,2,1,0.43,1,86,5,0,3,1,1.46666666666667,1,1,0,2,0.4,3,1,2
493,12,5,2,0,6,3,122.0,7,6,4,0.48,1,92,2,3,2.5,2,1.6431818181818199,0,1,0,4,0.227272727272727,0,4,5
416,1,1,1,0,6,2,162,2,1,4,0.74,0,30.0,4,238,6.0,2,3.25,0,1,0,255.0,0.285714285714286,1,4,2
291,7,0,1,0,6,2,146.0,5.0,5,8,0.81,0,96,4,43,1.0,2,2.93827160493827,0,0,0,181.0,0.315789473684211,0,5,5
6,1,0,1,0,6,1,67,1,1,2,1.22,0,76,7,0,4,1,6.38181818181818,0,2,3,2,0.263157894736842,3,2,0
264,0,3,1,0,5,1,45.0,1,0,10,1.0,0,91,2,1,9,1,1.6431818181818199,1,1,1,2,0.222222222222222,3,3,4
516,2,1,1,1,4,1,141,3,2,3,0.84,0,41.5,1,2,8,3,1.45454545454545,0,0,3,2,0.333333333333333,1,3,2
468,0,0,1,0,3,1,25.5,1,1,1,2.73,0,87,5,4,1,1,0.857142857142857,0,2,3,2,0.428571428571429,3,1,2
582,0,0,1,0,7,3,84,1,3,0,0.72,1,62,2,3,9,1,0.6,0,1,3,2,0.263157894736842,3,1,0
584,0,0,2,0,5,3,49,1,0,2,0.48,1,30,2,3,9,1,0.6,3,2,3,2,0.22474747474747447,3,3,3
590,0,0,1,0,7,3,25.5,1,2,0,1.57,1,0,3,0,10,1,0.857142857142857,1,2,3,2,0.461538461538462,3,4,2
1020,0,0,1,0,4,2,132.0,1,0,0,0.38,5,0,3,0,4.0,1,1.5,1,2,3,2,0.333333333333333,1,3,0
